id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
159	Effron	Spat off the balcony at the theater	orig	A person was angry or upset during a performance at the theater	6.0	4.0	4.0	0.0	-2.0	Average adult in a public place, some vulnerability	Acting impulsively, without much thought	Causing minor physical and emotional harm	No help or assistance was provided	Immoral act, causing harm and no help	The person who spat	They were upset or angry	The person or people below the balcony	They were unsuspecting and in a public place	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig	The person is a businessman who forgot to change into workout clothes before going to the gym.	6.0	4.0	0.0	0.0	0.0	He is a typical adult, not particularly vulnerable.	He is acting impulsively, without much thought.	No harm is caused to anyone or anything.	No help is provided to anyone or anything.	The scenario is neutral, neither moral nor immoral.	The businessman	He is careless about his appearance	The businessman himself	He is not paying attention to his surroundings	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig	The man is trying to sabotage his wife's chances of winning the beauty pageant due to personal reasons or jealousy.	8.0	9.0	6.0	0.0	-3.0	The wife is vulnerable due to her trust in her husband.	The man's action is intentional and premeditated.	The harm caused is emotional distress and potential damage to the wife's self-esteem.	No help is provided to the wife.	The scenario is immoral due to the husband's intentional harm and betrayal of trust.	The man	He is motivated by personal gain or a desire to undermine his wife's confidence.	The wife	She is unaware of her husband's actions and trusts him to support her.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig	The agent is trying to be kind and inclusive	8.0	6.0	0.0	6.0	3.0	The patient is vulnerable due to social isolation	The action is intentional, but not overly planned	No harm is caused, and the action is benign	The action provides some help and social support	The scenario is morally acceptable due to the kind intentions and lack of harm	The agent is the person who invited the unpopular coworker to lunch	The agent is a kind and considerate person	The patient is the unpopular coworker	The patient is likely to be socially isolated and in need of human connection	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig	Family conflict or disagreement	7.0	6.0	5.0	0.0	-2.0	The sister's family is vulnerable to emotional harm	The narrator intentionally decided not to visit, showing some degree of planning	The narrator's absence may cause emotional distress and hurt feelings	The narrator's absence does not provide any help or support	The narrator's action is somewhat immoral due to the harm caused to the sister's family	The narrator	The narrator is self-centered and prioritizes their own comfort over family obligations	The sister's family, especially the sister and her husband	The sister's family is likely to be hurt or disappointed by the narrator's absence	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig	The individual is likely struggling with financial difficulties or addiction, leading them to engage in this behavior.	8.0	6.0	6.0	0.0	-3.0	The individual may be in a vulnerable state due to their circumstances.	The action is intentional, but may not be fully thought through.	The harm caused is primarily to the individual themselves, potentially leading to further exploitation or harm.	No significant help is being provided in this scenario.	The scenario is morally unacceptable due to the potential harm and exploitation involved.	The homosexual individual in the gay bar.	That they are desperate or struggling with personal issues.	The people in the bar, potentially including the individual themselves.	That they may be vulnerable to exploitation or harm.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig	The professor has a personal bias against the student	8.0	9.0	7.0	0.0	-3.0	Student is vulnerable due to power imbalance	Professor's action is deliberate and planned	Bad grade can affect student's academic and career prospects	No help or support is provided to the student	Unfair treatment and harm caused to the student, with no help provided	The professor	The professor is unfair and biased	The student	The student is innocent and deserving of a fair grade	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig	Person X is a passerby who is not directly related to the victim and is not under any obligation to help	9.0	8.0	9.0	0.0	-4.0	The man is injured and alone in a dark alley, making him highly susceptible to harm	Person X's inaction is intentional, as they choose not to call for help despite being aware of the situation	The man's life is at risk due to Person X's inaction, causing significant harm	Person X fails to provide any assistance, offering no help at all	Person X's intentional inaction in the face of extreme vulnerability and harm makes this scenario extremely immoral	Person X	Person X is capable of calling an ambulance but chooses not to	The man stabbed in the dark alley	The man is a stranger to Person X and is in a vulnerable state	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig	The woman is a former news anchor who was unable to achieve her own career goals and is now living vicariously through her daughter.	8.0	8.0	7.0	0.0	-3.0	The daughter is vulnerable due to her age and relationship with her mother.	The woman's actions are intentional, as she is deliberately pushing her daughter to pursue a specific career.	The harm caused is significant, as the daughter may feel pressured and stressed, and may lose her own sense of identity.	No help is being provided, as the woman's actions are solely focused on her own desires.	The scenario is morally unacceptable due to the woman's manipulation and disregard for her daughter's well-being.	The woman	She is driven by her own unfulfilled ambitions and is trying to relive her past through her daughter.	The daughter	She is likely young and impressionable, and may feel pressured to conform to her mother's expectations.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig	Life or death situation at sea	10.0	9.0	10.0	10.0	1.0	Defenseless and highly susceptible to harm	Deliberate thought and planning to save lives	Causing death to two people	Saving six lives from drowning	Morally acceptable due to the greater good, but still a difficult decision	The narrator	The narrator is willing to make a difficult decision to save lives	The two unknown people on the dinghy	They are innocent and cannot swim	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig	Financial difficulties and temporary housing need	8.0	8.0	0.0	8.0	4.0	She is in a difficult financial situation and needs temporary housing.	The narrator intentionally offered to help the niece.	No harm was caused in this scenario.	The narrator provided significant help by offering temporary housing.	The scenario is highly moral due to the narrator's kindness and help.	The narrator	That they are a responsible and caring person	The friend's niece	That she is in a vulnerable situation and needs help	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig	Person X was in a hurry or distracted while preparing for their trip	7.0	2.0	6.0	0.0	-1.0	Average adult with no special vulnerabilities	Action was accidental, but could have been prevented with more attention	Caused inconvenience and potential financial loss	No help was provided in this scenario	Carelessness led to harm, but no malicious intent	Person X	They are careless or prone to forgetfulness	Person X themselves	They are a typical adult with average resilience	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig	Person X has a lack of self-control and is prone to infidelity	8.0	8.0	7.0	0.0	-3.0	Girlfriend is away, making her more susceptible to harm	Person X is aware of the girlfriend's absence and plans accordingly	The girlfriend's trust is broken, causing emotional distress	No help or support is provided to the girlfriend	Intentional harm and lack of help make this scenario highly immoral	Person X	Person X is selfish and lacks empathy	The girlfriend	The girlfriend is trusting and vulnerable due to her absence	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig	A person in a hurry and under time pressure	8.0	5.0	7.0	0.0	-3.0	The owner is not present and cannot defend their property	The driver acts impulsively without considering consequences	The scratch causes significant financial damage to the owner	The driver provides no help or assistance	The driver's reckless behavior causes harm and shows no regard for others	The driver of the car	The driver is careless and reckless	The owner of the damaged car	The owner is unaware of the incident and vulnerable to financial loss	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig	A kind stranger saw someone's parking meter was about to expire and decided to help.	6.0	7.0	0.0	8.0	4.0	The stranger is not particularly vulnerable.	The action was intentional, but not extensively planned.	No harm was caused in this scenario.	The action provided significant help by saving the stranger from a parking ticket.	The scenario is highly moral due to the kind and intentional action.	Person X	Assuming Person X is a kind and considerate individual.	The stranger whose parking meter was about to expire	Assuming the stranger is an average person who would appreciate the help.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig	Self-defense in a life-threatening situation	8.0	7.0	10.0	10.0	2.0	Technician is vulnerable due to being in a precarious position	Action was intentional to save lives, but with minimal premeditation	Maximum harm caused to the criminal and the technician	Maximum help provided to the other actors by saving their lives	Morally acceptable due to self-defense and saving lives, despite harm to technician	You (the actor)	You assumed the agent had the ability to activate the trapdoor	The lighting technician and the criminal	You assumed the technician would fall and die, and the criminal would be killed by the falling scenery	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig	Person X solved a crossword puzzle in their free time	0.0	6.0	0.0	0.0	0.0	Inanimate object, cannot be harmed	Intentional action, but not extensively planned	No harm caused to the puzzle or others	No significant help provided to others	Neutral moral acceptability, as it's a personal activity	Person X	Assumed to be an adult with average cognitive abilities	The crossword puzzle	Assumed to be an inanimate object	0.11
176	Effron	Put a roach down another person's shirt	orig	A prank or joke among friends or acquaintances	7.0	6.0	4.0	0.0	-2.0	The patient is average resilience, but in a vulnerable position	The action is intentional, but not extensively planned	The harm is minor, but can cause discomfort and fear	No help is provided, as the action is meant to cause discomfort	The scenario is morally unacceptable due to the intentional harm caused	A friend or acquaintance	The agent is someone who thinks this is a funny and harmless prank	The person whose shirt the roach is put down	The patient is someone who is unsuspecting and trusts the agent	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig	Life or death situation	9.0	8.0	10.0	9.0	-1.0	The patient is in a vulnerable position, suspended in mid-air	The action was intentional, but under extreme duress	The action caused the utmost harm, resulting in death	The action provided critical assistance to the other climbers, ensuring their survival	The scenario is morally complex, with a difficult decision made to prioritize the lives of some over others	The fourth climber	Assumed to be rational and willing to make a difficult decision to survive	The last climber	Assumed to be helpless and dependent on the rope	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig	The person participating in the rally is a young adult who is misinformed about the ideology and its implications.	9.0	6.0	7.0	0.0	-3.0	Minorities are often defenseless against systemic oppression	The action is intentional, but not necessarily premeditated	The rally promotes harmful ideologies, causing emotional distress and perpetuating discrimination	No help is provided to the affected communities	The scenario is immoral due to the harm caused to vulnerable communities	The young adult participating in the rally	They are naive and lack understanding of the harm caused by white nationalism	Minorities and marginalized communities	They are already vulnerable and targeted by white nationalist ideologies	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig	The person refuses to stand for the pledge of allegiance as a form of peaceful protest or personal conviction.	6.0	7.0	3.0	0.0	1.0	Average resilience, some susceptibility to harm from social backlash	Deliberate action, some degree of thought and planning	Minor harm, potential offense or discomfort to others	No direct help or assistance provided	Morally acceptable as a form of peaceful protest, but may be seen as disrespectful by some	The person who refuses to stand	They are making a conscious decision to express their beliefs or values	The people around them, including event organizers and attendees	They may be upset or offended by the person's actions	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig	A woman at work had to make the difficult decision to put her dogs to sleep.	8.0	6.0	8.0	8.0	3.0	The woman is emotionally vulnerable due to her attachment to her dogs.	The action was intentional, but not malicious.	The harm caused is significant emotional distress.	The comfort and support provided is substantial.	The scenario is morally acceptable due to the emotional support provided.	The woman	She is a pet owner who is emotionally attached to her dogs.	The woman	She is emotionally vulnerable due to her attachment to her dogs.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig	The man is a controlling and abusive husband.	8.0	9.0	7.0	0.0	-3.0	She is in a vulnerable position due to her relationship with her husband.	He is intentionally exerting control over his wife's choices.	His action causes emotional distress and restricts her autonomy.	He is not providing any help or support.	The scenario is morally unacceptable due to the husband's controlling behavior.	The man	He is controlling and abusive.	His wife	She is vulnerable and submissive.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig	War or conflict	10.0	9.0	9.0	9.0	2.0	The civilians are defenseless and highly susceptible to harm	The soldier planned and deliberately shot at the tanker	The action caused the death of the tanker driver	The action saved the lives of the four civilians	The harm caused to the tanker driver is outweighed by the lives saved	The soldier	The soldier is trained to make difficult decisions in high-pressure situations	The tanker driver and the four civilians	The tanker driver is unaware of the situation, and the civilians are innocent and helpless	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig	The older man was struggling to carry his luggage and needed assistance.	8.0	9.0	0.0	8.0	4.0	Older adults may be more susceptible to harm due to physical limitations.	The action was intentional and deliberate, showing concern for the older man.	No harm was caused, and the action was benevolent.	The action provided significant assistance and relief to the older man.	The scenario demonstrates kindness, empathy, and a willingness to help, making it highly moral.	A passerby or a good Samaritan	Assumed to be a kind and helpful person	The older man	Assumed to be frail and in need of assistance	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig	A friend moving to a new city	8.0	9.0	0.0	9.0	4.0	New to the city, no social network, vulnerable to feeling lost	Planned and deliberate action to help my friend	No harm was caused, only positive actions	Substantial help was provided, making a big difference	Highly moral act, showing kindness and support	I (the narrator)	I am a good friend and willing to help	My friend who just moved to the city	My friend is new to the city and doesn't know anyone	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig	Rushing to get to a destination on a rainy day	7.0	4.0	3.0	0.0	-2.0	Pedestrians are average individuals with some susceptibility to harm	The driver is acting impulsively, with minimal premeditation	The pedestrians are getting wet and possibly uncomfortable, but not seriously harmed	No help is being provided to the pedestrians	The scenario is somewhat immoral due to the driver's carelessness and lack of consideration for others	The driver	Assuming the driver is in a hurry and not paying attention to the road	The pedestrians	Assuming the pedestrians are unaware of the puddle and are vulnerable to being splashed	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig	The teenager was drunk or under the influence of drugs and lost control of their bodily functions.	8.0	5.0	7.0	0.0	-3.0	Vulnerable due to potential health risks and emotional distress.	Acted impulsively without considering consequences.	Caused significant discomfort and health risks to others.	No help was provided to those affected.	Immoral due to harm caused to innocent people and lack of consideration.	The teenager	They are irresponsible and lack self-control.	The people in the wave pool, especially children and families	They are innocent and unsuspecting victims of the teenager's actions.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig	The neighbor's fence was damaged and needed repair.	6.0	7.0	0.0	8.0	4.0	The neighbor may be vulnerable due to lack of resources or skills.	The action is intentional, but not overly planned or calculated.	No harm is caused in this scenario.	The help offered is substantial and beneficial to the neighbor.	The scenario is highly moral due to the kind and helpful nature of the action.	The person offering to help	They are a kind and helpful individual	The neighbor	They are in need of assistance and may be struggling to fix the fence themselves	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig	The person is a disillusioned citizen who feels their country is not representing their values or interests.	6.0	7.0	5.0	0.0	-2.0	The country and its citizens are not defenseless, but may feel emotionally affected.	The action was intentional, but may not have been thoroughly planned.	The action caused emotional harm and offense, but no physical damage.	The action did not provide any help or assistance.	The action was intentional and caused harm, making it morally unacceptable.	Person X	They are unhappy with their country's governance or policies.	The country and its citizens	They are proud of their national identity and may feel offended by the action.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig	The lawyer wants to gain an advantage in the case by rekindling an old friendship with the judge.	6.0	8.0	2.0	6.0	0.0	The judge is a professional with some resilience.	The lawyer planned the encounter to influence the case.	No harm is intended, but the lawyer's motives are questionable.	The lawyer's actions may lead to a favorable outcome for their client.	The lawyer's actions are morally ambiguous, as they blur professional boundaries.	The lawyer	The lawyer assumes the judge will be receptive to rekindling their friendship and that it will influence the case.	The judge	The judge is assumed to be a busy and important person who may not remember the lawyer well.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig	The man is walking down a dark hallway after coming from a bright outdoor area and hasn't yet adjusted to the indoor lighting.	6.0	2.0	0.0	0.0	0.0	He is an average adult with no apparent vulnerabilities.	He is not intentionally trying to harm himself or others.	No harm is caused to himself or others.	No help is provided to himself or others.	The scenario is neutral, with no moral implications.	The man	He is not aware of his surroundings or is careless about his appearance.	The man himself	He is not paying attention to his surroundings.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig	A casual social gathering	6.0	6.0	0.0	4.0	0.0	Average adult with no vulnerabilities	Intentional action, but not extensively planned	No harm caused, just a social activity	Some social benefit, but not critical help	Morally neutral, a normal social activity	Person X	Assuming Person X is a responsible adult	The friend	Assuming the friend is also a responsible adult	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig	Natural disaster (flood)	9.0	9.0	0.0	10.0	4.0	Flood victims are in a state of crisis and need help	Person X intentionally opened their home to help	No harm was caused by Person X's action	Person X provided critical assistance to those in need	Person X's action was highly moral and selfless, helping those in need	Person X	They are a kind and compassionate person	Flood victims	They are in a vulnerable state due to the disaster	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig	A teacher wanting to get to know parents in a Spanish-speaking school	8.0	9.0	0.0	8.0	4.0	Parents may be vulnerable due to language barriers and illiteracy	The teacher intentionally made themselves available to communicate with parents	No harm was caused in this scenario	The teacher provided significant help by making themselves available to communicate	The teacher's actions were highly moral and beneficial to the parents	The first-grade teacher	The teacher is caring and willing to go the extra mile	The parents of the children in the teacher's class	The parents may be illiterate and in need of special consideration	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig	Interrogation during a war or conflict	9.0	9.0	8.0	0.0	-4.0	Wounded and in captivity, making them highly susceptible to harm	Deliberate and calculated action to extract information	Causing significant physical harm and pain	No help or assistance is provided, only harm	Extremely immoral due to intentional harm and exploitation of vulnerability	An enemy soldier or interrogator	Assuming they are motivated by a desire to gain information	A wounded prisoner of war	Assuming they are vulnerable and in a weakened state	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig	Pressure to be young in the dance industry	6.0	8.0	4.0	0.0	-1.0	The narrator is an adult, but in a competitive industry	The narrator deliberately lied about their age with some planning	The harm is limited to potential emotional distress or unfair advantage	No help was caused, as the narrator only lied about their age	The scenario is morally questionable due to the intentional deception, but no severe harm was caused	The narrator	The narrator assumed they would be more competitive if they were younger	The narrator themselves and potentially other dancers	The narrator assumed they would be judged based on their age	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig	Person X was in a hurry and not paying attention to the road signs	8.0	5.0	8.0	0.0	-3.0	Pedestrians and other drivers are vulnerable to harm	Driving the wrong way is not entirely accidental, but not fully intentional either	Driving the wrong way can cause significant harm or even death	No help was provided to others on the road	The action is morally unacceptable due to the risk of harm to others	Person X	Assumed they were in a hurry and not paying attention	Other drivers and pedestrians on the one-way street	Assumed they were unaware of the wrong-way driver	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig	Self-defense in a life-threatening situation	9.0	9.0	10.0	10.0	2.0	Unaware and in a vulnerable position, making him highly susceptible to harm	Deliberate action to protect others, with extensive planning and thought	Causing the utmost damage, resulting in the death of the traffic policeman	Providing critical assistance or protection in a life-threatening situation, saving multiple lives	Morally acceptable due to self-defense and protection of others, outweighing the harm caused to the traffic policeman	The bodyguard	The bodyguard is trained to protect the politician and others	The traffic policeman	The traffic policeman is unaware of the danger and is in a vulnerable position	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig	The college president was trying to boost school spirit and build rapport with students by showing a lighthearted and humorous side.	6.0	6.0	3.0	5.0	0.0	Students are average individuals with some susceptibility to harm.	The action was intentional, but not malicious or premeditated.	The action caused minor embarrassment or surprise, but no lasting harm.	The action provided some entertainment and amusement to the students.	The scenario is morally neutral, as the president's action was lighthearted and harmless.	The college president	The president is a charismatic leader who wants to connect with students.	The students and fans of the college	They are enthusiastic and loyal to their school.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig	The man is lactose intolerant or has a dairy allergy.	6.0	8.0	0.0	6.0	0.0	Average adult with no apparent vulnerabilities.	He intentionally chose water over milk.	No harm is caused to anyone or anything.	He is helping himself by avoiding dairy.	A morally neutral action with self-care intent.	The man	He is lactose intolerant or has a dairy allergy.	The man himself	He is taking care of his dietary needs.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig	The woman is a responsible dog owner who wants to discipline her dog for misbehaving.	8.0	6.0	3.0	0.0	0.0	The dog is a vulnerable living being that can be emotionally and physically affected.	The woman's action is intentional, but not malicious or cruel.	The action causes minor emotional distress to the dog, but no physical harm.	The woman's action does not provide any direct help or benefit to the dog.	The scenario is morally neutral, as the woman's intention is to discipline, not harm, the dog.	The woman	She is a responsible and caring dog owner who wants to teach her dog right from wrong.	The dog	The dog is a pet that relies on its owner for care and guidance.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig	The teenage girl is unaware of the social norms of not staring at people with disabilities or disfigurements.	8.0	4.0	6.0	0.0	-2.0	The woman is vulnerable due to her disfigurement and potential self-consciousness.	The girl's action is impulsive and lacks deliberate thought.	The girl's stare causes emotional distress and discomfort.	The girl's action does not provide any help or support.	The scenario is morally unacceptable due to the girl's lack of empathy and the harm caused.	The teenage girl	She is unaware of the social norms and lacks empathy.	The disfigured woman	She is self-conscious about her appearance and may be sensitive to stares.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig	Person X's sister was very unwell and unable to care for her children	9.0	9.0	0.0	10.0	4.0	Children are inherently vulnerable and dependent on others	Person X intentionally took on the responsibility of caring for the children	No harm was caused to the children, and they were likely protected from harm	Person X provided critical care and support to the children	Person X's actions were highly moral and selfless, prioritizing the well-being of the children	Person X	Person X is a responsible and caring individual	The five nieces and nephews	They are vulnerable and dependent on others for care	3.36
203	Effron	Made breakfast for his wife on her birthday	orig	A loving husband wanting to surprise his wife on her birthday	4.0	8.0	0.0	8.0	4.0	The wife is in a celebratory mood, making her less vulnerable	The husband planned and executed the action with thought and care	No harm was caused, only a positive action	The husband provided a significant and meaningful act of kindness	The scenario is highly moral due to the husband's thoughtful and caring action	The husband	He is a caring and thoughtful person	The wife	She is a loved and appreciated person	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig	The former Secretary of State is disillusioned with the US government and its policies.	4.0	9.0	7.0	0.0	-2.0	The patient is a country, so it has some resilience.	The action is deliberate and planned.	The harm is significant, but not catastrophic.	No help is being provided to the country or its citizens.	The action is intentional and causes harm, making it immoral.	The former Secretary of State	They are a high-ranking official who has had enough of the system.	The United States and its citizens	The country and its people are being affected by the loss of a prominent figure.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig	Emergency situation with limited options	7.0	8.0	10.0	10.0	0.0	The patient is a typical adult, susceptible to harm	The action is intentional, but with limited options	The action causes maximum harm to the patient	The action provides maximum help to the agent and colleagues	The scenario is morally complex, with harm and help in a life-or-death situation	The worker in the atomic energy plant	The worker is trying to save their own life and the lives of their colleagues	The worker in the other work division	The worker is unaware of the diversion of radioactivity	-1.55
206	Effron	Told a joke about a nun on a train	orig	A commuter telling a joke to a fellow passenger on a train	7.0	6.0	3.0	2.0	0.0	Nuns are often seen as vulnerable due to their devotion and commitment to their faith	The commuter likely thought about the joke before sharing it, but didn't intend to offend	The joke may have caused minor offense or discomfort, but no lasting harm	The joke may have brought a smile to the nun's face, but didn't provide significant help	The scenario is morally neutral, as the commuter's intention was to be humorous, not harmful	The commuter	Assuming the commuter is trying to be humorous and break the ice	The nun	Assuming the nun is a devout and potentially sensitive individual	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig	Person X is a nature lover and enjoys listening to birds	0.0	8.0	0.0	0.0	0.0	The birds and park environment are not vulnerable to harm	Person X intentionally walks to work through the park to enjoy the birds	No harm is caused to the birds or park environment	Person X's action does not provide any help to the birds or park environment	The scenario is morally neutral, as no harm or help is caused	Person X	They are a nature lover and enjoy listening to birds	The birds and the park environment	They are not directly affected by Person X's action	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig	The neighbor is in urgent need of the tools for a critical task.	8.0	8.0	6.0	0.0	-2.0	Neighbor is in urgent need, making them vulnerable.	Action was intentional, as they chose to ignore the request.	Caused inconvenience and potential harm to the neighbor.	No help was provided, leaving the neighbor in need.	Intentional inaction caused harm, making it immoral.	The person who ignored the request	They are capable of lending the tools but chose not to.	The neighbor	They are in a vulnerable situation and need the tools.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig	Survival situation in a life-threatening storm	9.0	7.0	10.0	9.0	-2.0	The patient was in a precarious situation, making them highly susceptible to harm.	The action was intentional, though likely impulsive due to the emergency situation.	The action caused the utmost harm, resulting in the patient's death.	The action provided critical assistance to the remaining three people, allowing them to survive.	The scenario is morally complex, but the harm caused outweighs the help provided, making it immoral.	The person who pushed the other person off the chair	That they would prioritize their own survival over the life of another person	The person who was pushed off the chair	That they were in a vulnerable situation and trusted the person next to them	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig	The actor is trying to get better treatment on a film set	6.0	8.0	2.0	0.0	-1.0	Crew members are average individuals with some susceptibility to harm	The actor deliberately lied to get better treatment	No significant harm was caused, only a minor deception	No help was provided, only a personal gain	The scenario is immoral due to the intentional deception, but no significant harm was caused	The actor	That they would be treated better if they were a union member	The film production crew	That they would treat union members differently	-1.18
211	Effron	Helped a neighbor move his piano	orig	A neighbor asked for help moving a heavy object	6.0	7.0	0.0	8.0	3.0	Neighbor is average resilience, some susceptibility to harm	Action is deliberate and planned, but not extensively	No harm is caused, only assistance	Substantial help is provided, easing the neighbor's burden	Helping a neighbor in need is a morally positive action	The person helping the neighbor	Assuming the person is physically capable and willing to help	The neighbor	Assuming the neighbor is in need of assistance and appreciative	1.9636364
