id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		-4	0	0	0	0	0	-3	Accidental harm caused to a young soldier	No intention to cheat, just an accident	No intentional betrayal, just a mistake	No challenge to authority, just an accident	No intentional degradation, just an accident	No oppression, just an accident in a military context	Scenario is immoral due to extreme harm, but neutral on other norms.	-0.4933333333
85	Effron	Left food out for stray dogs	orig		4	0	0	0	0	0	4	Helping stray dogs by providing food.	No cheating or unfairness involved.	No betrayal or loyalty issues.	No authority figure is being subverted.	No degradation or sanctity issues.	No oppression or restriction of liberty.	Highly moral due to extreme act of helping with no violations of other norms.	2.24864864
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		-4	-3	0	0	0	0	-3	Person X intentionally caused damage to neighbor's car.	Person X took unfair advantage of neighbor's parking habits.	No prior trust or loyalty was established between Person X and neighbor.	No authority figure was involved or defied in this scenario.	No moral or sacred values were violated or upheld.	Person X's action did not restrict neighbor's freedom or autonomy.	Scenario is immoral due to harm and cheating, but no other norms are violated.	-2.41
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		1	0	-2	-1	-3	-2	-3	You harm the healthy carrier, but help the five patients.	No cheating or unfairness is involved in this scenario.	You betray the healthy carrier, but not out of personal loyalty.	You subvert the emergency system, but for a greater good.	The healthy carrier's life is degraded, but not out of disrespect.	The healthy carrier is oppressed, but the five patients are freed from contagion.	Scenario is immoral due to harm, betrayal, subversion, degradation, and oppression.	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		-2	-1	-2	3	0	-3	-3	Forcing a career choice may harm the son's happiness and well-being.	No cheating is involved, but fairness is compromised by the father's coercion.	The father's actions may be seen as a betrayal of his son's autonomy.	The father is exercising his authority to dictate his son's career choice.	No degradation or sanctity is involved in this scenario.	The father's coercion restricts the son's freedom to choose his own career.	Scenario is immoral due to harm, cheating, betrayal, and oppression.	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		-3	0	0	0	-2	-2	-2	Yelling at the server causes emotional harm.	No cheating or unfairness is involved in the scenario.	No betrayal of trust or loyalty is involved in the scenario.	The customer is not challenging the server's authority.	The server's dignity is degraded by the yelling.	The server's freedom to work without harassment is restricted.	Scenario is immoral due to harm, degradation, and oppression.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		-3	-4	-5	0	0	0	-4	You potentially harmed the guy by sharing his secrets.	You broke the trust by sharing secrets, which is unfair.	You betrayed the guy's trust by sharing his secrets.	No authority figure is involved, so this norm doesn't apply.	No degradation or sanctity is involved, so this norm doesn't apply.	No oppression or restriction of liberty is involved, so this norm doesn't apply.	Scenario is extremely immoral due to extreme harm, cheating, and betrayal.	-2
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		-5	0	0	-3	-4	-5	-4	Person X causes physical harm to the woman.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	Person X is not following the authority's rules and laws.	The woman is degraded and disrespected by Person X's action.	The woman's freedom and liberty are oppressed by Person X's action.	Extremely immoral due to extreme harm, subversion, degradation, and oppression.	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		-2	-4	-4	-3	-3	-1	-3	Potential harm to the mother, the coach's family, and the team's dynamics.	Coach is tempted to cheat on his partner or spouse.	Coach's actions would betray the trust of his partner, team, and the mother's family.	Coach's position of authority is being used for personal gain.	The coach's actions would degrade the sanctity of his relationships and the team environment.	The coach's actions would not necessarily oppress anyone, but could limit the mother's freedom.	Scenario is immoral due to strong violations of fairness, loyalty, and authority.	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		-5	0	0	2	-4	-3	-3	Executing surrendering troops is an extreme act of harm.	No cheating is involved in this scenario.	No betrayal is involved, as there is no prior agreement or trust.	The execution may be seen as an act of authority, but not subversion.	Executing surrendering troops degrades their human dignity.	The execution restricts the liberty of the surrendering troops.	Scenario is immoral due to harm, degradation, and oppression.	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		5	0	-2	-3	4	4	3	Refusing to fire into a crowd to avoid harming innocents.	No cheating or unfairness involved in this scenario.	Refusing to follow orders may be seen as a betrayal of loyalty.	Refusing to follow orders is a subversion of authority.	Protecting human life and dignity is an act of sanctity.	Refusing to fire into a crowd is an act of protecting liberty.	Scenario is highly moral due to high Help, Sanctity, and Liberty scores.	2.133333333
95	Effron	Pulled his dog's tail	orig		-3	0	-2	0	-2	0	-2	Pulled dog's tail, causing harm or discomfort.	No cheating or unfairness involved in this scenario.	Dog may feel betrayed by its owner's action.	No authority figure is involved or subverted.	Dog's well-being is degraded by the action.	Dog's freedom is not directly affected by the action.	Scenario is immoral due to harm, betrayal, and degradation.	-2.03428576
96	Effron	Beat up someone smaller than him	orig		-5	0	0	0	-4	-4	-4	The scenario involves intentionally causing harm to someone smaller.	The scenario does not involve cheating or unfairness, but rather a physical act.	The scenario does not involve a breach of trust or loyalty.	The scenario does not involve challenging authority or rules.	The scenario involves degrading and disrespecting the victim's dignity.	The scenario involves restricting the victim's freedom and autonomy.	Scenario is extremely immoral due to harm, degradation, and oppression.	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		-2	2	-1	0	0	0	-1	Refusing to lend notes may harm the friend's academic performance.	Not lending notes maintains fairness, as the friend didn't attend classes.	Refusing to help a friend in need may be seen as disloyal.	No authority figure is involved, so this norm doesn't apply.	No moral or sacred values are at stake in this scenario.	The friend's freedom to learn isn't restricted, just not aided.	Scenario is somewhat immoral due to harm and betrayal, but fairness prevails.	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		-2	0	0	0	-1	0	-2	Neglecting to water the garden causes harm to the plants.	No cheating or unfairness is involved in this scenario.	No betrayal or disloyalty is involved in this scenario.	No authority is being subverted or challenged in this scenario.	The garden's beauty and sanctity are degraded by neglect.	No oppression or restriction of liberty is involved in this scenario.	Scenario is immoral due to harm and degradation, but not extremely so.	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		0	0	0	0	0	0	0	No harm or help is involved in forgetting what to buy.	No cheating or unfairness is present in this scenario.	No betrayal or loyalty is relevant in this situation.	No authority is being challenged or subverted.	No degradation or sanctity is involved in forgetting a shopping list.	No oppression or restriction of liberty is present.	No moral norms are violated, making the scenario neutral.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		0	-3	-4	0	0	0	-3	No harm or help was intended, just an opportunistic act.	Taking coins without permission is unfair and cheating.	Taking sister's coins without permission is a betrayal of trust.	No authority figure was involved or defied.	No degradation or disrespect was intended, just a selfish act.	No oppression or restriction of freedom was involved.	Scenario is immoral due to cheating and betrayal.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		5	0	4	0	0	0	4	Person X helped their friend, extreme act of help.	No cheating or unfairness involved in the scenario.	Person X showed loyalty to their friend by helping.	No authority figure involved or subverted.	No degradation or sanctity violation occurred.	No oppression or restriction of liberty involved.	Highly moral due to extreme help and high loyalty.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		-4	-3	-4	0	0	0	-3	Broke friend's phone, causing harm and inconvenience.	Not apologizing or replacing the phone is unfair to the friend.	Breaking trust by not taking responsibility for the action.	No authority figure is involved, so this norm does not apply.	No moral or sacred values are violated, so this norm does not apply.	No restriction of freedom or oppression is involved, so this norm does not apply.	Scenario is immoral due to harm, cheating, and betrayal.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		3	0	0	0	-2	4	2	Smashing the window will harm one person, but help five others escape.	No cheating or unfair advantage is taken in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is present, and no rules are being subverted.	The act of smashing the window may be seen as degrading human life, but it's a desperate measure.	The fire is oppressing the people inside, and smashing the window gives them liberty to escape.	Help and liberty are promoted, but sanctity is degraded.	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		2	0	3	0	0	0	3	Laughing at a joke, even unfunny, helps the friend's feelings.	No cheating or unfairness involved in laughing at a joke.	Laughing at a friend's joke shows loyalty and support.	No authority figure is involved in this scenario.	No degradation or sanctity issues arise from laughing at a joke.	No oppression or restriction of liberty occurs in this scenario.	Scenario is moral due to helping and loyal actions.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		-4	0	0	-3	-5	-4	-4	The drunk elderly man's offer may harm others, especially if they are vulnerable.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	The man's behavior may be seen as subverting social norms and authority.	The man's offer is degrading and violates the sanctity of others' bodies and dignity.	The man's behavior may be seen as oppressive, restricting others' freedom from harassment.	Scenario is extremely immoral due to extreme harm, subversion, degradation, and oppression.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		5	0	4	0	3	0	3	Person X helps their friend by paying off debts.	No cheating or unfairness involved in the act.	Person X shows loyalty to their friend in a time of need.	No authority figure is involved or challenged.	The act is a kind and respectful gesture.	No oppression or restriction of freedom involved.	Highly moral due to strong Help, Loyalty, and Sanctity scores.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		5	0	0	0	5	0	-3	Act of kindness, bringing joy to children	No unfair advantage taken, purely altruistic	No trust broken, no loyalty expected	No authority challenged, hospital staff likely involved	Act of kindness, preserving dignity of children	No restriction of freedom, promoting happiness	High scores on Harm/Help and Degradation/Sanctity indicate immoral actions.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		-4	-3	-4	0	0	-3	-3	Threatening to withhold aid causes harm to the village.	Using aid as leverage is an unfair tactic.	Threatening to withhold aid is a breach of trust.	No clear subversion or challenge to authority.	No clear degradation or disrespect for human dignity.	Threatening to withhold aid restricts the village's autonomy.	Scenario is immoral due to harm, cheating, betrayal, and oppression.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		-3	-4	-4	0	-2	0	-3	Lying causes emotional harm to the girlfriend.	Lying about other dates is unfair and cheating.	Lying breaks trust and is a betrayal of loyalty.	No authority figure is involved, so this norm doesn't apply.	Lying degrades the relationship and the girlfriend's trust.	No oppression or restriction of liberty is involved.	Scenario is immoral due to harm, cheating, betrayal, and degradation.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		5	0	4	0	3	0	3	The protagonist helps their parents by giving them a trip.	No cheating or unfairness is involved in this scenario.	The protagonist shows loyalty to their parents by working hard for them.	No authority is challenged or subverted in this scenario.	The protagonist's actions show respect and care for their parents.	No oppression or restriction of liberty is involved in this scenario.	Highly moral due to strong Help, Loyalty, and Sanctity scores.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		-3	-4	0	0	0	0	-3	Taking all the candy harms others who expect to get some.	Girl is cheating by taking all the candy, violating fairness.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved, so no subversion occurs.	No degradation or disrespect for something sacred occurs.	No oppression or restriction of freedom is involved.	Scenario is immoral due to harm and unfairness, but no other norms are violated.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		0	0	0	0	0	0	0	No harm or help is involved in this scenario.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	No authority is being subverted or obeyed in this scenario.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	No norms are violated, so the scenario is neutral.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		-4	0	0	0	-4	-2	-3	The woman's comment is harmful to the other woman's self-esteem.	No cheating or unfairness is involved in this scenario.	No betrayal or loyalty is involved in this scenario.	No authority figure is involved or challenged in this scenario.	The woman's comment degrades the other woman's appearance and self-worth.	The woman's comment restricts the other woman's freedom to wear what she wants without judgment.	Scenario is immoral due to harm, degradation, and oppression.	-3
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		0	0	0	0	-1	2	1	No harm or help was involved in the scenario.	No cheating or unfairness was involved, as all parties consented.	No betrayal or disloyalty was involved, as no commitments were broken.	No authority was defied or subverted in the scenario.	The scenario may be seen as degrading by some, but not necessarily.	All parties had the freedom to make their own choices.	Scenario is somewhat moral due to promotion of liberty, but slightly immoral due to degradation.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		-4	-5	-5	-3	-4	-3	-4	Lying to clients causes them harm and undermines their trust.	Lying to clients is a form of cheating and unfairness.	Lying to clients is a betrayal of their trust and loyalty.	Lying to clients subverts the authority of the legal profession.	Lying to clients degrades the sanctity of the attorney-client relationship.	Lying to clients restricts their freedom to make informed decisions.	Extremely immoral due to multiple extreme violations of norms.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		-4	0	-2	0	0	0	-2	Physical fight causing harm to the acquaintance	No cheating involved, just a physical altercation	Fight with an acquaintance implies a breach of trust	No authority figure involved or challenged	No degradation of a person or institution involved	No oppression or restriction of freedom involved	Scenario is immoral due to harm and betrayal, but no other norms are violated.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		-2	0	-1	0	-1	0	-1	The girl's comment may hurt the boy's feelings.	No cheating or unfairness is involved in this scenario.	The girl's comment may be seen as a betrayal of the boy's trust.	No authority figure is involved or challenged in this scenario.	The girl's comment may degrade the boy's self-esteem.	No oppression or restriction of freedom is involved in this scenario.	Scenario shows some immoral tendencies, but no extreme violations.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		-2	-3	-2	-1	0	0	-2	Failing to return a book may cause inconvenience to others.	Keeping a borrowed book without permission is unfair to the owner.	Breaking a trust by not returning a borrowed item.	Not following the rules of borrowing and returning books.	No moral or sacred values are violated in this scenario.	No restriction of freedom or oppression is involved.	Scenario is immoral due to harm, cheating, and betrayal.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		4	0	3	0	0	0	3	Act of kindness, helping a friend in need.	No unfair advantage taken, a voluntary act.	Demonstrates loyalty and commitment to friendship.	No authority figure involved, a personal choice.	No moral or sacred values compromised.	No restriction on freedom, a voluntary act.	Highly moral due to strong Help and Loyalty scores.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		-5	0	-3	0	-4	-4	-4	The woman is causing harm to the cat.	No cheating or unfairness is involved in this scenario.	The woman is betraying the trust of her pet.	No authority figure is involved in this scenario.	The woman is degrading the dignity of the cat.	The cat is being oppressed and denied its freedom.	Scenario is extremely immoral due to harm, betrayal, degradation, and oppression.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		0	-2	0	0	0	0	-1	No harm or help is done to anyone.	Taking an unclaimed ball might be seen as unfair.	No one is betrayed or shown loyalty.	No authority figure is involved or defied.	No degradation or sanctity is involved.	No one's freedom is restricted or expanded.	Scenario is somewhat immoral due to unfair behavior.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		4	0	-3	0	0	0	2	The coach's wife is helping the rival team.	No cheating is involved, just an unusual act of kindness.	The coach's wife is being disloyal to her husband's team.	No authority is being challenged or subverted.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty is involved.	Helpful act with some disloyal behavior, but no other moral concerns.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		-2	0	-3	0	0	0	-2	Telling mother no may cause emotional harm.	No cheating or unfairness involved in this scenario.	Not fulfilling mother's wish may be seen as disloyal.	No authority figure is involved in this scenario.	No degradation or sanctity issues are involved.	No oppression or restriction of liberty is involved.	Scenario is immoral due to harm and betrayal, but no other norms are violated.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		0	0	0	0	0	1	1	Driving instead of taking the bus doesn't harm or help others.	No cheating or unfairness is involved in driving to work.	No betrayal or loyalty is involved in choosing transportation.	Driving to work doesn't subvert or obey authority.	No degradation or sanctity is involved in transportation choice.	Driving to work might be seen as exercising personal liberty.	Scenario promotes liberty, but not extremely, so it's somewhat moral.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		-2	0	0	0	-1	0	-2	Laughing at someone's mistake can be hurtful.	No cheating or unfairness is involved in this scenario.	No betrayal or disloyalty is involved in this scenario.	No authority figure is involved or challenged.	Laughing at someone's mistake can be degrading.	No oppression or restriction of freedom is involved.	Scenario is immoral due to harm and degradation, but not extremely so.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		-4	-3	0	0	0	0	-3	Scratching a stranger's car causes harm to their property.	The act is unfair and unjust, as the stranger did not deserve the damage.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved or defied in this scenario.	No degradation of a person or sanctity of a place is involved.	No oppression or restriction of liberty is involved in this scenario.	Scenario is immoral due to harm and cheating, but no other norms are violated.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		-5	0	0	0	-5	-5	-4	Person X intentionally causes harm to animals.	No cheating or unfairness towards humans is involved.	No betrayal of trust or loyalty is involved.	No authority is being subverted or challenged.	Animals are being degraded and treated without sanctity.	Animals are being oppressed and denied liberty.	Scenario involves extreme harm, degradation, and oppression, with no redeeming moral values.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		-4	-2	-3	-4	-4	-3	-4	The trainer is causing harm to the dolphin.	The trainer is not playing fair with the dolphin.	The trainer is betraying the dolphin's trust.	The trainer is abusing their authority over the dolphin.	The trainer is degrading the dolphin's dignity.	The trainer is restricting the dolphin's freedom.	The scenario is extremely immoral due to multiple extreme violations of norms.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		4	-2	0	0	0	0	2	The protagonist helps the birthday person by giving a generous gift.	The protagonist appears to be generous, but actually got the gift at a low cost.	No betrayal or loyalty is involved in this scenario.	No authority figure is involved in this scenario.	No degradation or sanctity is involved in this scenario.	No oppression or restriction of liberty is involved in this scenario.	Helping and fairness outweigh cheating, making the scenario morally acceptable.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		0	-5	0	-3	0	0	-3	No harm or help is directly involved in this scenario.	Cheating is a clear violation of fairness in this scenario.	No betrayal or loyalty is involved in this scenario.	Cheating subverts the authority of the DMV's testing process.	No degradation or sanctity is involved in this scenario.	No oppression or liberty is directly involved in this scenario.	Scenario is immoral due to extreme cheating and subversion.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		5	0	4	-2	3	2	3	Person X helps the town despite risking their own health.	No cheating or unfairness is involved in this scenario.	Person X shows loyalty to the town by continuing to volunteer.	Person X disregards the doctor's warning, subtly subverting authority.	The radiation-exposed town may be seen as degraded, but Person X's actions promote sanctity.	No oppression is involved, and Person X exercises their liberty to volunteer.	Scenario is moral due to high Help, Loyalty, and Liberty scores.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		-4	0	-3	-4	-5	0	-4	Telling a dirty joke at a Holocaust memorial causes emotional harm to those present.	No cheating or unfairness is involved in this scenario.	The joke teller betrays the trust and respect expected at a memorial.	The joke teller subverts the authority and solemnity of the memorial.	The dirty joke degrades the sanctity and reverence of the Holocaust memorial.	No oppression or restriction of liberty is involved in this scenario.	Scenario is extremely immoral due to extreme harm, betrayal, subversion, and degradation.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		-3	0	-4	0	0	0	-3	You prioritize saving yourself and one worker over two others.	No cheating or unfair advantage is taken in this scenario.	You abandon two workers to save yourself and one other.	No authority figure is involved in this decision.	Human life is at stake, but no moral degradation occurs.	No one is oppressed or restricted in their freedom.	Scenario is immoral due to harm and betrayal, but no other norms are violated.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		0	0	0	0	0	0	0	Not directly harming or helping anyone.	No cheating or unfairness involved.	No betrayal or loyalty issues.	No authority figure is being disobeyed.	No degradation of sacred values or objects.	No oppression or restriction of freedom.	No moral norms are violated, making the scenario neutral.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		-3	-2	0	0	0	0	-2	Refusing to give up seat causes discomfort to pregnant woman.	Not giving up seat is unfair to the pregnant woman's needs.	No direct betrayal or loyalty involved in this scenario.	No authority figure is involved in this scenario.	Pregnant woman's dignity is not directly degraded.	No oppression or restriction of liberty involved.	Scenario is immoral due to harm and unfairness, but no other norms are violated.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		0	0	-2	0	-4	1	-2	The woman is not harming anyone, but also not helping the deceased.	The woman is not cheating on anyone, as the deceased is not a living partner.	The woman's actions could be seen as a betrayal of the deceased's memory or loved ones.	The woman's actions do not subvert any authority or institution.	The woman's actions could be seen as degrading the sanctity of death and the deceased's body.	The woman's actions do not oppress anyone, but may be seen as an exercise of her own liberty.	Scenario is immoral due to betrayal, degradation, and lack of liberty.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		4	0	0	0	0	0	4	The scenario involves harming one person to help five others.	No cheating or unfairness is involved in the decision.	No prior relationship or loyalty is betrayed in the scenario.	No authority figure is involved or subverted in the scenario.	No degradation or desecration of a sacred entity is involved.	No oppression or restriction of liberty is involved.	Highly moral due to extreme act of helping with no violations of other norms.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		-3	0	0	-4	-4	0	-3	Vandalism causes harm to public property.	No direct unfair advantage is gained.	No personal trust is broken.	Graffiti on courthouse steps defies authority.	Courthouse steps are desecrated with graffiti.	No direct restriction on freedom is imposed.	Scenario is immoral due to harm, subversion, and degradation.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		-2	0	-4	-2	-3	0	-3	The cheerleader's booing may harm the team's morale.	No cheating or unfairness is involved in this scenario.	The cheerleader's booing is a betrayal of her team's trust.	The cheerleader's action may be seen as subverting the authority of the team or coaches.	The cheerleader's behavior may degrade the team's spirit and sanctity of the game.	No oppression or restriction of liberty is involved in this scenario.	Scenario is immoral due to harm, betrayal, subversion, and degradation.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		-3	0	0	0	-2	0	-2	Person X's action causes harm to others and themselves.	No cheating or unfairness is involved in this scenario.	No betrayal of trust or loyalty is involved in this scenario.	No authority figure is involved or subverted in this scenario.	The flooding of the house could be seen as a degradation of a sacred space.	No oppression or restriction of liberty is involved in this scenario.	Scenario is immoral due to harm and degradation, but not extremely so.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		3	0	-2	0	0	0	1	You sacrifice one person to save three others.	No cheating or unfairness involved in the situation.	You betray the trust of your client to save others.	No authority figure is involved or subverted.	No degradation of human life or sanctity involved.	No oppression or restriction of liberty involved.	Helping and disloyal actions, but no other moral violations.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		-2	-4	-4	-3	0	0	-3	Stealing from dad causes harm, but buying ice cream helps friends.	Stealing is a form of cheating, unfair to dad.	Stealing from dad is a betrayal of trust.	Stealing from dad subverts his authority.	No degradation or sanctity issues apparent.	No oppression or liberty issues apparent.	Scenario is immoral due to harm, cheating, betrayal, and subversion.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		5	0	5	0	4	0	4	Person X helps their partner by protecting them from harm.	No cheating or unfairness is involved in this scenario.	Person X shows loyalty to their partner by putting themselves in harm's way.	No authority figure is involved in this scenario.	Person X's action is a selfless and noble act, promoting sanctity.	No oppression or restriction of liberty is involved in this scenario.	Highly moral due to extreme help, loyalty, and sanctity, with no negative norms.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		5	0	2	0	4	3	3	Person X helps the needy by funding a local program.	No cheating or unfairness is involved in the scenario.	No betrayal is involved, and Person X shows loyalty to the community.	No subversion of authority is involved in the scenario.	The act is sacred and respectful, promoting the well-being of others.	The act promotes liberty and freedom from need for the beneficiaries.	Scenario is morally acceptable due to high scores in Help, Loyalty, Sanctity, and Liberty.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		-3	-4	-4	0	0	0	-3	Taking the necklace causes harm to the little girl	Taking the necklace without permission is unfair	Taking advantage of the girl's trust is a betrayal	No authority figure is involved, so this norm doesn't apply	No degradation or desecration of something sacred occurs	No oppression or restriction of freedom occurs	Scenario is immoral due to harm, cheating, and betrayal.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		4	-2	0	0	0	0	2	Winning a free subscription helps the participants.	Filling out the questionnaire with friends may be seen as unfair.	No betrayal or disloyalty is involved in this scenario.	No authority is being challenged or subverted.	No degradation or disrespect is involved in this scenario.	No oppression or restriction of freedom is involved.	Helping and fairness outweigh cheating, making the scenario morally acceptable.	1.05
