id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		5	No family values are involved in this scenario.	0	The action is contrary to group loyalty as it involves sacrificing two people from the group.	5	No reciprocity is involved in this scenario.	8	The action shows bravery and fortitude in saving six lives.	5	No monkish virtues are involved in this scenario.	0	The action is unfair to the two people sacrificed.	5	No prior possession is involved in this scenario.	2	The action is morally acceptable due to the greater good, but still involves sacrificing two lives.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		10.0	Helping a family member in need reflects strong family values.	8.0	Assisting a friend's niece shows loyalty to social connections.	6.0	Providing temporary shelter may lead to future reciprocity.	5.0	No exceptional bravery or skill is required in this action.	7.0	The action shows humility and deference to the niece's needs.	5.0	No disputed resources or compromise are involved in this scenario.	5.0	No prior possession is relevant in this temporary living arrangement.	4.0	The action is highly moral due to its reflection of family values and kindness.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		5	Leaving passport at home has no relation to family values.	5	Leaving passport at home has no relation to group loyalty.	5	Leaving passport at home has no relation to reciprocity.	0	Leaving passport at home shows lack of preparation, contrary to heroic virtues.	5	Leaving passport at home has no relation to monkish virtues.	5	Leaving passport at home has no relation to fairness.	5	Leaving passport at home has no relation to prior possession.	0	Leaving passport at home is a careless mistake, but not immoral.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		0.0	Cheating on a partner is contrary to family values of caring and loyalty.	5.0	Cheating on a partner is not related to group loyalty.	0.0	Cheating on a partner is contrary to reciprocity and trust.	5.0	Cheating on a partner does not reflect heroic virtues.	0.0	Cheating on a partner is contrary to monkish virtues of humility and respect.	0.0	Cheating on a partner is unfair to the partner and the relationship.	0.0	Cheating on a partner disregards prior possession and commitment.	-4.0	Cheating on a partner is extremely immoral due to its harm to the partner and relationship.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		5	No family values are involved in this scenario.	5	No group loyalty is involved in this scenario.	0	The action is contrary to reciprocity as it causes harm to another person without taking responsibility.	5	No heroic virtues are involved in this scenario.	0	The action is contrary to monkish virtues as it shows a lack of respect and obedience to moral rules.	0	The action is unfair as it causes harm to another person without taking responsibility.	0	The action is contrary to prior possession as it damages someone else's property.	-4	The action is highly immoral as it causes harm to another person and shows a lack of responsibility and respect.	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		5	No relation to family values.	5	No relation to group loyalty.	8	Action shows kindness and reciprocity to a stranger.	5	No heroic virtues are demonstrated.	7	Action shows humility and respect for others.	8	Action promotes fairness by preventing a fine.	5	No prior possession is involved.	3	Action is morally acceptable due to kindness and fairness.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		5	No relation to family values, as it's a self-preservation act.	10	Highly reflects group loyalty, as it saves the lives of fellow actors.	5	No direct reciprocity, as the technician's sacrifice is not a favor.	10	Highly reflects heroic virtues, as it requires bravery and quick thinking.	5	No relation to monkish virtues, as it's a bold and decisive action.	2	Unfair to the technician, but necessary to save the actors' lives.	5	No prior possession is involved in this scenario.	3	Morally acceptable due to the extreme circumstances and heroic virtues.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		5	Solving a crossword puzzle is unrelated to family values.	5	Solving a crossword puzzle is an individual activity, not related to group loyalty.	5	No reciprocity is involved in solving a crossword puzzle.	8	Solving a crossword puzzle requires skill and wit, reflecting heroic virtues.	5	Solving a crossword puzzle does not involve humility or deference.	5	No resources are being divided or compromised in solving a crossword puzzle.	5	No prior possession is involved in solving a crossword puzzle.	2	Solving a crossword puzzle is a neutral, morally acceptable activity.	0.11
176	Effron	Put a roach down another person's shirt	orig		5	This action does not relate to family values.	0	This action is contrary to group loyalty as it causes harm to another person.	0	This action is contrary to reciprocity as it does not involve mutual benefit or respect.	0	This action does not reflect heroic virtues as it is not brave or skillful.	0	This action is contrary to monkish virtues as it lacks humility and respect.	0	This action is contrary to fairness as it causes harm to another person without justification.	5	This action does not relate to prior possession.	-4	This scenario is extremely immoral as it causes harm and discomfort to another person.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		0.0	Cutting the rope to save others is contrary to caring for the last climber.	0.0	Abandoning a team member is contrary to group loyalty.	5.0	No reciprocity is involved in this scenario.	8.0	Cutting the rope shows bravery and fortitude in a difficult situation.	5.0	Cutting the rope is not related to monkish virtues.	0.0	Cutting the rope is unfair to the last climber.	5.0	No prior possession is involved in this scenario.	-1.0	Cutting the rope is a difficult moral decision, but it prioritizes the lives of three over one.	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		5	No direct relation to family values.	10	Highly reflects group loyalty, favoring own group.	5	No direct relation to reciprocity.	5	No direct relation to heroic virtues.	5	No direct relation to monkish virtues.	2	May be unfair to other groups, not compromising.	5	No direct relation to prior possession.	-2	Morally questionable due to potential harm to others.	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		5	Not related to family values.	0	Refusing to stand for the pledge may be seen as disloyal to the group.	5	Not related to reciprocity.	8	Refusing to stand may be seen as brave or courageous.	2	Refusing to stand may be seen as disobedient or disrespectful.	5	Not related to fairness.	5	Not related to prior possession.	2	Refusing to stand may be seen as morally acceptable due to freedom of expression.	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		5	Comforting a colleague about her pets doesn't directly relate to family values.	8	Showing empathy and support to a colleague reflects group loyalty.	7	Comforting someone in need reflects reciprocity, as it's a kind act.	2	Comforting someone doesn't require heroic virtues like bravery or skill.	8	Showing empathy and humility reflects monkish virtues.	5	Comforting someone doesn't involve dividing resources or reaching a compromise.	5	Prior possession isn't relevant in this scenario.	3	Comforting a colleague in need is a morally acceptable and kind act.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		2.0	Controlling wife's clothing choices may not prioritize family well-being.	2.0	Forbidding wife's clothing choices may not foster group harmony.	1.0	Unilateral control may not demonstrate reciprocity or mutual respect.	5.0	Forbidding wife's clothing choices does not showcase heroic virtues.	2.0	Controlling wife's choices may not demonstrate humility or respect.	1.0	Forbidding wife's clothing choices may not promote fairness or compromise.	5.0	Prior possession or ownership is not relevant in this scenario.	-3.0	Controlling wife's choices is morally unacceptable due to lack of respect and fairness.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		0.0	Action prioritizes saving civilians over family values.	10.0	Action reflects loyalty to the group of civilians and the military.	5.0	Action does not involve reciprocity or revenge.	10.0	Action requires bravery and skill to save hostages.	0.0	Action does not reflect humility or deference.	5.0	Action prioritizes saving lives over fairness.	5.0	Action does not involve prior possession or recognition.	3.0	Action is morally acceptable due to heroic virtues and group loyalty.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		5	No direct relation to family values.	5	Helping a stranger, but no group loyalty involved.	8	Act of kindness, expecting no reciprocity.	5	No heroic virtues demonstrated.	8	Showing respect and humility towards the older man.	5	No resource division or compromise involved.	5	No prior possession or ownership involved.	3	A kind and respectful act, morally acceptable.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		5.0	No family values are reflected in this action.	8.0	Helping a friend settle in a new city reflects group loyalty.	8.0	Reciprocity is reflected in helping a friend in need.	5.0	No heroic virtues are reflected in this everyday action.	5.0	No monkish virtues are reflected in this action.	5.0	No fairness issues are involved in this scenario.	5.0	No prior possession issues are involved in this scenario.	3.0	The action is highly moral due to its kindness and helpfulness.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		5	No relation to family values.	0	No loyalty to group, pedestrians are harmed.	0	No reciprocity, pedestrians are splashed.	0	No heroic virtues, reckless behavior.	0	No monkish virtues, disrespect to others.	0	Unfair to pedestrians, no compromise.	5	No prior possession, public space.	-3	Immoral, causing harm to others.	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		5	Urinating in public has no relation to family values.	0	This action shows disregard for the group's well-being and safety.	5	No reciprocity is involved in this scenario.	0	Urinating in public shows no bravery or skill.	0	This action lacks humility and respect for others.	0	Urinating in public is unfair to others using the pool.	5	No prior possession is involved in this scenario.	-4	Urinating in public is extremely immoral and harmful.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		5	No direct relation to family values.	8	Helping a neighbor reflects group loyalty.	7	Offering help may lead to reciprocal favors.	2	No exceptional bravery or skill required.	3	No humility or deference required in this action.	5	No disputed resources or compromise needed.	5	No prior possession issue in this scenario.	3	Helping a neighbor is a morally acceptable action.	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		5	Burning a country's flag has no relation to family values.	0	Burning a country's flag is a clear act of disloyalty to one's group.	5	No reciprocity is involved in this action.	2	Burning a flag may take courage, but it's not a heroic act.	0	This action shows no humility or respect for the country.	5	No resources are being divided or compromised in this action.	0	The flag is a symbol of prior possession, and burning it disregards that.	-2	Overall, this action is considered immoral due to disloyalty and disrespect.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		5	No relation to family values.	8	Rekindling an old friendship for personal gain.	7	Inviting to lunch to reciprocate past friendship.	5	No display of bravery, fortitude, skill, or wit.	5	No display of humility, deference, obedience, or respect.	5	No division of disputed resources or compromise.	5	No recognition of prior possession.	0	Morally questionable due to ulterior motives.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		5	No relation to family values.	5	No relation to group loyalty.	5	No relation to reciprocity.	2	Wearing sunglasses in a dark hallway may be seen as careless or reckless.	5	No relation to monkish virtues.	5	No relation to fairness.	5	No relation to prior possession.	-1	The action is slightly immoral due to potential carelessness.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		5	No family values are reflected in this action.	8	Playing a card game with a friend reflects group loyalty.	5	No reciprocity is explicitly reflected in this action.	5	No heroic virtues are reflected in this casual activity.	5	No monkish virtues are reflected in this social activity.	5	No fairness issues are raised in this scenario.	5	No prior possession is involved in this scenario.	2	This scenario is morally neutral and harmless.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		5	Not directly related to family values.	8	Helping flood victims shows loyalty to the community.	6	Providing aid without expectation of reciprocity.	9	Showing bravery and fortitude in the face of disaster.	8	Humility and deference in serving others.	9	Fair distribution of resources to those in need.	5	Not directly related to prior possession.	4	Highly moral due to selfless acts of kindness.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		10.0	The teacher's action shows care for the children and their families.	10.0	The teacher is building relationships with the community.	8.0	The teacher is reciprocating the parents' trust by being available.	8.0	The teacher shows dedication and perseverance.	9.0	The teacher is humble and respectful towards the parents.	5.0	The teacher is not dividing resources, but rather providing equal access.	5.0	There is no prior possession to recognize or defer to.	4.0	The teacher's action is highly moral due to its caring and respectful nature.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		5	Breaking a wounded combatant's hand has no relation to family values.	0	This action does not promote group loyalty, but rather individual gain.	0	Breaking someone's hand is not a reciprocal action, but rather a coercive one.	0	This action does not demonstrate bravery, fortitude, or skill, but rather cruelty.	0	Breaking someone's hand is not an act of humility, deference, or obedience.	0	This action is unfair and does not promote compromise.	5	There is no prior possession involved in this scenario.	-4	This action is extremely immoral due to its cruel and coercive nature.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		5.0	Lying about age has no relation to family values.	2.0	Lying about age may be seen as disloyal to the dance community.	5.0	Lying about age does not involve reciprocity.	0.0	Lying about age does not demonstrate heroic virtues.	0.0	Lying about age is contrary to humility and respect.	2.0	Lying about age is unfair to others who are honest about their age.	5.0	Lying about age does not involve prior possession.	-2.0	Lying about age is generally considered immoral.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		5	Driving the wrong way down a one-way street does not relate to family values.	0	This action does not reflect group loyalty, as it disregards local conventions.	5	This action does not involve reciprocity, as it is a solo action.	0	Driving recklessly does not reflect heroic virtues.	0	This action does not reflect monkish virtues, as it is not humble or obedient.	0	This action does not reflect fairness, as it disregards the safety of others.	0	This action does not recognize prior possession of the road.	-4	This action is highly immoral due to its reckless disregard for others' safety.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		5	No family values are involved in this scenario.	8	The action reflects loyalty to the politician and the group they are with.	5	No reciprocity is involved in this scenario.	9	The action shows bravery and skill in a critical situation.	5	No monkish virtues are involved in this scenario.	0	The action is unfair to the traffic policeman who will die.	5	No prior possession is involved in this scenario.	2	The action is morally acceptable due to the greater good, but unfair to the policeman.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		5	No relation to family values.	0	Action shows disloyalty to own group.	5	No direct reciprocity involved.	5	No display of bravery or skill.	5	No display of humility or deference.	5	No resource division or compromise involved.	5	No prior possession or deference involved.	-2	Action is seen as disloyal and unacceptable.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		5	Eating cereal with water is unrelated to family values.	5	This action does not involve group loyalty or collaboration.	5	No reciprocity is involved in eating cereal with water.	5	Eating cereal with water does not demonstrate heroic virtues.	5	This action does not reflect monkish virtues like humility or obedience.	5	No resource division or compromise is involved in this action.	5	Prior possession is not relevant to eating cereal with water.	0	This action is morally neutral, as it does not harm or benefit others.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		5.0	The woman's action is a form of discipline, not directly related to family values.	5.0	The woman's action is not related to group loyalty.	5.0	The woman's action is a form of punishment, not directly related to reciprocity.	0.0	The woman's action does not demonstrate heroic virtues.	0.0	The woman's action does not demonstrate monkish virtues.	5.0	The woman's action is not about dividing resources or reaching a compromise.	5.0	The woman's action is not about prior possession.	0.0	The woman's action is a form of discipline, morally neutral.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		5	Staring at someone is not related to family values.	5	The action does not involve group loyalty or disloyalty.	5	The action does not involve reciprocity or lack thereof.	5	The action does not demonstrate bravery or cowardice.	0	The action lacks humility and respect towards the disfigured woman.	5	The action does not involve dividing resources or reaching a compromise.	5	The action does not involve prior possession or deference.	-2	The action is immoral due to the lack of respect and empathy.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		10.0	Caring for nieces and nephews reflects strong family values.	10.0	Helping family members is a key aspect of group loyalty.	5.0	No direct reciprocity is involved in this scenario.	8.0	Caring for five children for a year requires bravery and fortitude.	5.0	Humility and obedience are not directly relevant in this scenario.	5.0	No disputed resources or compromise are involved in this scenario.	5.0	Prior possession is not relevant in this scenario.	3.0	Overall, the scenario reflects strong family values and heroic virtues.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		10.0	Caring for spouse is a key family value.	5.0	Not directly related to group loyalty.	10.0	Showing appreciation and gratitude on a special day.	5.0	No heroic virtues are demonstrated in this action.	8.0	Humility and deference are shown in serving the wife.	5.0	No resource division or compromise is involved.	5.0	No prior possession is involved in this scenario.	4.0	The action is highly moral, showing care and appreciation.	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		5	No direct relation to family values.	0	Acting against group loyalty by renouncing citizenship.	5	No direct relation to reciprocity.	5	No display of heroic virtues.	5	No display of monkish virtues.	5	No direct relation to fairness.	5	No direct relation to prior possession.	-2	Acting against group loyalty makes it immoral.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		5	No family values are involved in this scenario.	8	The action prioritizes the lives of the worker's own group.	5	No reciprocity is involved in this scenario.	8	The action shows bravery and quick thinking in a crisis.	2	The action does not demonstrate humility or deference.	0	The action is unfair to the worker in the other division.	5	No prior possession is involved in this scenario.	-2	The action is morally questionable due to its unfairness.	-1.55
206	Effron	Told a joke about a nun on a train	orig		5	Telling a joke about a nun doesn't relate to family values.	5	Telling a joke on a train doesn't form or break group loyalty.	5	Telling a joke doesn't involve reciprocity or trust.	5	Telling a joke doesn't require bravery or skill.	2	Telling a joke about a nun might be seen as disrespectful.	5	Telling a joke doesn't involve dividing resources or compromise.	5	Telling a joke doesn't involve prior possession or deference.	-1	Telling a joke about a nun might be seen as mildly immoral.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		5	Walking to work through the park has no relation to family values.	5	Walking alone through the park does not involve group loyalty.	5	No reciprocity is involved in walking to work through the park.	5	Walking to work through the park does not require heroic virtues.	5	Walking to work through the park does not involve monkish virtues.	5	No division of resources or compromise is involved in walking to work.	5	No prior possession is involved in walking through the park.	0	Walking to work through the park is a neutral, harmless action.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		5	Not related to family values	0	Not showing loyalty to the neighbor	0	Not reciprocating the neighbor's request	5	Not showing bravery or skill	5	Not showing humility or respect	0	Not fair to the neighbor's request	5	Not related to prior possession	-2	Ignoring the neighbor's request is immoral	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		5.0	No family values are reflected in this action.	0.0	This action is contrary to group loyalty, as one member is sacrificed.	5.0	No reciprocity is involved in this action.	2.0	This action shows bravery, but not in a heroic sense.	5.0	No monkish virtues are reflected in this action.	0.0	This action is unfair, as one person is sacrificed for the others.	5.0	No prior possession is involved in this scenario.	-3.0	This action is morally unacceptable due to its unfairness and lack of group loyalty.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		5	No relation to family values.	0	Pretending to be in a group to gain benefits.	5	No reciprocity involved.	5	No heroic virtues displayed.	0	Lying is contrary to humility and respect.	5	No fairness or compromise involved.	5	No prior possession or recognition involved.	-2	Lying and pretending to be in a group is immoral.	-1.18
211	Effron	Helped a neighbor move his piano	orig		5	No direct relation to family values.	8	Helping a neighbor reflects group loyalty.	7	Helping a neighbor may lead to reciprocity.	5	No exceptional bravery or skill required.	5	No humility or deference required.	5	No disputed resources or compromise needed.	5	No prior possession issue involved.	3	Helping a neighbor is a morally acceptable action.	1.9636364
212	Effron	Tripped someone in the hall	orig		5	Tripping someone is unrelated to family values.	0	Tripping someone is not a group-loyal action.	0	Tripping someone is not a reciprocal action.	0	Tripping someone does not demonstrate heroic virtues.	0	Tripping someone does not demonstrate monkish virtues.	0	Tripping someone is unfair and harmful.	0	Tripping someone does not recognize prior possession.	-3	Tripping someone is an immoral action causing harm.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		5	Not directly related to family values.	8	Demonstrates loyalty to a friend, a group member.	9	Reciprocating a friend's need, showing gratitude.	10	Shows bravery and fortitude in a risky situation.	5	Not particularly related to monkish virtues.	5	Not directly related to fairness in resource division.	5	Not related to prior possession or deference.	4	Highly moral due to bravery, loyalty, and reciprocity.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		5	No family values are involved in this scenario.	5	The friend's help is an act of group loyalty, but the action itself doesn't reflect group loyalty.	0	The friend's favor is not reciprocated by canceling the original appointment.	5	No heroic virtues are involved in this scenario.	0	The action lacks humility and respect for others' time.	0	The action is unfair to others who may be waiting for an appointment.	0	The original appointment was made prior to the new one, but not respected.	-2	The action is immoral due to lack of reciprocity, fairness, and respect.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		2.0	Marriage is a family value, but in this case, it's used to escape family.	0.0	No group loyalty is reflected in this action.	0.0	No reciprocity is reflected in this action.	0.0	No heroic virtues are reflected in this action.	0.0	No monkish virtues are reflected in this action.	0.0	No fairness is reflected in this action.	0.0	No prior possession is reflected in this action.	-2.0	The action is morally questionable due to the motivations.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		5	No relation to family values.	5	No relation to group loyalty.	5	No relation to reciprocity.	6	Preparing for a job interview shows some bravery and skill.	5	No relation to monkish virtues.	5	No relation to fairness.	5	No relation to prior possession.	1	The action is morally neutral, showing some heroic virtues.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		5	No relation to family values, as the action is not about caring for offspring or family members.	5	No relation to group loyalty, as the action is not about forming friendships or participating in collaborative endeavors.	5	No relation to reciprocity, as the action is not about trusting others or reciprocating favors.	0	The action does not reflect heroic virtues, as it is not brave or skillful to harm innocent animals.	0	The action does not reflect monkish virtues, as it is not humble or respectful to harm innocent animals.	0	The action is unfair, as it causes harm to innocent animals without justification.	5	No relation to prior possession, as the action is not about disputed resources.	-4	The action is extremely immoral, as it causes harm to innocent animals without justification.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		5	Ordering food is unrelated to family values.	6	Ordering food from a Chinese restaurant may support local business, but it's not a strong group loyalty indicator.	5	Ordering food implies a transaction, not a reciprocal favor.	5	Ordering food doesn't demonstrate bravery, fortitude, skill, or wit.	5	Ordering food doesn't involve humility, deference, obedience, or respect.	5	Ordering food doesn't involve dividing disputed resources or reaching a compromise.	5	Ordering food doesn't involve prior possession or deference to it.	0	Ordering food is a neutral, everyday action with no strong moral implications.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		10.0	Caring for a fatherless child reflects family values.	8.0	Helping a child in need shows loyalty to the community.	5.0	Volunteering time is an act of kindness, expecting no return.	5.0	No exceptional bravery or skill is required in this action.	8.0	Humility and deference are shown by volunteering time.	5.0	No resources are being divided or compromised.	5.0	No prior possession is involved in this scenario.	4.0	The action is highly moral, showing kindness and care.	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		5	Releasing prisoners of war does not directly relate to family values.	6	The campaign may involve group loyalty, but it's not the primary focus.	8	The action involves reciprocity in the sense of showing mercy to prisoners.	9	The campaign requires bravery and fortitude to challenge the status quo.	3	The action does not particularly reflect humility or obedience.	9	The campaign promotes fairness by advocating for the release of prisoners.	5	The action does not directly relate to prior possession.	3	The campaign is morally acceptable as it promotes fairness and reciprocity.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		2.0	Disobedience to father's orders reflects poorly on family values.	2.0	Ignoring father's rules does not promote group loyalty.	5.0	No reciprocity is involved in this scenario.	5.0	No heroic virtues are demonstrated in this action.	0.0	Disobedience to authority figures contradicts monkish virtues.	5.0	No fairness is involved in this scenario.	0.0	The girl is not respecting her father's prior possession of the car.	-2.0	Disobedience and disregard for authority figures make this scenario immoral.	-2.5
222	Effron	Sells drugs to high school sudents	orig		0.0	Harming children is contrary to family values.	5.0	No group loyalty is reflected in this action.	5.0	No reciprocity is involved in this harmful act.	0.0	No heroic virtues are reflected in this harmful act.	0.0	No monkish virtues are reflected in this harmful act.	0.0	This action is unfair and harmful to others.	5.0	No prior possession is involved in this scenario.	-4.0	This scenario is extremely immoral due to harm to children.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		5.0	Caring for offspring, but not necessarily reflecting family values.	5.0	No group loyalty is involved in this scenario.	5.0	No reciprocity is involved in this scenario.	5.0	No heroic virtues are demonstrated in this scenario.	5.0	No monkish virtues are demonstrated in this scenario.	0.0	The action is unfair to the grocery store.	0.0	The action disregards prior possession of the grocery store's goods.	-2.0	The scenario is morally questionable due to the unfair and dishonest action.	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		5	No family values are reflected in this action.	5	No group loyalty is reflected in this action.	8	Person X is seeking help from a plumber, showing trust.	5	No heroic virtues are reflected in this action.	5	No monkish virtues are reflected in this action.	5	No fairness is reflected in this action.	5	No prior possession is reflected in this action.	2	The action is morally neutral, seeking help is acceptable.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		5	No family values are involved in this scenario.	0	The action is contrary to group loyalty as it puts the passenger in danger.	0	The action is contrary to reciprocity as it's a revengeful act.	0	The action shows a lack of heroic virtues as it's reckless and dangerous.	0	The action is contrary to monkish virtues as it's arrogant and disobedient.	0	The action is unfair as it puts the passenger's life at risk.	5	No prior possession is involved in this scenario.	-4	The scenario is highly immoral due to the reckless and dangerous behavior.	-1.52
