scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
156	101	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	As a Protestant, the person values honesty and integrity.	Fairness	9	Growing up in a family with both parents born in the US, the person values fairness and equality.	Sportsmanship	7	Living in a city with a population size between 50,000 to 99,999, the person is likely to be familiar with the importance of sportsmanship in competitive environments.	Consequences	8	At 33 years old, the person has likely experienced the consequences of dishonest behavior and values fairness in all aspects of life.	Personal Gain	4	As a conservative individual, the person is likely to prioritize personal gain and success over personal integrity.	Social Norms	6	Speaking English at home, the person is likely to be influenced by social norms and expectations in their community.	4	Considering the importance of honesty, fairness, and sportsmanship, the person finds the scenario to be somewhat morally unacceptable.	4.0
156	103	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	As a Catholic, the person values honesty and integrity.	Fairness	9	As a Latino, the person may be more sensitive to issues of fairness and equality.	Sportsmanship	7	As someone who speaks English at home, the person may be more influenced by Western cultural values of sportsmanship.	Consequences	6	As a 24-year-old, the person may be more concerned with the consequences of the player's actions.	Intent	5	As someone who speaks Spanish as their first language, the person may be more attuned to the nuances of language and intent.	Context	4	As someone who lives in a city with a population between 100,000 to 249,999, the person may be more aware of the social and cultural context of the situation.	5	The person finds the scenario to be somewhat morally acceptable, as they value honesty and fairness, but also consider the potential consequences and context.	4.0
156	110	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	The person values honesty and authenticity, which is important in evaluating the morality of the scenario.	Fairness	9	The person believes in fairness and equality, which is compromised when someone pretends to be fouled.	Sportsmanship	8	The person values good sportsmanship and respect for the game, which is not demonstrated by the soccer player's behavior.	Consequences	7	The person considers the potential consequences of the player's actions, such as affecting the game's outcome and damaging the sport's reputation.	Intent	6	The person assesses the player's intent behind the behavior, considering whether it was done to gain an advantage or to deceive others.	Context	5	The person considers the context of the game, including the pressure to win and the potential impact on the player's career.	2	Based on the evaluation of the aspects, the person finds the scenario to be highly unacceptable due to the player's dishonesty, lack of sportsmanship, and potential consequences.	2.0
156	118	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	As a Spanish-speaking person who speaks English at home, the person values honesty and authenticity.	Fairness	9	As a Latina, the person may be more sensitive to issues of fairness and equality, especially in a sport like soccer.	Sportsmanship	7	As a spiritual person, the person may prioritize sportsmanship and respect for the game over personal gain.	Consequences	6	As a 61-year-old person, the person may be more concerned with the long-term consequences of the player's actions.	Personal Gain	2	As a liberal person, the person may be less concerned with personal gain and more focused on the greater good.	Cultural Significance	8	As a person with Mexican heritage, the person may be more sensitive to the cultural significance of soccer and the importance of fair play.	4	Considering the importance of honesty, fairness, and sportsmanship, the person finds this scenario to be moderately unacceptable.	2.0
156	120	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	The person values honesty and expects athletes to be truthful about their actions.	Fairness	6	As a Latino or Latina, the person may be sensitive to issues of fairness and equality, and may view the scenario as unfair to the opposing team.	Sportsmanship	7	The person may value sportsmanship and the spirit of competition, and may view the scenario as a breach of those values.	Consequences	5	As a self-identified moderate (D11), the person may consider the potential consequences of the player's actions, such as the impact on the game and the opposing team.	Intent	4	The person may consider the player's intent behind the simulation, and may view it as a cultural or personal issue rather than a moral one.	Rules	3	The person may consider the rules of the game and whether the player's actions are in violation of them.	4	The person views the scenario as a complex issue that involves multiple factors, including honesty, fairness, and sportsmanship. While they may not condone the player's actions, they also consider the potential consequences and the player's intent.	4.0
156	149	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	The person values honesty and expects athletes to be truthful about their actions.	Fairness	9	The person believes in fairness and equality, and fake injuries undermine this principle.	Sportsmanship	8	The person expects athletes to conduct themselves with respect and integrity, even in the heat of competition.	Consequences	6	The person believes that athletes should face consequences for their actions, including fake injuries.	Emotional Manipulation	7	The person is skeptical of emotional manipulation and believes that athletes should not use fake injuries to gain an advantage.	Context	5	The person considers the context of the game and the potential impact on the opposing team and the game's integrity.	2	The person believes that the soccer player's actions are morally unacceptable because they undermine the principles of honesty, fairness, and sportsmanship.	5.0
156	150	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		Honesty	8	The person values honesty and expects athletes to be truthful about their actions.	Fairness	9	As a Black or African American person, the person may be more sensitive to issues of fairness and equality.	Sportsmanship	7	The person's spiritual or folk religious beliefs may emphasize the importance of good sportsmanship.	Consequences	6	The person may consider the potential consequences of the player's actions, such as affecting the game's outcome.	Intent	5	The person may consider the player's intent behind the action, such as trying to deceive the referee.	Context	4	The person may consider the context of the game, such as the pressure to win or the importance of the match.	4	The person finds the scenario to be somewhat morally unacceptable due to the player's dishonesty and potential to deceive the referee.	2.0
164	17	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	8	The person's familiarity with Spanish and cultural background may influence their understanding of consent in this scenario.	Exploitation	6	The person's Mexican heritage may lead them to be more sensitive to issues of exploitation, given the historical context of exploitation in Mexico.	Freedom of choice	9	As a self-identified liberal, the person may prioritize individual freedom of choice, even if it means engaging in risky or controversial behavior.	Harm to others	7	The person's cultural background may influence their understanding of harm to others, particularly in the context of a gay bar.	Respect for others	8	The person's familiarity with Spanish and cultural background may influence their understanding of respect for others, particularly in the context of a gay bar.	Social norms	5	The person's urban upbringing and exposure to diverse social norms may lead them to be more accepting of non-traditional behaviors.	4	The person's liberal leanings and cultural background lead them to prioritize individual freedom of choice and consent, while also being sensitive to issues of exploitation and harm to others.	4.0
164	22	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for individual autonomy	6	The person values individual freedom, but may be concerned about the potential consequences of the actions.	Potential harm to others	8	The person may be concerned about the potential impact on the community and the well-being of others.	Consent and exploitation	7	The person may be concerned about the potential exploitation of the individual and the role of cultural values.	Social norms and expectations	5	The person may be influenced by social norms and expectations around sexuality and gender.	Personal values and beliefs	8	The person's personal values and beliefs may influence their evaluation of the scenario.	Legal and ethical implications	9	The person may consider the legal and ethical implications of the scenario.	4	The person is likely to view this scenario as morally unacceptable due to concerns about potential harm to others, consent, and exploitation, as well as personal values and beliefs.	1.0
164	25	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for individual autonomy	6	As a moderate conservative, the person values individual freedom, but also believes in social norms.	Potential harm to the individual	8	As a Latino, the person may be more sensitive to issues of exploitation and harm, especially in the context of a gay bar.	Social norms and community standards	5	Living in a city with a population size between 25,000 to 49,999, the person may be more influenced by local social norms and community standards.	Personal values and beliefs	4	As an agnostic, the person may not have strong religious beliefs to guide their moral judgment, but may still have personal values and beliefs.	Potential impact on relationships	3	As someone born and raised in the United States, the person may be more concerned about the potential impact on their relationships with family and friends.	Fairness and equality	7	As a Latino, the person may be more sensitive to issues of fairness and equality, especially in the context of a gay bar.	4	The person finds the scenario morally acceptable, but with reservations. They value individual autonomy, but also believe in social norms and community standards. They are concerned about potential harm to the individual and the potential impact on relationships.	4.0
164	31	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	8	The person is likely to value consent as important since they speak English at home and are familiar with Western cultural norms.	Harm to others	6	As a white person, the individual may be more likely to prioritize harm to others, given their cultural background and socialization.	Personal freedom	5	The person's moderate political leaning (D11) may lead them to value personal freedom, but not at the expense of others' well-being.	Religious beliefs	7	As a Buddhist, the individual may prioritize compassion and non-judgment, but also recognize the potential harm caused by the scenario.	Social norms	4	Growing up in a city with a population size between 10,000 to 24,999 (D6), the person may be influenced by local social norms, which could affect their evaluation of the scenario.	Ethical principles	7	The person's moderate political leaning (D11) may lead them to consider ethical principles, such as respect for others' autonomy and well-being.	4	The person is likely to view the scenario as morally complex, considering the importance of consent, harm to others, and personal freedom. As a Buddhist, they may prioritize compassion and non-judgment, but also recognize the potential harm caused.	3.0
164	36	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human dignity	8	As a Black, African American, African person, the individual may be more sensitive to issues of respect and dignity.	Consent and autonomy	6	As a conservative individual, the person may prioritize respect for autonomy, but also be concerned about the lack of consent in the scenario.	Social norms and community standards	4	Living in a city with a population size between 100,000 to 249,999, the person may be influenced by local social norms and community standards.	Religious beliefs	9	As a Catholic, the person may be influenced by religious teachings on sexuality and morality.	Personal values and principles	8	As a conservative individual, the person may prioritize personal values and principles over individual freedom.	Potential harm and consequences	7	As a Black, African American, African person, the individual may be more aware of the potential harm and consequences of such behavior.	2	Considering the aspects evaluated, the scenario is morally unacceptable due to the lack of consent, disrespect for human dignity, and potential harm.	4.0
164	57	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for individual autonomy	6	The person values individual freedom, but may be concerned about the potential consequences of the actions.	Potential harm to others	8	The person may be concerned about the potential impact on the community and the well-being of others.	Consent and exploitation	7	The person may be concerned about the potential exploitation of the individual and the role of cultural and societal norms.	Morality and values	9	The person's conservative leanings may lead them to view this scenario as immoral.	Legal and social norms	5	The person may be influenced by local laws and social norms, which may vary.	Personal beliefs and biases	4	The person's cultural background and personal beliefs may influence their perspective.	2	The person is likely to view this scenario as morally unacceptable due to concerns about exploitation, harm to others, and morality.	4.0
164	60	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	8	The person is concerned about the consent of the individuals involved.	Harm to others	6	The person is worried about the potential harm to the individuals involved, including the risk of sexually transmitted infections.	Respect for others' choices	4	The person is torn between respecting the individual's choice to engage in sexual activities and their own conservative values.	Social norms	3	The person is influenced by the social norms of their small city, which may be more conservative.	Personal values	9	The person's conservative values are a significant factor in their evaluation of the scenario.	Legal implications	2	The person is aware of the legal implications of the scenario, but this aspect is not a major concern for them.	4	The person finds the scenario morally questionable due to concerns about consent, harm to others, and personal values, but acknowledges that it is a complex issue.	4.0
164	62	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human dignity	6	As a Protestant, the person values human dignity and may see this scenario as disrespectful to the individual's autonomy.	Consent and autonomy	8	As someone who speaks English at home, the person may prioritize the importance of consent and autonomy, which is not present in this scenario.	Social norms and community standards	9	Living in a city with a population size of 1 million or more, the person may be influenced by the community's standards and norms, which may view this scenario as unacceptable.	Personal values and beliefs	9	As a conservative Protestant, the person may hold strong personal values and beliefs that conflict with this scenario.	Potential harm to others	7	As someone who lives in a city, the person may be concerned about the potential harm this scenario could cause to others, such as the spread of diseases.	Legal and ethical implications	8	As someone born in the United States, the person may be influenced by the country's laws and ethical standards, which may view this scenario as illegal and unethical.	1	Based on the aspects evaluated, this scenario is highly unacceptable due to the lack of consent, disrespect for human dignity, and potential harm to others.	4.0
164	86	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	8	The person is concerned about the consent of the individuals involved.	Exploitation	6	The person is aware of the potential exploitation of the individual offering sex, given their Mexican heritage.	Freedom	9	As a very liberal individual, the person values the freedom of the individual to make their own choices.	Harm	7	The person is concerned about the potential harm caused to the individual offering sex, as well as the potential harm caused to others.	Morality	2	As a very liberal individual, the person does not believe in imposing moral judgments on others.	Power dynamics	5	The person is aware of the potential power imbalance between the individual offering sex and those buying drinks.	4	The person values the freedom of the individual to make their own choices, but is also concerned about the potential exploitation and harm caused. They do not believe in imposing moral judgments, but are troubled by the power dynamics at play.	3.0
164	100	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human autonomy	6	The person values individual freedom and may see the homosexual's decision to offer sex as a personal choice.	Potential harm to the individual	8	The person may be concerned about the potential risks and consequences of engaging in unprotected sex, especially considering the context of a gay bar.	Social norms and expectations	4	The person may be influenced by the cultural and social norms of their city, which may be more accepting of LGBTQ+ individuals.	Religious beliefs	9	The person's Christian beliefs may lead them to view the scenario as immoral or sinful.	Personal values and principles	5	The person's moderate political views may lead them to balance their personal values with their understanding of the situation.	Context and circumstances	7	The person may consider the context of a gay bar and the potential motivations of the individual involved.	4	The person weighs the importance of individual autonomy, potential harm, and religious beliefs, ultimately concluding that the scenario is morally questionable.	1.0
164	103	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human autonomy	6	As a Latino male, the person values individual freedom and may see the homosexual's decision to offer sex as a personal choice.	Potential harm to the individual	8	The person may be concerned about the potential risks and consequences of engaging in unprotected sex, which could be exacerbated by the individual's vulnerability in a gay bar.	Social norms and expectations	9	As a Catholic, the person may be influenced by traditional moral teachings and social norms that discourage promiscuity and extramarital sex.	Personal values and beliefs	8	The person's self-identified conservative values may lead them to view this scenario as morally unacceptable.	Context and circumstances	7	The person may consider the context of the gay bar and the individual's vulnerability, which could influence their moral judgment.	Potential impact on relationships	8	The person may be concerned about the potential impact on their own relationships and family dynamics if they were to engage in similar behavior.	2	Considering the potential harm, social norms, and personal values, the person finds this scenario to be morally unacceptable.	3.0
164	105	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for individual autonomy	6	The person values individual freedom, but may be concerned about the potential harm to the individual's well-being.	Potential harm to others	8	The person may be concerned about the potential impact on the community and the city's reputation.	Promotion of harmful behavior	9	The person may be concerned about the potential negative impact on their own family and community.	Lack of consent	9	The person values consent and may be concerned about the lack of it in this scenario.	Commercialization of sex	8	The person may be concerned about the objectification of the human body and the commodification of sex.	Religious beliefs	9	The person's Christian beliefs may influence their moral judgment.	3	The person is concerned about the potential harm to individuals, the community, and the city's reputation, and values consent and respect for individual autonomy.	1.0
164	116	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for individual autonomy	6	As a 47-year-old woman with a moderate political leaning, she values individual freedom and autonomy.	Potential harm to the individual	8	As a 47-year-old woman, she may be more concerned about the potential harm and exploitation of the individual involved.	Social norms and expectations	4	As someone who speaks English at home and lives in a city with a population size between 10,000 to 24,999, she may be influenced by local social norms and expectations.	Religious beliefs	3	As an agnostic, she may not be influenced by religious beliefs, but her lack of strong religious convictions may lead her to focus on other aspects.	Cultural background	5	As someone born in Mexico with a mixed cultural background, she may be influenced by her cultural values and norms.	Personal values and principles	7	As a woman with a moderate political leaning, she may prioritize personal values and principles such as respect, empathy, and fairness.	4	Considering the aspects evaluated, this scenario is morally complex. While the individual's autonomy is respected, the potential harm and exploitation of the individual involved are concerning. The person's moderate political leaning and cultural background may lead her to prioritize respect and empathy over strict moral judgments.	4.0
164	125	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	8	The person's familiarity with Spanish and cultural background may influence their understanding of consent in this scenario.	Exploitation	6	The person's Dominican heritage may lead them to be more sensitive to issues of exploitation, given the country's complex history.	Freedom of choice	9	As a self-identified liberal, the person may prioritize individual freedom of choice, even if it means engaging in risky or controversial behavior.	Harm to others	4	The person's urban upbringing and exposure to diverse lifestyles may lead them to be more accepting of alternative sexualities, reducing concerns about harm to others.	Respect for others	7	As an agnostic, the person may not be guided by religious beliefs that emphasize respect for others, but their liberal worldview may still prioritize respect for individual autonomy.	Social norms	5	The person's age and urban upbringing may lead them to be more influenced by prevailing social norms, which may be more accepting of alternative sexualities.	4	Considering the aspects evaluated, the person may view this scenario as a complex issue, weighing individual freedom of choice against concerns about exploitation and harm to others. Their liberal worldview and exposure to diverse lifestyles may lead them to be more accepting of the scenario, but their Dominican heritage and concerns about exploitation may temper their judgment.	4.0
164	134	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human autonomy	8	The person values individual freedom and the right to make choices.	Promotion of healthy relationships	6	The person believes in the importance of healthy, consensual relationships.	Respect for the LGBTQ+ community	5	As a Catholic, the person may have mixed feelings about the LGBTQ+ community, but they also value respect and inclusivity.	Potential harm to the individual	4	The person may be concerned about the potential negative consequences for the individual involved.	Commercialization of sex	3	The person may view the commercialization of sex as problematic.	Cultural or societal norms	2	As a Latina with Salvadoran heritage, the person may be influenced by cultural norms around sexuality and relationships.	4	The person weighs the importance of respect for human autonomy, promotion of healthy relationships, and respect for the LGBTQ+ community against concerns about potential harm and commercialization of sex. They ultimately conclude that the scenario is morally acceptable, but with reservations.	1.0
164	151	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Respect for human dignity	8	As a Latina, the person values respect for human dignity, which is compromised in this scenario.	Consent and autonomy	6	As a moderate conservative, the person prioritizes individual autonomy, but also recognizes the importance of consent, which is lacking in this scenario.	Social norms and community standards	4	Living in a city with a population size between 100,000 to 249,999, the person is likely influenced by local social norms, which may view this behavior as unacceptable.	Religious beliefs	7	As a Christian, the person may be influenced by religious teachings that emphasize the importance of chastity and respect for others.	Cultural values	5	As someone born in Mexico and with Mexican parents, the person may be influenced by cultural values that emphasize family and community, which are compromised in this scenario.	Personal values and principles	7	As a moderate conservative, the person prioritizes personal values and principles, such as respect for others and individual autonomy, which are compromised in this scenario.	2	Considering the aspects evaluated, this scenario is morally unacceptable due to the lack of consent, respect for human dignity, and compromise of social norms and community standards.	2.0
167	9	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	8	As a 25-year-old male who speaks English at home, I understand the importance of individual freedom and autonomy.	Gender roles and expectations	9	As a Latino male, I'm aware of the cultural expectations placed on women, and I think it's important to respect their choices.	Role modeling and influence	7	As a Catholic, I believe in the importance of setting a good example and not pressuring others to conform to my expectations.	Respect for individual goals and aspirations	9	As someone who values individual freedom, I think it's essential to respect people's goals and aspirations, even if they differ from our own.	Potential harm to the daughter's well-being	8	As a Latino male, I'm aware of the importance of prioritizing the well-being of others, especially children, and I think excessive pressure can be harmful.	Cultural and societal expectations	8	As a Latino male, I'm aware of the cultural and societal expectations placed on women, and I think it's essential to consider these factors when evaluating the scenario.	5	Considering the aspects evaluated, I believe this scenario is morally acceptable, but with some reservations. While I understand the mother's desire to see her daughter succeed, I think it's essential to prioritize the daughter's well-being and individual goals.	3.0
167	12	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a Latina, I understand the importance of family and cultural expectations, but I also value individual freedom.	Gender roles and stereotypes	8	As a woman, I'm concerned about the pressure to conform to traditional gender roles, especially in a field dominated by men.	Child's autonomy and agency	9	As a 37-year-old, I value the importance of children making their own decisions and choices.	Cultural expectations and values	7	As someone born in El Salvador, I'm aware of the cultural emphasis on family and tradition, but I also believe in respecting individual choices.	Role modeling and influence	9	As a role model, I believe it's important to set a good example for children and not pressure them into something they're not interested in.	Personal values and beliefs	8	As an agnostic, I value personal freedom and autonomy, and I believe children should be allowed to make their own choices.	5	While I understand the importance of family and cultural expectations, I believe it's essential to respect children's autonomy and individual choices. The pressure to become a famous evening news anchor is excessive and may lead to negative consequences.	3.0
167	18	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a 20-year-old woman with a Mexican mother, I understand the importance of family expectations, but excessive pressure can be suffocating.	Gender roles and stereotypes	8	As a woman, I'm aware of the societal pressure to conform to traditional gender roles, and forcing someone into a specific career can perpetuate these stereotypes.	Respect for individual choices	9	As a 20-year-old, I value my independence and autonomy, and I believe people should be allowed to make their own decisions about their careers.	Impact on mental health	8	Excessive pressure can lead to anxiety and depression, and I think it's essential to prioritize mental well-being in this scenario.	Cultural and family values	7	As a Latina, I understand the importance of family and cultural values, but I also believe that individuality and personal growth are essential.	Career choices and fulfillment	9	Ultimately, people should choose careers that bring them fulfillment and happiness, rather than just trying to please others.	5	While I understand the importance of family and cultural values, I believe that excessive pressure on children can be harmful and lead to negative consequences. I would score this scenario as 5, as it's not extremely immoral but also not highly moral.	4.0
167	22	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a young adult, the person may be sensitive to the pressure parents can exert on their children.	Gender roles and expectations	4	The person's upbringing in an English-speaking household may have influenced their views on traditional gender roles.	Individual freedom and choice	8	As a moderate conservative, the person may value individual freedom and choice, which could be compromised by parental pressure.	Cultural background and values	5	The person's Colombian heritage may influence their views on family and social expectations.	Media representation and stereotypes	3	As an English speaker, the person may be aware of media representation and stereotypes surrounding women in the workplace.	Parental love and concern	2	The person may understand that the mother's actions stem from a desire to support her daughter's success.	5	The person finds the scenario morally acceptable, but with reservations. They acknowledge the mother's love and concern, but also recognize the potential negative impact of parental pressure on the daughter's autonomy.	3.0
167	35	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure on the daughter's career choice	6	As a Latina, I understand the importance of family expectations, but I also value individual freedom.	Mother-daughter relationship dynamics	8	Growing up with a mixed cultural background, I've seen how family dynamics can be complex and nuanced.	Respect for the daughter's autonomy	9	As a 24-year-old, I believe in respecting the daughter's right to make her own decisions.	Potential harm to the daughter's mental health	7	I've seen how pressure can affect mental health, and I worry about the daughter's well-being.	The mother's motivations	5	As someone who's experienced cultural expectations, I wonder if the mother is pushing her daughter due to her own desires or cultural pressures.	The potential impact on the daughter's self-esteem	8	I believe that self-esteem is crucial for a person's well-being, and I worry about the daughter's self-worth if she's forced into a career she doesn't want.	4	Considering the aspects, I think the scenario is morally questionable. While I understand the mother's motivations, I believe the pressure on the daughter's career choice is excessive and potentially harmful.	4.0
167	44	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a mother myself, I understand the desire to guide children, but excessive pressure can be harmful.	Respect for the child's autonomy	8	As a moderate conservative, I believe in finding a balance between guidance and independence.	Potential harm to the child's mental health	9	Children should be allowed to make their own decisions without undue stress and anxiety.	The mother's motivations	4	As a Catholic, I believe in the importance of selflessness and putting others' needs before one's own.	The potential impact on the child's self-esteem	8	Children should be encouraged to develop their own interests and passions, rather than being pushed into a specific career.	The mother's own career goals	5	It's possible that the mother is projecting her own unfulfilled ambitions onto her daughter.	4	While the mother's intentions may be good, the pressure she's exerting on her daughter is likely to cause harm and undermine her autonomy.	4.0
167	48	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a 48-year-old woman, I understand the desire to guide one's child, but excessive pressure can be harmful.	Respect for the child's autonomy	8	As a moderate conservative, I value individual freedom, but also recognize the importance of guidance. A balance is needed.	Potential harm to the child's self-esteem	7	As a woman, I'm aware of the importance of self-esteem in children. Excessive pressure can lead to negative self-perception.	The mother's motivations	5	As a Catholic, I believe in the importance of selfless love. If the mother's motivations are pure, it's more acceptable.	The potential impact on the daughter's future	8	As a 48-year-old woman, I understand the importance of considering the long-term effects of our actions.	The mother's own experiences and biases	6	As someone born and raised in the United States, I'm aware of the influence of our upbringing on our perspectives. The mother's experiences and biases should be considered.	4	While the mother's motivations may be pure, the excessive pressure and potential harm to the child's self-esteem make this scenario less moral.	4.0
167	60	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a Black American, I'm aware of the societal pressure to succeed, and I think it's important to consider the impact on the daughter's well-being.	Respect for the daughter's autonomy	8	As a male, I believe in giving people the freedom to make their own choices, and I think the mother should respect her daughter's decision.	Potential harm to the daughter's mental health	7	As someone who's familiar with the pressure to succeed in the US, I think it's important to consider the potential harm to the daughter's mental health.	The mother's motivations	5	As someone who's not religious, I think it's important to consider the mother's motivations and whether they're driven by a desire to help her daughter or to fulfill her own ambitions.	The potential impact on the daughter's relationships	6	As someone who values relationships, I think it's important to consider the potential impact on the daughter's relationships with her family and friends.	The mother's right to make decisions for her daughter	4	As someone who believes in personal freedom, I think it's important to consider the mother's right to make decisions for her daughter, while also considering the potential consequences.	4	Overall, I think the scenario is morally questionable because it involves parental pressure and potential harm to the daughter's well-being, but it's also important to consider the mother's motivations and the daughter's autonomy.	4.0
167	74	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure on the daughter's career choice	6	As a 38-year-old woman who speaks English at home, I understand the importance of career choices, but pressure can be overwhelming.	Mother-daughter relationship dynamics	8	As a Catholic, I value family relationships, but the mother's pressure may damage their bond.	Daughter's autonomy and agency	9	As a person of mixed race, I understand the importance of individual freedom, and the mother's pressure may undermine the daughter's autonomy.	Societal expectations and gender roles	7	As a woman, I'm aware of societal expectations, but the mother's pressure may reinforce harmful gender roles.	Parental involvement and support	5	As someone born in the United States with parents also born here, I value parental involvement, but the mother's pressure may be excessive.	Daughter's happiness and well-being	9	As a person who identifies as liberal (3 on a scale of 1-9), I prioritize happiness and well-being, and the mother's pressure may harm the daughter's mental health.	4	Considering the aspects evaluated, I find the scenario to be morally questionable due to the mother's excessive pressure, potential damage to the mother-daughter relationship, and undermining of the daughter's autonomy.	4.0
167	86	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure on the daughter's career choice	8	As a woman and a member of a minority group, the person may be sensitive to issues of gender and racial bias in the workplace.	Impact on the daughter's mental health	9	As a 38-year-old, the person may be more aware of the importance of mental health and well-being, especially for young women.	Respect for the daughter's autonomy	9	As a liberal individual, the person may value personal freedom and autonomy, especially for women and minorities.	Potential harm to the daughter's self-esteem	8	As a woman and a member of a minority group, the person may be aware of the importance of self-esteem and confidence, especially for young women.	The mother's motivations and intentions	6	As someone with Mexican-born parents, the person may be more understanding of cultural and family pressures, but still recognize the importance of respecting the daughter's autonomy.	The potential consequences for the daughter's future	8	As a 38-year-old, the person may be more aware of the long-term consequences of the mother's actions and the potential impact on the daughter's future.	4	The person finds the scenario problematic due to the pressure on the daughter's career choice, potential harm to her mental health and self-esteem, and lack of respect for her autonomy. However, they also recognize the mother's motivations and intentions may be rooted in cultural and family pressures.	1.0
167	87	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	8	As a non-religious person, I value individual freedom and autonomy.	Gender roles and expectations	6	As an English speaker and American, I'm familiar with traditional gender roles, but I also believe in equality.	Career choices and ambition	5	As a moderate conservative, I value hard work and ambition, but also believe in personal fulfillment.	Family dynamics and relationships	7	As someone born and raised in the US, I value family relationships and dynamics.	Cultural and societal expectations	4	As a person of Native American descent, I'm aware of cultural expectations, but also value individuality.	Power dynamics and manipulation	9	As someone who values individual freedom, I'm concerned about manipulation and coercion.	4	While I value individual freedom and autonomy, I also recognize the importance of family relationships and cultural expectations. However, I'm concerned about the pressure and manipulation involved in this scenario.	3.0
167	88	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Parental pressure on children	6	As a 33-year-old man with Mexican-born parents, the person may be familiar with cultural expectations and pressure to succeed.	Gender roles and stereotypes	5	As a Spanish speaker who speaks Spanish at home, the person may be more aware of traditional gender roles and stereotypes in their cultural context.	Individual freedom and choice	8	As a self-identified moderate conservative, the person may value individual freedom and choice, but also recognize the importance of family and cultural expectations.	Role modeling and influence	7	As a Catholic, the person may believe in the importance of role modeling and influence, particularly in the context of family and community.	Societal expectations and norms	5	As a 33-year-old man living in a city with a population size between 25,000 to 49,999, the person may be influenced by local societal expectations and norms.	Parental love and concern	8	As a person with Mexican-born parents, the person may understand the motivations behind the mother's actions, which may be driven by love and concern for her daughter's well-being.	5	The person finds the scenario morally acceptable, but with some reservations. They recognize the importance of parental love and concern, as well as the potential for societal pressure and gender stereotypes. However, they also value individual freedom and choice, and may see the mother's actions as a form of pressure that could potentially limit the daughter's autonomy.	4.0
