scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
200	8	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		3	1	2	0	4	4	5	The person is likely to prioritize helping the dog over the woman's frustration.	The person may view the woman's actions as unfair to the dog, but not necessarily as cheating.	The person may feel that the woman is being disloyal to the dog by taking away its food.	The person may not see the woman as an authority figure in this situation, and therefore may not view her actions as subversive.	The person may view the dog's food being taken away as degrading to the dog, and therefore may prioritize helping the dog.	The person may view the woman's actions as oppressive to the dog, and therefore may prioritize helping the dog to gain its liberty.	The person may view the scenario as morally acceptable because the woman is taking away the dog's food as a form of discipline, but may also feel that the woman's actions are unfair to the dog.	4.0
200	17	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	3	1	2	4	4	7	The person's upbringing in a Mexican-American household and their liberal views may lead them to prioritize helping the dog over punishing the woman.	The person's liberal views and upbringing may lead them to prioritize fairness over punishing the woman for cheating.	The person's upbringing in a Mexican-American household and their liberal views may lead them to prioritize loyalty to the dog over punishing the woman.	The person's liberal views and upbringing may lead them to question the authority of the woman and prioritize helping the dog.	The person's upbringing in a Mexican-American household and their liberal views may lead them to prioritize the sanctity of the dog's food over degrading the woman.	The person's liberal views and upbringing may lead them to prioritize the liberty of the dog to eat its food over oppressing the woman.	The person's liberal views and upbringing lead them to prioritize helping the dog and treating the woman fairly, making this scenario highly moral.	4.0
200	21	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	-3	-2	1	-2	-3	4	The woman's actions seem harmful to the dog, and as a Black woman, the person may be more empathetic towards the dog's well-being.	The woman is taking away the dog's food, which seems unfair, especially since the person speaks English at home and values fairness.	The woman's actions may be seen as a betrayal of the dog's trust, and as a Black woman, the person may be more attuned to issues of loyalty and trust.	The woman is taking matters into her own hands, which may be seen as subverting authority, but as an agnostic, the person may not be strongly attached to traditional authority structures.	The woman's actions may be seen as degrading to the dog, and as a Black woman, the person may be more sensitive to issues of dignity and respect.	The woman's actions may be seen as oppressive to the dog, and as a Black woman, the person may be more attuned to issues of freedom and autonomy.	The person may see the woman's actions as unfair and harmful to the dog, but also understand that the dog made a mess. As a moderate (D11), the person may not strongly condemn the woman's actions, but also not fully condone them.	3.0
200	22	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	1	-2	-3	-2	4	The person's Colombian heritage and upbringing may influence their empathy towards the woman's actions, considering the dog's mess.	As an American, the person may value fairness and justice, leading them to consider the woman's actions unfair to the dog.	The person's cultural background may emphasize family and loyalty, leading them to sympathize with the woman's actions as a form of discipline.	As an American, the person may value authority and respect for rules, leading them to consider the woman's actions as a form of subversion.	The person's cultural background may emphasize respect for all living beings, leading them to consider the woman's actions as degrading to the dog.	As an American, the person may value individual freedom and liberty, leading them to consider the woman's actions as a form of oppression towards the dog.	The person's moral judgment is influenced by their cultural background, empathy towards the woman, and values of fairness and justice.	5.0
200	25	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	3	2	1	2	4	The person's age and being a homeowner may influence their concern for the well-being of the dog.	The person's conservative political leanings may lead them to prioritize fairness over the dog's needs.	The person's loyalty to their own household may lead them to side with the woman in this scenario.	The person's conservative leanings may lead them to support the woman's authority in this situation.	The person's concern for the dog's well-being may lead them to prioritize its sanctity over the woman's actions.	The person's conservative leanings may lead them to prioritize the woman's liberty to discipline her dog over the dog's needs.	The person's conservative leanings and concern for the dog's well-being lead them to view this scenario as somewhat acceptable, but not ideal.	4.0
200	50	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	1	0	1	1	4	The person's cultural background and language spoken at home may influence their perspective on helping others, including animals.	The person's cultural background and language spoken at home may influence their perspective on fairness, potentially leading to a more lenient view of the woman's actions.	The person's cultural background and language spoken at home may influence their perspective on loyalty, potentially leading to a more understanding view of the woman's actions.	The person's cultural background and language spoken at home may influence their perspective on authority, potentially leading to a more nuanced view of the woman's actions.	The person's cultural background and language spoken at home may influence their perspective on sanctity, potentially leading to a more understanding view of the woman's actions.	The person's cultural background and language spoken at home may influence their perspective on liberty, potentially leading to a more nuanced view of the woman's actions.	The person's moderate political views and cultural background may lead them to view the scenario as a complex issue, rather than a clear moral failing.	2.0
200	55	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	1	0	1	0	5	The person is likely to empathize with the dog's needs and the woman's frustration, but also consider the dog's well-being.	The person may view the woman's actions as unfair to the dog, but also understand the context of the mess.	The person may feel a sense of loyalty to the dog, but also recognize the woman's frustration.	The person may not see the woman's actions as a challenge to authority, but rather a response to the situation.	The person may view the dog's mess as a degradation of the living space, but also understand the dog's needs.	The person may not see the woman's actions as an oppression of the dog, but rather a response to the situation.	The person may view the scenario as a complex situation that requires empathy and understanding, but also recognizes the importance of maintaining a clean living space.	4.0
200	62	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	3	1	-2	4	5	4	As a 70-year-old woman, she may be more empathetic towards the dog's needs and the woman's frustration.	As someone who speaks English at home, she may value fairness and justice, and see the woman's actions as unfair to the dog.	As a Protestant, she may emphasize the importance of loyalty and commitment, and see the woman's actions as a betrayal of the dog's trust.	As someone born and raised in the United States, she may value authority and tradition, and see the woman's actions as a subversion of the natural order.	As a Latina, she may be sensitive to issues of dignity and respect, and see the woman's actions as degrading to the dog.	As someone living in a city with a population over 1 million, she may value individual freedom and autonomy, and see the woman's actions as an oppression of the dog's liberty.	Considering the norms, she may see the woman's actions as unfair and degrading to the dog, but also as a necessary measure to maintain order and cleanliness. This moral complexity makes the scenario less clear-cut.	3.0
200	70	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	4	3	4	3	6	As a Colombian woman who speaks English at home, she may prioritize helping the dog over punishing it, considering the cultural values of compassion and empathy.	As a bilingual person who lives in a city with a population between 100,000 to 249,999, she may value fairness and justice, considering the importance of rules and regulations in urban settings.	As a Colombian woman with Colombian-born parents, she may prioritize loyalty to her family and community, considering the importance of social bonds and relationships.	As a Catholic woman who lives in a city with a population between 100,000 to 249,999, she may respect authority and tradition, considering the importance of social norms and institutions.	As a Latino or Latina woman, she may prioritize the sanctity of life and the well-being of all living beings, considering the cultural values of respect and compassion.	As a bilingual person who lives in a city with a population between 100,000 to 249,999, she may value individual freedom and autonomy, considering the importance of personal choice and agency.	Considering the norms and values that apply to this scenario, the woman's actions seem to prioritize helping the dog and maintaining fairness, while also respecting authority and tradition. This scenario is morally acceptable, as it promotes compassion, justice, and respect for all living beings.	4.0
200	72	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	3	1	1	4	2	4	The person's Mexican heritage and upbringing may influence their empathy towards the woman's actions, considering the cultural value of family and community.	As an English speaker and a 20-year-old, the person may prioritize fairness and justice, considering the woman's actions as unfair to the dog.	The person's cultural background may emphasize family and community ties, leading them to consider the woman's actions as a betrayal to the dog.	As a 20-year-old living in a city, the person may be more likely to question authority and challenge the woman's actions.	The person's cultural background may emphasize respect for all living beings, leading them to consider the woman's actions as degrading to the dog.	As a 20-year-old living in a city, the person may prioritize individual freedom and liberty, considering the woman's actions as an oppressive act towards the dog.	The person's moral judgment is influenced by their cultural background, upbringing, and personal values, leading them to consider the woman's actions as unfair and degrading to the dog.	3.0
200	73	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	4	1	3	4	5	6	The person's cultural background and language spoken at home may influence their perspective on helping others, including animals.	As a 19-year-old, the person may be more likely to prioritize fairness, and their Mexican heritage may emphasize the importance of treating others with respect.	The person's cultural background and language spoken at home may influence their perspective on loyalty, particularly towards family and community.	As a 19-year-old born in the United States, the person may be more likely to question authority and prioritize individual freedom.	The person's cultural background and language spoken at home may influence their perspective on treating others with respect and dignity.	As a 19-year-old born in the United States, the person may be more likely to prioritize individual freedom and liberty.	The person's liberal political views and cultural background may lead them to prioritize fairness and individual freedom, making this scenario morally acceptable.	2.0
200	83	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	0	1	1	3	2	5	The person's non-binary identity and age may influence their empathy towards the woman's actions, while their Mexican heritage may lead them to understand the importance of family and community.	The person's liberal political views and non-binary identity may lead them to prioritize fairness and equality, while their Mexican heritage may emphasize the importance of family and community over individual fairness.	The person's non-binary identity and liberal political views may lead them to prioritize loyalty and empathy towards the woman, while their Mexican heritage may emphasize the importance of family and community over individual loyalty.	The person's liberal political views and non-binary identity may lead them to question authority and challenge the woman's actions, while their Mexican heritage may emphasize the importance of family and community over individual authority.	The person's non-binary identity and liberal political views may lead them to prioritize the sanctity of the dog's well-being, while their Mexican heritage may emphasize the importance of family and community over individual sanctity.	The person's liberal political views and non-binary identity may lead them to prioritize liberty and freedom, while their Mexican heritage may emphasize the importance of family and community over individual liberty.	The person's liberal political views and non-binary identity may lead them to prioritize empathy and understanding towards the woman's actions, while their Mexican heritage may emphasize the importance of family and community over individual fairness.	4.0
200	99	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	3	1	2	1	2	4	The person's Venezuelan heritage and upbringing may influence their empathy towards the woman's actions, considering the cultural context of resource scarcity.	As an English-speaking American, the person may prioritize fairness and justice, considering the woman's actions unfair to the dog.	The person's cultural background may emphasize family and loyalty, making them more understanding of the woman's actions as a form of discipline.	As a 21-year-old American, the person may be more likely to question authority and challenge the woman's actions as unfair.	The person's cultural background may emphasize respect for all living beings, making them more concerned about the dog's well-being than the woman's actions.	As an American, the person may prioritize individual freedom and liberty, considering the woman's actions an infringement on the dog's rights.	The person's moral judgment is influenced by their cultural background, upbringing, and values, leading them to consider the woman's actions as a form of discipline, but also as unfair to the dog.	3.0
200	109	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	4	3	1	2	4	6	The person's cultural background and language influence their understanding of harm and help, leading them to prioritize the dog's well-being.	The person's bilingualism and cultural background lead them to value fairness and equality, making them more likely to condemn the woman's actions.	The person's Puerto Rican heritage and family ties influence their sense of loyalty and community, making them more likely to side with the dog's owner.	The person's Catholic upbringing and conservative political leanings lead them to respect authority and tradition, making them more likely to condemn the woman's actions.	The person's cultural background and language influence their understanding of sanctity and dignity, leading them to prioritize the dog's well-being.	The person's bilingualism and cultural background lead them to value freedom and autonomy, making them more likely to condemn the woman's actions.	The person's moral framework is influenced by their cultural background, language, and political leanings, leading them to condemn the woman's actions as unfair and unjust.	7.0
200	118	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	1	3	2	4	3	5	The person's cultural background and life experience may influence their perception of harm and help.	As a bilingual person, the person may be more likely to consider fairness in both English and Spanish contexts.	The person's family background and cultural values may emphasize loyalty and family ties.	As a spiritual person, the person may be more likely to question authority and seek alternative perspectives.	The person's cultural background and identity as a Latina may influence their perception of dignity and respect.	As a bilingual person living in a city with a moderate population size, the person may be more likely to value individual freedom and autonomy.	The person may view this scenario as a necessary measure to maintain order and cleanliness in the home, while also considering the dog's needs and well-being.	1.0
200	122	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		4	3	2	2	4	4	6	The person's liberal values and empathy towards animals lead them to prioritize helping the dog over punishing the woman.	The person's liberal values and sense of fairness lead them to believe that the woman's actions are unfair and unjust.	The person's liberal values and sense of empathy towards animals lead them to prioritize the dog's well-being over the woman's loyalty.	The person's liberal values and sense of fairness lead them to question the woman's authority over the dog and the situation.	The person's liberal values and sense of empathy towards animals lead them to prioritize the dog's well-being and dignity over the woman's actions.	The person's liberal values and sense of fairness lead them to believe that the woman's actions are a form of oppression towards the dog and that the dog deserves freedom and liberty.	The person believes that the woman's actions are unfair and unjust, and that the dog deserves better treatment. They prioritize helping the dog and promoting fairness and liberty.	4.0
200	163	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		4	1	0	0	0	0	5	As a 45-year-old English-speaking American, the person values helping others, especially in situations involving animals.	The person's moderate political views (D11) suggest they value fairness, but may not be overly concerned with cheating in this scenario.	As a Buddhist (D7), the person may prioritize compassion and understanding over loyalty to the dog's owner.	The person's moderate political views (D11) suggest they may not be overly concerned with subverting authority in this scenario.	As a Buddhist (D7), the person may prioritize compassion and understanding over concerns about degradation or sanctity.	The person's moderate political views (D11) suggest they value liberty, but may not see this scenario as an example of oppression.	The person's moderate political views and Buddhist beliefs suggest they may view this scenario as a minor issue, but still prioritize helping the dog and its owner.	2.0
200	167	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	4	1	3	4	3	5	The person's Latino background and age may influence their empathy towards the woman's actions, considering the cultural values of family and community.	As an English speaker and a native-born American, the person may prioritize fairness and justice, considering the woman's actions as unfair to the dog.	The person's family background and cultural values may emphasize loyalty and responsibility, considering the woman's actions as a betrayal to the dog.	As a young adult, the person may be more likely to question authority and challenge the woman's actions, considering them as an abuse of power.	The person's cultural background and values may emphasize the importance of treating animals with respect and kindness, considering the woman's actions as degrading to the dog.	As a young adult living in a city, the person may prioritize individual freedom and autonomy, considering the woman's actions as an infringement on the dog's liberty.	The person's moral judgment is influenced by their cultural values, empathy, and sense of fairness, considering the woman's actions as unfair and degrading to the dog.	3.0
200	168	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2	-3	4	1	3	2	4	The person's cultural background and language spoken at home may influence their perspective on helping others, including animals.	As an English speaker and a 25-year-old, the person may value fairness and justice, leading them to disapprove of the woman's actions.	The person's Honduran heritage and upbringing may emphasize the importance of loyalty and family, leading them to side with the dog's owner.	As an agnostic, the person may not strongly identify with any particular authority or institution, leading them to question the woman's actions.	The person's Latino identity may emphasize the importance of treating all living beings with respect and dignity, leading them to disapprove of the woman's actions.	The person's urban upbringing and moderate political views may lead them to value individual freedom and autonomy, making them question the woman's actions.	The person's mixed emotions about the scenario, influenced by their cultural background, language, and political views, lead them to find it somewhat morally acceptable.	4.0
203	18	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, so this norm does not apply.	The person is showing kindness, honesty, and respect in this scenario, which are all morally positive actions.	5.0
203	19	Effron	Made breakfast for his wife on her birthday	orig		4	5	4	2	4	5	6	The person's cultural background and language spoken at home (D5) may influence their perception of helping others, as they value family and relationships.	As a US-born individual (D3), the person may be more likely to value fairness and honesty, as these are core American values.	The person's Mexican heritage (D8, D9) may emphasize the importance of family and loyalty, as these values are deeply rooted in Mexican culture.	As a Catholic (D7), the person may be more likely to respect authority and tradition, as these are core principles of the Catholic faith.	The person's cultural background and language spoken at home (D5) may influence their perception of respect and dignity, as these values are important in many Latin American cultures.	As a US-born individual (D3), the person may be more likely to value individual freedom and liberty, as these are core American values.	The person's actions demonstrate a sense of responsibility, respect, and care for their wife, which are all morally positive values.	7.0
203	29	Effron	Made breakfast for his wife on her birthday	orig		4	3	4	2	5	6	6	The person's non-binary identity and age may influence their perspective on harm and help, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and age may influence their perspective on fairness, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and age may influence their perspective on loyalty, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and age may influence their perspective on authority, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and age may influence their perspective on sanctity, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and age may influence their perspective on liberty, while their first language being English and living in a city with a population between 100,000 to 249,999 may not have a significant impact.	The person's non-binary identity and moderate political views may influence their moral acceptability score, which is higher due to the positive act of making breakfast for their wife on her birthday.	4.0
203	34	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing care and kindness to their wife, which is a helpful act.	The person is being honest and sincere in their actions, which is a fair and honest act.	The person is showing loyalty and commitment to their wife by making her breakfast, which is a loyal act.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is treating their wife with respect and care, which is a sanctifying act.	The person is not restricting or oppressing anyone in this scenario, so this norm does not apply.	The person is showing kindness, honesty, and loyalty to their wife, which are all morally positive traits.	5.0
203	41	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person is showing care and kindness to their wife, which is a helpful act.	The person is being honest and fair by making breakfast for their wife, without any deceitful intentions.	The person is showing loyalty and commitment to their wife by making a special effort on her birthday.	The person is not challenging any authority or norms by making breakfast for their wife, but rather following a traditional and loving gesture.	The person is showing respect and sanctity for their wife's birthday by making a special effort to make her feel loved and appreciated.	The person is not restricting or oppressing their wife's freedom, but rather showing love and care, which is a positive and liberating act.	The person's actions are a loving and thoughtful gesture that shows respect and care for their wife's birthday, making it a highly moral and acceptable scenario.	5.0
203	45	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing kindness and care for their wife, which is a helpful act.	The person is being honest and sincere in their actions, which is a fair and honest act.	The person is showing loyalty and commitment to their wife by making her breakfast, which is a loyal act.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is treating their wife with respect and care, which is a sanctifying act.	The person is not restricting or oppressing their wife in any way, so this norm does not apply.	The person is showing kindness, loyalty, and respect to their wife, which is a highly moral and acceptable act.	7.0
203	49	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, which is an act of conformity.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, which is an act of liberty.	The person is showing kindness, honesty, and loyalty to their wife, which are all morally positive actions.	7.0
203	50	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing care and kindness to their wife, which is a helpful act.	The person is being honest and sincere in their actions, which is a fair and honest act.	The person is showing loyalty and commitment to their wife by making her breakfast, which is a loyal act.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is treating their wife with respect and care, which is a sanctifying act.	The person is not restricting or oppressing anyone in this scenario, so this norm does not apply.	The person is showing kindness, honesty, and loyalty to their wife, which are all morally positive traits.	7.0
203	66	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and genuine in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, which is an act of neutrality.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, which is an act of liberty.	The person is showing kindness, honesty, and respect in this scenario, which is a highly moral act.	7.0
203	69	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife by making breakfast for her birthday.	The person is not challenging any authority or institution by making breakfast for their wife.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing their wife in any way by making breakfast for her birthday.	The person is showing kindness, care, and respect to their wife, which is a morally acceptable act.	7.0
203	70	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	As a female, the person is likely to prioritize care and nurturing, which is an act of help.	As a Colombian, the person may value family and relationships, which is an act of fairness.	As a Catholic, the person may value commitment and loyalty, which is an act of loyalty.	As a person who lives in a city with a population size between 100,000 to 249,999, the person may be influenced by the values of their community, which is an act of neutrality.	As a person who speaks English at home, the person may be influenced by Western values, which is an act of sanctity.	As a person who belongs to the Latino or Latina race, the person may value family and relationships, which is an act of liberty.	The person's actions are guided by their values of care, fairness, loyalty, and commitment, which is a highly moral act.	6.0
203	71	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, so this norm does not apply.	The person is showing kindness, honesty, and respect to their wife, which are all morally positive actions.	4.0
203	101	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	5	5	5	7	The person is showing care and kindness to their wife, which is an act of help.	The person is not cheating or being unfair by making breakfast for their wife, as it is a normal and expected gesture.	The person is showing loyalty and commitment to their wife by making breakfast for her birthday.	The person is not subverting any authority by making breakfast for their wife, as it is a personal and intimate gesture.	The person is not degrading or disrespecting their wife by making breakfast for her birthday, as it is a respectful and loving gesture.	The person is not oppressing or restricting their wife's freedom by making breakfast for her birthday, as it is a voluntary and loving gesture.	The person is showing love, care, and commitment to their wife by making breakfast for her birthday, which is a moral and acceptable act.	4.0
203	106	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, which is an act of neutrality.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, which is an act of liberty.	The person is showing kindness, honesty, and respect in this scenario, which is a highly moral act.	6.0
203	107	Effron	Made breakfast for his wife on her birthday	orig		4	4	4	0	4	4	7	The person's cultural background and language proficiency in Spanish may influence their emphasis on family and relationships, leading to a positive score.	The person's cultural values and language proficiency in Spanish may emphasize the importance of honesty and fairness in relationships, leading to a positive score.	The person's cultural background and language proficiency in Spanish may emphasize the importance of loyalty and commitment in relationships, leading to a positive score.	The person's cultural values and language proficiency in Spanish may emphasize the importance of respect for authority and tradition, leading to a neutral score.	The person's cultural background and language proficiency in Spanish may emphasize the importance of respect and dignity in relationships, leading to a positive score.	The person's cultural values and language proficiency in Spanish may emphasize the importance of freedom and autonomy in relationships, leading to a positive score.	The person's actions demonstrate a strong sense of empathy, kindness, and commitment to their partner, making this scenario highly moral.	7.0
203	118	Effron	Made breakfast for his wife on her birthday	orig		4	3	4	2	4	4	6	The person's cultural background and language proficiency in English may influence their perception of helping others, in this case, the wife.	The person's cultural background and language proficiency in English may influence their perception of fairness, in this case, making breakfast for the wife.	The person's cultural background and language proficiency in English may influence their perception of loyalty, in this case, making breakfast for the wife.	The person's cultural background and language proficiency in English may influence their perception of authority, in this case, making breakfast for the wife.	The person's cultural background and language proficiency in English may influence their perception of sanctity, in this case, making breakfast for the wife.	The person's cultural background and language proficiency in English may influence their perception of liberty, in this case, making breakfast for the wife.	The person's cultural background and language proficiency in English may influence their moral judgment, in this case, making breakfast for the wife.	7.0
203	119	Effron	Made breakfast for his wife on her birthday	orig		4	5	4	2	5	3	6	The person's cultural background and language proficiency in English may influence their perception of helping others, as they prioritize family and relationships.	The person's cultural values and language proficiency in English may lead them to prioritize fairness and honesty in their relationships, as they value trust and respect.	The person's cultural background and family values may emphasize the importance of loyalty and commitment to family, as they were born to Cuban parents.	The person's cultural values and language proficiency in English may lead them to respect authority and tradition, as they prioritize family and relationships.	The person's religious beliefs and cultural values may emphasize the importance of respecting and honoring others, as they identify as Catholic.	The person's cultural values and language proficiency in English may prioritize individual freedom and autonomy, as they value independence and self-expression.	The person's actions demonstrate a sense of responsibility, loyalty, and respect for their partner, which aligns with their cultural values and religious beliefs.	7.0
203	140	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	5	7	The person's actions show care and concern for their wife's well-being, indicating a strong sense of help.	The person's actions are honest and transparent, showing a commitment to fairness in their relationship.	The person's actions demonstrate loyalty and commitment to their wife, showing a strong sense of loyalty.	The person's actions do not challenge or subvert any authority figures, showing a respect for established norms.	The person's actions show respect and care for their wife's feelings and well-being, indicating a strong sense of sanctity.	The person's actions do not restrict or oppress their wife's freedom, showing a commitment to her liberty.	The person's actions demonstrate a strong sense of care, loyalty, and respect for their wife, making this scenario highly moral.	5.0
203	150	Effron	Made breakfast for his wife on her birthday	orig		5	5	5	0	5	0	7	The person is showing care and kindness to their wife, which is an act of help.	The person is being honest and sincere in their actions, which is an act of fairness.	The person is showing loyalty and commitment to their wife, which is an act of loyalty.	The person is not challenging any authority or institution in this scenario, so this norm does not apply.	The person is showing respect and care for their wife, which is an act of sanctity.	The person is not restricting or oppressing anyone in this scenario, so this norm does not apply.	The person is showing kindness, honesty, and respect in this scenario, which are all morally positive actions.	4.0
203	166	Effron	Made breakfast for his wife on her birthday	orig		4	5	4	0	4	0	6	The person's cultural background and language proficiency in English may influence their perception of helping others, as they prioritize their relationships and daily life.	The person's Ecuadorian upbringing and family values may emphasize fairness and honesty, leading them to prioritize fairness in this scenario.	The person's strong family ties and cultural emphasis on loyalty may lead them to prioritize loyalty in this scenario, as they show appreciation for their wife's birthday.	The person's daily life and relationships may not involve direct authority figures, so they may not perceive this scenario as subverting authority.	The person's cultural background and language proficiency in English may influence their perception of respect and dignity, as they prioritize their relationships and daily life.	The person's daily life and relationships may not involve direct oppression, so they may not perceive this scenario as related to oppression or liberty.	The person's actions demonstrate a sense of responsibility, loyalty, and respect for their wife's birthday, which aligns with their cultural values and daily life.	5.0
207	0	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		5	5	5	5	5	5	7	The person is walking to work, enjoying the birds, and not causing harm to anyone.	The person is not cheating or being unfair in any way, just enjoying a peaceful walk.	The person is not betraying anyone or anything, just being loyal to their own desires.	The person is not subverting any authority or rules, just following their own path.	The person is not degrading anything or anyone, just appreciating the beauty of nature.	The person is not oppressing anyone or anything, just enjoying their freedom to walk.	The person is simply enjoying a peaceful walk, not causing any harm or violating any norms.	4.0
207	13	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		4	5	5	5	5	5	7	As a 45-year-old English-speaking American, the person values helping others and themselves, which aligns with the norm of helping.	As a Catholic and a fair-minded person, the person believes in being honest and fair, which contradicts the norm of cheating.	As a loyal person who values relationships, the person would not betray Person X's trust by harming them.	As a law-abiding citizen, the person respects authority and would not subvert it by harming others.	As a person who values human dignity, the person would not degrade others by harming them.	As a person who values freedom and autonomy, the person would not oppress others by harming them.	The scenario of Person X walking to work through the park, enjoying the birds, is a peaceful and harmless activity that aligns with the person's values of helping, fairness, loyalty, and respect for authority.	4.0
207	18	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		5	5	5	5	5	5	7	The person is enjoying a peaceful walk, which is a harmless activity.	The person is not cheating or taking unfair advantage of anyone.	The person is not betraying anyone or breaking any promises.	The person is not subverting any authority or breaking any rules.	The person is not degrading anyone or anything.	The person is not oppressing anyone or restricting their freedom.	The person is simply enjoying a peaceful walk, which is a morally neutral activity.	5.0
207	25	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		5	5	5	5	5	5	7	The person is enjoying a peaceful walk, not causing harm to anyone.	The person is not cheating or being unfair in any way, just enjoying a walk.	The person is not betraying anyone or anything, just being loyal to their own desires.	The person is not subverting any authority or rules, just following their own path.	The person is not degrading anything or anyone, just appreciating the beauty of nature.	The person is not oppressing anyone or anything, just enjoying their freedom to walk.	The person is simply enjoying a peaceful walk, not causing any harm or violating any norms.	7.0
