id	dataset	scenario	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score	human_score_normalized [-4,4]
21	Effron	Spent time voluntarily tutoring disadvantaged students	The students face language barriers	6	9	1	9	4	because language barriers can hinder effective communication and understanding, making the students more vulnerable in their academic journey.	because I am intentionally providing tutoring to help bridge the language gap and enhance their learning opportunities.	because the action of tutoring is intended to provide help and support, not harm.	because the action of tutoring is aimed at providing assistance and improving the students' academic performance.	because voluntarily tutoring disadvantaged students facing language barriers is generally considered a morally commendable action.	I	The assumption is that I am a volunteer who willingly chose to tutor disadvantaged students.	Disadvantaged students	The assumption is that the students face language barriers and require additional support to overcome language-related challenges.	3.2	3.2
22	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal		8	10	1	10	4	because being homeless and exposed to the rain makes them vulnerable	because Person X intentionally gave their jacket, umbrella, and money	because no harm was caused	because Person X provided immediate help by giving their jacket, umbrella, and money for a hot meal	because the action of helping a homeless person is considered highly moral	Person X	Person X is a compassionate and empathetic individual	Homeless person	The homeless person is in need of assistance	3.47	3.47
22	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	Person X is a close friend of the homeless person	7	10	1	10	4	because the personal connection reduces some vulnerability	because Person X intentionally gave their jacket, umbrella, and money	because no harm was caused	because Person X provided immediate help by giving their jacket, umbrella, and money for a hot meal	because the action of helping a homeless person, especially someone known, is considered highly moral	Person X	Person X has a personal connection and cares deeply for the homeless person	Homeless person	The homeless person is someone known to Person X and in need of assistance	3.47	3.47
22	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	Person X is a passerby who noticed the homeless person	9	10	1	10	4	because being homeless and exposed to the rain makes them extremely vulnerable	because Person X intentionally gave their jacket, umbrella, and money	because no harm was caused	because Person X provided immediate help by giving their jacket, umbrella, and money for a hot meal	because the action of helping a homeless person is considered highly moral	Person X	Person X is a compassionate and observant individual	Homeless person	The homeless person is a stranger in need of assistance	3.47	3.47
22	Mickelberg	Person X saw a homeless person in the rain, so they gave the person their jacket and umbrella, plus $20 for a hot meal	Person X is a social worker assigned to help the homeless	6	10	1	10	4	because the homeless person has some level of support from the social worker	because Person X intentionally gave their jacket, umbrella, and money as part of their role	because no harm was caused	because Person X provided immediate help by giving their jacket, umbrella, and money for a hot meal	because the action of helping a homeless person, especially as a social worker, is considered highly moral	Person X	Person X is a dedicated social worker with a mission to assist the homeless	Homeless person	The homeless person is a client assigned to Person X for support	3.47	3.47
23	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.		5	8	1	9	4	because the bank is a secure place but there is still a possibility of theft	because the security officer consciously made the decision to report the money	because no harm was caused	because the security officer's action helped maintain the integrity of the bank	because the security officer acted morally by reporting the money	The security officer	The security officer is honest and follows the rules	The bank	The bank is a reputable institution	6.062222222	2.75
23	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	The security officer is in financial need	9	8	1	9	4	because the security officer is in a vulnerable financial situation	because the security officer consciously made the decision to report the money despite the temptation	because no harm was caused	because the security officer's action helped maintain the integrity of the bank	because the security officer acted morally by reporting the money	The security officer	The security officer is honest and follows the rules, but is facing financial difficulties	The bank	The bank is a reputable institution	6.062222222	2.75
23	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	The security officer is known for being dishonest	3	8	1	9	4	because the security officer is not trustworthy	because the security officer consciously made the decision to report the money despite their reputation	because no harm was caused	because the security officer's action helped maintain the integrity of the bank	because the security officer acted morally by reporting the money	The security officer	The security officer has a reputation for being dishonest	The bank	The bank is a reputable institution	6.062222222	2.75
23	Kruepke	For a while I was a security officer at a bank. One day I was walking by the front door when I saw a fifty-dollar bill. I was tempted to take the money but instead I reported it to the manager.	The security officer is new on the job	7	8	1	9	4	because the security officer is still learning the ropes and may be more susceptible to making mistakes	because the security officer consciously made the decision to report the money despite being new on the job	because no harm was caused	because the security officer's action helped maintain the integrity of the bank	because the security officer acted morally by reporting the money	The security officer	The security officer is new to the job and wants to make a good impression	The bank	The bank is a reputable institution	6.062222222	2.75
24	Effron	Heckled a woman speaking on human rights		6	8	7	2	-3	because the woman speaking on human rights may have been emotionally affected by the heckling, but she was not in immediate physical danger.	because the action of heckling requires intention and purposefully disrupting the woman's speech.	because the heckling caused emotional distress and disrupted the woman's ability to effectively communicate her message.	because the heckling did not provide any help or support to the woman speaking on human rights.	because heckling someone speaking on human rights is considered highly immoral as it undermines their freedom of speech and expression.	The agent of this action was a person who heckled the woman speaking on human rights.	The assumption made about the agent is that they disagreed with the woman's views on human rights.	The patient being affected by this action was the woman speaking on human rights.	The assumption made about the patient is that she was advocating for human rights and was affected by the heckling.	-2.25454544	-2.25454544
24	Effron	Heckled a woman speaking on human rights	The agent was a supporter of the woman speaking on human rights.	6	5	4	1	-1	because the woman speaking on human rights may have been emotionally affected by the heckling, but she was not in immediate physical danger.	because the action of heckling may have been unintentional or a result of miscommunication.	because the heckling may have caused temporary disruption but did not cause significant harm to the woman's ability to communicate her message.	because the heckling did not provide any help or support to the woman speaking on human rights.	because although the action of heckling is not morally commendable, the intention behind it may not have been highly immoral.	The agent of this action was a person who heckled the woman speaking on human rights.	The assumption made about the agent is that they were expressing their disagreement with the woman's views in a misguided way.	The patient being affected by this action was the woman speaking on human rights.	The assumption made about the patient is that she was advocating for human rights and was affected by the heckling.	-2.25454544	-2.25454544
24	Effron	Heckled a woman speaking on human rights	The agent was a person with a mental health condition.	8	3	6	1	-2	because the woman speaking on human rights may have been emotionally affected by the heckling, and the presence of a person with a mental health condition could have increased her vulnerability.	because the action of heckling may have been unintentional or a result of the person's mental health condition.	because the heckling caused emotional distress and disrupted the woman's ability to effectively communicate her message.	because the heckling did not provide any help or support to the woman speaking on human rights.	because although the action of heckling may not have been intentionally immoral, the lack of awareness due to the mental health condition makes it morally questionable.	The agent of this action was a person who heckled the woman speaking on human rights.	The assumption made about the agent is that they were not fully aware of their actions due to their mental health condition.	The patient being affected by this action was the woman speaking on human rights.	The assumption made about the patient is that she was advocating for human rights and was affected by the heckling.	-2.25454544	-2.25454544
24	Effron	Heckled a woman speaking on human rights	The agent was a person who misunderstood the topic of the speech.	6	7	5	1	-2	because the woman speaking on human rights may have been emotionally affected by the heckling, but she was not in immediate physical danger.	because the action of heckling was intentional, driven by the agent's misunderstanding of the speech topic.	because the heckling caused temporary disruption but did not cause significant harm to the woman's ability to communicate her message.	because the heckling did not provide any help or support to the woman speaking on human rights.	because although the action of heckling may not have been intentionally immoral, the lack of understanding and misinterpretation of the speech topic makes it morally questionable.	The agent of this action was a person who heckled the woman speaking on human rights.	The assumption made about the agent is that they misunderstood the topic of the speech and thought it was promoting something they disagreed with.	The patient being affected by this action was the woman speaking on human rights.	The assumption made about the patient is that she was advocating for human rights and was affected by the heckling.	-2.25454544	-2.25454544
25	Effron	Criticized an old woman for being too slow		5	8	6	2	-3	because being slow does not necessarily make someone extremely vulnerable.	because criticizing someone for being slow requires intention.	because the criticism may cause emotional harm.	because the action does not provide any help.	because criticizing someone for being slow is considered immoral.	I	I assumed that the agent is a person who is capable of criticizing others.	The old woman	I assumed that the old woman is slow in her movements.	-1.96129032	-1.96129032
25	Effron	Criticized an old woman for being too slow	The old woman has a physical disability	9	8	6	2	-3	because having a physical disability makes someone extremely vulnerable.	because criticizing someone for being slow requires intention.	because the criticism may cause emotional harm.	because the action does not provide any help.	because criticizing someone with a physical disability for being slow is considered highly immoral.	I	I assumed that the agent is a person who is capable of criticizing others.	The old woman	I assumed that the old woman has a physical disability that makes her slow in her movements.	-1.96129032	-1.96129032
25	Effron	Criticized an old woman for being too slow	The old woman is carrying heavy bags	7	8	6	2	-3	because carrying heavy bags can make someone vulnerable to physical strain or accidents.	because criticizing someone for being slow requires intention.	because the criticism may cause emotional harm.	because the action does not provide any help.	because criticizing someone for being slow while carrying heavy bags is considered immoral.	I	I assumed that the agent is a person who is capable of criticizing others.	The old woman	I assumed that the old woman is carrying heavy bags, which makes her slow in her movements.	-1.96129032	-1.96129032
25	Effron	Criticized an old woman for being too slow	The old woman is recovering from an injury	8	8	6	2	-3	because recovering from an injury can make someone physically and emotionally vulnerable.	because criticizing someone for being slow requires intention.	because the criticism may cause emotional harm.	because the action does not provide any help.	because criticizing someone for being slow while recovering from an injury is considered immoral.	I	I assumed that the agent is a person who is capable of criticizing others.	The old woman	I assumed that the old woman is recovering from an injury, which makes her slow in her movements.	-1.96129032	-1.96129032
26	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.		5	8	2	8	3	because the assumption is that the sister is capable of using public transport but may face some inconvenience or safety concerns	because Person X intentionally took public transport and allowed their sister to use their car	because no harm was caused by this action	because Person X's action was helpful in allowing their sister to use the car and get to work safely	because this action can be seen as a morally positive act of helping a family member	Person X	Person X is the one who took public transport and allowed their sister to use their car	Person X's sister	Person X assumed that their sister needed to use their car to get to work safely	2.58	2.58
26	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	Person X's car was not available due to maintenance	7	8	2	8	3	because the assumption is that the sister heavily relies on Person X's car and may face significant inconvenience or safety concerns without it	because Person X intentionally took public transport and allowed their sister to use their car	because no harm was caused by this action	because Person X's action was helpful in allowing their sister to use the car and get to work safely	because this action can be seen as a morally positive act of helping a family member	Person X	Person X is the one who took public transport and allowed their sister to use their car	Person X's sister	Person X assumed that their sister needed to use their car to get to work safely	2.58	2.58
26	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	Person X's sister's car broke down	6	8	2	8	3	because the assumption is that the sister has alternative transportation options but may face some inconvenience or safety concerns without Person X's car	because Person X intentionally took public transport and allowed their sister to use their car	because no harm was caused by this action	because Person X's action was helpful in allowing their sister to use the car and get to work safely	because this action can be seen as a morally positive act of helping a family member	Person X	Person X is the one who took public transport and allowed their sister to use their car	Person X's sister	Person X assumed that their sister needed to use their car to get to work safely	2.58	2.58
26	Mickelberg	Person X took public transport so their sister could use their car to get to work safely.	Person X's sister doesn't have a driver's license	9	8	2	8	3	because the assumption is that the sister is unable to use public transport and heavily relies on Person X's car for safe transportation	because Person X intentionally took public transport and allowed their sister to use their car	because no harm was caused by this action	because Person X's action was helpful in allowing their sister to use the car and get to work safely	because this action can be seen as a morally positive act of helping a family member	Person X	Person X is the one who took public transport and allowed their sister to use their car	Person X's sister	Person X assumed that their sister needed to use their car to get to work safely	2.58	2.58
27	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.		5	8	3	7	3	because the patient had a bad relationship with the agent and had not talked to him for years, but still gathered the strength to reach out.	because the action of calling the father and telling him about the mother's death and expressing love required a conscious decision and effort.	because although the action may have caused some emotional distress, it did not directly cause physical harm or severe emotional harm.	because the action of reaching out and expressing love could potentially help in healing the relationship and providing closure.	because the action was morally neutral, as it could be seen as an attempt to reconcile and express love, but also could be seen as potentially reopening old wounds.	I	I assumed that the agent is the person narrating the scenario.	My father	I assumed that the patient is the person being affected by the action.	5.74537037	2.33
27	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	The father had shown remorse for his actions and expressed a desire to reconnect.	7	8	3	9	4	because the patient had a bad relationship with the agent but the agent has shown remorse and expressed a desire to reconnect, making the patient more open and vulnerable.	because the action of calling the father and telling him about the mother's death and expressing love required a conscious decision and effort.	because although the action may have caused some emotional distress, it did not directly cause physical harm or severe emotional harm.	because the action of reaching out and expressing love could potentially help in healing the relationship and providing closure, especially if the father has shown remorse.	because the action was morally positive, as it shows forgiveness, reconciliation, and an attempt to rebuild the relationship.	I	I assumed that the agent is the person narrating the scenario.	My father	I assumed that the patient is the person being affected by the action.	5.74537037	2.33
27	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	The father had not shown any remorse or desire to reconnect.	8	8	3	5	3	because the patient had a bad relationship with the agent and the agent has not shown any remorse or desire to reconnect, making the patient more vulnerable.	because the action of calling the father and telling him about the mother's death and expressing love required a conscious decision and effort.	because although the action may have caused some emotional distress, it did not directly cause physical harm or severe emotional harm.	because the action of reaching out and expressing love may not have a significant impact on the relationship, but it could provide closure for the patient.	because the action was morally neutral, as it could be seen as an attempt to reconcile and express love, but also could be seen as potentially reopening old wounds without any positive response from the father.	I	I assumed that the agent is the person narrating the scenario.	My father	I assumed that the patient is the person being affected by the action.	5.74537037	2.33
27	Kruepke	I had a bad relationship with my father and had not talked to him for years. He had left my mother. When my mother died I gathered the strength to call him and tell him that she died and that I loved him.	The mother's death was unexpected and sudden.	6	8	3	7	3	because the patient had a bad relationship with the agent and the sudden death of the mother may have left the patient in a state of shock and vulnerability.	because the action of calling the father and telling him about the mother's unexpected death and expressing love required a conscious decision and effort.	because although the action may have caused some emotional distress, it did not directly cause physical harm or severe emotional harm.	because the action of reaching out and expressing love could potentially help in providing support and comfort during a difficult time.	because the action was morally neutral, as it could be seen as an attempt to reconcile and express love, but also could be seen as potentially reopening old wounds without any positive response from the father.	I	I assumed that the agent is the person narrating the scenario.	My father	I assumed that the patient is the person being affected by the action.	5.74537037	2.33
28	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.		7	8	6	3	0	because the unsavory character's presence and actions indicate potential harm or negative intentions.	because the unsavory character's actions seem deliberate and purposeful.	because although harm may have been caused by the unsavory character's actions, it is not extreme or severe.	because the action of handing something to my husband may not necessarily be helpful or harmful.	because the moral aspect of this action is neutral.	My husband	I assumed that my husband is the owner of the business and the one responsible for its operations.	The unsavory character	I assumed that the unsavory character is someone who is not trustworthy or has a questionable reputation.	3.148148148	-1.14
28	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	The unsavory character was a friend of my husband's	5	6	4	3	0	because although the unsavory character has a questionable reputation, their relationship with my husband suggests some level of trust.	because the unsavory character's actions may be intentional, but their intentions may not necessarily be harmful.	because although harm may have been caused by the unsavory character's actions, it is not significant or severe.	because the action of handing something to my husband may not necessarily be helpful or harmful.	because the moral aspect of this action is neutral.	My husband	I assumed that my husband is the owner of the business and the one responsible for its operations.	The unsavory character	I assumed that the unsavory character is someone who my husband knows and trusts, despite their unsavory reputation.	3.148148148	-1.14
28	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	The unsavory character was a stranger	9	9	8	2	-2	because the unsavory character's presence and actions indicate potential harm or negative intentions, especially as a stranger.	because the unsavory character's actions seem deliberate and purposeful, especially as a stranger.	because harm caused by a stranger's actions can be more severe and unpredictable.	because the action of handing something to my husband may not necessarily be helpful or harmful.	because the moral aspect of this action is highly questionable due to the unsavory character's intentions and the potential harm involved.	My husband	I assumed that my husband is the owner of the business and the one responsible for its operations.	The unsavory character	I assumed that the unsavory character is someone my husband does not know and has no prior relationship with.	3.148148148	-1.14
28	Kruepke	My husband ran a business and I worked in his shop. Once a rather unsavory character came in and handed my husband something. So, I looked through my husband's wallet to see what the man gave him.	The unsavory character was a regular customer	6	7	5	3	-1	because although the unsavory character has a questionable reputation, their status as a regular customer suggests some level of vulnerability.	because the unsavory character's actions may be intentional, but their intentions may not necessarily be harmful.	because although harm may have been caused by the unsavory character's actions, it is not significant or severe.	because the action of handing something to my husband may not necessarily be helpful or harmful.	because the moral aspect of this action is questionable due to the unsavory character's intentions and their history of questionable behavior.	My husband	I assumed that my husband is the owner of the business and the one responsible for its operations.	The unsavory character	I assumed that the unsavory character is a regular customer who has a history of questionable behavior.	3.148148148	-1.14
29	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.		8	10	10	0	-4	because the patient is being sacrificed to appease the god and save the lives of the others	because the action of killing the traveller is intentional and planned	because the action of killing someone is extremely harmful	because the action of killing one person does not provide any help to the others	because the action of sacrificing a human being is considered highly immoral	You	You are the head of the group of travellers	One of the travellers in the group	The assumption is that the sacrifice will pacify the offended god	2.42	-1.24
29	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	The tribe is known for their strict adherence to their religious beliefs	8	10	10	0	-4	because the patient is being sacrificed to appease the god and save the lives of the others	because the action of killing the traveller is intentional and planned	because the action of killing someone is extremely harmful	because the action of killing one person does not provide any help to the others	because the action of sacrificing a human being is considered highly immoral	You	You are the head of the group of travellers	One of the travellers in the group	The assumption is that the sacrifice will pacify the offended god	2.42	-1.24
29	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	The tribe has a history of violent conflicts with outsiders	8	10	10	0	-4	because the patient is being sacrificed to appease the god and save the lives of the others	because the action of killing the traveller is intentional and planned	because the action of killing someone is extremely harmful	because the action of killing one person does not provide any help to the others	because the action of sacrificing a human being is considered highly immoral	You	You are the head of the group of travellers	One of the travellers in the group	The assumption is that the sacrifice will pacify the offended god	2.42	-1.24
29	Lotto	You are the head of a group of five travellers who are exploring the remote regions of South America. During the trip, you inadvertently camp in the sacred cemetery of a local tribe. The members of the tribe capture you and condemn you all to death. After some negotiation, they propose a possible alternative in the form of a human sacrifice that will pacify their god who has been offended.You accept the tribe’s proposal, and during the ceremony, you kill one of the travellers in the group. This person will die, but you and the other four travellers’ lives will be spared.	The tribe believes that the presence of outsiders in their sacred cemetery brings misfortune	8	10	10	0	-4	because the patient is being sacrificed to appease the god and save the lives of the others	because the action of killing the traveller is intentional and planned	because the action of killing someone is extremely harmful	because the action of killing one person does not provide any help to the others	because the action of sacrificing a human being is considered highly immoral	You	You are the head of the group of travellers	One of the travellers in the group	The assumption is that the sacrifice will pacify the offended god	2.42	-1.24
30	Effron	Rescued an injured kitten from a tree		8	9	2	10	4	because an injured kitten is vulnerable and in need of assistance.	because I intentionally rescued the kitten from the tree.	because the action of rescuing the kitten did not cause any harm.	because the action of rescuing the kitten was extremely helpful.	because rescuing an injured kitten is considered a highly moral action.	I	I am assuming that I am the agent of this action.	An injured kitten	I am assuming that the kitten is in need of help.	2.7428572	2.7428572
30	Effron	Rescued an injured kitten from a tree	A passerby noticed the kitten in the tree	8	9	2	10	4	because an injured kitten is vulnerable and in need of assistance.	because the passerby intentionally rescued the kitten from the tree.	because the action of rescuing the kitten did not cause any harm.	because the action of rescuing the kitten was extremely helpful.	because rescuing an injured kitten is considered a highly moral action.	The passerby	I am assuming that the passerby is a kind-hearted person who wants to help animals.	An injured kitten	I am assuming that the kitten is in need of help.	2.7428572	2.7428572
30	Effron	Rescued an injured kitten from a tree	A firefighter was called to rescue the kitten	8	9	2	10	4	because an injured kitten is vulnerable and in need of assistance.	because the firefighter intentionally rescued the kitten from the tree.	because the action of rescuing the kitten did not cause any harm.	because the action of rescuing the kitten was extremely helpful.	because rescuing an injured kitten is considered a highly moral action.	The firefighter	I am assuming that the firefighter is trained to handle such situations and is motivated to save lives.	An injured kitten	I am assuming that the kitten is in need of help.	2.7428572	2.7428572
30	Effron	Rescued an injured kitten from a tree	A child climbed the tree to save the kitten	8	7	2	10	4	because an injured kitten is vulnerable and in need of assistance.	because the child may not have intentionally climbed the tree to rescue the kitten, but rather out of curiosity or playfulness.	because the action of rescuing the kitten did not cause any harm.	because the action of rescuing the kitten was extremely helpful.	because rescuing an injured kitten is considered a highly moral action.	The child	I am assuming that the child is compassionate and wants to help the kitten.	An injured kitten	I am assuming that the kitten is in need of help.	2.7428572	2.7428572
31	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.		7	8	3	9	3	because elderly people are generally more vulnerable due to their age and health conditions	because I intentionally started re-selling medications to help elderly people	because although I helped elderly people, there might be legal and safety concerns with re-selling medications	because I helped elderly people by providing them with affordable medications	because although I helped elderly people, re-selling medications without proper authorization can be considered illegal and unethical	I	I assumed that I am a person who started re-selling medications from a Canadian pharmacy	Elderly people	I assumed that the patients were elderly people who needed medications	4.421296296	0.57
31	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	Lack of affordable medications	9	8	4	9	3	because people who can't afford expensive medications are highly vulnerable and may suffer without proper treatment	because I intentionally started re-selling medications to help people who couldn't afford expensive medications	because although I helped people, there might be legal and safety concerns with re-selling medications	because I helped people by providing them with affordable medications	because although I helped people, re-selling medications without proper authorization can be considered illegal and unethical	I	I assumed that I am a person who started re-selling medications from a Canadian pharmacy	People who couldn't afford expensive medications	I assumed that the patients were people who couldn't afford expensive medications	4.421296296	0.57
31	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	Limited access to medications	6	8	3	9	3	because people with limited access to medications may face difficulties in obtaining necessary treatments	because I intentionally started re-selling medications to help people with limited access to medications	because although I helped people, there might be legal and safety concerns with re-selling medications	because I helped people by providing them with accessible medications	because although I helped people, re-selling medications without proper authorization can be considered illegal and unethical	I	I assumed that I am a person who started re-selling medications from a Canadian pharmacy	People with limited access to medications	I assumed that the patients were people who had limited access to medications	4.421296296	0.57
31	Kruepke	About a year ago I started re-selling medications from a Canadian pharmacy. I helped a great deal of elderly people so that they didn't have to pay exorbitant amounts for their medications that they needed.	High medication costs	8	8	3	9	3	because people burdened by high medication costs may struggle to afford necessary treatments	because I intentionally started re-selling medications to help people burdened by high medication costs	because although I helped people, there might be legal and safety concerns with re-selling medications	because I helped people by providing them with affordable medications	because although I helped people, re-selling medications without proper authorization can be considered illegal and unethical	I	I assumed that I am a person who started re-selling medications from a Canadian pharmacy	People burdened by high medication costs	I assumed that the patients were people burdened by high medication costs	4.421296296	0.57
32	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.		7	9	1	10	4	because he was homeless and it was freezing out.	because I intentionally went next door to buy him food and new clothes.	because no harm was caused.	because I provided him with food and new clothes.	because the action was highly moral.	I	I assumed that the agent is a compassionate and empathetic person.	The homeless man	I assumed that the homeless man was in need of food and new clothes.	5.963636364	2.62
32	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	The agent was in a hurry	7	5	1	10	4	because he was homeless and it was freezing out.	because I quickly went next door to buy him food and new clothes.	because no harm was caused.	because I provided him with food and new clothes.	because the action was highly moral.	I	I assumed that the agent is a compassionate and empathetic person.	The homeless man	I assumed that the homeless man was in need of food and new clothes.	5.963636364	2.62
32	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	The agent had limited resources	7	9	1	10	4	because he was homeless and it was freezing out.	because I intentionally went next door to buy him food and new clothes with the limited resources I had.	because no harm was caused.	because I provided him with food and new clothes.	because the action was highly moral.	I	I assumed that the agent is a compassionate and empathetic person.	The homeless man	I assumed that the homeless man was in need of food and new clothes.	5.963636364	2.62
32	Kruepke	I was at the pharmacy buying something and I noticed a man who was sitting outside selling trinkets. He was homeless and it was freezing out. So I went next door to a store and bought him some food and new clothes.	The agent knew the homeless man personally	7	9	1	10	4	because he was homeless and it was freezing out.	because I intentionally went next door to buy him food and new clothes as I knew him personally.	because no harm was caused.	because I provided him with food and new clothes.	because the action was highly moral.	I	I assumed that the agent is a compassionate and empathetic person.	The homeless man	I assumed that the homeless man was in need of food and new clothes.	5.963636364	2.62
33	Kruepke	"My husband had a problem with always wanting new computer equipment, what I called ""techno-lust"". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved."		7	8	9	7	3	because the wife was financially affected by the husband's excessive spending on computer equipment.	because the husband had to consciously make an effort to improve his behavior.	because the husband's excessive spending caused a huge financial problem for the couple.	because the husband's improvement in controlling his spending helped alleviate the financial problem to some extent.	because while the husband's behavior was financially harmful, his improvement and willingness to change showed some moral growth.	The husband	The assumption is that the husband had a problem with always wanting new computer equipment.	The wife	The assumption is that the wife was affected by the husband's problem.	4.284444444	0.38
33	Kruepke	"My husband had a problem with always wanting new computer equipment, what I called ""techno-lust"". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved."	Financial counseling	6	9	7	9	4	because the husband sought help and guidance to address his financial problem.	because the husband actively sought financial counseling and was intentional in addressing his problem.	because the husband's excessive spending still caused a financial problem, but to a lesser extent due to counseling.	because the financial counseling provided significant help in improving the husband's financial behavior.	because seeking financial counseling and actively working on improving his behavior shows moral responsibility.	The husband	The assumption is that the husband sought financial counseling to address his problem with always wanting new computer equipment.	The financial counselor	The assumption is that the financial counselor provided guidance and support to the husband.	4.284444444	0.38
33	Kruepke	"My husband had a problem with always wanting new computer equipment, what I called ""techno-lust"". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved."	Budgeting and financial planning	8	7	8	8	4	because the husband's excessive spending had a significant impact on the couple's finances.	because the husband intentionally started budgeting and planning to control his spending.	because the husband's excessive spending still caused financial strain, but to a lesser extent due to budgeting and planning.	because the budgeting and financial planning helped the husband improve his financial behavior.	because actively engaging in budgeting and financial planning shows moral responsibility and a willingness to change.	The husband	The assumption is that the husband started budgeting and engaging in financial planning to address his problem with always wanting new computer equipment.	The wife	The assumption is that the wife supported and participated in the budgeting and financial planning process.	4.284444444	0.38
33	Kruepke	"My husband had a problem with always wanting new computer equipment, what I called ""techno-lust"". It was a really huge financial problem, and I told him he had to go on a 5-year plan to financially police himself or I would divorce him. He has greatly improved."	Threat of divorce	9	10	10	6	2	because the husband's excessive spending had a severe impact on the couple's finances and relationship.	because the husband was forced to confront his problem and make intentional changes to avoid divorce.	because the husband's excessive spending caused significant harm to the couple's finances and relationship.	because while the threat of divorce may have motivated the husband to change, it didn't directly provide help in improving his financial behavior.	because using divorce as a threat can be seen as morally questionable, although it may have been a last resort to address the problem.	The husband	The assumption is that the husband was threatened with divorce if he didn't address his problem with always wanting new computer equipment.	The wife	The assumption is that the wife issued the ultimatum and followed through with the threat of divorce.	4.284444444	0.38
