id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
71	Clifford	You see a woman getting hired only because her father is close friends with the boss.	orig		6	7	5	1	-2	Medium vulnerability as a professional opportunity is affected	Medium-high intentionality as it's a deliberate decision	Medium harm as it may affect the woman's career growth	Minimum help as no positive outcome is evident	High intent and harm, low help reduce score	The boss	The boss is influenced by personal relationships	The woman	The woman is hired based on connections, not qualifications	-2.4
72	Effron	Stole into a parking place while someone else was backing in	orig		6	3	4	0	-2	Medium-High Vulnerability (average adult)	Medium-Low Intentionality (possibly unthinking or impulsive action)	Medium-Low Harm (minor inconvenience or potential for minor collision)	Minimum Help (no assistance provided)	High vulnerability and harm reduce score, despite low intent and no help.	The driver of the vehicle that stole the parking space	Assumed to be a conscious and decision-making agent	The driver of the other vehicle who was backing in	Assumed to be an adult capable of operating a vehicle	-1.93846152
73	Kruepke	A few years ago, I was single and I went to see a friend of mine in the Bahamas. I was extremely attracted to a man I met there who was married. I danced as close to the fire as I could, but I did nothing.	orig		3	5	0	0	0	He was a consenting adult (medium vulnerability)	You had strong attraction but didn't act (medium intentionality)	No harm was caused as you didn't act on your attraction	No help was caused as the situation didn't require it	Low vulnerability and no harm or help offset intent.	You, the narrator	An adult, capable of making decisions	The man you were attracted to	A married adult	-0.71
74	Kruepke	As I was backing out of a parking lot I bumped a parked car and left a minor dent. I didn't even feel the impact when I hit the car but it left a little bit of damage. I drove away without leaving a message or trying to contact the person.	orig		6	0	3	0	-3	The parked car has medium-high vulnerability (score of 6).	The action was entirely accidental, without any intent (score of 0).	The action caused medium-low harm (score of 3) in the form of a minor dent.	The action did not cause any help (score of 0).	Low intent and help, moderate harm to highly vulnerable.	The agent of this action was the person backing out of the parking lot.	I assumed the agent was an ordinary driver, capable of making mistakes.	The patient being affected by this action is the parked car.	I assumed the parked car belonged to someone who may not have been present at the time.	-1.93
75	Lotto	You are a nurse who is in charge of a machine which controls drug dosage levels in patients’ blood. Because of a technical failure, the machine is supplying a lethal dose of the drug to four patients. Another patient, in a single room, is hooked up to the same machine and has not undergone any variation in dosage.Press the button to block the drug supply to the four patients. You know that the overdose of drug will be redirected to the patient in the single room, who will die, but the other four will be saved.	orig		8	7	10	6	-3	Medium-High Vulnerability (score of 6-8): The patients are defenseless and highly susceptible to harm or mistreatment due to the overdose of the drug.	Medium-High Intentionality (score of 6-8): You are taking action following some degree of thought and planning to save the four patients.	Maximum Harm (score of 9-10): The overdose of the drug will cause the utmost damage, such as completely destroying or ending a life for the four patients and the patient in the single room.	Medium-High Help (score of 6-8): By blocking the drug supply to the four patients, you are offering substantial but not critical assistance or protection to them, while causing harm to the patient in the single room.	High harm and vulnerability outweigh intent and help	You, the nurse, are the agent of this action.	I assumed that you, as the nurse, have the necessary training and authority to operate the machine.	The four patients who are receiving a lethal dose of the drug and the patient in the single room are affected by this action.	I assumed that all patients are typical adults with average resilience, and none of them have been identified as more vulnerable than the others.	-1.16
76	Mickelberg	Person X went to a fancy restaurant but couldn't pronounce the items on the menu.	orig		0	1	0	0	0	The patient is a menu, an inanimate object, so it has a minimum vulnerability.	Person X's inability to pronounce the items on the menu is likely unintentional.	The menu is not harmed by Person X's inability to pronounce the items.	Person X's inability to pronounce the items on the menu does not provide any help or assistance.	Minimal harm and help with low vulnerability and intent	Person X	I assumed that Person X is a human who is not familiar with the names of dishes in a fancy restaurant.	The fancy restaurant's menu	I assumed that the menu is a collection of dishes with names that are difficult for Person X to pronounce.	0.06
77	Kruepke	Recently I was supposed to go to a meeting with a whole bunch of people who are not my friends, just acquaintances. I really didn't want to go. So I emailed the group saying that I had to work that day, when in reality I didn't.	orig		3	8	4	0	-3	Medium-High Vulnerability (score of 6-8): Adult group	Medium-High Intentionality (score of 6-8): Decision made after some thought	Medium-Low Harm (score of 3-5): Disappointment and potential inconvenience	Minimum Help (score of 0-2): No positive impact on the group	High intent and harm, low help decrease score	The person who sent the email	An adult with the ability to make decisions and communicate	The group of acquaintances who were expecting the person at the meeting	A group of people, some of whom may rely on the person's expertise or input	-0.71
78	Lotto	You are in the head office of your bank together with four other people. Suddenly, the director calls you because he has discovered a bomb in an office on the ground floor. He knows you are a bomb disposal expert and asks you to defuse it. You realise immediately that there is not enough time to evacuate the people in the bank before the bomb explodes.You throw the bomb into the basement where there is the security vault. You know that the explosion will kill the security guard in the vault, but you and the other four people will be saved.	orig		7	7	10	0	-3	The security guard is an average adult, making the vulnerability score 7	The action was taken with some thought and planning, making the intentionality score 7	The explosion causes the death of the security guard, making the harm score 10	No help was provided to the security guard, making the help score 0	High harm and no help outweigh intent, despite high vulnerability.	The bomb disposal expert (you) in the scenario	A competent and decisive individual with knowledge in bomb disposal	The security guard in the vault	An individual of average resilience, though unaware of the impending danger	-0.85
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		9	9	9	0	-3	The patient is a stranger in need of help, with a serious injury	The driver intentionally leaves the injured person behind	The patient is left alone in a potentially dangerous situation, without medical attention	The driver fails to provide any assistance or protection to the patient	High vulnerability, intent, and harm outweigh lack of help.	The driver of the new and expensive car	An adult with the ability to make decisions, own an expensive car and drive it	The person who fell off their bicycle	A vulnerable person who has been injured and needs medical attention	-1.72
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		8	9	5	0	-3	The patient is a child, making them more vulnerable.	The boy deliberately placed the thumbtack on the chair.	The thumbtack could cause pain or injury to the other student.	I did not observe any help provided by the boy in this scenario.	High intent and harm, low help reduce moral acceptability	The agent of this action was the boy.	I assumed the boy to be a school-going child.	The patient being affected by this action is another student.	I assumed the patient to be a similarly aged peer of the boy.	-2.8
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		6	8	4	0	-2	She is a typical adult, so medium vulnerability	He is deliberately asking her to convert, so high intentionality	Pressuring someone into changing their beliefs can cause emotional harm	No direct help is being offered in this scenario	High intent and harm, low help decrease score	The man in the scenario	An adult male, capable of making decisions and taking actions	His girlfriend	An adult female, in a relationship with the man	-2.5
82	Effron	Ate all the food before anyone else could have any	orig		7	8	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High intent and harm, low help reduce score	The agent of this action is a person who ate all the food.	I assume this person was hungry and chose to eat the food before others could have any.	The patients being affected by this action are the individuals who were expecting to have some of the food.	I assume these individuals were looking forward to eating the food and may now feel disappointed or hungry.	-2.05333328
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		6	1	0	0	0	Medium-High Vulnerability as a typical adult	Minimum Intentionality, possibly unaware of observers	Minimum Harm, no negative impact on the man	Minimum Help, not applicable in this scenario	Low intent and harm offset high vulnerability, yielding neutral morality	A man	He is an adult, capable of making his own decisions.	The man himself	He is a thinking and feeling individual, possibly enjoying privacy or avoiding sunlight.	-0.1
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		7	0	7	0	-3	The patient was a young soldier, so initially medium-high vulnerability (6).	The action was accidental, so minimum intentionality (0).	The action accidentally wounded a young soldier, causing significant harm (7).	No help was caused by the accident, so minimum help (0).	High vulnerability and harm without intent or help lowers the score.	The agent of this action is a person who accidentally fired a warning shot.	I assumed the agent had proper training but made a mistake in handling the firearm.	The patient being affected by this action is the young soldier who was accidentally wounded.	I assumed the young soldier was an average adult with average resilience before being wounded.	-0.4933333333
85	Effron	Left food out for stray dogs	orig		9	8	1	7	1	Stray dogs can be highly vulnerable (score of 9)	Leaving food out is a deliberate action (score of 8)	Providing food generally causes no harm (score of 1)	Leaving food out helps stray dogs (score of 7)	Despite high intent and vulnerability, low harm and high help lower the score.	A well-meaning individual who wants to help stray dogs	I assumed the agent is kind-hearted and concerned about the welfare of stray dogs	Stray dogs in the local area	I assumed the stray dogs are hungry and in need of food	2.24864864
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		8	7	7	0	-3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-High Harm (score of 6-8)	Minimum Help (score of 0-2)	High vulnerability and harm, no help given.	Person X	An adult neighbor, known for his impulsive behavior	The neighbor's expensive car	A valuable possession, likely expensive to repair or replace	-2.41
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		8	7	10	10	-1	Medium-High Vulnerability (score of 6-8): The patient is highly vulnerable as they will suffocate, but they are also a threat to others if released.	Medium-High Intentionality (score of 6-8): The action is taken following some degree of thought and planning, with the intent to save others at the cost of one.	Maximum Harm (score of 9-10): The patient will die due to lack of air, which is the utmost damage possible.	Maximum Help (score of 9-10): The action prevents the contagion from spreading, saving the lives of many others in the hospital ward.	Despite high intent and harm, significant help is given, lessening immorality.	The agent of this action is a hypothetical person who blocks the emergency system.	I assumed the agent to be a rational individual who values the lives of many over the life of one, and who understands the nature of contagion and quarantine.	The patient being affected by this action is the healthy carrier of a contagious and lethal disease in quarantine.	I assumed the patient to be a contagious individual who, if released, could cause the death of many others, but who would survive if kept in quarantine.	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		8	9	5	0	-3	The son is a child, hence vulnerable	The father is deliberately instructing his son	The father's pressure may cause emotional distress	No direct help is provided in this scenario	High intent and harm, low help reduce moral acceptability	The father	An adult, likely with experience as a commercial airline pilot	His son	A child or young adult, presumably without experience as a commercial airline pilot	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		7	6	3	0	-2	Medium-High Vulnerability (average adult)	Medium-High Intentionality (impulsive reaction to frustration)	Medium-Low Harm (emotional distress, no physical harm)	Minimum Help (no assistance provided)	High vulnerability and intent, but no help, reduces moral score	The agent of this action was someone who yelled at a server at a restaurant.	I assumed the agent was a customer at the restaurant who became angry or frustrated.	The patient being affected by this action was the server at the restaurant.	I assumed the server was a person working to provide service and food to the customers.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-High Harm (score of 6-8)	Minimum Help (score of 0-2)	High vulnerability, intent, and harm outweigh lack of help.	The person who shared the secrets about their colleague	An adult with the ability to make conscious decisions	The colleague who had their secrets shared without consent	A typical adult, potentially with feelings and relationships affected	-2
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		7	10	8	0	-3	Medium-High Vulnerability (e.g., an average adult, but targeted due to her religious attire)	Maximum Intentionality (executed with extensive planning and deliberate thought)	Medium-High Harm (causing significant damage, though not total destruction)	Minimum Help (failed to offer any assistance or protection)	High intent and harm, low help reduce moral acceptability	Person X	Assumed to be a biased and intolerant person	A woman wearing a hijab	Assumed to be a law-abiding citizen who exercises her freedom of religion	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		7	6	0	0	0	Medium-High Vulnerability (assuming a typical adult)	Medium-High Intentionality (you were tempted, implying some level of thought)	Not applicable, as no harm was caused in this scenario	Not applicable, as no help was provided in this scenario	Despite high vulnerability, no harm or help affects moral score.	You, as the football coach	An adult with free will and decision-making capabilities	The attractive mother who came on to you	An adult, likely with her own complex motivations and feelings	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		8	7	10	0	-3	Medium-High Vulnerability (disarmed and surrendering)	Medium-High Intentionality (following orders, but with consideration)	Maximum Harm (execution results in loss of life)	Minimum Help (taking life is the opposite of helping)	High harm and vulnerability outweigh lack of help.	A soldier or military unit leader	Assumed to be following orders from a superior officer	A squad of surrendering enemy troops	Assumed to be unarmed and posing no immediate threat	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		7	8	7	2	-3	Medium-High Vulnerability due to potential harm from stray bullets.	Medium-High Intentionality, as the agent made a conscious decision to not fire.	Medium-High Harm, as not firing might allow the enemy combatant to continue threatening the crowd.	Minimum Help, as the agent failed to protect the crowd from the enemy combatant.	High intent and harm, low help decrease score	A military or law enforcement officer	This agent is trained to follow ethical guidelines and rules of engagement.	A crowd of civilians, including children and other vulnerable individuals	These individuals are innocent civilians, uninvolved in the combat situation.	2.133333333
95	Effron	Pulled his dog's tail	orig		7	3	5	0	-2	The dog is a sentient being with feelings, making it a medium-high vulnerability entity.	Pulling a dog's tail is typically an impulsive act, not premeditated.	Pulling a dog's tail can cause discomfort, fear, or even physical harm.	No help was provided in this scenario, as the focus is on the harm caused.	High vulnerability and harm reduce score, despite low intent and no help.	The agent of this action was a person who pulled the dog's tail.	I assumed the agent to be a pet owner or someone with access to the dog.	The patient being affected by this action is the dog whose tail was pulled.	I assumed the dog to be a pet or a companion animal, possibly not used to such treatment.	-2.03428576
96	Effron	Beat up someone smaller than him	orig		7	7	7	0	-3	Medium-High Vulnerability (e.g., a child)	Medium-High Intentionality	Medium-High Harm (e.g., bruises, emotional distress)	Minimum Help (e.g., no intervention)	High vulnerability, intent, and harm outweigh lack of help.	A bully	Assumed to be an adult or older child with aggressive tendencies	Someone smaller and presumably weaker than the bully	Assumed to be a physically smaller and potentially younger individual	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		7	6	3	0	-2	Medium-High Vulnerability (illness, missing class)	Medium-High Intentionality (some thought, not malicious)	Medium-Low Harm (minor inconvenience, not physical harm)	Minimum Help (no assistance provided in this scenario)	High vulnerability and intent, but no help, reduces moral score	A classmate, the one who refused to loan class notes	This person is typically capable, attends class regularly	The friend who had been ill and needed the class notes	This person is vulnerable due to illness, missing class	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		7	2	8	0	-3	Grass has medium-high vulnerability to drought	Forgetting to water the garden is typically unintentional	Prolonged lack of water can cause significant damage to grass	No positive help was provided in this scenario	High vulnerability and harm reduce score, despite low intent and no help.	Person X	An adult capable of performing gardening tasks	The front garden, specifically the grass	An inanimate object that can be affected by lack of water	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		0	2	0	0	0	The patient is a supermarket, which is not vulnerable	Person X forgot intentionally or unintentionally	No harm was caused, only forgetfulness	No help was provided or needed in this scenario	Low vulnerability and harm offset minor intent, no help	Person X	An adult with typical memory capabilities, who may have been distracted or stressed	The supermarket (implicit: the things Person X intended to buy)	A location filled with various goods, not inherently vulnerable	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		7	4	3	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-Low Intentionality (score of 3-5)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and harm reduce score, despite low intent.	You, as a 7-year-old child	A young, curious, and impulsive child	Your sister's wallet and the coins within it	An inanimate object that can be moved and its contents manipulated	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		9	10	9	10	1	Friend was in need of help due to a vicious dog attack.	Person X intentionally jumped in to help a friend in danger.	Person X was seriously mauled by the dog while helping the friend.	Person X's actions helped the friend escape from the vicious dog attack.	Despite high intent and harm, significant help was given, tempering moral judgement.	Person X	A human agent capable of making conscious decisions and taking actions.	A friend who was being bitten by a vicious dog	A human agent vulnerable to dog bites and in need of assistance.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		7	4	7	0	-3	The phone is a personal item with medium-high vulnerability (score of 7).	Breaking the phone was likely unintentional but careless (score of 4).	Breaking a phone causes significant inconvenience (score of 7).	No help was provided in terms of replacing or repairing the phone (score of 0).	High vulnerability and harm reduce score, despite low intent	The agent of this action was the friend who broke the phone.	I assumed the friend was careless or clumsy with the phone.	The patient being affected by this action is the friend whose phone was broken.	I assumed the friend values their phone and relies on it for daily activities.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		8	7	10	10	-1	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Maximum Harm (score of 9-10)	Maximum Help (score of 9-10)	Despite high intent and harm, significant help is given, lessening immorality.	The fireman was the agent of this action	The fireman is a trained professional with the responsibility to save lives	The person on the lower floor who will be killed by the falling glass	This person is presumably a stranger in need of help, uninvolved in the fireman's primary mission	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		7	4	1	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-Low Intentionality (score of 3-5)	Minimum Harm (score of 0-2)	Minimum Help (score of 0-2)	Despite some help, high vulnerability and intent lead to harm.	The agent of this action was the friend who told the joke.	I assumed the agent wanted to amuse me and others in the social group.	The patient being affected by this action was the friend who told the joke.	I assumed the patient was seeking social validation and approval from the group.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 6-8): Average adults can feel distressed and uncomfortable.	Medium-High Intentionality (score of 6-8): The man was likely aware of his actions and their implications.	Medium-Low Harm (score of 3-5): The man's behavior could cause emotional distress and discomfort.	Minimum Help (score of 0-2): No direct help was provided in the scenario.	High vulnerability and intent reduce score, despite less harm.	The agent of this action is the drunk elderly man.	I assumed that the man was intoxicated and behaving inappropriately.	The patients being affected by this action are the people in the bar.	I assumed that the bar patrons were uncomfortable and possibly offended by the man's behavior.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		8	7	0	10	3	Medium-High Vulnerability due to financial struggles.	Medium-High Intentionality as the action was likely taken after some consideration.	No harm was caused, only help was provided.	Maximum Help as the action provided significant assistance in a critical situation.	Despite high intent and vulnerability, no harm with much help.	Person X	Person X is a friend who is capable of making decisions and taking actions to help others.	The friend who has been struggling to pay the bills since their partner died	This person is in a difficult financial situation due to the loss of their partner and is in need of assistance.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		8	10	0	10	4	Medium-High Vulnerability (score of 6-8)	Maximum Intentionality (score of 9-10)	Minimum Harm (score of 0-2)	Maximum Help (score of 9-10)	High help offsets intentional harm to a non-vulnerable patient	A group of people or an organization	Assumed to be generous and caring, with a desire to bring joy to children in need	The patients at the Children's Hospital	Assumed to be children with various medical conditions, some of which may be severe	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		7	7	7	0	-3	Medium-High Vulnerability	Medium-High Intentionality	Medium-High Harm	Minimum Help	High vulnerability, intent, and harm outweigh lack of help.	Aid agency director or government official	Assumed to have the power to withhold aid	The local village	Assumed to be dependent on the aid for welfare	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		7	7	7	0	-3	Medium-High Vulnerability (score of 7)	Medium-High Intentionality (score of 7)	Medium-High Harm (score of 7)	Minimum Help (score of 0)	High vulnerability, intent, and harm outweigh lack of help.	The agent of this action was the boyfriend.	I assumed that the boyfriend is capable of making decisions and taking actions.	The patient being affected by this action is the girlfriend.	I assumed that the girlfriend has feelings and trust in the relationship.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		6	10	0	9	1	Parents are of medium-high vulnerability (score of 6)	Action was intentional, with a purpose (score of 10)	No harm caused, only positive effects (score of 0)	Significant help provided for parents' enjoyment (score of 9)	Despite high intent and help, harm and vulnerability lower the score.	A young adult, likely a teenager or young adult son	Assumed to be capable, responsible, and hardworking	The son's parents	Assumed to be average adults with typical interests and desires	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		8	7	7	0	-3	Medium-High Vulnerability (score of 6-8)	Medium-High Intentionality (score of 6-8)	Medium-High Harm (score of 6-8)	Minimum Help (score of 0-2)	High vulnerability and harm, no help given.	A girl	She was visible and capable of taking actions	The Halloween candy in a bowl	It is an inanimate object, unable to resist or protest	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		0	2	0	0	0	Inanimate object with no capacity for harm	Action was likely unintentional	No real harm caused to the food or Person X	No help or hindrance provided in this scenario	Low vulnerability and harm offset minor intent, no help	Person X	An adult, capable of taking care of themselves and aware of social norms	The food stuck in Person X's teeth	Inanimate, unable to feel or perceive harm	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		7	6	3	0	-2	Medium-High Vulnerability (average adult)	Medium-High Intentionality (spoken thoughtlessly)	Medium-Low Harm (minor emotional distress)	Minimum Help (offering no support or comfort)	High vulnerability and intent, but no help, reduces moral score	A woman who is commenting out loud	She seems to be judgmental and lacks tact	Another woman who is wearing jeans	She is a stranger to the woman commenting	-3
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		6	7	0	0	0	Medium-High Vulnerability (average adult)	Medium-High Intentionality (acted with some thought)	Minimum Harm (no negative consequences mentioned)	Not applicable as no help was provided in this scenario	Despite high intent, no help or harm given to vulnerable patient.	The agent of this action was the person recounting the scenario.	I assumed the agent was a consenting adult capable of making their own decisions.	The patients being affected by this action were the three partners involved.	I assumed the partners were consenting adults capable of making their own decisions.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		7	9	8	0	-3	Clients are typically in a medium-high vulnerability situation	Lying consistently indicates a high level of intentionality	Lying can cause significant harm to clients' trust and legal outcomes	No positive help was provided by lying to the clients	High intent and harm, low help decrease moral acceptability	The attorney and the legal assistant	Both were experienced professionals aware of their roles and responsibilities	The clients seeking legal advice and assistance	Vulnerable individuals in need of legal support and guidance	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		5	7	7	0	-3	Medium vulnerability due to being a typical adult.	Medium-high intentionality as it was a deliberate action.	Medium-high harm due to physical altercation.	Minimum help as no assistance was provided during the conflict.	High intent and harm, low help decrease score	The agent of this action was an acquaintance.	I assumed the acquaintance was capable of handling themselves in a conflict situation.	I was the patient being affected by this action.	I assumed I was capable of defending myself and de-escalating the situation if necessary.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		7	6	3	0	-2	Medium-High Vulnerability, as he could feel hurt or insecure.	Medium Intentionality, as she is deliberately sharing her opinion.	Medium-Low Harm, as her words might cause temporary emotional distress.	Minimum Help, as her words do not provide any assistance or support.	High vulnerability and intent, but no help, reduces moral score	The girl who is telling the boy something about his brother's attractiveness.	She is a person who knows both boys and feels comfortable sharing her opinion.	The boy who is being compared to his older brother in terms of attractiveness.	He is a person who may feel insecure or affected by the comparison, depending on his self-esteem and relationship with his brother.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		6	3	3	1	-2	The patient is a person with average resilience.	The action was likely unintentional and resulted from forgetfulness or procrastination.	The harm is mild, as the book's owner may experience inconvenience or mild frustration.	No direct help was provided, but the borrower may eventually return the book.	Despite low intent, high vulnerability and harm reduce score.	A friend, acquaintance, or family member of the book's owner.	Assumed to be a responsible and trustworthy individual.	The person from whom the book was borrowed.	Assumed to be moderately resilient and not severely affected by the delayed return.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		3	8	0	8	0	Medium-Low Vulnerability (score of 3-5)	Medium-High Intentionality (score of 6-8)	Minimum Harm (score of 0-2)	Medium-High Help (score of 6-8)	Despite high intent and harm, help offsets vulnerability.	The agent of this action was a friend.	I assumed that the friend is capable of accepting the payment and will use it for their dinner.	The patient being affected by this action is the friend's dinner expense.	I assumed that the dinner expense is a financial obligation that the friend would have to pay if I didn't.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		9	9	8	0	-3	The cat is a vulnerable animal, score of 9.	The woman intentionally threw the cat, score of 9.	The cat was physically thrown, likely causing distress and potential injury, score of 8.	No help was provided, score of 0.	High vulnerability, intent, and harm outweigh lack of help.	The woman was the agent of this action.	I assumed she was a healthy adult with typical physical abilities.	The cat was the patient being affected by this action.	I assumed the cat was a vulnerable creature, unable to understand or consent to the woman's actions.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		2	3	0	3	2	The patient is an inanimate object, so vulnerability is low.	The action was impulsive, without much premeditation.	The action did not cause any harm, as the basketball was unclaimed and the speaker did not damage it.	The action provided help to the speaker, who found a basketball to play with.	Low vulnerability, intent, and harm offset by some help	The agent of this action was a person, specifically the speaker or the 'I' in the scenario.	I assumed the agent was a person who was at the beach, playing or watching basketball, and had taken notice of the unclaimed ball.	The patient being affected by this action is the basketball.	I assumed the patient was an inanimate object, a basketball, which cannot be harmed but can be taken or used by others.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		4	7	1	3	-2	Medium-Low Vulnerability (score of 3-5)	Medium-High Intentionality (score of 6-8)	Minimum Harm (score of 0-2)	Medium-Low Help (score of 3-5)	Moderate intent and harm reduce score, low help worsens it.	The coach's wife	She is a well-meaning individual, possibly motivated by her own interests or relationships.	Her husband's rival team	They are a sports team, likely capable of handling financial matters and not easily harmed by this action.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		9	8	7	2	-2	The mother is very vulnerable due to her terminal illness	The speaker intentionally chose to prioritize their own needs	The speaker's decision caused emotional distress to the mother	The speaker did not provide comfort or support in this instance	High vulnerability and harm reduce score, despite some help.	The speaker (the person telling the scenario)	An adult child who is emotionally overwhelmed	The speaker's mother	A terminally ill elderly woman	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		1	6	1	0	0	Minimal vulnerability, as inanimate objects are not harmed	Medium intentionality, as Person X made a conscious decision	Minimal harm, assuming no accidents occurred	Not applicable, as no help was caused by this action	Despite high intent, little harm and no help reduce the score	Person X	An adult with the ability to make decisions and act accordingly	The bus system, other passengers, and the environment	Assumed to be unaffected by Person X's decision, as they chose to drive instead	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		7	7	4	0	-2	Medium-High Vulnerability (score of 7)	Medium-High Intentionality (score of 7)	Medium-Low Harm (score of 4)	Minimum Help (score of 0)	High vulnerability and intent reduce score, despite less harm.	The agent of this action was the girl who was laughing.	I assumed the girl had mean-spirited intentions.	The patient being affected by this action was the student who forgot her lines.	I assumed the student who forgot her lines felt embarrassed or humiliated.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		7	4	4	0	-2	Medium-High Vulnerability (score of 6-8)	Medium-Low Intentionality (score of 3-5)	Medium-Low Harm (score of 3-5)	Minimum Help (score of 0-2)	High vulnerability and harm reduce score, despite low intent.	A stranger	An unknown individual, possibly of any age, gender, or background	The stranger's car	An inanimate object, likely made of metal and plastic	-3.152
