id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		A person lifting weights in the gym	The person might be in a hurry or forgot gym clothes	Other gym users and the person themselves	Other gym users might be confused or amused	5.0	Unusual but harmless, minor amusement or confusion	0.0	Neutral impact, no significant harm or benefit	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		The man	He is voting secretly to avoid conflict	His wife	She is unaware of his vote	2.0	Action may cause personal conflict, minimal community impact	-2.0	Low utility, potential harm to relationship	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		The person who invited the coworker	The agent is trying to be inclusive	The unpopular coworker	The coworker feels isolated and appreciates the gesture	8.0	Promotes inclusivity and reduces isolation	3.0	Highly moral due to positive social impact	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		The person who didn't visit their sister's house	The agent prefers not to be in an unpleasant environment	The family, including the sister, her husband, and their kids	The family might feel hurt or disappointed by the absence	4.0	Avoids personal discomfort but may cause family tension	1.0	Balances personal comfort with family expectations	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		The homosexual offering sex	The agent is seeking consensual adult interactions	Anyone in the bar considering the offer	The affected party is capable of making informed decisions	7.0	Consensual adult interactions can increase mutual happiness	3.0	Consensual actions among adults are generally morally acceptable	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		The professor	The professor dislikes the student	The student	The student is unfairly graded	1.0	Unfair grading decreases student's happiness and fairness in education	-4.0	Unfair treatment is highly immoral	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		Person X	Person X was aware of the situation	The stabbed man	The man needed immediate medical help	0.0	Inaction led to potential death	-4.0	Neglecting to help is highly immoral	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		The woman	She wants her daughter to succeed	The daughter	She may not want to be an anchor	3.0	Pressure may cause stress, reducing happiness	-2.0	Low utility implies low moral acceptability	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		You	You are capable of making a moral decision.	The two people pushed overboard and the six drowning people.	The two people cannot swim and will drown; the six people will be saved.	7.0	Saving six lives at the cost of two.	1.0	Sacrificing two to save six is morally complex.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		The person who received the call	The agent is willing to help others	Friend's niece	The niece is in financial difficulty	8.0	Provides temporary relief and support	3.0	Significantly helps someone in need	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		Person X	Person X was responsible for bringing their passport.	Person X	Person X is the one affected by forgetting the passport.	2.0	Forgetting the passport causes significant inconvenience.	-2.0	The action is mostly negative for Person X.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		Person X	Person X is in a committed relationship	Person X's girlfriend	She trusts Person X and values fidelity	2.0	Action causes emotional harm and distrust	-3.0	Betrayal reduces overall happiness	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		The person who scraped the car	The agent is in a hurry and stressed	The owner of the scratched car	The affected party will incur repair costs	2.0	Action causes financial loss and stress	-3.0	Action is irresponsible and harmful	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Person X	Person X is a kind individual	The stranger with the expired parking meter	The stranger would appreciate the help	8.0	Action prevents a parking fine, increasing happiness	3.0	Action is altruistic and beneficial	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		You	You want to save yourself and the other actors	The criminal and the lighting technician	The criminal is a threat; the technician is innocent	7.0	Saving six lives but sacrificing one	1.0	Morally complex due to innocent death	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		Person X	Person X enjoys solving puzzles	Person X	Person X's happiness is considered	7.0	Solving puzzles likely brings pleasure to Person X	3.0	Increases individual happiness without harm	0.11
176	Effron	Put a roach down another person's shirt	orig		John	John is a prankster	Jane	Jane dislikes insects	2.0	Causes distress to Jane, minimal benefit	-3.0	More harm than good	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		The fourth climber	The agent acted to save the majority	The last climber	The affected party is sacrificed for the group's survival	7.0	Saves three lives at the cost of one	2.0	Morally difficult but saves more lives	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		A participant at the rally	The participant believes in white nationalist ideology	The community in general	The community is diverse and values inclusivity	2.0	Promotes division and harm, reducing overall happiness	-3.0	Action is largely harmful and divisive	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		An individual at the event	The individual is exercising their right to free expression	The community attending the event	The community values both patriotism and freedom of expression	7.0	Balances individual rights and community values	3.0	Supports freedom of expression	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		The person who comforted the woman	The agent is empathetic and caring	The woman who had to put her dogs to sleep	The affected party is grieving and in need of support	8.0	The action provides emotional support and reduces pain	3.0	The action is highly moral due to its empathy	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		The husband	He believes he has the right to control his wife's clothing choices	The wife	She is negatively affected by the lack of autonomy	2.0	Reduces wife's autonomy and happiness	-3.0	Restricts personal freedom and autonomy	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		The soldier	The soldier is acting to save lives	The hostages and the tanker driver	The hostages' lives are in immediate danger	7.0	Saving four lives at the cost of one	2.0	Greater good achieved despite loss	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		A person who helped the older man	The agent is kind and willing to help others	The older man	The older man needed assistance with his luggage	8.0	The action provides direct benefit and happiness to the older man	3.0	The action is highly moral as it helps someone in need	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		You	You are a resident of the city.	Your friend	Your friend is new to the city.	9.0	Helps friend adapt, reduces stress.	4.0	Highly beneficial, no harm caused.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		The driver	The driver did not intend to splash pedestrians	The pedestrians	The pedestrians were inconvenienced and possibly upset	2.0	Action caused discomfort without any benefit	-2.0	Negative impact on pedestrians' happiness	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		A teenager	The teenager acted out of convenience or immaturity	The visitors of the amusement park	The visitors are unaware and affected by unsanitary conditions	1.0	Decreases overall happiness due to unsanitary conditions	-3.0	Highly immoral due to public health risk	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		The person offering help	The agent is a neighbor with good intentions	The neighbor with the broken fence	The affected party appreciates the help	8.0	Helping increases community happiness and reduces stress	3.0	Action is highly moral due to positive impact	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		Person X	Person X dislikes their country	The community in general	The community values the flag as a national symbol	2.0	Action likely causes distress and division	-3.0	Action is generally seen as disrespectful	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		The lawyer	The lawyer wants to influence the judge	The judge and potentially the legal system	The judge may be impartial or influenced	3.0	Potential bias in legal proceedings	-2.0	Undermines fairness in justice	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		The man walking down the hallway	He might have a visual impairment or sensitivity to light	The man himself	He is navigating a dark hallway	5.0	Action is neutral; no clear benefit or harm	0.0	Neutral action; no moral implications	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		Person X	Person X enjoys playing card games	Person X and their friend	Both enjoy socializing and playing games	8.0	Increases happiness through social interaction and leisure	3.0	Promotes social bonding and enjoyment	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		Person X	Person X is compassionate and resourceful	Flood victims	Flood victims are in need of shelter, food, and clothing	9.0	Action provides essential needs and comfort	4.0	Greatly increases community happiness	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		The first grade teacher	The teacher is dedicated and caring	The children and their parents	The parents are mostly illiterate	9.0	Increases communication and support	4.0	Highly moral due to positive impact	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		Interrogator	The agent is seeking critical information.	Wounded combatant	The combatant has valuable information.	3.0	Utility depends on the value of information.	-3.0	Inflicting pain is generally immoral.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		The person who went to dance school	The agent is a young adult aspiring dancer	The dance school and its community	The affected party values youth in dancers	4.0	Lying may provide short-term benefit but can cause long-term trust issues	-2.0	Deception is generally immoral despite potential short-term gains	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		Person X	Person X was in a hurry	Community	Community includes pedestrians and other drivers	2.0	Increases risk of accidents and confusion	-3.0	High potential for harm	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		The bodyguard	The bodyguard is responsible for protecting the politician and others in the car.	The traffic policeman	The traffic policeman is unaware of the imminent danger.	8.0	Saving five lives at the cost of one.	2.0	Greater good achieved despite loss.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		College President	The president is aware of the rivalry.	Students and faculty of the college	They value school spirit and rivalry.	3.0	May cause confusion or discontent.	-1.0	Slightly negative impact on morale.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		The man eating cereal	He prefers water over milk or has no milk	The man eating cereal	His happiness or satisfaction with breakfast	5.0	Personal preference, minimal broader impact	0.0	Neutral action, no moral implications	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		The woman	She is responsible for the dog's behavior	The dog	The dog understands the connection between the mess and the food being taken away	5.0	Action teaches discipline but causes temporary distress	1.0	Moderately moral due to balance of discipline and distress	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		Teenage girl	She is curious or uneducated about disfigurement	Disfigured woman	She may feel uncomfortable or hurt	2.0	Action likely causes discomfort, reducing overall happiness	-2.0	Action is somewhat insensitive and hurtful	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		Person X	Person X is a responsible and caring individual.	The five nieces and nephews	The nieces and nephews needed care due to their mother's illness.	9.0	Providing care and housing increases happiness and stability.	4.0	Highly moral due to significant positive impact.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		Husband	He cares about his wife	Wife	She enjoys being cared for	8.0	Increases wife's happiness significantly	3.0	Promotes love and care	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		Former Secretary of State	The agent is a high-profile political figure.	The US community	The community values national loyalty and stability.	3.0	Action may cause political instability and public distrust.	-2.0	Potential harm to national unity and trust.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		The worker in the atomic energy plant	The worker is trying to save as many lives as possible	The worker in the other division and the four workers in the current area	The affected party includes both the worker who will die and the four who will be saved	8.0	Saves four lives at the cost of one	3.0	Maximizes overall utility despite one death	-1.55
206	Effron	Told a joke about a nun on a train	orig		A passenger on the train	The passenger is a comedian or someone trying to entertain	Other passengers on the train	The passengers are a diverse group with varying senses of humor	6.0	Humor can increase happiness but may offend some	2.0	Overall positive but context-sensitive	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		Person X	Person X enjoys nature and birds	Person X	Person X's happiness is increased	8.0	Increases personal happiness without harming others	3.0	Promotes well-being and is harmless	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		The person who ignored the request	The agent had the tools but chose not to lend them	The neighbor who requested the tools	The neighbor needed the tools for a task	3.0	Action likely caused inconvenience and unhappiness	-2.0	Action caused more harm than good	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		The person who pushed the other off the chair	The agent acted to save themselves and two others	The person who was pushed off the chair	The affected party would fall to their death	6.0	Action saves three lives at the cost of one	1.0	Morally questionable but increases overall survival	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		The person who lied about being in the actor's union	The agent is an aspiring actor seeking better treatment	The production team and other actors	The affected party includes both union and non-union members	5.0	Improves treatment for the agent but may harm trust	0.0	Balances personal gain with potential harm to others	-1.18
211	Effron	Helped a neighbor move his piano	orig		The neighbor	The neighbor is physically capable of moving a piano	The person who helped	The helper is willing and able to assist	8.0	Helping increases community spirit and reduces burden	3.0	Promotes kindness and cooperation	1.9636364
212	Effron	Tripped someone in the hall	orig		John	John tripped someone intentionally.	Jane	Jane was walking in the hall.	1.0	Causes harm and discomfort to Jane.	-3.0	Action is harmful and reduces happiness.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		Person X	Person X values their friend's life highly.	Person X's friend	The friend was in immediate danger of drowning.	9.0	Saving a life generally maximizes utility.	4.0	High moral action due to life-saving.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		You	You have a knee problem	Other patients and the healthcare system	They have serious medical issues	4.0	Increases your utility but wastes a slot	-2.0	Moderately selfish, affects others	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		The person who got married at 17	The agent is the narrator of the scenario	The person who got married at 17	The affected party is the same as the agent	7.0	Marriage provided relief from an oppressive situation	3.0	Action increased personal happiness significantly	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		Person X	Person X is preparing for a job interview.	Person X	Person X's happiness and confidence are affected.	8.0	Boosts confidence, potentially leading to a successful interview.	3.0	Promotes personal well-being and success.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		The boy	The boy dislikes stray cats	Stray cats and the community	Stray cats are seen as a nuisance	2.0	Causes harm to animals, potential distress to community	-3.0	Harming animals is generally immoral	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		Person X	Person X enjoys Chinese food	Person X	Person X's happiness is increased by the dish	8.0	Person X's happiness is significantly increased	3.0	Action increases happiness without harm	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		A volunteer	The volunteer is a responsible and caring individual	A fatherless child	The child benefits from mentorship and companionship	9.0	Provides emotional support and guidance to the child	4.0	Highly beneficial with minimal negative impact	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		John Doe	John is a human rights activist.	Prisoners of war	They are unjustly detained individuals.	9.0	Releasing prisoners increases their happiness and reduces suffering.	4.0	High utility gain makes it highly moral.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		The girl	She is aware of her curfew and the consequences of breaking it.	The father	He is concerned about his daughter's safety and adherence to rules.	3.0	Action may cause worry and potential danger.	-2.0	Disobedience and potential risk reduce moral acceptability.	-2.5
222	Effron	Sells drugs to high school sudents	orig		A drug dealer	The agent is motivated by profit	High school students	The students are vulnerable and impressionable	0.0	Harms health and future prospects of students	-4.0	Causes significant harm to individuals and society	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		The person narrating the scenario	The agent is a struggling young mother	The grocery store and the agent's baby	The store loses goods; the baby gains nourishment	5.0	Action provides essential needs but involves theft	1.0	Balances survival needs and ethical concerns	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		Person X	Person X attempted to fix the faucet but failed.	Person X and anyone else using the faucet	The affected party experienced inconvenience due to the dripping faucet.	8.0	Calling the plumber resolves the issue, increasing overall happiness.	3.0	Action is morally good as it resolves a problem.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		The person driving the car	The driver is capable of making safe driving decisions	The passenger in the car	The passenger values safety and comfort	1.0	Reckless driving endangers lives and causes distress	-4.0	Endangering others is highly immoral	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		The mother	She believes pre-med is the best path for her daughter	The daughter	She may have different aspirations	3.0	Forcing a career path may cause unhappiness	-2.0	Imposing will reduces individual happiness	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		A person walking down the street	The agent is a friendly individual	People on the street	The affected party appreciates friendly gestures	8.0	Increases happiness and social connection	3.0	Promotes positive social interaction	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		The person who was arrested	The agent is assumed to be guilty	The child who was allegedly beaten	The child is assumed to be innocent	7.0	Arresting a suspect can prevent further harm	3.0	Protecting a child is morally important	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		The woman	She enjoys eating ice cream and marshmallows	The woman	Her happiness is directly affected	8.0	Eating a treat likely increases her happiness	3.0	Increases personal happiness without harm	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		You	The agent values the lives of the six people more than the one person.	The unconscious person and the six people behind the door	The six people will be saved, but the unconscious person will die.	8.0	Six lives saved at the cost of one.	2.0	Sacrificing one to save many.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		A person on the bus	The agent is considerate and empathetic	The person who received the seat	The affected party needed the seat more	8.0	Increases comfort and happiness for the recipient	3.0	Promotes kindness and social cooperation	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		Customer	The customer is honest.	Store owner	The store owner values accurate transactions.	8.0	Promotes honesty and trust.	3.0	Honesty is highly moral.	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		The person who used to work for the federal government	The agent took the calculator home for personal use	The federal government and potentially the community	The government lost a resource, minor impact on community	2.0	Minor personal benefit, negligible community impact	-1.0	Minor infraction, low moral impact	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		The judge	The judge is friends with the defendant	The community	The community expects impartial justice	2.0	Bias may lead to unfair trial	-3.0	Potential for injustice is high	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		Waiter	The waiter is proficient in both languages.	Foreigner dining at the restaurant	The foreigner does not understand the local language.	9.0	Helps the foreigner make informed choices.	3.0	Significantly increases the foreigner's dining experience.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		Person X	Person X wants their apartment repainted first.	The landlord and other tenants	The landlord benefits financially; other tenants may face delays.	4.0	Benefits Person X and landlord, but disadvantages other tenants.	-1.0	Moderate utility gain, but unfair to others.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		The person in charge of the division	The agent has the authority to make critical decisions	The three workers and the worker pushed into the cogs	The affected party includes all workers involved	7.0	Saves three lives at the cost of one	1.0	Sacrificing one to save three is morally complex	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		The person who took the DVD player for repair	The agent values convenience and cost-effectiveness	The technician/shop that repaired the DVD player	The affected party relies on customer payments	5.0	The agent gains more utility, but the shop loses	0.0	Mixed impact on happiness and fairness	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		The person allowing the friend to stay	The agent is compassionate and willing to help	The evicted friend	The friend is in need of temporary shelter	8.0	Provides immediate relief and support	3.0	Highly moral due to significant positive impact	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		The person who found the wallet	The agent is honest and responsible	The owner of the wallet	The owner values the wallet and its contents	9.0	Returning the wallet benefits the owner	4.0	Honesty and responsibility are highly moral	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		The man who walked away	He is an employee	The boss	The boss is questioning the work	4.0	Walking away may reduce conflict but also disrespectful	1.0	Moderately moral due to mixed impact	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		The person on vacation	The agent is aware of the overpayment	The parking fee collector	The collector may face a shortfall	3.0	Increases agent's happiness, decreases collector's	-1.0	Minor benefit, minor harm	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		Person X	Person X was in a hurry	Elderly neighbor	The elderly neighbor needed the elevator	2.0	Action caused inconvenience and potential distress	-3.0	Action is inconsiderate and selfish	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		The friend	He intended to repay the loan	The lender (you)	You expected to be repaid	3.0	The friend's intention was good, but the outcome was negative	-2.0	The action was not malicious but resulted in harm	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		Person X	Person X acted without considering the confidentiality of the information.	Person X's brother	The brother trusted Person X with sensitive information.	2.0	Breach of trust and potential harm to brother.	-3.0	Breach of confidentiality is morally wrong.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		I	I believed my sister didn't deserve the ring.	My sister	She valued the ring due to its sentimental value.	2.0	Action causes unhappiness to my sister.	-3.0	Action is selfish and causes harm.	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		Person X	Person X is trying to obtain a driver's license	Person X	Person X is affected by their own failure	4.0	Failure may lead to improvement and eventual success	1.0	Moderately moral as it encourages perseverance	-0.07
248	Effron	Stole Halloween candy	orig		A child	The child wanted more candy	Another child	The other child lost their candy	2.0	Decreases happiness of the affected child	-3.0	Causes unhappiness to the affected child	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		Person X	Person X is a responsible adult.	Person X's nephew	The nephew enjoys cotton candy.	8.0	Increases happiness of the nephew.	3.0	Promotes happiness, no harm done.	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		The single mom	She wanted to go out without her son knowing	The son	He acts like the parent and might worry	5.0	Mom's happiness vs. son's potential worry	1.0	Balanced utility, minor deception	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		Person X	Person X is altruistic	Neighbor and Person X	Neighbor benefits, Person X sacrifices birthday	7.0	Increases neighbor's happiness, slight personal sacrifice	3.0	Altruistic act, minor personal cost	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		The person living alone in the apartment	The agent is the person who turned up the stereo	The neighbors and the person living alone	The neighbors were likely disturbed by the noise	2.0	The action likely caused more disturbance than pleasure	-2.0	Disturbing neighbors reduces overall happiness	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		A Facebook user	The agent is an individual expressing a personal opinion.	People with disabilities and the general public	The affected party includes those targeted by the post and society at large.	1.0	The post spreads negativity and harm.	-4.0	The action is highly immoral.	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig		The person who shoved the man	The agent acted out of frustration or anger	The man who was passing out leaflets	The affected party was peacefully distributing information	2.0	Action likely caused harm and distress	-3.0	Harmful action with little to no benefit	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig		Jane Doe	She is an advocate for gender equality.	Women in the workforce	They are currently experiencing pay inequality.	9.0	Promotes fairness and equality in pay.	4.0	Significantly increases community happiness.	1.88888896
256	Clifford	You see a referee intentionally making bad calls that help his favored team win.	orig		The referee	The referee intentionally made biased calls	The teams and their supporters	The affected parties care about fair play	2.0	Biased calls undermine fairness and trust	-3.0	Unfair actions harm the community	-3.0
