id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
178	Cook	Someone participates in a non-violent white nationalist rally	orig		-3	-2	2	1	-4	-4	-4	Promotes racial hierarchy, causing psychological/social harm.	Undermines equality; excludes based on race.	Demonstrates loyalty to exclusionary ideology.	May challenge inclusive societal authority.	Degrades multicultural sanctity; emphasizes racial purity.	Seeks to oppress minority liberties.	Promotes harm, degradation, and oppression; immoral despite non-violence.	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		-1.0	0.0	-3.0	-2.0	-2.0	4.0	2.0	Minimal harm; may offend but not physically harm.	No unfair advantage or cheating involved.	Perceived as disloyal to national symbols.	Challenges traditional authority expectations.	Seen as disrespecting a sacred ritual.	Exercising freedom of expression/choice.	Balances liberty against loyalty/authority norms.	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		3.0	0.0	2.0	0.0	1.0	0.0	3.0	Comforting reduces emotional harm; euthanasia prevents suffering.	No relevance to fairness or cheating.	Supporting her decision shows loyalty.	No authority dynamics involved.	Compassion aligns with sanctity of care.	No oppression; decision was voluntary.	Empathetic support is morally commendable.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		-3	0	0	3	-4	-5	-4	Emotional harm from restricting autonomy.	No direct unfairness or deceit involved.	Not directly related to loyalty.	Enforcing patriarchal authority over spouse.	Undermines dignity and personal agency.	Severe restriction on personal freedom.	Oppressive control violates autonomy and dignity.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		-3	0	3	-2	-4	3	1	Intentional harm to driver saves four lives.	No direct fairness or cheating involved.	Prioritizes duty to save civilians over risks.	Unilateral action may bypass protocol.	Environmental harm and life loss degrade sanctity.	Liberates hostages from oppressive captors.	Net lifesaving justifies action, but harm complicates morality.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		4	0	0	0	0	0	4	Actively assisting someone in need.	No unfairness or cheating involved.	No loyalty or betrayal context.	No challenge to authority.	No violation of sanctity.	No restriction of freedom.	Helping others is morally commendable.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		4	0	3	0	0	2	4	Actively helped friend adjust to a new city.	No transaction or fairness conflict involved.	Demonstrated loyalty by supporting a friend.	No authority dynamics relevant here.	No sanctity-related elements present.	Enhanced friend's liberty through guidance.	Moral act of kindness, loyalty, and empowerment.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		-2	0	0	0	-1	-1	-2	Minor harm from splashing, no intent to help.	No unfairness or cheating involved.	No betrayal or loyalty concerns.	No defiance of authority evident.	Mild degradation from dirtiness.	Slight restriction of comfort.	Careless action causing minor harm.	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		-3	-2	0	-3	-4	-1	-3	Urinating in a public pool risks health hazards, harming others.	Violates shared rules; unfair to others following hygiene norms.	No direct group loyalty breach; irrelevant to the act.	Defies park rules and societal authority over public spaces.	Desecrates shared space, violating purity/sanctity norms.	Minor liberty infringement by restricting others’ clean enjoyment.	Unhygienic, disrespectful, and rule-breaking act harms public welfare.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		4	0	2	0	0	0	4	Actively assisting repairs promotes well-being.	No unfairness or dishonesty involved.	Strengthens neighborly trust and cooperation.	Irrelevant to authority dynamics.	No sanctity-related aspects.	Does not restrict or enhance freedom.	Altruistic cooperation benefits community bonds.	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		0	0	-4	-4	-5	3	-2	Symbolic act, no direct harm.	Unrelated to fairness or cheating.	Rejects national loyalty.	Defies national authority.	Desecrates a sacred symbol.	Exercises free expression.	Symbolic protest clashes with loyalty/sanctity.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		-1	-3	0	-2	-1	0	-3	Potential harm to judicial impartiality.	Seeking unfair advantage via personal ties.	No direct betrayal; loyalty norms neutral.	Undermines judge's impartial authority.	Slight ethical degradation of legal process.	No direct oppression involved.	Unethical influence attempt on judiciary.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		-1	0	0	0	0	1	0	Sunglasses in darkness risk self-harm (e.g., tripping).	No deceit or unfairness involved.	No group loyalty violation evident.	No defiance of authority or rules.	No violation of purity or sanctity.	Exercising personal liberty without harm.	Odd but harmless; minor self-risk.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		0	0	0	0	0	0	0	Friendly card game; no harm or help involved.	Assumed fair play; no cheating mentioned.	No betrayal or loyalty conflicts.	No authority challenged in casual game.	No sacred elements or degradation involved.	Voluntary participation; no oppression.	Neutral social activity; no moral conflicts.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		5	0	0	0	3	4	4	Actively aiding flood victims with shelter and essentials.	No direct relevance to fairness or cheating.	No indication of loyalty or betrayal dynamics.	No challenge to or reinforcement of authority.	Upholds sanctity of life through compassionate care.	Enables liberty by alleviating disaster-induced suffering.	Altruistic act addressing urgent needs, promoting welfare.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		5	4	1	2	0	3	4	Proactive communication aids illiterate parents, preventing exclusion.	Ensures equal access to information, promoting fairness.	No betrayal; demonstrates loyalty to students' needs.	Upholds educational authority through parental engagement.	No elements related to sanctity or degradation.	Empowers parents, opposing oppression via accessibility.	Promotes inclusivity, fairness, and parental involvement.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		-5	-3	0	-4	-5	-5	-4	Inflicting severe physical harm on a wounded person.	Unfair coercion to extract information.	No explicit betrayal of group loyalty.	Defying lawful authority by using torture.	Violates bodily and moral dignity.	Brutal suppression of autonomy.	Extreme harm, degradation, and oppression render the act immoral.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		-1.0	-4.0	0.0	-2.0	0.0	2.0	-1.0	No direct harm caused; minor indirect competition impact.	Lied to gain unfair advantage in age-sensitive industry.	No betrayal of trust to a group or individual.	Undermined institutional/social expectations about age norms.	No violation of purity or sacred values.	Resisted oppressive ageism in the industry.	Unfair deception but motivated by systemic pressure.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		-3	-2	0	-4	0	-2	-3	Risk of accidents endangers others.	Unfairly bypassing traffic rules.	No group loyalty context.	Defies traffic laws and authority.	No sanctity-related impact.	Endangers others' safe movement.	Dangerous disregard for traffic laws.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		-3.0	0.0	3.0	2.0	-2.0	-1.0	-2.0	Intentional harm to policeman to save others.	No deception or unfairness involved.	Act fulfills duty to protect politician.	Uses authority role defensively.	Violence degrades sanctity of life.	Limits terrorist's liberty to protect others.	Saves four lives but deliberately sacrifices one.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		-1	0	-3	-2	-2	0	-1	Playful rivalry, minimal harm.	No dishonesty or unfairness involved.	Undermines school loyalty; symbolic betrayal.	Mildly challenges institutional authority.	Mocks tradition, slight degradation.	No restriction of freedom.	Playful but disloyal; contextually minor.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		0	0	0	0	-1	1	0	No harm caused; personal choice without direct impact.	No unfairness or deception involved.	Irrelevant to loyalty or betrayal.	No challenge to authority structures.	Mild violation of cultural food norms.	Exercises personal liberty in choice.	Non-harmful personal preference; neutral overall.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		-2	0	-1	2	0	-1	-1	Snatching food may harm the dog’s well-being temporarily.	No direct unfairness; punishment relates to behavior.	Owner’s action disrupts trust but aims to correct behavior.	Enforcing discipline upholds owner’s authority over the dog.	No degradation; action is pragmatic, not desecrative.	Restricting food limits the dog’s liberty as punishment.	Mildly immoral due to potential harm but contextually disciplinary.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		-3	0	0	0	-4	0	-2	Staring may cause emotional harm; no intent to help.	No unfairness or cheating involved.	No betrayal or loyalty context applies.	No challenge to authority present.	Staring degrades dignity; violates sanctity of respect.	No restriction of liberty occurs.	Staring causes emotional harm and degrades dignity.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		4	0	4	0	3	3	4	Provided care, preventing harm and aiding family.	No unfairness; familial duty fulfilled.	Demonstrated loyalty to family in crisis.	No authority challenged; acted responsibly.	Upholds family sanctity and care.	Enhanced children's liberty through support.	Altruistic care aligns with multiple moral norms.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		3	0	2	0	2	0	3	Act promotes care and well-being.	Irrelevant to fairness dynamics.	Demonstrates affection and commitment.	No authority conflict involved.	Honors her special day respectfully.	No restriction of freedom.	Thoughtful, loving act enhancing well-being.	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		-1	-1	-3	-2	-2	3	-1	No direct harm or help; symbolic rejection of civic duty.	If avoiding obligations (e.g., taxes), unfair; else neutral.	Perceived disloyalty to national identity and public trust.	Rejecting state affiliation challenges symbolic authority.	Citizenship as sacred bond; renunciation weakens it.	Exercising personal liberty to choose allegiance.	Balances liberty against loyalty/sanctity; context-dependent morality.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		-4	-2	0	0	-1	-3	-2	Intentionally harms one to save four, prioritizing survival.	Unfairly sacrifices one without consent; violates impartiality.	No explicit loyalty bond to the lone worker.	No clear authority protocol violated in crisis.	Radiation exposure violates bodily sanctity.	Deprives one’s liberty to survive; coercive harm.	Saves more lives but violates harm and fairness norms.	-1.55
206	Effron	Told a joke about a nun on a train	orig		-1	0	0	-2	-3	1	-1	Joke may mildly offend, no direct harm.	Irrelevant to fairness or cheating.	No betrayal of trust involved.	Mild disrespect to religious authority.	Disrespects nun's sanctity if crude.	Free expression, no oppression.	Mildly disrespectful but not severely harmful.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		0	0	0	0	1	2	2	Neutral; walking harms none, benefits personal well-being.	Irrelevant; no transactional or fairness context.	Irrelevant; no group loyalty involved.	Neutral; no defiance of authority implied.	Mildly respects sanctity via nature appreciation.	Supports liberty; freely choosing enjoyable activity.	Promotes liberty and nature appreciation; morally positive.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		-1	0	-1	0	0	-1	-1	Not helping but no direct harm caused.	No unfairness; borrowing is optional.	Minor disloyalty to neighborly cooperation.	Irrelevant to authority dynamics.	No sanctity concerns involved.	Mildly limits neighbor's resource access.	Unkind but not severely immoral.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		-4.0	-3.0	-2.0	0.0	-4.0	-3.0	-3.0	Intentional harm to save others; extreme harm (-5) vs. helping three (+3).	Unfairly sacrificing one without consent; violates fairness.	Breaches trust among group members; betrayal of shared survival.	No clear authority defied; minimal relevance.	Violates sanctity of life; degrading human value.	Denies victim’s liberty to survive; oppressive act.	Intentional killing is immoral despite saving more lives; utilitarian gain vs. ethical violation.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		-2	-4	-1	-3	0	-1	-3	Lying may harm union members' opportunities.	Gained unfair advantage via deception.	Misled trust in union affiliation.	Deceived employers to bypass union rules.	No direct degradation involved.	Potentially limited others' fair access.	Deception undermines fairness and trust.	-1.18
211	Effron	Helped a neighbor move his piano	orig		4	0	2	0	1	2	3	Assisting neighbor promotes well-being.	No unfairness or cheating involved.	Strengthens community ties, mild loyalty.	No authority challenge or support.	Respectful assistance, no degradation.	Supports neighbor's freedom to relocate.	Helpful act with positive community impact.	1.9636364
212	Effron	Tripped someone in the hall	orig		-3	0	0	0	-1	-2	-3	Tripping causes physical harm or discomfort.	No direct link to fairness or cheating.	Irrelevant to interpersonal trust or loyalty.	Does not challenge authority structures.	Minor disrespect, not deeply degrading.	Restricts victim's freedom temporarily.	Intentionally harmful but not extreme.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		5	0	4	0	3	2	4	Actively saving a life despite personal risk.	No direct relevance to fairness or cheating.	Prioritizing a friend's safety demonstrates strong loyalty.	No challenge to authority involved.	Preserving life aligns with sanctity values.	Enabling the friend's liberty to survive.	Heroic altruism outweighs personal risk.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		-3	-2	0	0	0	-1	-2	Blocking a medical slot harms others needing urgent care.	Unfairly retaining two appointments deprives others.	No betrayal; friend’s help was accepted.	No direct defiance of medical systems.	No violation of sanctity-related values.	Mildly restricts others’ healthcare access.	Inconsiderate but not severely harmful.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		3	-2	0	2	-3	4	2	Escaping harm via marriage prioritizes self-help.	Marriage as a tool risks unfairness to spouse.	Leaving an abusive parent isn’t betrayal.	Defying maternal authority to escape oppression.	Using marriage instrumentally degrades its sanctity.	Prioritizing liberty from oppressive environment.	Liberation justifies means despite ethical trade-offs.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		0	0	0	2	0	0	3	No direct harm or help; confidence boost is minor.	No unfair advantage; standard preparation.	Irrelevant to group loyalty.	Respects professional norms (suit).	Lucky socks lack sacred context.	No restriction on freedom.	Neutral or positive adherence to norms.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		-5	0	0	0	-4	-4	-4	Intentionally causing lethal harm to animals.	No direct unfairness between humans involved.	No group loyalty or betrayal context.	No clear defiance of societal authority.	Violates sanctity of life through cruelty.	Denies cats' liberty to live freely.	Extreme harm and degradation of life.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		0	0	1	0	0	1	0	No harm or help involved in ordering food.	Transaction is fair; no cheating implied.	Favoring a restaurant may show mild loyalty.	No challenge to authority structures.	No degradation or sanctity concerns.	Exercising personal choice freely.	Neutral act with no moral violations.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		4	1	3	0	2	3	4	Volunteering provides emotional support, preventing harm and promoting well-being.	No unfair advantage or cheating involved; fosters equitable support.	Demonstrates loyalty by committing to a vulnerable child's growth.	Irrelevant to authority dynamics; focuses on mentorship.	Upholds dignity and sanctity of the child's development.	Enhances the child's freedom through guidance and stability.	Actively supports a child's welfare, aligning with multiple moral virtues.	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		4	4	3	2	4	5	4	Releasing POWs reduces harm and promotes their welfare.	Ensures fair treatment and justice for detained individuals.	Upholds loyalty to one's compatriots or humanitarian principles.	May challenge unjust authority but aligns with lawful advocacy.	Protects human dignity and opposes degrading treatment.	Directly advances liberty by freeing unjustly confined individuals.	Strong alignment with moral norms of help, fairness, and liberty.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		-1	0	-3	-4	0	3	-2	Risk of accident or parental worry, but no direct harm.	No unfair advantage or deception involved.	Disregarding parental trust weakens family loyalty.	Defying parental rules challenges authority directly.	No violation of purity or sacred values.	Asserting autonomy against restrictive rules.	Defiance of authority and loyalty outweighs liberty claim.	-2.5
222	Effron	Sells drugs to high school sudents	orig		-5	-3	-2	-4	-5	-4	-4	Selling drugs harms students' health and futures.	Exploits vulnerability for profit, unfair advantage.	Betrays societal trust and community safety.	Violates laws prohibiting drug distribution.	Degrades physical/mental sanctity of youth.	Traps students in addiction, limiting freedom.	Severe harm, degradation, and oppression make this act deeply immoral.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		2	-3	-4	-3	0	3	-1	Stealing harms the store but helps feed her child.	Taking goods without payment violates fairness.	Stealing from an employer breaches loyalty.	Defying legal/commercial rules for survival.	No direct link to purity/sanctity.	Act resists oppressive poverty for autonomy.	Immoral due to theft, but mitigated by necessity.	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		2	0	0	1	0	0	2	Fixing the faucet prevents water waste, aiding resource conservation.	No unfairness; paying for professional service is equitable.	No betrayal involved; seeking help is neutral.	Respecting a plumber's expertise aligns with authority norms.	No violation of purity or sanctity.	Autonomy upheld; no coercion in hiring help.	Responsible action with minor positive impact; morally acceptable.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		-4	0	-3	0	0	-3	-3	Reckless driving risks physical harm to passengers and others.	No direct unfairness or cheating involved.	Breach of trust in ensuring passenger safety.	No authority figures or rules challenged.	No violation of purity or sanctity norms.	Friend's liberty to feel safe was violated.	Reckless driving endangered lives, making it immoral.	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		-2	0	-1	3	0	-4	-2	Forcing may harm autonomy but aims to help future prospects.	No direct unfairness or cheating involved.	Daughter may feel betrayed; mother sees loyalty to family goals.	Mother asserts authority over daughter's educational choice.	No degradation of sanctity-related values.	Forced enrollment restricts daughter's freedom.	Coercion overrides autonomy, making it moderately immoral despite intent.	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		2	0	0	0	0	1	3	Promotes positivity; mildly helpful.	No transactional context; neutral.	Irrelevant to group allegiance.	No defiance of authority.	No violation of purity norms.	Encourages social freedom; neutral.	Friendly gesture; morally positive.	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		-5	0	-3	-2	-4	-3	-4	Child beating inflicts severe physical/emotional harm.	Unrelated to fairness or cheating dynamics.	Breaches trust in caregiver-child relationship.	Defies legal/societal authority protecting children.	Violates bodily sanctity and dignity.	Oppresses child’s right to safety.	Severe harm and degradation dominate moral judgment.	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		0	0	0	0	0	0	0	No harm or help involved in utensil choice.	No unfairness or cheating in eating dessert.	No group loyalty conflict in personal eating.	Utensil use does not challenge authority.	No violation of purity or sanctity norms.	Personal choice without restricting others.	Neutral act with no moral implications.	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		-5	-3	-3	-4	-5	-4	-3	Extreme harm to one person to save others.	Unfairly sacrificing one without consent.	Violates trust by attacking a companion.	Defies ship protocols to override safety mechanisms.	Reduces a person to a disposable object.	Denies individual autonomy for collective survival.	Saves six but violates moral duties to the one.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		4	0	0	2	0	1	3	Actively helping someone by offering a seat.	Voluntary act, no unfair advantage involved.	No group loyalty conflict present.	Upholds social norms of assisting others.	No sanctity or purity concerns.	Enhances others' comfort without coercion.	Altruistic act promoting kindness and social welfare.	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		3	4	0	2	0	1	3	Prevents financial harm to the owner by correcting the error.	Upholds fairness by refusing undeserved extra change.	No group loyalty conflict; neutral.	Supports authority by ensuring honest transactions.	No violation of purity/sanctity norms.	Promotes trust, indirectly supporting liberty.	Honest correction aligns with fairness and integrity.	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		-1	-3	-2	-2	0	-1	-2	Minimal harm; potential cost to replace calculator.	Unfairly retained government property for personal use.	Breach of trust by keeping work property.	Disregarded government property regulations.	No sacred elements involved.	Minor resource deprivation, not oppressive.	Unfair retention of property breaches trust and rules.	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		-3	-4	-3	-4	-2	-2	-4	Risk of biased judgment harms justice.	Conflict of interest undermines fairness.	Betrays impartial duty; prioritizes friend.	Undermines judicial authority’s integrity.	Tarnishes sanctity of legal process.	Potential bias threatens systemic liberty.	Severe conflict of interest violates ethics.	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		3	2	1	1	2	4	4	Prevents harm by clarifying allergens, aids informed choices.	Promotes fairness via accurate translations; no cheating implied.	Shows loyalty to customer needs, not cultural betrayal.	Upholds authority by maintaining menu integrity in translation.	Respects cultural sanctity through careful translation.	Enhances liberty by enabling informed dining decisions.	Promotes inclusivity, safety, and informed choices.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		-1	-4	-2	-3	0	-2	-3	Minor harm via delayed repaints for others.	Bribing subverts fair queueing process.	Landlord betrays tenants' trust.	Undermines landlord's impartial authority.	No direct sanctity violation.	Restricts others' fair access.	Unfairly prioritizes self via bribery.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		-5	-3	-2	0	-4	-4	-3	Actively causing harm (killing one) to prevent greater harm (saving three).	Unfairly sacrificing one without consent; violates impartiality.	Betrayal of trust by using a colleague as a means.	Authority used to act, but no direct subversion of hierarchy.	Violates bodily sanctity by instrumentalizing a life.	Forcibly depriving the worker of autonomy and life.	Intentional harm to save others is morally contentious.	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		-2	-4	-1	0	0	1	-3	Causes financial harm to repair shop by not paying.	Unfairly avoids payment for completed repair service.	Mild disloyalty to original shop by abandoning repair.	No authority relationship involved.	No violation of sanctity norms.	Exercises consumer choice, but primary issue is unpaid debt.	Unfairly avoids payment, causing financial harm.	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		4	0	3	0	2	3	3	Providing shelter prevents harm, promoting help.	No unfair advantage; neutral fairness impact.	Supporting a friend demonstrates loyalty.	No direct challenge to authority.	Upholds dignity through safe shelter.	Enhances liberty by offering refuge.	Actively aiding a friend is morally positive.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		3	4	2	3	0	3	4	Returning the wallet prevents harm to the owner by restoring their property.	Acting honestly avoids cheating the rightful owner.	No betrayal; fulfilling job duties responsibly.	Following protocol by reporting to supervisor upholds authority.	Irrelevant to sanctity; no degradation involved.	Restoring the wallet supports the owner's liberty.	Acting honestly and responsibly aligns with moral expectations.	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		-1.0	0.0	-2.0	-3.0	0.0	2.0	-1.0	Avoiding conflict, no direct harm caused.	No unfairness or cheating involved.	Disregarding duty by walking away.	Disrespecting hierarchical authority.	Irrelevant to sanctity norms.	Asserting autonomy to disengage.	Disrespects authority but upholds autonomy.	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		-1	-3	0	-1	0	0	-2	Minor financial harm to the parking attendant/business.	Unfairly benefiting from a transactional error.	No group loyalty involved in this transaction.	Undermines trust in transactional authority.	No violation of sanctity or purity.	Does not restrict others' freedoms.	Dishonest gain via unfairness, minor harm.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		-2	0	-1	0	-2	-1	-2	Inconvenienced elderly neighbor; no direct harm.	No unfair advantage or dishonesty involved.	Minor disregard for neighborly solidarity.	No challenge to authority figures.	Disrespect toward elderly’s dignity.	Slightly restricted neighbor’s access.	Inconsiderate act, disrespectful to elderly.	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		-3	-2	-3	0	-1	-2	-2	Friend's failure to repay caused financial harm.	Unintentional breach of repayment fairness due to circumstances.	Withholding truth undermines trust, though not malicious.	No direct challenge to authority structures.	Broken promise slightly degrades trust sanctity.	Lender’s financial liberty restricted by non-repayment.	Unintentional harm but poor communication; moderately immoral.	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		-4	0	-5	0	-3	-3	-4	Causes emotional harm by breaching trust and privacy.	No direct unfairness or cheating involved.	Betrays brother's trust, violating confidentiality.	No authority figures or structures challenged.	Disclosing private health info degrades dignity.	Infringes brother's liberty to privacy.	Severe breach of trust, harm, and privacy violation.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		-3	-4	-4	-2	-3	-3	-4	Caused emotional harm by depriving sister of a sentimental item.	Unfairly took an heirloom the sister rightfully received.	Violated familial trust and loyalty by stealing the ring.	Disregarded the aunt’s authority in gifting the ring to the sister.	Disrespected the sanctity of a family heirloom’s sentimental value.	Infringed on the sister’s right to possess the ring.	Theft, betrayal, and harm make this act morally unacceptable.	-2.72
