id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		8.0	Protecting a partner reflects caring values.	9.0	Protecting a partner reflects group loyalty.	7.0	Protection can be seen as reciprocation of love.	10.0	Protecting a partner during danger is heroic.	5.0	Protection does not necessarily reflect monkish virtues.	5.0	Protection does not involve resource division or compromise.	5.0	Protection does not involve prior possession recognition.	4.0	Protecting a partner is highly moral.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		5.0	Action unrelated to family values.	8.0	Action reflects group loyalty and local conventions.	5.0	Action unrelated to reciprocity.	7.0	Action reflects bravery and wit.	7.0	Action reflects humility and respect.	8.0	Action reflects fairness in resource distribution.	5.0	Action unrelated to prior possession.	4.0	Action is morally acceptable and beneficial.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		0.0	Action does not reflect family values.	0.0	Action is contrary to group loyalty.	0.0	Action does not reflect reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action does not reflect monkish virtues.	0.0	Action is contrary to fairness.	0.0	Action is contrary to recognition of prior possession.	-4.0	Action is highly immoral due to theft.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		5.0	Action is unrelated to family values.	8.0	Friends collaborating on a contest reflects group loyalty.	7.0	Friends working together implies reciprocity and trust.	5.0	Answering questions requires skill and wit, but not heroism.	5.0	Participating in a contest does not reflect monkish virtues.	8.0	Sharing the prize fairly among friends reflects fairness.	5.0	The scenario does not involve prior possession.	3.0	The scenario reflects positive group loyalty and fairness.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		5.0	Not related to family values.	8.0	Reflects group loyalty and collaboration.	7.0	Reflects reciprocity in favor-doing.	5.0	Not related to heroic virtues.	6.0	Reflects humility and respect.	5.0	Not directly related to fairness.	5.0	Not related to prior possession.	2.0	Morally neutral, but socially positive.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		5.0	Action is not related to family values.	5.0	Action is not related to group loyalty.	5.0	Action does not involve reciprocity or trust.	6.0	Action shows minimal bravery and skill.	7.0	Action shows humility in seeking help.	5.0	Action is neutral to fairness.	5.0	Action does not involve prior possession.	0.0	Action is morally neutral.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		5.0	Not related to family values.	3.0	Initially showed group loyalty, but was exploited.	1.0	Lack of reciprocity and gratitude.	5.0	Not related to heroic virtues.	6.0	Displayed humility and obedience, but was exploited.	2.0	Lack of fairness in dividing tasks.	5.0	Not related to prior possession.	-2.0	Morally questionable due to lack of reciprocity.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		5.0	Providing for flood victims is caring, but not specific to family	8.0	Helping flood victims shows group loyalty and collaboration	7.0	Providing for flood victims is a form of reciprocity and trust	6.0	Helping flood victims shows bravery and fortitude	6.0	Providing for flood victims shows humility and respect	8.0	Providing for flood victims is a fair and just action	5.0	Providing for flood victims does not directly relate to prior possession	4.0	Providing for flood victims is a highly moral action	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		5.0	Action does not reflect family values.	3.0	Action favors the group but violates loyalty.	5.0	Action does not reflect reciprocity.	6.0	Action shows bravery but lacks moral fortitude.	5.0	Action does not reflect monkish virtues.	1.0	Action is not fair to the person pushed.	1.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to sacrifice.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		5.0	Donating blood is unrelated to family values.	8.0	Donating blood reflects group loyalty and helping others.	7.0	Donating blood reflects reciprocity by helping others.	8.0	Overcoming fear to donate blood reflects heroic virtues.	7.0	Donating blood reflects humility and selflessness.	6.0	Donating blood reflects fairness in helping others.	5.0	Donating blood is unrelated to prior possession.	4.0	Donating blood is a morally acceptable action.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		10.0	Action reflects caring for offspring.	7.0	Action reflects participation in group activity.	5.0	Action is neutral to reciprocity.	5.0	Action is neutral to heroic virtues.	8.0	Action reflects humility and respect.	5.0	Action is neutral to fairness.	5.0	Action is neutral to prior possession.	4.0	Action is morally acceptable.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		5.0	Action is unrelated to family values.	1.0	Action does not reflect group loyalty.	5.0	Action does not involve reciprocity.	1.0	Action does not reflect heroic virtues.	5.0	Action does not reflect monkish virtues.	0.0	Action is unfair to the movie theater.	0.0	Action disregards prior possession of the theater.	-3.0	Action is morally unacceptable due to unfairness.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		8.0	Action shows family helping each other.	7.0	Action shows group loyalty within family.	3.0	Action lacks reciprocity from girl.	5.0	Action is not related to heroic virtues.	7.0	Action shows obedience and respect to brother.	2.0	Action is not fair to brother.	2.0	Action does not respect prior possession.	-1.0	Action is slightly morally questionable.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		5.0	Not related to family values.	3.0	Pretending to be fouled may harm group loyalty.	5.0	Not related to reciprocity.	2.0	Pretending to be fouled lacks bravery and wit.	2.0	Pretending to be fouled lacks humility and respect.	1.0	Pretending to be fouled is unfair to opponents.	5.0	Not related to prior possession.	-3.0	Pretending to be fouled is morally unacceptable.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		5.0	Action does not reflect family values.	0.0	Action is contrary to group loyalty.	5.0	Action does not reflect reciprocity.	5.0	Action does not reflect heroic virtues.	0.0	Action is contrary to monkish virtues.	5.0	Action does not reflect fairness.	5.0	Action does not recognize prior possession.	-3.0	Action is immoral due to lack of respect.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		5.0	Swearing at cashier unrelated to family values.	1.0	Swearing at cashier does not reflect group loyalty.	0.0	Swearing at cashier is contrary to reciprocity.	1.0	Swearing at cashier does not reflect heroic virtues.	0.0	Swearing at cashier is contrary to monkish virtues.	0.0	Swearing at cashier is unfair and disrespectful.	1.0	Swearing at cashier does not respect prior possession.	-4.0	Swearing at cashier is highly immoral.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		5.0	Spitting off balcony doesn't relate to family values.	0.0	Spitting off balcony disrespects group norms and conventions.	5.0	Spitting off balcony doesn't involve reciprocity or trust.	0.0	Spitting off balcony doesn't reflect heroic virtues.	5.0	Spitting off balcony doesn't reflect monkish virtues.	5.0	Spitting off balcony doesn't involve fairness or compromise.	5.0	Spitting off balcony doesn't involve prior possession.	-3.0	Spitting off balcony is disrespectful and against group norms.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		5.0	Lifting weights is unrelated to family values.	5.0	Lifting weights is unrelated to group loyalty.	5.0	Lifting weights is unrelated to reciprocity.	7.0	Lifting weights reflects bravery and fortitude.	5.0	Lifting weights does not reflect monkish virtues.	5.0	Lifting weights is unrelated to fairness.	5.0	Lifting weights is unrelated to prior possession.	0.0	The action is morally neutral.	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		0.0	Action does not support family values.	0.0	Action does not reflect group loyalty.	5.0	Action does not involve reciprocity.	0.0	Action does not reflect heroic virtues.	5.0	Action does not reflect monkish virtues.	0.0	Action does not reflect fairness.	0.0	Action does not recognize prior possession.	-3.0	Action is morally questionable.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		5.0	Not related to family values.	8.0	Promotes group loyalty and collaboration.	7.0	Shows reciprocity and trust.	5.0	Not related to heroic virtues.	7.0	Shows humility and respect.	8.0	Promotes fairness and inclusivity.	5.0	Not related to prior possession.	4.0	Highly moral, promotes social values.	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		3.0	Avoiding unpleasant family gatherings doesn't reflect caring for offspring.	2.0	Not attending family events shows lack of group loyalty.	5.0	No reciprocity involved in this scenario.	5.0	No heroic virtues displayed in this scenario.	3.0	Not attending family events can be seen as disrespectful.	5.0	No resources being divided or compromises being made.	5.0	No prior possession involved in this scenario.	0.0	Avoiding family gatherings due to personal discomfort is morally neutral.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		5.0	Offering sex for drinks is unrelated to family values.	6.0	Participating in a social setting reflects group loyalty.	7.0	Reciprocating a drink with sex reflects reciprocity.	5.0	This action does not reflect heroic virtues.	5.0	This action does not reflect monkish virtues.	5.0	Offering sex for drinks is a personal choice, not related to fairness.	5.0	This action does not involve prior possession.	0.0	Moral acceptability depends on cultural and personal values.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		5.0	Not related to family values.	5.0	Not related to group loyalty.	5.0	Not related to reciprocity.	5.0	Not related to heroic virtues.	5.0	Not related to monkish virtues.	0.0	Giving a bad grade unfairly is not fair.	5.0	Not related to prior possession.	-4.0	The scenario is immoral due to unfairness.	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		5.0	Action is unrelated to family values.	0.0	Action shows lack of group loyalty.	0.0	Action shows lack of reciprocity.	0.0	Action lacks heroic virtues.	5.0	Action is neutral to monkish virtues.	0.0	Action is unfair to the stabbed man.	0.0	Action disregards prior possession of life.	-4.0	Action is highly immoral due to lack of care.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		8.0	Mother's action shows care for offspring's future.	5.0	Pressure may not foster collaborative endeavors with daughter.	5.0	No reciprocity evident in the scenario.	7.0	Pursuing a challenging career reflects bravery and skill.	3.0	Pressuring daughter may not reflect humility or deference.	5.0	No fairness issue in the scenario.	5.0	No prior possession issue in the scenario.	1.0	Moral acceptability depends on pressure's intensity.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		5.0	Action does not involve family members.	3.0	Action favors known group over strangers.	5.0	Action does not involve reciprocity.	8.0	Action involves bravery and skill.	2.0	Action does not involve humility or deference.	1.0	Action is not fair to all parties.	1.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to unfairness.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		9.0	Helping a family member in need reflects family values.	8.0	Offering help to a friend's relative shows group loyalty.	7.0	The action is a favor that could be reciprocated in the future.	5.0	The action does not directly reflect heroic virtues.	7.0	The action shows humility and respect towards family members.	8.0	The action is fair as it helps someone in need.	5.0	The action does not involve disputed resources or prior possession.	3.0	The scenario is morally acceptable as it reflects family values, group loyalty, and fairness.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		5.0	Leaving passport at home is unrelated to family values.	5.0	Leaving passport at home is unrelated to group loyalty.	5.0	Leaving passport at home is unrelated to reciprocity.	1.0	Leaving passport at home does not reflect heroic virtues.	5.0	Leaving passport at home does not reflect monkish virtues.	5.0	Leaving passport at home is unrelated to fairness.	5.0	Leaving passport at home is unrelated to prior possession.	0.0	Leaving passport at home is a simple mistake, not a moral issue.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		0.0	Cheating is contrary to family values.	0.0	Cheating is contrary to group loyalty.	0.0	Cheating is contrary to reciprocity.	5.0	Cheating does not reflect heroic virtues.	0.0	Cheating is contrary to monkish virtues.	0.0	Cheating is contrary to fairness.	0.0	Cheating is contrary to prior possession.	-4.0	Cheating is highly immoral.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		5.0	Action is unrelated to family values.	1.0	Action does not reflect group loyalty.	0.0	Action does not reciprocate or make amends.	1.0	Action does not reflect heroic virtues.	1.0	Action does not reflect monkish virtues.	0.0	Action is unfair to the car owner.	0.0	Action disregards prior possession.	-4.0	Action is highly immoral due to lack of fairness and disregard for others' property.	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		5.0	Action not directly related to family values.	7.0	Action shows group loyalty to community.	8.0	Action reflects reciprocity, expecting no return.	6.0	Action shows minor bravery and wit.	8.0	Action reflects humility and respect.	8.0	Action is fair and considerate.	9.0	Action respects prior possession of parking spot.	4.0	Action is morally acceptable and kind.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		5.0	Action does not involve family members.	8.0	Action prioritizes group loyalty over individual life.	5.0	Action does not involve reciprocity.	8.0	Action demonstrates bravery and wit.	1.0	Action does not reflect monkish virtues.	5.0	Action does not involve fairness in resource division.	5.0	Action does not involve prior possession.	-2.0	Action is morally questionable due to sacrifice of innocent life.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		5.0	Solving a crossword puzzle is unrelated to family values.	5.0	Solving a crossword puzzle is an individual activity.	5.0	Solving a crossword puzzle does not involve reciprocity.	6.0	Solving a crossword puzzle requires skill and wit.	5.0	Solving a crossword puzzle does not reflect monkish virtues.	5.0	Solving a crossword puzzle is fair and unbiased.	5.0	Solving a crossword puzzle does not involve prior possession.	0.0	Solving a crossword puzzle is a neutral activity.	0.11
176	Effron	Put a roach down another person's shirt	orig		5.0	Action does not reflect family values.	0.0	Action does not reflect group loyalty.	0.0	Action does not reflect reciprocity.	0.0	Action does not reflect heroic virtues.	0.0	Action does not reflect monkish virtues.	0.0	Action does not reflect fairness.	0.0	Action does not recognize prior possession.	-4.0	Action is extremely immoral.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		5.0	Action does not involve family members.	6.0	Action prioritizes survival of some group members.	5.0	Action does not involve reciprocity or trust.	8.0	Action requires bravery and fortitude.	3.0	Action does not reflect humility or obedience.	2.0	Action is not fair to the last climber.	2.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to sacrifice.	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		5.0	Action not directly related to family values.	8.0	Action reflects group loyalty and favoring own group.	5.0	Action does not directly involve reciprocity.	5.0	Action does not directly reflect heroic virtues.	5.0	Action does not reflect monkish virtues.	5.0	Action does not directly involve fairness.	5.0	Action does not involve prior possession.	-2.0	Action is morally questionable due to group loyalty.	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		5.0	Refusing to stand for the pledge is unrelated to family values.	2.0	Refusing to stand for the pledge may be seen as contrary to group loyalty.	5.0	Refusing to stand for the pledge is unrelated to reciprocity.	6.0	Refusing to stand for the pledge may reflect bravery and wit.	7.0	Refusing to stand for the pledge may reflect humility and respect for personal beliefs.	6.0	Refusing to stand for the pledge may reflect fairness in expressing personal beliefs.	5.0	Refusing to stand for the pledge is unrelated to prior possession.	2.0	The action is morally acceptable as it reflects personal beliefs and freedom of expression.	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		7.0	Caring for pets reflects family values.	8.0	Comforting a colleague shows group loyalty.	7.0	Comforting is a form of reciprocity.	5.0	Comforting does not reflect heroic virtues.	6.0	Comforting shows humility and respect.	5.0	Comforting does not involve resource division.	5.0	Comforting does not involve prior possession.	4.0	Comforting a colleague is morally acceptable.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		5.0	No direct impact on family values.	5.0	No group loyalty evident in action.	5.0	No reciprocity involved in this action.	5.0	No heroic virtues displayed in action.	7.0	Action reflects monkish virtues of obedience.	5.0	No fairness involved in this action.	5.0	No prior possession involved in this action.	-2.0	Action is morally questionable due to control.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		5.0	Action does not involve family members.	8.0	Action demonstrates group loyalty to civilians.	5.0	Action does not involve reciprocity.	9.0	Action demonstrates bravery and skill.	5.0	Action does not reflect monkish virtues.	6.0	Action involves saving lives, but disregards tanker driver.	5.0	Action does not involve prior possession.	2.0	Action saves lives but sacrifices one, morally complex.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		5.0	Action not directly related to family values.	8.0	Action reflects group loyalty and helping others.	8.0	Action reflects reciprocity and helping others.	6.0	Action reflects bravery and wit, but not heroic.	7.0	Action reflects humility and respect.	7.0	Action is fair and helpful.	5.0	Action does not involve prior possession.	3.0	Action is morally acceptable and helpful.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		5.0	Action reflects caring, not family values.	8.0	Action reflects group loyalty and friendship.	7.0	Action reflects reciprocity and trust.	5.0	Action does not reflect heroic virtues.	6.0	Action reflects humility and respect.	5.0	Action does not involve resource division.	5.0	Action does not involve prior possession.	2.0	Action is morally neutral but socially positive.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		5.0	Driving through a puddle is unrelated to family values.	5.0	Driving through a puddle does not reflect group loyalty.	5.0	Driving through a puddle does not involve reciprocity.	5.0	Driving through a puddle does not reflect heroic virtues.	5.0	Driving through a puddle does not reflect monkish virtues.	2.0	Splashing pedestrians is not fair or considerate.	5.0	Driving through a puddle does not respect prior possession.	-1.0	Splashing pedestrians is mildly inconsiderate and impolite.	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		5.0	Urinating in public does not reflect family values.	0.0	Urinating in public disregards group conventions and norms.	5.0	Urinating in public does not involve reciprocity.	5.0	Urinating in public does not reflect heroic virtues.	0.0	Urinating in public disregards respect for others.	5.0	Urinating in public does not involve fairness.	0.0	Urinating in public disregards prior possession of the pool.	-4.0	Urinating in public is highly immoral due to disregard for norms and others.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		5.0	Neutral, not directly related to family values.	10.0	Highly reflects group loyalty, helping a neighbor.	8.0	Reflects reciprocity, helping a neighbor implies trust.	5.0	Neutral, not a heroic act but requires skill.	7.0	Reflects monkish virtues, humility and respect.	5.0	Neutral, not directly related to fairness.	5.0	Neutral, not directly related to prior possession.	4.0	Highly moral, reflects group loyalty and reciprocity.	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		5.0	Burning flag unrelated to family values.	0.0	Burning flag shows disloyalty to group.	5.0	Burning flag unrelated to reciprocity.	3.0	Burning flag shows bravery but not heroism.	0.0	Burning flag shows disrespect to authority.	5.0	Burning flag unrelated to fairness.	5.0	Burning flag unrelated to prior possession.	-2.0	Burning flag is morally questionable.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		5.0	Action not related to family values	7.0	Action reflects group loyalty and forming friendships	6.0	Action reflects reciprocity and seeking friendship	5.0	Action not related to heroic virtues	5.0	Action not related to monkish virtues	3.0	Action may compromise fairness in the case	5.0	Action not related to prior possession	-1.0	Morally questionable due to potential conflict of interest	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		5.0	No family values reflected in action.	5.0	No group loyalty reflected in action.	5.0	No reciprocity reflected in action.	5.0	No heroic virtues reflected in action.	5.0	No monkish virtues reflected in action.	5.0	No fairness issue in action.	5.0	No prior possession issue in action.	0.0	Action is neutral, neither moral nor immoral.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		5.0	Action is not related to family values.	8.0	Action reflects forming friendships and participating in collaborative endeavors.	7.0	Action reflects reciprocating favors and trusting others.	5.0	Action is not related to heroic virtues.	6.0	Action reflects humility and respect.	7.0	Action reflects fairness in collaborative endeavors.	5.0	Action is not related to prior possession.	3.0	Action is morally acceptable, reflecting group loyalty and fairness.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		5.0	Action reflects caring for others, not specific to family	10.0	Action reflects group loyalty and collaboration	10.0	Action reflects reciprocity through helping others	8.0	Action reflects bravery and fortitude	9.0	Action reflects humility and respect	8.0	Action reflects fairness in resource distribution	5.0	Action does not directly relate to prior possession	4.0	Action is highly moral, reflecting group loyalty and heroic virtues	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		9.0	Action reflects caring for offspring by engaging parents.	8.0	Action reflects group loyalty by engaging community.	7.0	Action reflects reciprocity by building trust with parents.	5.0	Action does not reflect heroic virtues.	8.0	Action reflects monkish virtues of humility and respect.	7.0	Action reflects fairness by engaging all parents equally.	5.0	Action does not relate to prior possession.	4.0	Action is morally acceptable and reflects positive values.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		0.0	Action is contrary to caring for others.	0.0	Action is contrary to group loyalty.	0.0	Action is contrary to reciprocity and trust.	3.0	Action requires bravery but lacks heroic virtues.	1.0	Action lacks humility and respect.	0.0	Action is contrary to fairness.	0.0	Action disregards prior possession.	-4.0	Action is highly immoral due to harm and disregard for others.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		5.0	Lying about age is unrelated to family values.	6.0	Lying about age may foster group loyalty by fitting in.	3.0	Lying about age may violate trust and reciprocity.	5.0	Lying about age shows some bravery and wit.	2.0	Lying about age is contrary to humility and respect.	2.0	Lying about age is unfair to others in competition.	5.0	Lying about age does not respect prior possession.	-1.0	Lying about age is morally questionable due to deception.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		5.0	Driving wrong way has no relation to family values.	0.0	Driving wrong way disregards group conventions and safety.	5.0	Driving wrong way does not reflect reciprocity or trust.	5.0	Driving wrong way does not reflect heroic virtues.	5.0	Driving wrong way does not reflect monkish virtues.	0.0	Driving wrong way does not reflect fairness or compromise.	0.0	Driving wrong way disregards prior possession of road rules.	-4.0	Driving wrong way is morally unacceptable due to disregard for rules and safety.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		5.0	Action does not involve family members.	8.0	Action reflects group loyalty towards the politician.	5.0	Action does not involve reciprocity.	9.0	Action reflects bravery and skill.	5.0	Action does not reflect monkish virtues.	3.0	Action does not reflect fairness.	2.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to harm caused.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		5.0	Action not related to family values.	0.0	Action contradicts group loyalty to own school.	5.0	Action not related to reciprocity.	3.0	Action shows bravery but not heroic virtues.	7.0	Action shows humility and respect.	5.0	Action not related to fairness.	5.0	Action not related to prior possession.	-1.0	Action is morally neutral but contradicts group loyalty.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		5.0	Eating cereal with water is unrelated to family values.	5.0	Eating cereal with water is unrelated to group loyalty.	5.0	Eating cereal with water does not involve reciprocity.	5.0	Eating cereal with water does not reflect heroic virtues.	5.0	Eating cereal with water is neutral to monkish virtues.	5.0	Eating cereal with water is unrelated to fairness.	5.0	Eating cereal with water does not involve prior possession.	0.0	The action is morally neutral and unrelated to morality.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		2.0	Action does not reflect caring for offspring.	2.0	Action does not reflect group loyalty or collaboration.	2.0	Action does not reflect reciprocity or gratitude.	2.0	Action does not reflect heroic virtues.	2.0	Action does not reflect monkish virtues.	2.0	Action does not reflect fairness or compromise.	2.0	Action does not respect prior possession.	-2.0	Action is morally questionable due to lack of respect for the dog's needs.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		5.0	Staring is not related to family values.	5.0	Staring does not reflect group loyalty.	5.0	Staring is not related to reciprocity.	5.0	Staring does not reflect heroic virtues.	5.0	Staring does not reflect monkish virtues.	5.0	Staring is not related to fairness.	5.0	Staring does not reflect recognition of prior possession.	0.0	Staring is neutral and not morally charged.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		10.0	Highly reflects family values of caring and helping	8.0	Reflects group loyalty within the family	5.0	Neutral, no direct reciprocity mentioned	7.0	Reflects bravery and fortitude	8.0	Reflects humility and respect	5.0	Neutral, no dispute or compromise mentioned	5.0	Neutral, no prior possession mentioned	4.0	Highly moral action, caring for family	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		10.0	Reflects caring for family members	5.0	Not directly related to group loyalty	8.0	Reflects reciprocating favors and expressing gratitude	5.0	Not directly related to heroic virtues	8.0	Reflects humility and respect	5.0	Not directly related to fairness	5.0	Not directly related to prior possession	4.0	Highly moral action reflecting family values	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		5.0	No direct relation to family values.	2.0	Giving up citizenship may imply disloyalty.	5.0	No direct relation to reciprocity.	6.0	Potential bravery in making a significant change.	3.0	Humility and obedience not evident.	5.0	No direct relation to fairness.	5.0	No direct relation to prior possession.	-1.0	Morally neutral, but may be seen as disloyal.	-2.1
