id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		4.0	4.0	4.0	0.0	4.0	4.0	4.0	Teacher shows strong care by making herself fully available to help families.	Teacher actively ensures fairness by reaching out to illiterate parents personally.	Teacher builds trust and loyalty by engaging with every parent consistently.	No challenge to authority evident; actions remain within her professional role.	Teacher maintains respectful relationships, upholding the dignity of the educational role.	Teacher promotes liberty by removing barriers for illiterate parents to participate.	The scenario is highly moral due to inclusive, caring, and respectful engagement.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		-5.0	-4.0	-3.0	-3.0	-4.0	-4.0	-4.0	Deliberately inflicts severe pain on a vulnerable combatant.	Exploits weakness to extract information, violating fair treatment.	Breaks expected combatant trust and mutual respect in warfare.	Undermines established norms and lawful treatment standards in conflict.	Torture method dehumanizes and degrades the wounded opponent.	Suppresses individual autonomy and exploits the vulnerable.	The act is an extreme violation of ethics and utterly immoral.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		0.0	-3.0	0.0	-2.0	0.0	0.0	-1.0	Misrepresenting age caused little direct harm to others.	Falsifying age undermines fairness and honest representation.	The lie slightly breaches trust without deeply betraying anyone.	Misstating age subverts explicit institutional and industry age norms.	No sacred or purity-related norms were significantly violated.	Lying reflects coping with ageism pressure, not exerting oppression.	A deceptive act under social pressure is morally questionable but somewhat understandable.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		-2.0	-2.0	0.0	-4.0	0.0	0.0	-3.0	Risking safety by driving against traffic endangers self and others.	Bypassing established traffic norms violates fairness expected on the road.	No direct breach of loyalty or trust is involved in this act.	Intentionally ignoring traffic regulations directly disrespects public authority.	This infraction does not pertain to issues of sanctity or degradation.	The act does not strongly relate to themes of oppression or liberty.	Violating safety norms and authority makes the act largely morally unacceptable.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		-3.0	-2.0	2.0	-4.0	0.0	-3.0	-3.0	Intentional use of force saves many lives at the cost of an innocent death.	The sacrifice is imposed without consent, showing unfair treatment of the innocent policeman.	The action protects the in‐group (politician’s team) even if it inadvertently neglects broader duty.	By targeting a law enforcement officer indirectly, the act challenges established state authority.	No explicit violation of sacred values occurs; the act relates more to utilitarian sacrifice.	Using one life instrumentally undermines individual liberty by treating the victim as expendable.	Though saving many, the deliberate sacrifice of an innocent life renders the act deeply problematic.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		-1.0	0.0	-4.0	-3.0	-2.0	1.0	-1.0	The action may undermine morale without causing physical harm.	No direct cheating occurs; fairness in competition remains unchallenged.	Singing a rival fight song shows symbolic disloyalty to his own institution.	The act undermines expected institutional authority and established traditions.	Using rival symbols in a leadership role degrades institutional sacred traditions.	The president exercises personal liberty, though it challenges traditional authority norms.	Playful yet symbolically disloyal; lacks severe harm but undermines key institutional values.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		0.0	0.0	0.0	0.0	0.0	0.0	4.0	Using water instead of milk causes no harm or help issues.	The act involves no deceit or unfair behavior in preparation.	No loyalty or betrayal issues arise from this personal choice.	The act is a personal preference, not a subversion of authority.	There is no violation of traditions or sanctity in using water.	Choosing water emphasizes personal liberty without oppressive implications.	An unusual breakfast choice that is morally acceptable with no issues.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		-2.0	0.0	0.0	3.0	0.0	-1.0	0.0	Taking away food risks harming the pet despite a disciplinary intent.	No clear cheating or fairness issues are involved in this domestic act.	The relationship between owner and pet is not overtly betrayed here.	The owner asserts authority to enforce rules after the misbehavior.	There is little element of degradation or violation of sanctity in this context.	Restricting the pet’s access to food slightly curtails its freedom.	Competing values of discipline and harm create an ambiguous moral picture.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		-2.0	0.0	0.0	0.0	-3.0	0.0	-2.0	The stare inflicts emotional harm without physical violence.	No cheating or fairness violation is evident in the encounter.	No elements of loyalty or betrayal are present.	The behavior does not challenge or subvert any authority.	The open stare demeans the disfigured woman, undermining her dignity.	This act does not reflect overt oppression or issues with liberty.	The scenario is morally questionable due to its demeaning and emotionally harmful behavior.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		5.0	1.0	4.0	0.0	0.0	2.0	4.0	Person X provided needed care and shelter, clearly emphasizing help over harm.	The act involves no deceit; it shows fair distribution of care within family duties.	Taking responsibility for nieces and nephews demonstrates strong family loyalty.	No challenge to established authority; the act is a private moral responsibility.	The scenario is not about purity or degradation; it remains morally neutral here.	Providing housing supports freedom and well-being by preventing neglect.	The act is highly moral, exemplifying altruism and familial responsibility.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		4	0	4	0	0	0	4	Preparing breakfast shows care and helps enhance the wife’s well-being.	No signs of deceit; the act is straightforward and equitable.	Taking time to celebrate emphasizes loyalty and strengthens marital bonds.	The act does not challenge any authority or established norms.	The situation is respectful and honors the special nature of the day.	The scenario supports a loving act without compromising anyone’s freedom.	A thoughtful, celebratory gesture that is highly morally acceptable.	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		0.0	0.0	4.0	3.0	3.0	-3.0	-2.0	No direct physical harm; personal decision with limited societal impact.	The act follows legal procedures without deceiving or exploiting others.	Renouncing citizenship may be seen as abandoning a duty and betraying national loyalty.	Publicly giving up citizenship challenges established authority and traditional state norms.	The move can be viewed as disrespecting the sacred bond between citizen and country.	The act asserts individual freedom and rejection of enforced national affiliation.	Though it champions personal liberty, the act breaches loyalty and authority, making it morally questionable.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		-3.0	-3.0	-2.0	2.0	-2.0	-3.0	-2.0	Diverting the radiation sacrifices one worker deliberately to save others.	The decision unfairly imposes lethal risk on one without consent.	It violates an implicit duty to protect each colleague equally.	Overriding safety protocols to redirect harm challenges established authority.	Manipulating the hazard disrespects the inherent sanctity of human life.	Forcing exposure on one worker restricts his freedom to choose his fate.	Though it saves three lives, sacrificing one without consent is deeply problematic.	-1.55
206	Effron	Told a joke about a nun on a train	orig		0.0	0.0	0.0	-1.0	-3.0	0.0	1.0	The joke is unlikely to cause serious harm or provide direct help.	No elements of deception or unfair treatment appear in this scenario.	The joke does not address issues of loyalty or any betrayal.	The humor lightly undermines traditional religious authority by poking fun.	Using a nun in humor risks trivializing religious sanctity and respect.	The scenario exercises free speech without exerting oppressive intent.	Although potentially offensive to some, the joke is largely acceptable as humorous expression.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		0	0	0	0	0	0	4	Walking through the park causes no harm, and may even boost well-being.	No cheating or unfairness occurs in this everyday activity.	No issues of betrayal or disloyalty are present.	The activity respects established norms and does not challenge authority.	There is no degradation of sacred values; the park is respected.	Enjoying nature freely without imposing on others' liberty.	A benign, peaceful routine that respects both self and community.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		-2.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	Not helping the neighbor shows a mild neglect that can negatively impact their well-being.	Ignoring a request subtly undermines shared fairness and reciprocal neighborly behavior.	The act may be perceived as a minor breach of neighborly loyalty.	There is no direct challenge to any established authority or communal rule.	The situation does not pertain to issues of sanctity or moral degradation.	This act does not affect personal freedom or impose restrictions on anyone.	The scenario is slightly immoral due to neglecting basic neighborly assistance.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		-4	-3	-4	0	-5	-3	-4	Intentionally killing one to help others is a significant moral harm.	The decision unfairly sacrifices one life without the victim’s consent.	Pushing a companion off is a breach of trust and loyalty in crisis.	No direct challenge to established authority; emergency context makes it less applicable.	Treating a human life as expendable deeply degrades the sanctity of life.	Forcibly denying someone their right to life undermines individual liberty.	The scenario is highly immoral because deliberate killing for self‐preservation is unjustifiable.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		0.0	3.0	2.0	2.0	0.0	0.0	-2.0	No direct physical harm is caused; impact is neutral overall.	The lie misrepresents union affiliation, undermining fairness toward genuine members.	Falsely claiming union membership betrays the trust expected within the union community.	Deceitfully challenging established union credentials subverts the authority and integrity of the union.	The act does not significantly violate notions of personal or communal sanctity.	This deception does not infringe upon individual liberties or promote oppression.	The deceptive act is ethically questionable, making the behavior moderately immoral.	-1.18
211	Effron	Helped a neighbor move his piano	orig		4.0	0.0	0.0	0.0	0.0	0.0	4.0	Assisting a neighbor enhances wellbeing and reduces burdens.	No issues of deceit; fair exchange of help occurred.	Supports neighborly trust and community loyalty.	No challenge to established authority is involved.	No degradation; the act respects personal dignity.	Upholds freedom and does not oppress any party.	The action reflects a morally positive neighborly gesture.	1.9636364
212	Effron	Tripped someone in the hall	orig		-3	-2	0	-1	-2	0	-3	The act intentionally inflicts physical harm on another individual.	Tripping someone is an unfair action, disrupting equal treatment.	No clear betrayal of trust or loyalty is involved in this act.	The act defies expected behavioral norms and institutional order.	It may humiliate or degrade the victim in a public setting.	The act does not significantly restrict or oppress personal freedom.	Intentionally causing physical harm is largely considered morally unacceptable.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		-4	0	3	0	0	0	4	Person X risks their life to save another, emphasizing help over self-harm.	No act of cheating or unfair treatment is involved in this rescue.	Jumping to save a friend clearly demonstrates loyalty over betrayal.	The act does not oppose or undermine any established authority.	There is no element of degradation or a sanctity concern present.	The scenario does not reflect issues of oppression or the promotion of liberty.	The selfless rescue is a highly moral act demonstrating commendable bravery.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		-2.0	-3.0	-2.0	-3.0	0.0	0.0	-1.0	Failing to cancel wastes a slot that could help a more needy patient.	Double-booking without cancellation breaches fair access to limited medical resources.	Ignoring your original commitment shows a disregard for the established appointment process.	By not following proper procedures, you undermine the scheduling authority’s system.	No significant violation of personal or institutional sanctity is evident.	The scenario does not affect freedom or impose oppression on anyone.	The act is somewhat unethical due to unfair resource usage but is not gravely immoral.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		3.0	0.0	-2.0	-3.0	0.0	4.0	1.0	The marriage was aimed at escaping a harmful, overbearing influence to secure personal well‐being.	There is no deceit; the decision is self-directed without manipulation affecting fairness.	Leaving one’s mother could be seen as a breach of familial loyalty despite the self-protective motive.	Marrying to escape maternal control constitutes an act of defiance against established authority.	No clear elements indicate degradation or issues with sanctity in this personal decision.	The choice was driven by a desire to gain liberty and break free from oppressive parental control.	Although early marriage is risky, escaping an oppressive situation provides some moral justification.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		0.0	0.0	0.0	0.0	0.0	0.0	4.0	No potential harm or help implied by dressing for an interview.	No cheating involved; preparation is fair and honest.	No issues related to loyalty or betrayal in personal dress choice.	Action aligns with societal expectations; no subversion of authority.	No degradation or sanctity concerns with wearing a suit and lucky socks.	No impact on freedom or oppressive behavior present.	The scenario is morally acceptable as it involves routine, responsible self-preparation.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		-5.0	0.0	0.0	0.0	-4.0	-3.0	-4.0	Intentionally causing severe harm to living beings.	No element of deceit or fairness violation is involved.	No betrayal or disloyalty among interpersonal relations is present.	Does not challenge or undermine any established authority.	Violates the sanctity of natural living by degrading animal life.	Restricts the natural freedom of stray animals in an oppressive manner.	The scenario is extremely immoral due to deliberate, harmful actions against defenseless animals.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		0	0	0	0	0	0	4	The action does not cause harm; it supports normal business activity.	Ordering food is a fair and standard transaction with no cheating involved.	There is no betrayal or disloyalty; it's a simple personal decision.	This act follows social rules and does not challenge any authority.	The scenario is neutral, with no issues of degradation or sanctity violations.	Ordering a meal freely exhibits no oppressive behavior; it's a personal liberty.	A normal, morally acceptable everyday activity with positive social impact.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		4.0	2.0	3.0	0.0	3.0	2.0	4.0	Volunteering time directly helps the child, improving their emotional well-being.	Supports equal access to care and opportunity without any exploitation.	Demonstrates commitment and loyalty by stepping in to support a vulnerable child.	Does not challenge established structures; the act is non-subversive and supportive.	Elevates the sanctity of care and respect for a deserving, fatherless child.	Promotes personal liberty by empowering the child with supportive, non-coercive guidance.	The act is highly moral, embodying altruism and genuine care toward a vulnerable child.	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		-3	-2	0	-3	-2	-4	3	Act intended to help prisoners through a humanitarian release effort.	Promotes fair treatment and humane conditions rather than exploitation.	Raises ambiguities regarding loyalty amid conflicting national priorities.	Challenges detention policies, acting in opposition to established authority.	Seeks to restore dignity and counter the degradation of prisoners.	Advances liberty by endeavoring to free oppressed individuals.	A morally commendable humanitarian act promoting fairness and liberty.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		2.0	0.0	3.0	4.0	0.0	-3.0	-2.0	Reckless behavior could risk physical harm to herself and others.	No apparent cheating or fairness issues directly implicated in this scenario.	Violates expected loyalty by defying a parental directive.	Significantly challenges established authority by disregarding explicit parental orders.	No notable degradation or sanctity issues evident.	Expresses personal liberty, opposing restrictive parental control.	Disobedience undermines parental authority, lowering moral acceptability despite expressing youthful autonomy.	-2.5
222	Effron	Sells drugs to high school sudents	orig		-5.0	-4.0	-3.0	-4.0	-5.0	-3.0	-4.0	Selling drugs to minors causes severe physical and psychological harm.	Exploits vulnerable students through deceit and unfair practices.	Violates the trust placed by the community in protecting youth.	Undermines school and parental authority by targeting high school students.	Degrades moral standards and corrupts the sanctity of youth.	Restricts the freedom of minors and exploits their vulnerability.	The act is highly immoral due to deliberate exploitation and severe harm.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		2.0	-3.0	0.0	-2.0	0.0	2.0	1.0	Her theft was intended to help survival without causing significant harm to others.	Taking items without paying breaches fairness norms, even if driven by need.	No clear betrayal or disloyalty occurred in her actions.	Her actions subverted store authority, a form of minor rebellion for survival.	There is no indication of degradation or violation of sanctity in this scenario.	Her act reflects a reclaiming of personal liberty under oppressive circumstances.	Though theft is normally condemnable, desperate need makes her act slightly morally acceptable.	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		0.0	0.0	0.0	0.0	0.0	0.0	4.0	No intentional harm; remedial action avoids further issues and waste.	No manipulated fairness; problem-solving through appropriate means.	No loyalty breach; personal limitations do not affect obligations.	No subversion; following standard procedure by consulting a professional.	No degradation; routine maintenance is ethically neutral.	No liberty infringement; decision respects personal ability and constraints.	Responsibly addressing a maintenance issue; an ethically sound, neutral action.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		3.0	0.0	0.0	2.0	-1.0	2.0	-3.0	Reckless driving endangers lives and increases risk of physical harm.	No act of cheating or unfair treatment is evident in this scenario.	There is no direct betrayal of a trusted party or loyalty breach.	Ignoring the passenger’s command and safety norms shows a degree of subversion.	Risking lives can be seen as a disregard for the sanctity of human well-being.	The act asserts personal freedom but at potential cost to collective welfare.	Reckless driving, by endangering lives and dismissing safety, is largely morally unacceptable.	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		-4.0	-3.0	2.0	5.0	0.0	-5.0	-4.0	Forcing enrollment risks emotional harm and disrespects the daughter’s well‐being.	Coercing a major life decision is unfair and bypasses voluntary consent.	The act underscores familial loyalty but at the expense of the daughter’s individual choice.	The mother asserts her authority decisively, leaving little room for dissent.	No clear element of moral disgust or degradation is expressed in this act.	Forcing enrollment severely curtails the daughter’s personal liberty and autonomy.	Coercion and the violation of autonomy render the scenario highly morally unacceptable.	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		2.0	0.0	0.0	0.0	0.0	1.0	3.0	Smiling and greeting promote a small act of help without causing harm.	The behavior does not involve fairness issues or cheating practices.	No elements of betrayal or loyalty are involved in this social interaction.	The act shows no defiance nor strong adherence to authority norms.	There is no degradation or violation of any sacred norms in smiling and greeting.	Friendly greetings subtly affirm openness and individual liberty in social settings.	The scenario is mildly praiseworthy and socially positive.	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		-5	-4	-4	-3	-5	-5	-4	Child beating inflicts severe physical and emotional harm.	Abuse violates basic fairness by exploiting a vulnerable individual.	The perpetrator betrays trust and duty inherent in caregiving.	Misusing a caregiving role undermines the authority meant to protect children.	Child beating degrades human dignity and violates the sanctity of life.	Violence against a child severely restricts personal liberty and safety.	Child abuse is extremely immoral and wholly unacceptable.	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		0	0	0	0	0	0	0	No harm or help issues; merely a food consumption act.	There's no aspect of cheating or fairness involved in eating dessert.	This simple action does not invoke any betrayal or loyalty considerations.	No defiance or obedience to authority is at play in this scenario.	Using a fork to eat dessert does not involve degradation or sanctity issues.	The act does not engage with any oppression or liberty matters.	An ordinary, morally neutral act with no concerning ethical implications.	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		-5.0	0.0	-3.0	0.0	-4.0	-3.0	-4.0	Intentionally inflicting lethal harm on one to save others constitutes extreme harm.	No obvious manipulation of fairness or cheating mechanism is present here.	Violating an implicit trust by sacrificing a fellow human being without consent.	The act bypasses normative command structures but does not directly challenge institutional authority.	Using a human body as a doorstop represents a profound violation of human dignity.	The individual’s freedom and bodily autonomy are forcibly removed in this act.	Despite saving six lives, the deliberate sacrifice of an innocent person is extremely immoral.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		-3.0	0.0	0.0	0.0	0.0	0.0	4.0	The act directly helps someone and reduces potential harm.	No cheating occurred; fairness is maintained naturally.	No sense of betrayal or disloyalty is present in this scenario.	The gesture aligns with social expectations and does not oppose authority.	No degradation of sanctity occurs; the act is respectful.	No oppression is evident; individual liberty remains unaffected.	A selfless, compassionate act that is highly morally acceptable.	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		3.0	4.0	0.0	0.0	0.0	0.0	4.0	Alerting the owner prevents further mistakes and potential harm.	Notifying an overcharge upholds fairness and discourages unintentional cheating.	There is no betrayal; honesty aligns with loyalty to proper conduct.	The act supports proper management without subverting legitimate authority.	Issues of degradation or sanctity are not relevant in this monetary error.	Liberty concerns do not apply in a case of correcting change.	The honesty shown is commendable and morally praiseworthy.	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		0.0	-1.0	-2.0	3.0	0.0	2.0	1.0	No one is physically hurt; the act causes no direct harm.	Using work property for personal audits slightly breaches fair use norms.	Keeping government equipment shows minor disloyalty to one’s employer.	Retaining and repurposing government property subverts institutional rules.	The act does not involve issues of sanctity or moral degradation.	Choosing personal use of government gear can be seen as asserting individual liberty.	A minor ethical lapse with limited harm, making it only slightly acceptable.	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		2	-3	1	-3	-2	0	-2	Judge’s act helps his friend but risks causing harm by undermining impartial justice.	Personal ties create a conflict-of-interest that compromises fairness in the judicial process.	The judge shows loyalty to his friend, potentially betraying duty to impartial justice.	The conflict-of-interest subverts the expected authority and neutrality of the judiciary.	The act degrades the sanctity of judicial impartiality by mixing personal and professional roles.	This scenario has minimal direct impact on issues of oppression or individual liberty.	The conflict-of-interest raises ethical concerns, making the scenario moderately less morally acceptable.	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		4.0	3.0	0.0	0.0	0.0	2.0	4.0	Menu translations prevent errors and miscommunication, actively helping the customer.	Ensures equal access to information, promoting a fair dining experience for non-native speakers.	The translation supports service without compromising any loyalty or commitment.	The service respects established restaurant practices without challenging restaurant authority.	No element in the translation degrades cultural values or sanctity.	Translation empowers the customer with information, supporting personal liberty in choices.	Providing translated menus is ethically supportive and enhances fair access for foreigners.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		-1	-4	-1	-3	0	0	-3	Minimal direct harm, though it may erode trust in systems.	Bribery clearly distorts fairness and equitable treatment.	Involves secretive self-interest that breaches expected loyalty norms.	Undermines legal procedures and weakens institutional authority.	Does not notably impinge on notions of sanctity.	Limited direct impact on liberty or overt oppression.	Overall act is immoral due to clear breaches of fairness and authority.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		-4	-2	-3	-2	-5	-4	-3	Intentionally sacrificing one life causes significant harm despite saving others.	Unfair treatment by deliberately sacrificing one worker for the majority.	Betrays the implicit loyalty owed to each worker in the team.	Abuses managerial authority by overriding standard emergency protocols.	Violates the sanctity of individual life through a degrading, utilitarian sacrifice.	Imposes fatal harm, stripping a worker of fundamental liberty and autonomy.	The act is morally unacceptable despite a utilitarian saving of lives.	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		0	0	0	0	0	0	0	No clear harm or help results from a routine business decision.	No deceptive conduct; service was paid for despite later decision.	No act of betrayal since the repair service was properly rendered.	No challenge to any authority or established norms occurred.	No issues of sanctity or degradation arise in this commercial context.	Individual freedom in choice is fully respected without oppression.	A neutral business decision without significant moral violations.	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		-4.0	-2.0	2.0	-1.0	0.0	-3.0	4.0	Shows strong care by providing shelter to a distressed friend.	Fairness is mildly relevant as the act reciprocates social support.	Demonstrates loyalty by standing by a friend in need.	Slightly challenges formal housing norms without overt defiance.	No significant impact on notions of purity or degradation.	Upholds personal liberty by resisting rigid external pressures.	The act is altruistic, loyal, and supportive of personal liberty.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		-3.0	-3.0	-2.0	-3.0	0.0	0.0	4.0	Returning the wallet prevents harm and benefits its owner by promoting care.	Handing in the wallet upholds fairness and honesty by not keeping unearned money.	Turning in the wallet supports loyalty to societal rules and employer expectations.	Following workplace protocols shows respect for authority rather than subverting it.	The scenario does not involve issues of degradation or sacrilege of sanctity.	There is no element infringing on freedom; the act supports responsible conduct.	The act is ethically praiseworthy and reflects high moral responsibility.	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		0	0	-3	-3	0	2	-2	No direct harm or help is evident in his action.	No explicit cheating or fairness violation occurs in this instance.	Turning his back during critique suggests a betrayal of expected loyalty.	His act of walking away undermines traditional authority in the workplace.	There is no clear act of degradation or violation of sanctity here.	Refusing to engage hints at an assertion of personal liberty.	The non-cooperative and defiant behavior makes the scenario moderately immoral.	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		0.0	-3.0	0.0	0.0	0.0	0.0	-2.0	No significant physical or emotional harm occurs in this situation.	Keeping extra change exploits a mistake, violating fairness and honest exchange.	There is no breach of personal loyalty or betrayal toward a close associate.	The act sidesteps proper transactional authority, though its impact is minor.	The scenario does not involve any issues of degradation or sanctity.	The issue of liberty or oppression is not relevant in this context.	The act is ethically questionable due to cheating, though harm remains minimal.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		-3.0	-2.0	-1.0	0.0	0.0	-3.0	-3.0	Blocking the elderly neighbor restricts needed access, causing her harm.	Denies equal treatment, displaying unfair behavior toward a vulnerable person.	Exhibits slight disloyalty by neglecting expected neighborly assistance.	Does not clearly engage with rules of courtesy or institutional norms.	No clear impact on personal dignity or sacred values in this context.	Intentionally restricts the neighbor’s liberty in accessing a shared space.	Unjust, unkind act denying a vulnerable neighbor equal rights.	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		-3.0	-4.0	-3.0	0.0	0.0	-2.0	-3.0	Financial harm occurred via unmet repayment and misappropriation of funds.	Broken promise and deceptive financial dealings clearly violate fairness.	Trust was betrayed by both friend and spouse for personal gain.	No direct challenge to institutional authority is evident in the scenario.	Although personal dignity suffered, no deep sanctity violations occurred.	Abuse of familial influence restricted financial autonomy.	The unethical handling of money and trust makes the scenario significantly immoral.	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		-4.0	-3.0	-5.0	0.0	0.0	0.0	-3.0	Revealing the secret likely harms the brother’s emotional and social well‐being.	Sharing confidential information undermines fair, respectful treatment of private disclosures.	Disclosing a trusted secret betrays familial loyalty and the confidence placed in Person X.	This act doesn’t directly challenge or undermine established authority structures.	Although personal privacy is breached, it does not significantly relate to body or moral sanctity.	There is little connection with oppression or violation of personal liberties in this situation.	The act is morally unacceptable due to its severe betrayal and harmful breach of trust.	-2.78
