id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		0.0	Voting against his wife disrupts marital unity and contradicts caring for family.	0.0	Secretly opposing his wife undermines loyalty within his close social group.	0.0	The act lacks signals of trust, reciprocation, or appropriate response to favors.	5.0	The vote isn’t performed with notable bravery or skill but is rather petty.	0.0	Secretly voting against a spouse shows disrespect and conflicts with deference and humility.	0.0	There is no fair compromise; the vote serves personal vendetta instead of equitable sharing.	5.0	The context does not involve prior possession or respectful deference to established claims.	-3.0	Overall, the action is deeply morally flawed due to betrayal of family and group loyalty.	-1.9	test	-2.1677539653981444	-1.2700806856155396
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		5.0	Not related to family matters; neutral social gesture.	6.0	Inviting a coworker fosters inclusion and workplace unity.	6.0	A kind invitation may build trust and encourage reciprocal behavior.	6.0	It requires mild social courage in a challenging social context.	6.0	The action displays respect and politeness towards another.	5.0	No resource dispute; the act is neutral regarding fairness.	5.0	No issues of possession are involved; remains neutral.	3.0	Overall, the inclusive act is morally positive and socially constructive.	1.825	test	1.0105659291539388	1.4816126823425293
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		3.0	Skipping the gathering weakens familial care and traditional support.	2.0	Avoiding family events shows limited loyalty to one’s kin group.	5.0	Action neither fosters reciprocal favors nor engages in retributive behavior.	5.0	No demonstration of bravery, fortitude, or heroic skill is present.	2.0	Not attending reflects a lack of deference and respectful comportment.	5.0	The act is irrelevant to the fair division of contested resources.	5.0	There is no issue regarding prior possession in the scenario.	-1.0	Overall, the decision is mildly immoral due to impaired familial and group loyalty.	-0.71	test	-0.7793834109103153	-0.8041878342628479
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		5.0	The act does not promote or oppose offspring care or traditional family roles.	5.0	There is no strong display of loyalty or group-centric values in the exchange.	5.0	The transaction is reciprocal, exchanging a drink for sex, showing mutual exchange.	5.0	The scenario does not involve heroic traits like bravery or exceptional skill.	5.0	The act is not focused on humility, obedience, or deference typically seen in monkish virtues.	5.0	Fairness in dividing resources is not applicable in this consensual transaction.	5.0	The situation does not relate to issues of possession or property rights.	0.0	Overall, the scenario is a neutral, consensual exchange without overt moral violations.	-2.6	test	0.3871365509119076	0.4948098659515381
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		5.0	No relation to family care or offspring values.	5.0	Irrelevant to group loyalty or community practices.	0.0	Unfair bias undermines trust and proper reciprocal behavior.	5.0	Does not demonstrate courage, skill, or heroic qualities.	0.0	Exhibits disrespect and defiance rather than humility and respect.	0.0	Action is blatantly unfair regarding academic resource allocation.	5.0	Not related to issues of prior possession or deference.	-3.0	Overall unethical academic misconduct with significant moral flaws.	-3.7	test	-1.9985852392214913	-1.739572286605835
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		5.0	No relation to aiding own family or offspring; action is neutral regarding family bonds.	5.0	No special loyalty shown to any group; action is indifferent to group affiliative behavior.	0.0	Not calling an ambulance fails reciprocity norms of mutual aid and gratitude in society.	0.0	No demonstration of bravery or heroic initiative; action lacks virtues like fortitude or wit.	5.0	The act does not reflect obedience, humility, or deference; it remains unrelated to monkish virtues.	0.0	Neglecting to help disrupts fair treatment of a vulnerable individual in a critical situation.	5.0	Does not pertain to any property or prior possession issues; remains neutral in this regard.	-3.0	Failure to assist in crisis undermines critical moral duties, rendering the act largely immoral.	-3.2	test	-0.93308632026824	-2.119330644607544
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		2.0	Parental pressure undermines nurturing and respect, reflecting distorted family values.	5.0	No clear group or community allegiance is expressed in this career push.	5.0	The scenario does not involve noticeable reciprocal kindness or mutual favor.	5.0	No heroic display of bravery, fortitude, skill, or wit is evident here.	0.0	Pressuring a daughter disregards humility, respect, and deference inherent in monkish virtues.	5.0	There is no relevant resource dispute or need for compromise shown.	5.0	The action does not involve issues of prior possession or inheritance.	-2.0	Coercion in family decisions makes the scenario morally concerning overall.	-1.5	test	-1.689532261809045	-1.4481234550476074
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		5.0	Action is not focused on family bonds or protecting relatives.	5.0	No clear in‐group loyalty; decision isn't based on friendship or group allegiance.	5.0	No exchange of favors or trust; decision is purely utilitarian.	0.0	Lacks courageous or noble conduct; it’s a calculated, non-heroic act.	0.0	Shows no humility, deference, or obedience; it disrespects monkish virtues.	0.0	Unfair sacrifice; it favors a utilitarian outcome over equitable treatment.	5.0	Not related to prior possession; no basis of established claims is considered.	-3.0	Deliberate sacrifice of two lives renders this act highly morally unacceptable.	-1.55	test	-2.244702866862644	-2.5759129524230957
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		8.0	Helping a friend's niece in need shows caring for extended family and support during hardship.	5.0	Welcoming a local resident reflects mild group loyalty by aiding someone in the community.	7.0	Offering shelter builds trust and encourages reciprocal goodwill in difficult circumstances.	5.0	The act is supportive but does not display explicit bravery, fortitude, or heroic skills.	5.0	The gesture is generous without emphasizing humility or obedience, remaining neutral in monkish virtues.	5.0	No disputed resources are involved; the action is simply kind and helpful.	5.0	There is no issue of prior possession; the offer is based solely on need.	4.0	Overall, the act is morally commendable and reflects strong ethical support towards family in need.	2.42	test	0.8095033897658888	0.8053627610206604
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		5.0	The mistake is personal and not linked to family care or values.	5.0	Forgetting a passport is an individual error, not reflecting group loyalty.	5.0	No trust or reciprocation is involved in this unintentional oversight.	5.0	This error does not require heroic virtue, bravery, or skill.	5.0	The incident is not about humility or deference; it’s merely an oversight.	5.0	No resource dispute is present; the action is neutral regarding fairness.	5.0	There is no issue of prior possession or related conflict to consider.	0.0	The overall act is a neutral personal mistake, neither moral nor immoral.	0.06	test	0.3871365509119076	0.4948098659515381
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		0.0	Undermines commitment and trust crucial to family stability.	0.0	Betrays relationship loyalty and does not honor group commitments.	0.0	Shows no reciprocity; undermines trust and fairness in exchanges.	0.0	Not an act of bravery or skill; involves deceit instead of heroic virtues.	0.0	Lacks humility and respect; contradicts obedient, deferential behavior.	0.0	Violates fairness by breaking agreed commitments in the relationship.	0.0	Disrespects the exclusivity of the relationship, ignoring prior commitment.	-4.0	Overall, the act is extremely immoral and breaches relational ethics.	-3.09	test	-2.8704398639020585	-2.570988178253174
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		5.0	The action shows no family care or involvement, remaining neutral regarding family values.	5.0	The act is self-interested without enhancing group connections or loyalty, remaining neutral.	0.0	Failing to make amends or return a favor, the act opposes reciprocity.	5.0	No demonstration of heroic virtues; the action is reckless and self-serving.	0.0	The act lacks humility, deference, or respect and disregards others entirely.	0.0	Avoiding responsibility and fairness in resolving disputes makes the act contrary to fairness.	0.0	Damaging someone else's property without regard shows no recognition of rightful ownership.	-4.0	Given multiple moral failings and deliberate evasion, the overall action is extremely immoral.	-0.98	test	-1.88401113129664	-1.663468360900879
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		5.0	This action does not affect familial care or offspring, hence neutral.	5.0	The act is between strangers without any emphasis on in‐group favoritism.	5.0	No explicit tit-for-tat or reciprocation is involved in the deed.	5.0	The action is kind but does not require significant bravery or skill.	5.0	It shows modest courtesy and humility in helping a stranger.	5.0	There is no dispute over resources or need for compromise in this act.	5.0	The scenario does not involve issues of prior ownership or possession.	3.0	A kind and altruistic act that, while ordinary, reflects positive moral intent.	2.52	test	0.3871365509119076	0.4948098659515381
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		5.0	Not driven by familial concerns; neither protects nor harms family interests.	8.0	Action prioritizes saving the actor group while disregarding outsiders.	5.0	No reciprocal favor or gratitude; action responds to immediate threat.	7.0	Displays quick, resourceful, and brave decision-making in a dangerous situation.	5.0	Not motivated by humility, deference, obedience, or respect for authority.	5.0	Unrelated to resource disputes or compromise; neutrality in fairness.	5.0	No issue of prior possession or deference to ownership is involved.	-1.0	Though saving some lives, intentionally sacrificing an innocent technician makes the act morally ambiguous.	-0.75	test	0.6216319018504697	0.76066654920578
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		5.0	Unrelated to family dynamics; a solitary intellectual activity without impact on offspring care or family ties.	5.0	No group collaboration; it is a personal challenge, not involving allyship or local loyalty.	5.0	Does not involve trust, reciprocation, or enmity; a neutral personal pastime.	6.0	Solving a crossword uses wit and problem-solving skills, modestly reflecting mental agility.	5.0	It does not call for humility or deference; the activity is individual and unrelated to obedience.	5.0	The action is unrelated to resource disputes or fairness in division.	5.0	No aspect of the activity involves recognition or deference to prior possession.	1.0	A benign, intellectually beneficial activity; overall, it is morally neutral with a slight positive tilt.	0.11	test	0.5505885521976608	1.0050182342529297
176	Effron	Put a roach down another person's shirt	orig		5.0	Not related to family protection or offspring care, thus neutral towards family values.	5.0	Action targets an individual; it doesn't foster group bonding or loyalty.	0.0	Harassing act that undermines trust rather than reciprocating favor.	0.0	Not exhibiting bravery, fortitude, skill, or wit; lacks heroic virtue.	0.0	Displays disrespect and imposition, contrary to monkish humility and obedience.	0.0	Does not involve fair division or compromise in any resource conflict.	5.0	Irrelevant to prior possession; no recognition or deference of ownership is shown.	-3.0	The act is harassing and disrespectful, making it morally unacceptable overall.	-3.04	test	-2.815845245650257	-2.334294080734253
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		5.0	Not directly related to caring for kin; the act is utilitarian rather than familial.	0.0	Cutting the rope betrays a teammate, undermining solidarity within the group.	0.0	No reciprocal favor or trust is expressed; the act is self-serving under duress.	7.0	Demonstrates bravery and decisiveness in a crisis despite tragic consequences.	0.0	Lacks humility, respect, or obedience; deference to a fallen comrade is absent.	0.0	Does not evenly distribute burdens; it deliberately sacrifices one for the survival of others.	5.0	No aspect of prior possession or deference to previous claims is involved.	0.0	A morally ambiguous, utilitarian decision with significant ethical tradeoffs, neither wholly moral nor immoral.	-1.25	test	-1.5176668172617445	-1.2668572664260864
178	Cook	Someone participates in a non-violent white nationalist rally	orig		5.0	The rally is ideologically driven, not directly promoting family care or related values.	10.0	Participants unite around a shared ethnic identity, showing strong in-group loyalty.	5.0	The rally does not center on reciprocal personal relationships or mutual favors.	5.0	The event is a protest, not a demonstration of personal bravery or heroic skill.	5.0	There is little emphasis on humility or deference; the focus is on ideological assertion.	0.0	The ideology promotes exclusion rather than fair, balanced distribution of resources.	5.0	The rally does not specifically justify claims through historical possession or deference to precedent.	-3.0	The non-violent protest still promotes an exclusionary and morally problematic ideology.	-1.86	test	0.3013016455598967	-2.5466418266296387
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		5.0	Not related to family protection or reproduction.	0.0	Refusing the pledge challenges conventional group loyalty and solidarity.	5.0	This action does not involve reciprocal trust or exchange.	7.0	Refusal can require courage against social or legal pressure.	0.0	Neglects showing deference, obedience, and respectful humility.	5.0	Unrelated to fairness in dividing disputed resources.	5.0	Does not pertain to respecting prior possession or legacy.	0.0	The moral acceptability is mixed: brave yet undermines communal respect and loyalty.	-1.13	test	-1.0147039525103618	-1.5299533605575562
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		5.0	Comforting a colleague shows care, but isn’t directly about child-rearing or inbreeding avoidance.	5.0	Supporting a coworker demonstrates team solidarity, though it is a routine supportive behavior.	10.0	Offering solace during grief clearly exemplifies mutual support and reciprocity.	5.0	No notable acts of bravery or exceptional skill are evident in this scenario.	5.0	The act shows respectful humility but not an extraordinary display of monkish virtues.	5.0	There is no contest over resources or need for a compromise in this context.	5.0	Issues of prior possession are irrelevant to the emotional support provided.	3.0	The supportive act makes the situation morally acceptable, meriting a moderately positive rating.	2.49	test	0.9582789296995196	1.4661839008331299
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		0.0	Controlling behavior undermines familial care and mutual respect within family values.	5.0	Action does not build community bonds or collaborative group loyalty norms.	0.0	Shows no reciprocity, trust, or mutual favor; instead, it enforces dominance.	5.0	No demonstration of bravery, fortitude, skill, or wit; action is authoritarian.	0.0	Contradicts humility, deference, and obedience, promoting oppressive control instead.	0.0	Lacks fairness and compromise in decision-making, favoring unilateral control.	5.0	Irrelevant to prior possession issues; the act is not about property or established rights.	-3.0	Overall, the oppressive control renders the scenario morally very unacceptable.	-3.1	test	-2.321768384786385	-2.7635390758514404
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		5.0	The act indirectly saves lives but doesn’t primarily involve family bonds.	8.0	Rescuing civilians reflects duty and loyalty to one's group in a military context.	5.0	No explicit exchange or reciprocation is shown; the action is purely mission driven.	9.0	The soldier demonstrates bravery, skill, and fortitude in a decisive rescue operation.	5.0	The action is not connected to humility or deference; its violent nature overshadows monkish virtues.	5.0	The focus is on saving lives not on mediating resource disputes, hence neutrality regarding fairness.	0.0	The deliberate destruction of property and loss of life conflicts with respecting prior possession.	2.0	Heroic rescue outweighs collateral harm, making the act morally acceptable though imperfect.	-0.52	test	1.0631100123468271	3.609647512435913
183	Effron	Helped an older man carry his luggage to his car	orig		5.0	Helping an older man is kind but not directly linked to family obligations.	5.0	The act is a general public kindness, not aimed at a specific group loyalty.	7.0	A favor that enhances reciprocity, showing willingness to help and expect mutual support.	5.0	The act is simple and courteous with no extraordinary heroic challenge.	10.0	Demonstrates humility, respect, and deference towards an elder.	5.0	There is no dispute over resources; the action remains neutral on fairness.	5.0	The scenario does not involve issues of prior possession or entitlement.	3.0	The deed is morally commendable and respectful, reflecting strong ethical behavior.	2.4	test	2.4983524278089693	2.8258421421051025
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		5.0	Helping a friend is supportive but not specifically a family action.	10.0	Assisting a friend in a new city strongly reflects group loyalty and camaraderie.	10.0	Driving a friend around shows reciprocation and gratitude for their trust.	5.0	The action is kind yet involves no notable acts of bravery or heroism.	5.0	No distinct monkish virtues are displayed in simple help.	5.0	The scenario does not involve any resource dispute or compromise issues.	5.0	There is no element of prior possession or property claim in this scenario.	4.0	The overall act is caring and morally commendable towards a friend.	2.64	test	0.8042645103112798	1.171580195426941
185	Effron	Drove through a puddle, splashing some pedestrians	orig		5.0	The action is unrelated to family values.	5.0	No indication of group loyalty; the act is individual and self-serving.	0.0	The driver shows no reciprocation or care; harming others contradicts reciprocity.	0.0	The act lacks bravery, skill, or effective wit; it is reckless rather than heroic.	0.0	Splashing pedestrians shows disregard and disrespect, contrary to monkish virtues.	5.0	The scenario does not involve distributing disputed resources, remaining neutral.	5.0	No prior possessions are contested; the act is neutral regarding this principle.	-2.0	Overall, the reckless behavior harming innocents makes the act morally negative.	-1.52941176	test	-2.8840247596864867	-1.8566815853118896
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		5.0	The act is unrelated to caring for family, so it is neutral regarding family values.	0.0	Disrupts communal norms and shows disregard for local conventions expected in group settings.	5.0	No reciprocal exchange or trust element is evident; the act is largely neutral in reciprocity.	5.0	The behavior is neither brave nor skillful; it is not an act of heroic virtue.	0.0	Exhibits a lack of respect, deference, and obedience, contrasting strongly with monkish virtues.	5.0	There is no dispute over resources; the act does not relate to fairness in division.	5.0	The situation involves no claims of prior possession or rightful ownership to consider.	-2.0	Public indecency disrupts societal norms, making the overall behavior morally unacceptable.	-3.4	test	-1.3416079550818683	-2.4488401412963867
187	Effron	Offered to help a neighbor fix a fence	orig		5.0	Helping a neighbor isn’t direct family care, so it remains neutral regarding family values.	7.0	Aiding a neighbor strengthens community bonds and local group loyalty.	7.0	Offering help builds reciprocal trust and gratitude.	5.0	Fixing the fence demonstrates practical skill yet is not a heroic act.	6.0	Assisting modestly reflects humility and respectful service.	5.0	The scenario shows no conflict regarding resource division; it remains neutral.	5.0	No issue of prior possession arises in helping a neighbor.	3.0	Overall, the act is commendable and positively contributes to community welfare.	2.53333336	test	0.9305395197480602	1.2144391536712646
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		5.0	Unrelated to caring for family; no effect on offspring or kin behavior.	0.0	Burning the flag opposes national group loyalty and undermines local conventions.	5.0	Not driven by reciprocity; it's a political protest without seeking favors or making amends.	5.0	The act is not clearly an expression of bravery or heroic skill; mostly a protest.	0.0	Flag desecration contradicts virtues of humility, obedience, and respect for symbols.	5.0	Action is not about resource disputes or compromise, hence neutral regarding fairness.	5.0	No link to issues of prior possession or recognized authority; remains neutral.	-2.0	With group loyalty and respect clearly undermined, overall moral acceptability tilts negatively.	-1.37	test	-1.3416079550818683	-2.4488401412963867
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		5.0	This act involves reconnecting with an old acquaintance; it does not impact family-related values.	7.0	Re-establishing a relation with a former friend reflects group loyalty and the value of social bonds.	5.0	The invitation hints at expecting future reciprocal support though no explicit favor is exchanged yet.	5.0	The act shows initiative but does not embody bravery, physical skill, or heroic challenges.	5.0	The action is courteous but not focused on humility, deference, or obedience in a monkish sense.	5.0	There is no resource dispute or need for compromise in this social invitation scenario.	5.0	No issue of prior possession or legacy claim is involved in simply reconnecting with someone.	0.0	Though it relies on personal ties, using an old connection for professional gain is ethically ambiguous.	0.12	test	0.32553078315661166	0.29846835136413574
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		5.0	The man’s action does not involve any family-related behavior or concern.	5.0	No group affiliation or loyalty is evident in simply walking down a hallway.	5.0	There is no reciprocation or social exchange implied by the action.	5.0	The action is neutral, showing no signs of heroic bravery or skill.	5.0	The behavior does not display humility, obedience, or monkish demeanour.	5.0	No dispute or resource conflict is involved in this scenario.	5.0	There is no indication of issues regarding prior possession or personal claim.	0.0	All actions are neutral; hence overall moral acceptability is balanced.	-0.2	test	0.3871365509119076	0.4948098659515381
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		5.0	Not related to family values; no care or offspring involved.	7.0	Playing cards with a friend supports social bonds and group collaboration.	5.0	Casual social activity with friendly trust; minimal reciprocal action.	5.0	The activity does not involve heroic challenges or virtues.	5.0	No demonstration of humility or obedience; purely social behavior.	5.0	No dispute over resources; fair play assumed in a game setting.	5.0	No issues with possession or prior claims in this context.	4.0	Friendly, socially positive activity making it highly morally acceptable.	0.44	test	0.32553078315661166	0.29846835136413574
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		5.0	Action isn’t focused on family, so it is neutral regarding family-specific values.	8.0	Sheltering flood victims shows strong community concern and loyalty to local group members.	5.0	The act is altruistic; it neither explicitly involves reciprocal exchange nor revenge.	6.0	Confronting disaster challenges with resourcefulness and resolve reflects moderate heroic virtues.	8.0	The selfless, humble service to strangers points to a high degree of monkish virtues.	5.0	The scenario does not involve resource disputes; it remains neutral on fairness.	5.0	No issues with prior possession or claims are involved; neutrality applies.	4.0	Overall, the action is highly morally commendable with significant altruism and community service.	3.63	test	1.5878352557939266	1.2699055671691895
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		10.0	Teacher actively cares about students' families, clearly reflecting strong family values.	8.0	Increases community collaboration and respects local customs by engaging parents personally.	8.0	Teacher fosters mutual trust and assistance by directly communicating with parents.	5.0	Action shows dedication but does not exemplify traditional heroic virtues like bravery or fortitude.	8.0	Teacher demonstrates humility and respect in addressing parents’ challenges and needs.	5.0	Not directly involved in resource division, thus remaining neutral regarding fairness.	5.0	No matters of prior possession arise in this context, so it remains neutral.	4.0	Overall, the teacher's caring and respectful actions make the scenario highly moral.	2.56	test	2.090251827345634	2.298635721206665
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		5.0	Not related to family care or offspring protection.	5.0	Not expressing loyalty or group solidarity; action is isolated and tactical.	0.0	Violence and cruelty undermine trust, reciprocity, and mutual respect.	0.0	Lacks courageous, skilled, or noble aspects; it is brutal rather than heroic.	0.0	Disrespectful and demeaning, opposing humility and modesty.	0.0	No fairness or compromise is attempted; the act is one-sided and coercive.	5.0	Unrelated to disputes over property or prior possession; neutral on this aspect.	-4.0	The act is extremely immoral, showing cruelty and violating ethical norms.	-1.546666667	test	-2.815845245650257	-2.334294080734253
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		5.0	Not related to nurturing offspring or family obligations.	5.0	The lie was for social acceptance, not to build genuine group ties.	0.0	Deception undermines trust and reciprocal norms.	5.0	The act shows a minor cleverness but not real bravery or skill.	0.0	Lying contradicts virtues of honesty, humility, and respect.	5.0	Not applicable to fairness in resource distribution; neutral context.	5.0	Irrelevant to notions of prior possession or deference.	-1.0	Moral acceptability is slightly negative due to deceptive behavior under pressure.	-1.39	test	-2.066764753257721	-2.211866617202759
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		5.0	No involvement of family care; action is unrelated to offspring or familial protection.	0.0	Violates local driving rules and group conventions expected in community settings.	0.0	Reckless behavior undermines mutual trust and the spirit of reciprocal safety.	0.0	Fails to show bravery or skill; instead, it's a dangerous, thoughtless act.	0.0	Disobeys established rules and lacks the respect for obedience and humility.	5.0	Not relevant to dividing resources; remains neutral on fairness issues.	5.0	Action is unrelated to disputes over property or prior possession claims.	-3.0	Overall, the act is highly irresponsible and dangerous, violating essential social norms.	-1.07	test	-2.730010340298246	-2.4518015384674072
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		5.0	Action not primarily related to caring for family or offspring.	10.0	Prioritizes the safety of his own group, showing strong in-group loyalty.	5.0	No exchange of favors or trust; action driven by immediate crisis response.	8.0	Quick, skilled, and brave decision under extreme pressure despite moral costs.	0.0	Lacks humility, deference, or obedience; self-interested tactical choice.	0.0	No attempt at fair negotiation; sacrifices one life to save his group.	5.0	Not related to property claims or prior possession issues; remains neutral.	-2.0	Heroic intent clashes with unjustified collateral damage, rendering the action morally problematic.	-0.67	test	-1.0911012759648604	-2.3667871952056885
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		5.0	The action is not related to family values.	0.0	Singing a rival fight song undermines institutional group loyalty.	5.0	The act does not involve any reciprocal social exchange.	5.0	Singing at a pep rally is entertainment, not an act of heroism.	5.0	This act does not particularly express humility or deference.	5.0	No resource dispute or fairness issue is involved in singing a song.	5.0	The action does not involve claiming or deferring to prior possession.	-2.0	The disloyal act detracts from overall moral acceptability.	-1.7	test	0.5411509703001482	-0.21482747793197632
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		5.0	The man's breakfast choice does not involve family interactions or responsibilities.	5.0	This is a personal action, not involving any group or community activity.	5.0	No reciprocal gesture or exchange is evident in the eating action.	5.0	There is no demonstration of bravery, fortitude, skill, or wit in this scenario.	5.0	The act is neutral and does not show humility, deference, or obedience.	5.0	No contested resource division or compromise occurs in this breakfast activity.	5.0	There is no issue of prior possession being acknowledged or contested.	0.0	Overall, the action is morally neutral, reflecting no high or low moral value.	-0.1	test	0.3871365509119076	0.4948098659515381
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		5.0	Action is a disciplinary measure, not clearly supporting nurturing or offspring care.	5.0	No visible indication of group loyalty or participation in collective endeavors.	5.0	The act isn’t motivated by reciprocation, gratitude, or making amends.	5.0	No heroic traits like bravery or wit are displayed in this intervention.	5.0	The intervention does not reflect humility, deference, or clear obedience.	5.0	Not directly related to fair division of resources or mediating disputes.	5.0	The action does not involve deference to prior possession rights.	0.0	Overall, the act is neutral in moral acceptability without extreme ethical implications.	-2.2	test	0.3871365509119076	0.4948098659515381
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		5.0	Observing someone does not involve family care or inbreeding; it's neutral.	5.0	No group allegiance or friendship dynamics are shown; simply individual observation.	5.0	There is no exchange, trust, or retaliation evident in the action.	5.0	No display of bravery, fortitude, or skill; just passive observation.	0.0	Staring openly at someone disfigured shows a lack of respect and deference.	5.0	The scenario involves no division or compromise regarding disputed resources.	5.0	There is no issue of prior possession or deference to it in this act.	-2.0	Overall, the act is slightly immoral due to disrespect despite other neutral aspects.	-2.0	test	-1.4956223744701087	-1.5243380069732666
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		10.0	Caring for relatives in distress shows strong commitment to family values.	10.0	Providing care to family members displays loyalty towards one's kin group.	5.0	The action is altruistic, not driven by direct reciprocal exchange.	5.0	While commendable, the act does not emphasize heroic traits like bravery or wit.	5.0	The action is caring rather than focused on humility or obedient deference.	5.0	No dispute or resource division is involved in this caregiving scenario.	5.0	The scenario does not concern prior possession or claims to property.	4.0	Strong family care and loyalty render this scenario highly moral overall.	3.36	test	0.5563052770885606	0.5973268151283264
