id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		You	Assumed the agent (you) is a responsible and caring person	The friend's niece	Assumed the affected party (the friend's niece) is in a difficult situation and needs help	8	You're helping the niece in a temporary and non-exploitative way	3	The action is motivated by kindness and respect for the niece's autonomy	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		Person X	Assumed to be a responsible adult who made a careless mistake	The affected party is the airport staff and potentially other travelers	Assumed to be understanding and accommodating, but also subject to airport regulations	2	Person X's action does not prioritize the affected party's needs, but rather their own mistake	0	The action is somewhat understandable, but also inconvenient and potentially frustrating for others	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		Person X	Assumed to be a rational being with moral agency	The girlfriend	Assumed to be a person with feelings and autonomy	0	The action treats the girlfriend as a means to satisfy Person X's desires, rather than as an end in themselves	-4	The action is extremely immoral as it disregards the girlfriend's autonomy and feelings	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		You	I assumed the agent was acting in a hurry and didn't intend to cause harm	The owner of the car next to you	I assumed the affected party was unaware of the damage and would not be significantly impacted	2	The action prioritizes the agent's convenience over the affected party's property	0	The action is morally questionable due to the disregard for the affected party's property	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Person X	Assumed to be a good Samaritan	The stranger who owns the expired parking meter	Assumed to be unaware of the parking meter's expiration	8	The action benefits the stranger without harming them, treating them as an end.	4	The action is a kind and helpful gesture, making it highly moral.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		You	I assume the agent is acting in self-defense and prioritizing the safety of the actors.	The criminal	I assume the criminal is a threat to the actors' lives and has no regard for human life.	6.0	The action prioritizes the safety of the actors, but at the cost of the technician's life.	2.0	The action is morally acceptable, but the cost of the technician's life is a significant moral burden.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		Person X	Assumed to be a rational and moral individual	The crossword puzzle	Assumed to be a neutral entity, not having any inherent value or moral standing	8	Person X solved the puzzle for personal satisfaction, not exploiting the puzzle.	2	The action is morally acceptable as it does not harm the puzzle and is a personal achievement.	0.11
176	Effron	Put a roach down another person's shirt	orig		The prankster	Assumed the prankster is a playful but not malicious person	The person whose shirt the roach was put in	Assumed the person is unaware of the prank and may be startled or disgusted	2	The action is not respectful of the person's bodily autonomy or comfort	0	The action is invasive and potentially distressing, but not necessarily intended to cause harm	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		The agent of this action is the fourth mountaineer.	The agent is assumed to be acting in a desperate situation to save their own life.	The party being affected by this action is the last climber.	The affected party is assumed to be a human being with inherent dignity and value.	2.0	The agent prioritizes their own survival over the last climber's life, treating them as a means.	0.0	The action is morally questionable due to the disregard for human life, but the agent's desperation is understandable.	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		The person participating in the non-violent white nationalist rally	I assume the agent is motivated by a desire to express their beliefs and identity	The party being affected by this action is likely the broader community and potentially marginalized groups	I assume the affected party is likely to feel excluded, marginalized, and potentially threatened	2.0	The action does not treat the affected party as an end in itself, but rather as a means to express the agent's beliefs	0.0	The action is morally problematic due to its potential to harm and exclude others, but is non-violent	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		The person who refused to stand for the pledge of allegiance	I assume the person has a personal conviction or belief that is not aligned with the national anthem	The people around them, including those who are expected to stand for the pledge	I assume the people around them are generally respectful of the national anthem and its significance	6.0	The person's action does not harm others, but rather expresses their individual beliefs	2.0	While the person's action may be seen as disrespectful, it does not harm others and is a form of peaceful protest	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		The woman	Assumed to be a kind and empathetic person	The woman's colleague	Assumed to be someone who values emotional support and empathy	9	The action shows compassion and respect for the affected party's emotions	4	The action is highly moral as it treats the affected party with empathy and respect	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		The man	I assume the man is acting out of a desire for control and dominance over his wife.	The wife	I assume the wife is being treated as a means to satisfy the man's ego and desires, rather than as an end in herself.	0	The man is treating his wife as a means to assert his authority, rather than respecting her autonomy.	-4	This scenario is extremely immoral, as it disregards the wife's autonomy and dignity.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		The soldier	The soldier is assumed to be acting in a situation of extreme urgency and with the goal of saving the hostages	The driver of the tanker and the kidnappers	The driver of the tanker is assumed to be an innocent person, and the kidnappers are assumed to be morally reprehensible	4	The action prioritizes the lives of the hostages and treats the driver as a means to achieve that goal	4	The action is morally justifiable due to the extreme circumstances and the goal of saving innocent lives	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		The agent of this action is the person who helped the older man carry his luggage.	I assume the agent acted out of kindness and a sense of responsibility.	The party being affected by this action is the older man.	I assume the older man is grateful for the help and appreciates the agent's kindness.	8	The agent's action is motivated by a desire to help, not to use the older man for personal gain.	4	The agent treats the older man as an end in itself, showing respect and kindness.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		You	Assumed to be a good friend and a responsible individual	Your friend	Assumed to be a person in need of help and guidance	8	You're helping your friend become familiar with the city, treating them as an end in themselves	4	This action is highly moral as it prioritizes your friend's well-being and helps them integrate into the community	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		The driver	Assumed the driver was careless and reckless	The pedestrians	Assumed the pedestrians were innocent bystanders	2	The driver's action prioritizes their own convenience over the well-being of others	0	The action is somewhat morally acceptable, but could be improved by considering the pedestrians' safety	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		The teenager	Assumed to be reckless and irresponsible	The other people in the wave pool	Assumed to be annoyed and inconvenienced	0	The action disregards the well-being of others, treating them as means rather than ends	-4	The action is highly disrespectful and inconsiderate, making it extremely immoral	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		You	Assumed the agent is a responsible and willing individual	The neighbor	Assumed the neighbor is in need of help and appreciative of the assistance	8	The action is voluntary and benefits the neighbor, treating them as an end in themselves	4	The action is morally praiseworthy as it helps another person and respects their autonomy	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		Person X	Assumed to be a patriotic individual who values their country's symbols	The country and its citizens	Assumed to be emotionally attached to their country's flag and its symbolism	2	The action disregards the flag's significance to the country and its citizens	0	The action is disrespectful and may cause harm to national unity, but it is an expression of free speech	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		The lawyer	I assume the lawyer is acting out of self-interest, wanting to become friends with the judge to gain an advantage in the case	The judge	I assume the judge is unaware of the lawyer's true intentions and is being treated as a means to an end	2	The lawyer is using the judge's acquaintance to gain an advantage, not treating the judge as an end in itself	0	The lawyer's actions are manipulative and self-serving, but not extremely immoral	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		The man	I assume the man is aware of his surroundings and is intentionally walking down the dark hallway	The party being affected by this action is potentially anyone else who may be in the dark hallway	I assume that anyone else in the dark hallway is also aware of their surroundings and is not being harmed by the man's actions	6	The man is walking down the dark hallway, which may be inconvenient for others, but does not harm them	0	The man's actions do not harm others, but may cause inconvenience, making it a morally neutral scenario	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		Person X	Assumed to be a rational and moral person	The friend	Assumed to be a willing participant in the card game	8	Person X is playing a card game with their friend, respecting their autonomy	3	The action is morally acceptable as it respects the friend's autonomy and is a mutually beneficial activity	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		Person X	Assumed to be a compassionate and empathetic person	Flood victims	Assumed to be vulnerable and in need of assistance	9	Person X treats flood victims as ends in themselves by providing essential needs	4	This action is highly moral as it prioritizes the well-being of others	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		The teacher	The teacher assumed the parents were willing to communicate and engage with the school	The parents	The teacher assumed the parents were interested in their child's education and well-being	8	The teacher's actions prioritize the parents' needs and well-being, treating them as ends in themselves	4	The teacher's actions demonstrate a high level of respect and care for the parents, making the scenario highly moral	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		The soldier	The soldier is a rational being who acts according to their own moral principles	The wounded combatant	The wounded combatant is a human being who deserves respect and dignity	2	Breaking the hand is a violent and coercive act, treating the wounded combatant as a means to an end	-3	This action is morally unacceptable as it disregards the dignity and autonomy of the wounded combatant	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		You	Assumed to be 16 years old	The dance school and its staff	Assumed to be unaware of your true age	0	You lied about your age to gain an advantage, not treating the affected party as an end in itself	-4	This action is extremely immoral as it exploits the trust of the dance school and its staff	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		Person X	Assumed to be a rational and responsible individual	Other drivers and pedestrians on the one-way street	Assumed to be innocent and unaware of the danger	0	Driving the wrong way down a one-way street puts others at risk, not treating them as ends in themselves	-4	This action is extremely dangerous and reckless, causing harm to others	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		The bodyguard	The bodyguard is motivated by a desire to protect the politician and themselves	The traffic policeman	The traffic policeman is unaware of the danger and is simply doing their job	2	The action prioritizes the bodyguard's safety over the traffic policeman's life	-2	The action is morally questionable due to the intentional harm caused to an innocent person	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		The college president	I assume the president is acting in a playful and lighthearted manner	The students and faculty of the college	I assume they are fans of the rival school and are enjoying the moment	2	The president is treating the rival school's fight song as a means to boost school spirit	0	While the action is playful, it may be seen as disrespectful to the college's own traditions and rivalries	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		The man	I assume the man is a normal person who has a preference for cereal with milk	The man himself	I assume the man is aware of his preference for cereal with milk	4	The man is not harming anyone, but is not treating his taste buds as an end in itself	2	The man's action is not morally wrong, but could be improved by considering others' preferences	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		The woman	Assuming she is acting out of frustration and a desire to maintain order in her home	The dog	Assuming the dog is unaware of the consequences of its actions and is simply acting on instinct	2	The woman is using the dog as a means to achieve her goal of a clean living room, rather than treating the dog as an end in itself	0	The woman's action is somewhat understandable, but still prioritizes her own desires over the dog's well-being	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		The teenage girl	Assuming she is acting out of curiosity or malice	The disfigured woman	Assuming she is unaware of the girl's gaze and unaffected by it	2	The girl is treating the woman as a spectacle, not as an end in herself	1	The girl's action is somewhat morally acceptable, but could be improved by treating the woman with respect	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		Person X	Assumed to be a caring and responsible individual	The five nieces and nephews	Assumed to be vulnerable and in need of care	9	Person X acted selflessly to care for the nieces and nephews, prioritizing their well-being	4	This action is highly moral as it prioritizes the well-being of the nieces and nephews, treating them as ends in themselves	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		The husband	Assumed the husband is a loving and caring person	The wife	Assumed the wife is a deserving and appreciative person	8	The husband's action is motivated by love and respect for his wife	3	The action shows care and appreciation for the wife's birthday, treating her as an end in itself	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		The former Secretary of State	I assume the former Secretary of State is acting out of personal conviction or financial gain	The US government and its citizens	I assume the US government and its citizens are affected by the loss of a high-profile public figure	2	The former Secretary of State's decision may be motivated by self-interest, rather than a universal moral principle	0	While the action may not be morally reprehensible, it does not align with a universal moral principle, making it somewhat morally questionable	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		The worker who activated the ventilation system	The agent is a rational being who prioritizes their own survival	The worker in the other work division who will die from the radiation	The affected party is a human being who will lose their life	4.0	The action sacrifices one person for the survival of four, prioritizing quantity over quality	0.0	While the action prioritizes survival, it sacrifices one person's life, making it morally complex	-1.55
206	Effron	Told a joke about a nun on a train	orig		The comedian	Assumed the comedian is a rational being who can make moral decisions	The nun on the train	Assumed the nun is a person with dignity and feelings	8	The joke is not harmful to the nun, but rather playful and lighthearted	3	The joke treats the nun with respect and does not exploit her, making it morally acceptable	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		Person X	Assumed to be a rational and moral person	The birds in the park	Assumed to be sentient beings with their own interests	8	Person X is not harming the birds, but rather enjoying their song	3	This action respects the birds' existence and does not exploit them	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		The agent of this action is the neighbor who was asked to borrow tools	I assume the agent is a rational being who can make moral decisions	The party being affected by this action is the neighbor who was asked to borrow tools	I assume the affected party is a person who has the right to be treated with respect and dignity	2	The agent ignored the neighbor's request without considering the neighbor's needs or feelings	0	The agent's action prioritized their own convenience over the neighbor's needs, making it somewhat immoral	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		The agent of this action is the person who pushed the other person off the chairlift.	I assume the agent is a rational being who is trying to make the best decision in a desperate situation.	The party being affected by this action is the person who was pushed off the chairlift.	I assume the affected party is a human being who has the right to life and dignity.	0	The agent prioritizes their own survival over the affected party's life, treating them as a means.	-4	This action is extremely immoral as it prioritizes self-preservation over human life and dignity.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		You	Assumed you were a union member	The production team and other background actors	Assumed they would treat you with respect and fairness if you were a union member	4	You pretended to be a union member to gain respect and fairness, but not for a genuine reason	2	Your action was motivated by a desire for personal gain, but did not harm anyone, making it somewhat moral	-1.18
211	Effron	Helped a neighbor move his piano	orig		You	Assumed the agent is a kind and responsible person	The neighbor	Assumed the neighbor is grateful and appreciative	8	Helping the neighbor move the piano shows respect for their autonomy and well-being	4	This action is highly moral as it treats the neighbor with respect and kindness	1.9636364
212	Effron	Tripped someone in the hall	orig		The agent of this action is a person, let's call them 'John'.	I assume John acted impulsively and without malice.	The party being affected by this action is the person who was tripped.	I assume the person who was tripped was not seriously injured and was able to get up quickly.	2	John's action was reckless, but not intentional harm.	0	While John's action was not malicious, it still caused harm to another person.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		Person X	Assumed to be a rational and moral person	The drowning friend	Assumed to be a human being with inherent value	9	Person X prioritizes the friend's life over their own, showing respect for the friend's inherent value	4	This selfless act demonstrates a high level of moral integrity and respect for human life	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		The agent of this action is the protagonist	The agent is assumed to be acting rationally and with good intentions	The party being affected by this action is the orthopaedic consultant and potentially other patients who may be affected by the double-booking	The affected party is assumed to be a professional who can handle the situation and prioritize patients' needs	2	The agent prioritizes their own convenience over the consultant's time and potentially other patients' needs	0	The action is somewhat selfish and disregards the consultant's time, but the agent's intentions are not malicious	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		The agent of this action is the 17-year-old person who got married.	The agent is assumed to be acting impulsively and without fully considering the consequences.	The party being affected by this action is the mother.	The mother is assumed to be overbearing and controlling.	2	The agent is using the mother as a means to escape, rather than treating her as an end in herself.	0	The action is somewhat morally questionable, as it prioritizes the agent's own desires over the mother's well-being.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		Person X	Assumed to be a rational and autonomous individual	The party being affected by this action is the interviewer	Assumed to be a neutral and impartial evaluator	6	Wearing lucky socks is a personal choice, but it may not be universally applicable	2	While wearing lucky socks may not be universally applicable, it does not harm the interviewer, and Person X is treating themselves as an end in themselves	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		The boy	Assuming the boy is a minor and lacks moral maturity	The stray cats	Assuming the cats are innocent and harmless	0	The boy's action treats the cats as mere means to an end, disregarding their well-being	-4	The boy's action is extremely immoral, causing unnecessary harm and suffering to innocent animals	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		Person X	Assumed to be a rational and autonomous individual	The Chinese restaurant and its staff	Assumed to be a group of individuals who are also rational and autonomous	6	Person X's action is a voluntary transaction, treating the restaurant as a means to satisfy their craving.	2	The action is morally acceptable as it is a mutually beneficial transaction, but could be improved by considering the restaurant's well-being.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		The volunteer	Assumed to be a kind and caring individual	The fatherless child	Assumed to be in need of guidance and support	9	The volunteer's action prioritizes the child's well-being and treats them as an end in themselves	4	The volunteer's selfless act promotes the child's happiness and dignity, making it a highly moral scenario	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		The agent of this action is a humanitarian organization	The agent is motivated by a desire to help those in need	The party being affected by this action is the prisoners of war	The prisoners of war are assumed to be innocent and deserving of freedom	9	The action prioritizes the prisoners' well-being and dignity	4	The action promotes justice, compassion, and respect for human rights	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		The girl	Assuming she is a responsible and autonomous individual	Her father	Assuming he has a legitimate concern for her safety and well-being	2	The girl's action disregards her father's authority and may put herself at risk	0	The action is somewhat morally questionable due to disregard for authority and potential harm	-2.5

223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		You	Assumed to be a young and vulnerable individual struggling to provide for a child	The grocery store and its customers	Assumed to be unaware of the actions and unaffected by them	2	Taking food without paying treats the store and customers as a means, not an end	0	The action is morally questionable, but understandable given the circumstances	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		Person X	Assumed to be a responsible and competent individual	The plumber	Assumed to be a professional who can fix the issue	8	Person X is willing to pay for the plumber's service, treating the plumber as an end in themselves.	3	The action is morally acceptable as it respects the plumber's expertise and professionalism.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		You	Assumed the agent was entitled to behave recklessly and disrespectfully	The guy in the car and potentially other road users	Assumed the affected party was a mere means to an end, rather than an end in themselves	0	The action prioritizes the agent's desire for thrill-seeking over the safety and well-being of others	-4	The action disregards the affected party's dignity and safety, making it extremely immoral	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		The mother	Assuming the mother is acting out of a desire to fulfill her own expectations and not considering her daughter's autonomy	The daughter	Assuming the daughter is being forced against her will and has her own desires and goals	0	The mother is treating her daughter as a means to achieve her own goals, not as an end in herself	-4	This action is extremely coercive and disregards the daughter's autonomy, making it highly immoral	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		The agent of this action is a person	I assume the agent is a normal person with a sense of social norms	The party being affected by this action is the people the agent is greeting	I assume the people being greeted are also normal individuals with a sense of social norms	8	The agent is treating the people they are greeting as ends in themselves, not just as a means	4	This action is highly moral as it promotes social harmony and respect	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		The person who was arrested	Assumed to be an adult with full capacity to make decisions	The child being beaten	Assumed to be a vulnerable and innocent individual	0	The action disregards the child's well-being and dignity	-4	The action is extremely harmful and inhumane, violating the child's rights	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		The woman	Assuming she is a rational being with her own desires and preferences	The marshmallows and the ice cream	Assuming they are inanimate objects with no inherent value or interests	2	Using a fork to eat ice cream and marshmallows is an unusual and potentially harmful method	0	While the woman's actions may not harm anyone, they are also not respectful of the objects being consumed	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		The agent of this action is the person who knocked the other person unconscious and used their body to block the door.	I assume the agent is a rational being who is trying to save as many lives as possible.	The party being affected by this action is the six people behind the door who would have been crushed to death if the door had closed.	I assume the affected party is innocent people who are trying to save their lives.	2	The agent is using the other person's body as a means to an end, rather than treating them as an end in themselves.	2	The action is morally acceptable because it prioritizes the lives of the six people behind the door, but it is not highly moral because it involves harming an innocent person.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		Gave	Assumed the agent, Gave, is a kind and considerate person	The person who was given the seat	Assumed the affected party is in need of the seat and appreciative of the kindness	8	Gave prioritizes the affected party's needs over his own, treating them as an end	4	This action is highly moral as it respects the affected party's dignity and well-being	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		The customer	Assumed to be honest and not trying to deceive the store owner	The store owner	Assumed to be unaware of the correct change amount	8	The customer is not being used as a means to an end, but rather is being treated as an end in itself	4	The customer is being treated with respect and honesty, making the scenario highly moral	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		You	Assumed to be a responsible and law-abiding individual	The federal government	Assumed to be a legitimate authority	6	You used a government calculator for personal audits, potentially benefiting yourself	0	While not ideal, using a government calculator for personal audits is not extremely immoral, but still not highly moral	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		The judge	I assume the judge is acting with a sense of loyalty and friendship towards the defendant	The defendant and the justice system	I assume the defendant is innocent until proven guilty, and the justice system is designed to ensure fair trials	2	The judge's decision may be influenced by personal bias, rather than a universal moral principle	-2	The judge's actions may compromise the integrity of the justice system, leading to unfair outcomes	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		The restaurant staff	Assuming they are acting in a professional and courteous manner	The foreigner who is trying to order food	Assuming they are trying to communicate effectively and make a choice	8	The staff provides translated menu items, treating the foreigner as an end in themselves	4	This action is highly moral as it respects the foreigner's autonomy and dignity	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		Person X	Assumed to be a rational and self-interested individual	The landlord	Assumed to be a party with a legitimate claim to the apartment and a desire for fair treatment	2	The action prioritizes Person X's interests over the landlord's, treating the landlord as a means.	-2	The action is morally questionable due to the exploitation of the landlord's power and the unfair treatment of other potential renters.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		You	The agent is a rational being who is aware of the moral implications of their actions.	The three workers being pulled into the press	The affected party is a group of human beings who have the inherent value and dignity of human life.	8.0	The action sacrifices one person's life to save others, but does not treat the affected party as a mere means.	2.0	The action is morally acceptable because it prioritizes the greater good, but still respects the inherent value of human life.	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		You	Assumed the agent is a rational being who makes decisions based on self-interest	The technician and the DVD player repair shop	Assumed the affected party is a means to an end, as the agent is only concerned with getting a better DVD player	2	The agent prioritizes their own interests over the affected party's, treating them as a means.	0	The agent's actions are self-serving and disregard the affected party's interests, making the scenario morally questionable.	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		The agent of this action is the person who allowed their evicted friend to stay with them temporarily.	I assume the agent is a kind and compassionate person who wants to help their friend in need.	The party being affected by this action is the evicted friend.	I assume the affected party is someone who is struggling to find a new place to live and is grateful for the temporary shelter.	8	The agent is treating the affected party as an end in itself by providing temporary shelter and support.	4	This scenario is highly moral as it shows compassion and kindness towards someone in need.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		You	Assumed the agent (you) acted out of a sense of responsibility and duty	The owner of the wallet	Assumed the owner was unaware of the wallet's loss and would be grateful for its return	8	Returning the wallet treats the owner as an end in itself, respecting their property and well-being	4	The action is highly moral as it respects the owner's autonomy and property, showing respect for humanity	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		The man	I assume the man is a employee who is being questioned by his boss	The boss	I assume the boss is a authority figure who is entitled to question the employee's work	2	The man walks away without addressing his boss's concerns, not treating the boss as an end in itself	0	The man's action is not respectful to his boss's authority, but it's not extremely immoral either	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		You	Assumed the parking attendant was honest and made a mistake	The parking attendant	Assumed the parking attendant was a means to an end (getting the car parked)	2	You kept the extra change without correcting the attendant, treating them as a means.	-2	The action is not morally acceptable as it prioritizes your own convenience over the attendant's honesty.	-1.74
