id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		-4	-3	0	-2	-3	-3	-3	Yelling can cause emotional harm to the server.	Yelling is unfair to the server who may not control meal timing.	No direct betrayal or loyalty involved.	Yelling undermines the server's authority in their role.	Yelling degrades the dignity of the server.	Yelling can be seen as oppressive behavior.	Predominantly negative scores indicate high immorality.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		-3	-4	-5	0	0	0	-4	Potential emotional harm to the colleague.	Broke a promise, which is unfair.	Betrayed the colleague's trust.	No direct challenge to authority.	No degradation of sanctity involved.	No oppression or restriction of liberty.	Highly immoral due to extreme negative scores in key norms.	-2
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		-5	-4	0	-3	-4	-5	-4	Physical violence causing harm to the woman.	Unfair treatment based on religious attire.	No direct betrayal or loyalty involved.	Disrespecting societal norms of non-violence.	Degrading the woman's dignity and religious expression.	Oppressing the woman's freedom to wear a hijab.	All norms indicate extreme immorality.	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		-3	-4	-3	-4	-3	2	-3	Potential emotional harm to families involved.	Possible infidelity if either party is married.	Betrayal of trust within the team community.	Undermines the coach's authority and professionalism.	Potentially degrades the sanctity of the coach's role.	Both parties are consenting adults.	Mostly immoral acts with one slightly moral act.	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		-5	-5	-5	-5	-5	-5	-4	Executing surrendering troops causes extreme harm.	Killing those who surrendered is highly unfair.	Betrays the trust of surrendering enemies.	Disobeys rules of war and military conduct.	Degrades the sanctity of human life.	Denies the liberty and rights of prisoners.	All norms are extremely negative.	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		-5	0	-3	-4	4	3	-3	Refusing to fire avoids harm to innocent people.	No direct relevance to fairness or cheating.	Could be seen as disloyal to comrades needing support.	May be viewed as disobeying orders.	Protects the sanctity of innocent lives.	Supports the liberty of innocent bystanders.	Harm, betrayal, and subversion outweigh sanctity and liberty.	2.133333333
95	Effron	Pulled his dog's tail	orig		-4	0	-3	0	-3	0	-3	Pulling a dog's tail can cause pain or distress.	This scenario does not involve fairness or cheating.	Pulling a dog's tail may be seen as a betrayal of trust.	This scenario does not involve subversion or authority.	Pulling a dog's tail can be seen as degrading treatment.	This scenario does not involve oppression or liberty.	High harm, betrayal, and degradation make it highly immoral.	-2.03428576
96	Effron	Beat up someone smaller than him	orig		-5	-4	-2	-3	-4	-5	-4	Beating up someone causes physical and emotional harm.	The act is unfair due to the power imbalance.	Betrayal may apply if there was a prior relationship.	Subversion of social norms against violence.	Degrades the dignity of the victim.	Oppresses the smaller individual’s freedom.	All norms are highly negative, indicating extreme immorality.	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		-4	-3	-3	0	0	0	-3	Refusing notes harms a friend in need.	Not sharing notes may seem unfair.	Refusal could be seen as disloyal.	Not relevant to authority dynamics.	Not relevant to sanctity or degradation.	Not relevant to oppression or liberty.	Mostly harmful, unfair, and disloyal actions.	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		-2	0	0	0	-3	0	-2	Neglecting the garden causes harm to the grass.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	Neglecting the garden degrades its aesthetic value.	No oppression or liberty issues involved.	Negative scores in Harm and Sanctity norms.	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		0	0	0	0	0	0	0	No harm or help involved in forgetting items.	No cheating or fairness issues in forgetting items.	No betrayal or loyalty issues in this scenario.	No subversion or authority issues involved.	No degradation or sanctity issues present.	No oppression or liberty issues involved.	All norms are neutral, implying no moral action.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		-3	-4	-3	-2	0	0	-3	Taking coins harms sister financially.	Taking coins without permission is unfair.	Taking coins betrays sister's trust.	Act subverts household rules.	Act does not degrade sanctity.	Act does not involve oppression or liberty.	Predominantly immoral actions with no positive or neutral norms.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		5	0	5	0	0	0	4	Person X helped a friend in danger.	No elements of cheating or fairness involved.	Person X showed loyalty by helping the friend.	No authority figures or rules were subverted.	No elements of degradation or sanctity involved.	No elements of oppression or liberty involved.	High help and loyalty, no other norms apply.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		-4	-4	-3	0	0	0	-4	Breaking the phone causes harm to the friend.	Not replacing or apologizing is unfair.	Not addressing the issue can feel like betrayal.	This norm is not relevant to the scenario.	This norm is not relevant to the scenario.	This norm is not relevant to the scenario.	High levels of harm, cheating, and betrayal.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		3	-3	2	-2	-3	2	0	Saving five people but harming one.	Unfair to the person below.	Loyalty to the five people inside.	Acting against standard safety protocols.	Destruction of property and potential loss of life.	Choosing the lives of many over one.	Mixed scores average to neutral	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		2	-1	3	0	0	0	2	Laughing helps maintain social harmony.	Not being honest about the joke's humor.	Loyalty to friend by supporting their joke.	No significant impact on authority.	No degradation or sanctity involved.	No oppression or liberty issues involved.	Moderately moral with some fairness and loyalty issues.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		-4	0	0	-3	-5	-2	-4	Potential harm to the elderly man due to vulnerability.	No clear element of cheating or fairness involved.	No betrayal or loyalty issues are evident.	Subversion of social norms and bar rules.	Degrading behavior in a public setting.	Elderly man's liberty to act, but potentially oppressed by intoxication.	High harm, subversion, degradation, and oppression make the scenario highly immoral.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		5	4	5	0	0	4	4	Person X is helping their friend financially.	Person X's act is fair and supportive.	Person X shows loyalty to their friend.	No subversion or authority involved.	No degradation or sanctity involved.	Person X's act promotes liberty for their friend.	High positive scores in applicable norms indicate high moral acceptability.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		5	4	0	3	4	3	4	Giving toys to children helps and brings joy.	The act is fair, benefiting children equally.	No betrayal or loyalty involved in this act.	The act respects authority and social norms.	The act upholds the sanctity of kindness.	The act promotes liberty by freely giving.	High scores in positive norms indicate high moral acceptability.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		-4	-4	-3	-2	-3	-4	-4	Withholding aid harms the village to gain intelligence.	Using aid as leverage is unfair manipulation.	Threatening to withhold aid can be seen as a betrayal of trust.	The act may subvert local authority structures.	Using aid as a bargaining chip degrades its sanctity.	Coercing the village limits their freedom to act voluntarily.	All norms are significantly negative, indicating high immorality.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		-3	-4	-4	0	-3	-2	-3	Lying can emotionally harm the girlfriend.	Lying about other dates is unfair.	Lying indicates betrayal of trust.	Not directly relevant to authority.	Lying degrades the relationship's sanctity.	Lying restricts the girlfriend's informed choices.	Predominantly immoral actions with no positive norms.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		5	3	5	0	4	4	4	The act is highly helpful to the parents.	The act is fair, no cheating involved.	The act demonstrates strong loyalty to the parents.	The act does not subvert any authority.	The act upholds the sanctity of family bonds.	The act promotes liberty by giving parents a vacation.	High positive scores in all applicable norms indicate high moral acceptability.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		-3	-4	0	0	0	0	-3	Taking all candy harms others' experience.	Unfair to take all candy, leaving none.	No direct betrayal or loyalty involved.	No authority being subverted.	No degradation or sanctity issues.	No oppression or liberty concerns.	Significant harm and cheating, no positive norms.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		0	0	0	0	-1	0	-1	No harm or help involved in this scenario.	No cheating or fairness issues present.	No betrayal or loyalty concerns involved.	No subversion or authority issues present.	Mild social embarrassment, but not degradation.	No oppression or liberty issues involved.	Minor degradation, other norms neutral.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		-4	-3	0	0	-4	-3	-4	Commenting can cause emotional harm to the woman.	The comment is unfair and unkind.	No direct betrayal or loyalty involved.	No authority or subversion involved.	The comment degrades the woman's dignity.	The comment can be seen as oppressive.	High harm, cheating, degradation, and oppression make the scenario highly immoral.	-3
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		0	0	0	0	-2	3	1	No one was harmed or helped.	No indication of cheating or unfairness.	No betrayal or loyalty issues mentioned.	No authority figures or rules subverted.	Potentially seen as degrading by some.	Exercise of personal liberty.	Mixed norms with slight positive and negative values.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		-4	-5	-5	-4	-4	-3	-4	Lying to clients can cause them harm.	Lying is a form of cheating and unfairness.	Lying to clients is a betrayal of their trust.	Lying undermines the integrity of the legal profession.	Lying degrades the sanctity of the attorney-client relationship.	Lying can limit clients' freedom to make informed decisions.	All norms indicate extreme immorality.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		-4	-3	-2	-3	-3	-2	-4	Physical altercation likely caused harm.	Fight may involve unfair tactics.	Fight with acquaintance suggests betrayal.	Fighting in a bar defies social norms.	Physical violence degrades personal dignity.	Fight may restrict personal freedom.	All norms are significantly negative, indicating high immorality.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		-4	-3	0	0	-3	0	-3	The comment could emotionally harm the boy.	The comment is unfair and hurtful.	No betrayal or loyalty involved.	No authority figures involved.	The comment degrades the boy's self-esteem.	No oppression or liberty issues involved.	Predominantly negative scores indicate high immorality.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		-3	-4	-3	0	0	0	-3	Potentially harms the lender by depriving them of their property.	Unfair to the lender who expects the book back.	Could be seen as a betrayal of trust.	Not directly related to authority or subversion.	Does not directly relate to sanctity or degradation.	Does not involve oppression or liberty.	Negative scores in key norms indicate immorality.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		4	2	3	0	0	0	3	Paying for a friend's dinner is a helpful act.	Fairness may apply if taking turns paying.	Paying for a friend can show loyalty.	This norm is not relevant in this context.	This norm is not relevant in this context.	This norm is not relevant in this context.	High positive scores in key norms indicate a morally acceptable scenario.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		-5	-3	-4	-4	-4	-3	-4	Throwing the cat causes physical harm.	Unfair treatment of the cat for scratching.	Betrayal of trust between pet and owner.	Abuse of authority over a pet.	Degrading treatment of a living being.	Oppressive act against the cat's freedom.	All norms are significantly negative, indicating extreme immorality.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		0	-2	0	0	0	2	0	No direct harm or help involved.	Taking unclaimed basketball may be seen as unfair.	No betrayal or loyalty issues present.	No authority being subverted.	No degradation or sanctity issues involved.	Act of taking basketball reflects personal liberty.	Mixed scores with no extreme values.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		3	0	-4	0	0	2	1	Sponsoring a bake sale helps the rival team.	No cheating involved; it's a fair act.	Supporting a rival team can be seen as betrayal.	No subversion of authority is evident.	No degradation or sanctity issues involved.	The act is a personal choice, reflecting liberty.	Positive scores in Harm/Help and Oppression/Liberty, negative in Betrayal/Loyalty.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		-3	0	-2	0	0	2	-2	Not going may have emotionally hurt the mother.	No cheating or fairness issues are directly involved.	Could be seen as a lack of loyalty to the mother.	No subversion of authority is involved.	Not applicable to the scenario.	The individual exercised personal liberty in needing space.	More harm and betrayal than liberty.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		0	0	0	0	0	0	0	No direct harm or help involved.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	All norms are neutral, implying no moral judgment.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		-3	-2	-2	0	-3	0	-3	Laughing at someone can cause emotional harm.	Laughing at someone is unfair and unsupportive.	Laughing at a peer shows disloyalty.	This act does not challenge authority.	Laughing at someone degrades their dignity.	This act does not relate to oppression or liberty.	Predominantly negative scores indicate immorality.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		-5	-4	0	-3	-3	0	-4	Scratching a car causes damage and inconvenience.	Damaging property without consent is unfair.	No direct betrayal or loyalty involved.	Disrespecting societal rules and property rights.	Defacing property can be seen as degrading.	No direct oppression or liberty issue.	Predominantly harmful, unfair, and disrespectful to authority and sanctity.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		-5	-4	-3	-4	-5	-5	-4	Setting a trap to torture animals is extremely harmful.	The act involves deceit and unfair treatment of animals.	Betrays the trust animals might have in humans.	Subverts societal norms against animal cruelty.	Degrades the sanctity of life and humane treatment.	Oppresses the animal's freedom and well-being.	All norms are extremely negative, indicating high immorality.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		-5	-4	-3	-4	-5	-5	-4	Jabbing the dolphin causes physical and emotional harm.	The dolphin is being unfairly treated for entertainment.	Trainer betrays the trust of the dolphin.	Trainer misuses authority over the dolphin.	The act degrades the sanctity of animal welfare.	The dolphin's liberty is oppressed for entertainment.	All norms are extremely negative.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		3	-1	0	0	2	0	2	The act of giving a gift is generally helpful.	Buying a second-hand gift might be seen as slightly unfair.	No significant act of loyalty or betrayal involved.	No subversion or respect for authority is relevant here.	The gift is respectful and maintains social norms.	No oppression or liberty issues are involved.	Positive scores outweigh negative, with neutral norms.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		0	-5	0	-4	-3	0	-3	No direct harm or help to others involved.	Cheating on the test is unfair and dishonest.	No direct betrayal or loyalty involved.	Cheating undermines the authority of the DMV.	Cheating degrades the integrity of the licensing process.	No oppression or liberty issues involved.	Significant immorality due to extreme cheating, subversion, and degradation.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		4	0	4	-3	-3	3	1	Person X helps the town despite personal risk.	No cheating or fairness issues are evident.	Person X shows loyalty to the town.	Person X disregards the doctor's authority.	Person X risks health, challenging bodily sanctity.	Person X exercises personal liberty to volunteer.	Mixed scores with strong positive and negative values.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		-4	0	-4	-3	-5	0	-4	Telling a dirty joke can cause emotional harm.	Not directly related to fairness or cheating.	Disrespects the memory of Holocaust victims.	Disrespects the solemnity of the memorial event.	Profanes a sacred and solemn occasion.	Not directly related to oppression or liberty.	High harm, betrayal, subversion, and degradation; no fairness or liberty.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		-4	-3	-3	0	0	0	-3	Moving the container harms two workers to save others.	Decision may seem unfair to those harmed.	Loyalty to team compromised by harming two workers.	No direct subversion of authority involved.	No direct degradation or sanctity issues involved.	No direct oppression or liberty issues involved.	Negative scores in key norms indicate high immorality.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		0	0	0	0	-1	2	1	Driving a dirty car causes no harm or help.	No cheating or fairness issues involved.	No betrayal or loyalty concerns present.	No subversion or authority issues involved.	Might be seen as neglecting cleanliness.	Personal choice to maintain car cleanliness.	Minor degradation, moderate liberty, overall slightly moral.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		-4	-3	0	0	-2	-3	-3	Not giving up the seat harms the pregnant woman.	Unfair to the pregnant woman who needs the seat more.	No direct betrayal or loyalty involved.	No authority figure involved in the scenario.	Disrespecting the needs of a vulnerable person.	Denies the pregnant woman the liberty to sit comfortably.	Predominantly negative scores indicate high immorality.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		-5	0	-5	-4	-5	0	-4	Potential emotional harm to loved ones and disrespect to the deceased.	Not directly applicable unless in a committed relationship.	Betrayal of trust and respect towards the deceased and their memory.	Subversion of societal and cultural norms regarding treatment of the deceased.	Severe degradation of the sanctity of the deceased's body.	Not directly applicable as it doesn't involve oppression or liberty.	Extreme harm, betrayal, subversion, and degradation; neutral on fairness and liberty.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		3	-3	0	0	-2	-3	-2	Saving five people but harming one swimmer.	Unfair to the swimmer who is harmed.	No direct betrayal or loyalty involved.	No authority figures or rules being subverted.	Potentially degrading the value of individual life.	Restricts the swimmer's liberty by harming them.	Mixed scores with more negative than positive.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		-3	-3	0	-4	-4	2	-3	Graffiti can damage public property.	Defacing public property is unfair to taxpayers.	No direct betrayal or loyalty involved.	Acts against legal and social norms.	Defacing a courthouse degrades its sanctity.	Could be seen as an act of expression.	Mostly immoral acts with slight liberty.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		-3	0	-4	-3	-2	1	-3	Booing can harm team morale and spirit.	Booing is not directly related to cheating or fairness.	Booing by a cheerleader is a betrayal of team loyalty.	Booing undermines the authority of the team and school spirit.	Booing degrades the sanctity of the homecoming event.	Booing is an expression of liberty, though contextually inappropriate.	Mostly negative scores indicate immorality.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		-4	0	0	0	-3	0	-3	Flooding the house causes significant damage and inconvenience.	No direct relation to fairness or cheating.	No betrayal or loyalty involved in forgetting to turn off water.	No subversion or authority issues involved.	Flooding can degrade the sanctity of the home environment.	No oppression or liberty issues involved.	Significant harm and degradation, other norms neutral.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		3	-4	-5	0	0	-4	-4	Saving three people but causing harm to one.	Unfair to the client who is sacrificed.	Betraying the trust of the client.	No direct challenge to authority.	No relevant sanctity or degradation issues.	Client's liberty is severely compromised.	High betrayal, cheating, and oppression make it highly immoral.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		3	-4	-4	-3	-3	0	-3	Buying ice cream for friends is a helpful act.	Stealing money from dad is an act of cheating.	Stealing from dad is a betrayal of trust.	Stealing undermines parental authority.	Stealing money can be seen as degrading moral values.	The act does not directly relate to oppression or liberty.	Mostly negative scores indicate low moral acceptability.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		5	0	5	0	3	0	4	Person X is helping their partner by protecting them.	No elements of cheating or fairness are involved.	Person X shows loyalty by protecting their partner.	No elements of subversion or authority are involved.	Person X's act can be seen as sanctifying their relationship.	No elements of oppression or liberty are involved.	High scores in positive norms, no negative scores.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		5	3	4	0	4	4	4	Selling house to fund needy is highly helpful.	Act is fair, no cheating involved.	Shows loyalty to community's welfare.	No subversion or authority involved.	Act is sanctified by altruism.	Promotes liberty by aiding the needy.	High scores in positive norms indicate high moral acceptability.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		-4	-5	0	-3	0	0	-4	Taking the necklace causes emotional harm to the girl.	Stealing the necklace is an act of cheating and unfairness.	No direct betrayal as no close relationship is implied.	Stealing undermines school rules and authority.	The act does not directly degrade or violate sanctity.	The act does not involve oppression or liberty issues.	Highly immoral due to extreme harm and cheating.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		4	5	3	0	0	3	4	Winning the contest helped by providing a free subscription.	The contest was fair as no cheating was involved.	No betrayal occurred; friends worked together.	The contest followed the festival's rules and authority.	No degradation or sanctity issues were involved.	Participation was voluntary, reflecting liberty.	High scores in positive norms, no negative norms.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		4	0	3	0	0	0	3	Remembering orders helps coworkers by ensuring they get their desired coffee.	No cheating involved; it's a fair act of memory and service.	Demonstrates loyalty by remembering and fulfilling coworkers' preferences.	No subversion or authority involved; neutral in this context.	No degradation or sanctity issues; neutral in this context.	No oppression or liberty issues; neutral in this context.	High help and loyalty, no negative norms.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		0	0	0	0	0	0	0	No harm or help involved in the scenario.	No cheating or fairness issues present.	No betrayal or loyalty concerns involved.	No subversion or authority issues present.	No degradation or sanctity concerns involved.	No oppression or liberty issues present.	All norms are neutral, implying no moral judgment.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		-4	-5	-3	0	0	-3	-4	Friend took advantage, causing emotional and physical strain.	Friend did not reciprocate or show gratitude.	Friend's actions felt like a betrayal of trust.	No relevant authority dynamics in this scenario.	No relevant issues of sanctity or degradation.	Friend's demands limited personal freedom and resources.	High immorality due to extreme harm, cheating, and betrayal.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		5	5	4	3	4	4	4	Providing aid to flood victims is a clear act of help.	Distributing resources fairly among victims is crucial.	Supporting the community in times of need shows loyalty.	Coordinating with authorities to provide aid respects authority.	Providing essential needs upholds human dignity and sanctity.	Ensuring victims have access to resources supports their liberty.	High positive scores across all norms indicate a highly moral scenario.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		-5	-4	-5	2	-5	-4	-4	Pushing someone out causes extreme harm to save others.	Unfairly sacrificing one person for the others' survival.	Betraying the trust of the person pushed out.	Pilot's authority to make life-or-death decisions.	Degrading human life by treating it as expendable.	Oppressing the individual's right to life for others' liberty.	Predominantly negative scores indicate high immorality.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		5	0	4	3	4	3	4	Donating blood helps others in need.	Act is fair, no cheating involved.	Shows loyalty to community by donating.	Act aligns with societal norms and authority.	Act is seen as sanctified and noble.	Act is voluntary, showing personal liberty.	High positive scores in most norms indicate high moral acceptability.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		5	0	0	0	0	0	4	Lifting the child helps her see the parade.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Only extreme help is present, others are neutral.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		0	-4	0	-3	0	0	-3	No direct harm or help to others involved.	Watching without paying is unfair to the theater.	No betrayal or loyalty issues involved.	Disregarding theater rules and authority.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Significant cheating and subversion, other norms neutral.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		0	-4	0	-3	0	0	-3	No direct harm or help is evident.	The girl is asking for allowance unfairly.	No betrayal or loyalty issues are evident.	The girl is undermining the chore system.	No degradation or sanctity issues are evident.	No oppression or liberty issues are evident.	Significant cheating and subversion observed.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		-3	-5	-4	-3	-4	0	-4	Pretending to be fouled can harm the opposing player unfairly.	Faking a foul is a clear act of cheating.	This act betrays the spirit of fair play in sports.	It undermines the authority of the referee.	It degrades the integrity of the game.	This norm is not directly applicable here.	All norms indicate immoral actions, with no positive or neutral scores.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		-5	-4	-3	-3	-5	-4	-4	Calling a racial name causes emotional harm.	Using racial slurs is unfair and discriminatory.	Insulting a friend of your sister is a betrayal.	Disrespecting social norms against racism.	Racial slurs degrade the dignity of the person.	Racial slurs contribute to systemic oppression.	All norms are highly negative, indicating extreme immorality.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		-4	-3	0	-2	-3	-3	-3	Swearing at the cashier causes emotional harm.	The reaction is unfair to the cashier's mistake.	No relevant relationship to loyalty or betrayal.	Disrespecting the cashier undermines their authority.	Swearing degrades the interaction's civility.	Swearing imposes emotional oppression on the cashier.	Predominantly negative scores indicate high immorality.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		-4	0	0	-3	-4	0	-4	Spitting can cause physical harm or spread disease.	Spitting does not directly relate to fairness or cheating.	Spitting does not involve betrayal or loyalty.	Spitting in public can be seen as defying social norms.	Spitting degrades the cleanliness and sanctity of the theater.	Spitting does not directly relate to oppression or liberty.	High harm, subversion, and degradation make the scenario highly immoral.	-2.3
