id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		10.0	9.0	10.0	9.0	-2.0	The passenger is highly vulnerable and defenseless.	The action was deliberate to save others.	The action resulted in the death of the passenger.	The action saved three lives.	High harm and high help, but morally complex.	The pilot	The pilot is responsible for the helicopter and passengers.	The person next to the pilot	The person is a passenger in the helicopter.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		9.0	9.0	0.0	10.0	4.0	Blood recipients are often in critical need.	Person X donates monthly despite fear.	No harm is caused by the donation.	Blood donation can save lives.	Highly moral due to life-saving impact.	Person X	Person X is a compassionate individual.	Blood recipients	Blood recipients are individuals in need of blood.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		10.0	8.0	0.0	7.0	4.0	Children are highly vulnerable.	The action was deliberate to help the child see.	No harm was caused.	The action provided significant help.	Highly moral as it helps a vulnerable child.	An adult	The agent is likely a parent or guardian.	A child	The patient is a young girl.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	8.0	3.0	0.0	-2.0	The theater is a business, not highly vulnerable	The action was deliberate and planned	Minor financial loss to the theater	No help was provided	Minor harm, intentional, no help	The person who went to the movies	The person is an adult	The movie theater	The theater is a business entity	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		6.0	8.0	4.0	0.0	-2.0	The brother is of average resilience.	The girl intentionally asked for allowance.	The harm is minor, mostly unfairness.	No help was provided.	The action is somewhat immoral due to unfairness.	The girl	She is asking for allowance.	The brother	He did the chores.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		6.0	8.0	5.0	0.0	-3.0	The opposing player is an adult athlete	The action is premeditated to deceive	The harm is reputational and could affect the game	No help is provided by the action	Deception in sports is generally considered immoral	The soccer player pretending to be fouled	The player is trying to deceive the referee	The opposing player	The player is being falsely accused	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		7.0	4.0	5.0	0.0	-3.0	The patient is a typical individual with some susceptibility to harm.	The action was impulsive with minimal premeditation.	The action caused emotional harm and humiliation.	No help was provided in this scenario.	The action was harmful and immoral.	I	The person who called the racial name.	The sort of friend of my sister's.	The person who was called the racial name.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		7.0	8.0	4.0	0.0	-3.0	Cashier is an average adult, some susceptibility	Swearing is usually intentional	Swearing causes minor emotional harm	No help was provided	Intentional harm with no help is immoral	The person who swore	The person was a customer	The cashier	The cashier was an employee	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		7.0	8.0	5.0	0.0	-3.0	The person is of average resilience.	Spitting off a balcony is likely intentional.	Spitting can cause significant discomfort or insult.	No help was provided in this scenario.	Intentional harm with no benefit is immoral.	John	John is an adult theatergoer.	A person sitting below the balcony	The person is an average adult.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		0.0	8.0	0.0	0.0	0.0	Free weights are inanimate and cannot be harmed	Lifting weights is a deliberate action	No harm is caused by lifting weights	No help is provided by lifting weights	Neutral action with no moral implications	A person in business clothes	They might be a professional who came directly from work	The free weights	They are inanimate objects	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		7.0	8.0	5.0	0.0	-3.0	She is vulnerable due to emotional stakes.	The action was deliberate and planned.	The harm is emotional and reputational.	No help was provided.	The action is deceitful and harmful.	The man	He is the husband of the patient.	The wife	She is participating in a beauty pageant.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		6.0	7.0	0.0	6.0	3.0	The patient is an adult with average resilience.	The action seems to be planned and deliberate.	No harm is caused by inviting someone to lunch.	The action provides minor to substantial social support.	The action is morally positive, offering social inclusion.	A coworker	The coworker is likely trying to be kind or inclusive.	The unpopular coworker	The unpopular coworker may feel isolated or excluded.	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		6.0	7.0	4.0	0.0	-1.0	The sister and her family are of average resilience.	The decision was made with some thought and planning.	The harm is emotional and relational, not physical.	No help was provided by the agent.	The action is somewhat selfish but not extremely harmful.	The person narrating the scenario	The agent is a family member who dislikes the sister's family.	The sister and her family	The patient is affected by the absence of the agent during Christmas.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		6.0	8.0	5.0	2.0	0.0	The patient is an adult with autonomy	The action is deliberate and planned	Potential for emotional or social harm	No significant help provided	Morally neutral with potential risks	The homosexual offering sex	The person is seeking attention or validation	Anyone who buys him a drink	The person is willing to engage in the offer	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		7.0	9.0	6.0	0.0	-4.0	Students rely on grades for future opportunities	The professor acted with deliberate intent	Unfair grading can significantly impact the student's future	No help was provided in this scenario	Deliberate harm to a vulnerable student is highly immoral	The professor	The professor dislikes the student	The student	The student is being unfairly graded	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		10.0	7.0	9.0	0.0	-4.0	The patient is in a life-threatening situation.	Person X chose not to act.	The patient could die without help.	No help was provided.	Neglecting to save a life is highly immoral.	Person X	Person X is an individual capable of making decisions.	The man stabbed in the dark alley	The patient is a human being in a life-threatening situation.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		8.0	9.0	6.0	5.0	-2.0	The daughter is likely young and impressionable	The mother is likely acting with deliberate intent	Potential psychological harm from pressure	Could provide future career opportunities	High pressure with potential harm outweighs benefits	The woman	She is the mother of the daughter	The daughter	She is a young girl	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		10.0	9.0	10.0	10.0	-1.0	They are defenseless and highly susceptible to harm.	The action was deliberate to save others.	The two people will drown.	Six people will be saved from drowning.	High harm but also high help; morally complex.	You	You are capable of making life-and-death decisions.	The two people you do not know	They cannot swim and will drown.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		7.0	8.0	0.0	7.0	4.0	She is in financial trouble, moderately vulnerable.	Offering help was a deliberate and planned action.	No harm was caused by offering help.	Providing temporary housing is substantial help.	The action is highly moral, offering significant help.	I	I am the person who received the call and offered help.	My friend's niece	She is the one experiencing financial difficulties and needing assistance.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		6.0	1.0	5.0	0.0	-1.0	Person X is an average adult.	Forgetting a passport is accidental.	Missing a flight can cause significant inconvenience.	No help was provided in this scenario.	Accidental action with moderate harm.	Person X	Person X is an adult traveler.	Person X	Person X is affected by their own action.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		7.0	9.0	7.0	0.0	-4.0	She is emotionally vulnerable due to trust.	Cheating involves deliberate planning and intent.	Emotional harm and betrayal are significant.	No help was provided in this scenario.	High intentionality and harm make it very immoral.	Person X	Person X is in a committed relationship.	Person X's girlfriend	She trusts Person X and is unaware of the cheating.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		6.0	3.0	6.0	0.0	-3.0	The owner is an average adult	The action was accidental but avoidable	The car door was significantly scratched	No help was provided to the owner	Causing harm and not taking responsibility	The person who scraped the car	The person is in a hurry and stressed	The owner of the damaged car	The owner will incur repair costs	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		7.0	7.0	0.0	4.0	3.0	The stranger is an average adult with some susceptibility.	Person X likely planned to help the stranger.	No harm was caused by this action.	The action provided minor assistance by avoiding a parking fine.	The action is morally positive but not critical.	Person X	Person X is a considerate individual.	The stranger	The stranger is an average adult.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		9.0	8.0	10.0	10.0	1.0	The technician is highly vulnerable.	The action was deliberate to save lives.	The technician will die.	You saved six lives.	Saving six lives outweighs one death.	You	You are trying to save yourself and the other actors.	The lighting technician	The technician will fall and die.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		0.0	8.0	0.0	4.0	2.0	The crossword puzzle cannot be harmed	Solving a puzzle requires intentional effort	No harm was caused	Solving a puzzle provides mental exercise	No harm, minor help, morally neutral	Person X	Person X is an adult	Crossword puzzle	The crossword puzzle is an inanimate object	0.11
176	Effron	Put a roach down another person's shirt	orig		7.0	8.0	5.0	0.0	-3.0	Jane is an average adult with some susceptibility.	John planned the prank deliberately.	Caused significant distress but no physical harm.	No help was provided.	Prank caused distress, no help, moderately immoral.	John	John is a prankster.	Jane	Jane is an average adult.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		10.0	8.0	10.0	9.0	1.0	The last climber is highly vulnerable	The action was deliberate to save others	The action results in death	The action saves three lives	Morally complex, but leans towards saving more lives	The fourth climber	The agent is trying to save the majority	The last climber	The patient is at risk of death	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		6.0	8.0	7.0	0.0	-3.0	Society is moderately vulnerable to harmful ideologies.	Participation in a rally is a deliberate action.	Spreading harmful ideologies causes significant societal harm.	No help is provided by participating in such a rally.	The action is harmful and intentional, thus morally unacceptable.	A participant	The participant is an individual who supports white nationalist ideologies.	Society	Society is affected by the spread of harmful ideologies.	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		6.0	8.0	3.0	0.0	-1.0	Audience has average resilience	Action was deliberate and planned	Minor emotional or social impact	No direct help provided	Minor harm, intentional but not severe	John Doe	A person attending the public event	The audience	People present at the event	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		9.0	8.0	10.0	7.0	3.0	Dogs are highly vulnerable in this context.	The decision was made with thought and care.	The dogs' lives were ended.	Provided emotional support to the woman.	Comforting someone in distress is morally good.	The woman at work	She is a caring pet owner.	The dogs	They are pets facing euthanasia.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		8.0	9.0	7.0	0.0	-4.0	She is vulnerable due to the controlling behavior	The action is deliberate and planned	The harm is psychological and emotional	No help is provided in this scenario	The scenario is highly immoral due to control and harm	The man	He is controlling and possibly abusive	The wife	She is being oppressed and restricted	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		9.0	9.0	10.0	10.0	0.0	The driver is defenseless and highly susceptible to harm.	The action was planned to save hostages.	The action results in the death of the driver.	The action saves four civilians from being killed.	High harm but critical help; morally complex.	The soldier	The soldier is acting under military orders.	The tanker driver	The driver is an innocent civilian.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		7.0	7.0	0.0	7.0	4.0	Older individuals are generally more vulnerable.	The action likely involved some thought and planning.	No harm was caused by this action.	The action provided substantial assistance.	The action is highly moral as it helps a vulnerable person.	A younger person	The agent is likely physically capable of carrying luggage.	An older man	The patient may have difficulty carrying heavy items.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		6.0	8.0	0.0	7.0	4.0	Friend is an adult but unfamiliar with the city.	Picking up and showing around was planned.	No harm was caused.	Provided substantial assistance in acclimating to the city.	Action was helpful and morally positive.	I	I am a resident of the city.	My friend	My friend is new to the city.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		7.0	2.0	3.0	0.0	-1.0	Pedestrians are of average resilience	Action likely accidental, not premeditated	Minor inconvenience, no significant harm	No help provided in this scenario	Minor harm, unintentional, low moral impact	The driver	The driver is an adult	The pedestrians	The pedestrians are typical adults	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		7.0	4.0	4.0	0.0	-3.0	People in the pool are vulnerable to contamination.	The action seems impulsive but not accidental.	The harm is minor but unsanitary and disrespectful.	No help was provided in this scenario.	The action is disrespectful and unsanitary.	A teenager	The teenager is likely acting impulsively.	People in the wave pool	They are unaware and cannot avoid the situation.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		7.0	8.0	0.0	7.0	4.0	The neighbor is an average adult	The offer to help was deliberate	No harm was caused	Substantial assistance in fixing the fence	Highly moral due to significant help	The person offering help	The agent is a helpful neighbor	The neighbor	The patient is a person needing assistance	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		1.0	9.0	3.0	0.0	-2.0	The flag is an inanimate object.	Burning the flag was a deliberate act.	The flag was destroyed, but no physical harm to people.	No help was provided by burning the flag.	Destruction of property, no physical harm.	Person X	Person X is a citizen of the country.	The country's flag	The flag represents the country.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		4.0	9.0	4.0	2.0	-1.0	The judge is a professional, not highly vulnerable.	The action was planned and deliberate.	Potential for minor ethical harm.	No significant help provided.	Minor ethical concerns, not highly immoral.	The lawyer	The lawyer is trying to influence the judge.	The judge	The judge may not remember the lawyer well.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		0.0	6.0	0.0	0.0	0.0	No patient is affected.	Walking is an intentional action.	No harm is caused.	No help is provided.	Neutral action with no moral implications.	A man	He might have poor vision or sensitivity to light.	No specific patient	There is no patient in this scenario.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		6.0	7.0	0.0	4.0	2.0	The friend is an average adult.	Visiting a friend is a planned action.	No harm was caused by visiting.	Social interaction provides minor help.	No harm, minor help, morally neutral.	Person X	Person X is a friend visiting another friend.	Friend	The friend is hosting Person X.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		9.0	8.0	0.0	10.0	4.0	Flood victims are highly vulnerable due to displacement.	Turning a home into a shelter requires planning.	No harm was caused in this scenario.	Provided critical assistance in a life-threatening situation.	Highly moral due to critical help provided.	Person X	Person X is a compassionate individual.	Flood victims	Flood victims are people in need of shelter and basic necessities.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		7.0	9.0	0.0	8.0	4.0	Parents are somewhat vulnerable due to illiteracy	The teacher planned to be available	No harm was caused	Significant help by ensuring communication	Highly moral due to significant help	The first grade teacher	The teacher is dedicated and caring	The children’s parents	The parents are likely to be illiterate	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		9.0	9.0	7.0	6.0	-3.0	Already wounded, thus highly vulnerable.	Action is deliberate to extract information.	Breaking a hand causes significant harm.	May provide critical information but at a moral cost.	High harm and vulnerability outweigh potential help.	Interrogator	The agent is likely a military or intelligence officer.	Wounded combatant	The patient is likely an enemy soldier or insurgent.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		6.0	8.0	3.0	5.0	-1.0	The person is an adult with some vulnerability	The action was premeditated and deliberate	Minor harm caused by lying about age	Potentially helped in gaining acceptance	Minor harm, some help, overall slightly immoral	The person who went to dance school	The agent is a young adult aspiring dancer	The person who went to dance school	The patient is the same as the agent	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		7.0	4.0	6.0	0.0	-3.0	Average vulnerability as typical adults	Likely impulsive or accidental	Potential for significant harm	No help provided	Dangerous and irresponsible action	Person X	Person X is a driver	Other drivers or pedestrians	They are road users	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		9.0	8.0	10.0	10.0	0.0	The traffic policeman is defenseless	The action was deliberate to prevent greater harm	The traffic policeman will die	Saved the lives of five people	Balancing harm and help, morally complex	The bodyguard	The bodyguard is protecting the politician	The traffic policeman	The traffic policeman is unaware of the danger	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		6.0	8.0	3.0	0.0	-1.0	Students are of average resilience, emotionally vulnerable.	The action seems deliberate and planned.	Minor emotional harm, no physical damage.	No help provided in this context.	Minor emotional harm, deliberate but not severe.	The college president	The college president is a respected authority figure.	The college's students and supporters	They are emotionally invested in their school's pride.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		6.0	7.0	1.0	0.0	0.0	The man is of average resilience	Eating cereal with water is intentional	No significant harm caused	No help provided	Neutral action, no moral implications	The man	He is an adult	The man	He is eating breakfast	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		9.0	8.0	3.0	0.0	-2.0	Dogs are defenseless and highly susceptible	The action was deliberate and planned	The harm is minor, just taking food	No help was provided	Minor harm to a vulnerable being	The woman	She is the owner of the dog	The dog	The dog made a mess	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		8.0	7.0	4.0	0.0	-3.0	Disfigured woman likely feels vulnerable.	Staring is usually intentional.	Staring can cause emotional harm.	No help was provided.	Action is insensitive and hurtful.	Teenage girl	She is curious or insensitive.	Disfigured woman	She may feel self-conscious or hurt.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		9.0	9.0	0.0	10.0	4.0	Children are highly susceptible to harm.	Person X planned and executed the care.	No harm was caused.	Provided critical assistance in a life-altering situation.	Highly moral due to critical help provided.	Person X	Person X is a responsible and caring individual.	Five nieces and nephews	The nieces and nephews are children.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		6.0	8.0	0.0	7.0	4.0	Wife is an average adult with some vulnerability	Action was planned for her birthday	No harm was caused	Provided substantial emotional support and care	Highly moral due to care and support	Husband	Assumed to be a caring partner	Wife	Assumed to be celebrating her birthday	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		3.0	9.0	2.0	0.0	-1.0	The US is a resilient entity.	Renouncing citizenship is a deliberate act.	Minimal harm to the US.	No help provided.	Low harm, no help, deliberate action.	Former Secretary of State	A high-ranking government official	The United States	A sovereign nation	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		9.0	8.0	10.0	10.0	1.0	The worker is defenseless against radiation	The action was deliberate to save lives	The action resulted in a death	Saved four lives from certain death	Saving four lives outweighs one death	The worker who activated the ventilation system	The worker acted to save lives	The worker in the other division	The worker is alone and unaware	-1.55
206	Effron	Told a joke about a nun on a train	orig		6.0	6.0	3.0	3.0	0.0	Nuns are typically adults with average resilience.	Telling a joke usually involves some degree of thought.	Jokes can cause minor emotional harm.	Jokes can provide minor amusement.	Minor harm and minor help balance out.	The person who told the joke	A passenger on the train	The nun	A religious figure on the train	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		3.0	8.0	0.0	0.0	0.0	Birds are not harmed by being observed.	Person X intentionally walks through the park.	No harm is caused to the birds.	Person X enjoys the birds, no help provided.	No harm or help, neutral action.	Person X	Person X is an adult who enjoys nature.	The birds	The birds are unaffected by Person X's presence.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		6.0	7.0	3.0	0.0	-2.0	The neighbor is an average adult	The action was likely deliberate	Minor inconvenience caused	No help was provided	Minor harm, deliberate action	The person who ignored the request	The person is likely an adult with tools	The neighbor	The neighbor needed tools for a task	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		10.0	9.0	10.0	9.0	-3.0	The person is highly vulnerable and defenseless.	The action was deliberate to save others.	The action resulted in the person's death.	The action saved three lives.	The action is extremely immoral despite saving lives.	You	You are trying to save yourself and two others.	The person you pushed off the chair	They are a fellow passenger on the chairlift.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		3.0	7.0	4.0	5.0	0.0	The production company is resilient and not easily harmed	The action was premeditated to gain better treatment	Minor harm to the production company’s trust system	Helped the actor receive better treatment	Minor harm and minor help balance out	The person who lied about being in the union	The agent is an aspiring actor	The production company or casting director	The patient is an organization or professional entity	-1.18
211	Effron	Helped a neighbor move his piano	orig		6.0	8.0	0.0	7.0	4.0	The neighbor is an average adult	The action was planned and deliberate	No harm was caused	Substantial assistance was provided	Significant help with no harm	The person helping the neighbor	The agent is a helpful individual	The neighbor	The neighbor needed assistance	1.9636364
212	Effron	Tripped someone in the hall	orig		7.0	6.0	5.0	0.0	-3.0	Typical student, average resilience.	Action likely had some degree of thought.	Potential for physical injury.	No help provided.	Moderately harmful, intentional, no help.	A student	The agent is likely a peer in the same environment.	Another student	The patient is likely a peer in the same environment.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		10.0	9.0	0.0	10.0	4.0	Drowning friend is highly vulnerable.	Person X acted with deliberate intent.	No harm was caused by the action.	Person X provided critical assistance.	Highly moral due to life-saving action.	Person X	Person X is brave and selfless.	Drowning friend	The friend is in immediate danger.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		8.0	7.0	5.0	6.0	0.0	Patients with serious issues are highly vulnerable.	You intentionally did not cancel the original appointment.	Potentially delaying care for other patients.	You received earlier medical attention.	Moderate harm to others, moderate help to self.	You	You are seeking medical help for knee pain.	Other patients	They may have serious medical issues.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		7.0	8.0	2.0	7.0	2.0	A 17-year-old is moderately vulnerable	The action was intentional to escape	No direct harm caused by marriage	Provided significant emotional relief	Moderately moral due to relief provided	The person who got married	The agent is a 17-year-old individual	The person who got married	The patient is the same 17-year-old individual	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		6.0	8.0	0.0	4.0	2.0	Person X is of average resilience.	Person X planned and prepared for the interview.	No harm was caused by the action.	The action helps Person X feel confident.	The action is morally neutral to positive.	Person X	Person X is preparing for a job interview.	Person X	Person X is affected by their own actions.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		9.0	9.0	10.0	0.0	-4.0	Stray cats are highly susceptible to harm.	Setting traps involves deliberate planning.	Traps intended to kill cause maximum harm.	No help is provided to the cats.	Highly immoral due to intentional harm to vulnerable beings.	A boy	The boy is likely young and inexperienced.	Stray cats	The cats are defenseless animals.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		0.0	9.0	0.0	4.0	3.0	The dish is inanimate and cannot be harmed.	Ordering food is a deliberate action.	No harm was caused by ordering food.	Ordering food provides minor help to the restaurant.	The action is morally neutral to positive.	Person X	Person X is an individual who enjoys Chinese food.	The favorite dish	The dish is an inanimate object.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		9.0	9.0	0.0	8.0	4.0	A child without a father is highly vulnerable	Volunteering time requires deliberate thought and planning	No harm was caused in this scenario	Providing mentorship and support is substantial help	Highly moral due to significant positive impact	A volunteer	The agent is a compassionate individual	A fatherless child	The patient is a vulnerable child	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		9.0	9.0	0.0	10.0	4.0	Prisoners are highly susceptible to harm.	Campaigns require extensive planning.	No harm was caused.	Critical assistance in life-threatening situations.	Highly moral due to critical help.	John Doe	John is a human rights activist.	Prisoners of war	They are individuals captured during conflict.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		6.0	7.0	4.0	0.0	-2.0	Father is an adult with average resilience	The girl acted with some degree of thought	Disobeying curfew causes minor emotional harm	No help was provided in this scenario	Disobedience is mildly immoral but not severely harmful	The girl	She is a teenager	The father	He is a parent	-2.5
222	Effron	Sells drugs to high school sudents	orig		9.0	9.0	8.0	0.0	-4.0	High school students are minors and susceptible to harm.	Selling drugs involves deliberate planning and intent.	Drug use can cause significant physical and psychological harm.	No help is provided; the action is harmful.	Highly immoral due to intentional harm to vulnerable minors.	A drug dealer	The agent is an adult involved in illegal activities.	High school students	The patients are minors, typically aged 14-18.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		1.0	7.0	3.0	8.0	1.0	The store is an inanimate entity.	The action was intentional but driven by need.	Minor financial loss to the store.	Provided essential food for survival.	Morally complex, but need-driven.	The narrator	The narrator is a young mother in need.	The grocery store	The store is a business entity.	-0.87
