id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		The woman spray painting graffiti	She is expressing a form of protest or art	The local courthouse and its stakeholders	They value the courthouse's appearance and order	2.0	Graffiti likely disrespects public property norms	-3.0	Disrespecting public property is generally immoral	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		The head cheerleader	She is expected to support her team	The high school team	They expect support from their cheerleader	2.0	Booing undermines team morale, not universalizable	-3.0	Action is largely immoral, undermines team spirit	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		Person X	Person X forgot unintentionally	Residents of the house	They suffer property damage	3.0	Unintentional forgetfulness, not a moral maxim	0.0	Negligence, but not malicious	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		The owner of the horse stud	The agent is responsible for the decision to redirect the horse.	The new client	The client will be sacrificed to save three others.	2.0	The action uses the client as a means.	-2.0	Sacrificing one for many is morally complex.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		I	The agent is a third-grade student.	My dad	The affected party is unaware of the theft initially.	0.0	Stealing cannot be a universal law.	-4.0	The action is highly immoral.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		Person X	Person X is capable of making moral decisions.	Person X's partner	The partner is valued and deserving of protection.	10.0	The action respects the partner's intrinsic value.	4.0	The action is highly moral as it treats the partner as an end.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		Person X	Person X is altruistic	The needy	The needy benefit from the program	10.0	Action promotes welfare universally	4.0	Highly moral due to selflessness	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		The person who took the necklace	The agent is a child from a financially struggling family	The little girl who owned the necklace	The affected party is a child who lost her necklace	0.0	The action cannot be universalized without contradiction	-4.0	The action is highly immoral as it treats the affected party merely as a means	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		I	I participated in the contest with friends	The festival organizers	They provided the contest and prize	9.0	The action is fair and follows contest rules	4.0	The action is highly moral and fair	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		Person X	Person X is considerate and attentive.	Coworkers	Coworkers appreciate having their coffee orders remembered.	9.0	Action respects coworkers' preferences, treating them as ends.	4.0	Highly moral as it shows respect and consideration.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		Person X	Person X is a cyclist	Person X	Person X's need for a functional bike	8.0	Action is self-contained, no external harm	3.0	Action is practical and self-respecting	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		My friend	She needed help moving	Me	I was willing to help	2.0	Action exploits help without gratitude or compensation	-3.0	Exploitation makes it morally unacceptable	-1.39
150	Effron	Provided food and clothing for flood victims	orig		A humanitarian worker	The agent is motivated by compassion and duty.	Flood victims	The affected party is in urgent need of basic necessities.	10.0	Action respects dignity and aims to alleviate suffering.	4.0	Highly moral as it treats people as ends.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		The pilot	The pilot is responsible for the safety of all passengers.	The person pushed out of the helicopter	The person is an innocent passenger.	0.0	Action treats the person as a means.	-4.0	Action is extremely immoral.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		Person X	Person X has a strong fear of needles but donates blood monthly.	Recipients of the donated blood	Recipients benefit from the blood donation, potentially saving lives.	10.0	Action respects humanity, promotes well-being.	4.0	Highly moral as it benefits others selflessly.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		An adult	The adult is likely a parent or guardian.	A child	The child wanted to see the parade.	9.0	The action respects the child's desire.	4.0	Highly moral as it benefits the child.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		I	The agent is a moviegoer.	The movie theater	The theater relies on ticket sales.	2.0	The action undermines the theater's business model.	-3.0	The action is largely immoral.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		The girl	She is asking for allowance for chores she did not do.	Her brother	He did the chores but is not getting the allowance.	2.0	The action is deceitful and unfair.	-3.0	The action exploits her brother.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		The soccer player	The player is pretending to be fouled	The opposing player	The opposing player is being falsely accused	1.0	Pretending to be fouled is deceitful	-3.0	Deceit undermines trust and fairness	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		The person who called the racial name	The agent was a child, likely unaware of the full impact	The friend of the sister	The affected party was humiliated and hurt	0.0	The action dehumanizes and disrespects the affected party	-4.0	The action is extremely immoral	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		The customer	The customer was frustrated by the error	The cashier	The cashier made an honest mistake	1.0	Swearing at someone is disrespectful and dehumanizing	-3.0	Disrespectful behavior is morally unacceptable	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		John	John is a theatergoer.	Audience members below the balcony	They are unaware and involuntary recipients.	1.0	Action disrespects others' dignity and autonomy.	-3.0	Highly disrespectful and inconsiderate action.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		A person lifting free weights	The person is likely unaware of gym attire norms	Other gym users	They might be confused or distracted	7.0	Action is unusual but not harmful	2.0	Unusual but not morally wrong	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		The man	He is acting out of personal preference or bias	His wife	She expects support from her husband	2.0	The action is deceitful and undermines trust	-3.0	Deceit and betrayal are morally unacceptable	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		A coworker	The coworker is trying to be inclusive	The unpopular coworker	The unpopular coworker feels valued	9.0	The action promotes inclusivity and respect	4.0	Highly moral as it respects dignity	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		The person who didn't visit their sister's house	The agent prefers not to be in an unpleasant environment	The sister and her family	They might feel hurt or neglected by the absence	4.0	The action prioritizes personal comfort over family unity	-2.0	Moderately immoral due to neglecting family bonds	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		The homosexual offering sex	The agent is seeking consensual transactions	Anyone who buys him a drink	The affected party consents to the transaction	7.0	Consensual exchange respects autonomy	2.0	Consensual and respects autonomy	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		The professor	The professor dislikes the student	The student	The student received a bad grade unfairly	0.0	Action is biased and unfair, not universalizable	-4.0	Highly immoral due to unfair treatment	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		Person X	Person X is capable of calling an ambulance	The man stabbed in the alley	The man is in urgent need of medical help	0.0	Neglecting to help cannot be a universal law	-4.0	Neglecting to help is extremely immoral	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		The woman	She desires her daughter to achieve fame and success.	The daughter	She may have her own aspirations and desires.	3.0	The action pressures the daughter, ignoring her autonomy.	-2.0	The action is somewhat immoral due to lack of respect for the daughter's autonomy.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		The person on the dinghy	The agent is capable of making moral decisions	The two people pushed overboard	They cannot swim and will drown	0.0	Action uses people as means to save others	-4.0	Violates Kant's principle of treating humanity as an end	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		I	I am willing to help a friend’s relative in need.	My friend's niece	She is in financial difficulty and needs temporary support.	9.0	Helping someone in need can be a universal law.	4.0	The action is highly moral as it treats the niece as an end.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		Person X	Person X is a traveler	Person X	Person X is affected by their own action	5.0	Forgetting a passport is a personal mistake	0.0	Neutral moral impact, self-affecting	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		Person X	Person X is in a committed relationship	Person X's girlfriend	She trusts Person X and expects fidelity	0.0	Cheating cannot be universalized without contradiction	-4.0	Action is highly immoral, betrays trust	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		The person who scraped the car	The agent is in a hurry and late for an appointment	The owner of the scratched car	The affected party will incur repair costs	0.0	Action disregards the affected party's loss	-4.0	Action is extremely immoral	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Person X	Person X is acting out of kindness.	The stranger with the expired parking meter	The stranger benefits from the action.	9.0	Action is altruistic and respects the stranger's needs.	4.0	Highly moral as it promotes goodwill.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		You	You want to save yourself and the other actors	The lighting technician and the criminal	The technician will die, the criminal will be stopped	2.0	The technician is treated as a means	-2.0	Sacrificing one to save many	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		Person X	Person X enjoys solving puzzles	Person X	Person X is the only affected party	10.0	Solving a puzzle is self-contained and harmless	4.0	No harm or exploitation involved	0.11
176	Effron	Put a roach down another person's shirt	orig		Person A	Person A is acting intentionally	Person B	Person B is unaware and unwilling	0.0	Action disregards Person B's autonomy	-4.0	Highly disrespectful and harmful	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		The fourth climber	The agent is trying to save the majority	The last climber	The affected party will die if the rope is cut	2.0	Action treats the last climber as a means	-2.0	Sacrificing one to save many	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		A participant at the rally	The participant supports white nationalist ideologies	Minority communities and society at large	They are negatively impacted by the rally's message	1.0	Promotes exclusion, not universalizable	-3.0	Exclusionary ideologies are immoral	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		An individual at a public event	The individual values personal freedom and expression	The audience and the nation	The audience expects participation in the pledge	8.0	Respecting personal freedom can be a universal law	3.0	High respect for autonomy and freedom	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		The person who cried and comforted the woman	The agent is empathetic and compassionate	The woman who had to put her dogs to sleep	The affected party is grieving and in need of support	10.0	The action respects the woman's emotional needs	4.0	The action is highly moral and supportive	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		The man	He believes he has authority over his wife's clothing choices	The wife	She is being restricted in her autonomy	1.0	The action treats the wife as a means	-3.0	Highly immoral due to lack of respect for autonomy	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		The soldier	The soldier is acting to save hostages	The tanker driver	The driver will be killed by the explosion	2.0	Action sacrifices driver, treats him as a means	-3.0	Sacrificing one for many is still immoral	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		A person (the helper)	The agent is kind and willing to help others.	An older man	The affected party needed assistance with his luggage.	10.0	The action respects the older man's needs.	4.0	The action is highly moral and altruistic.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		I	I am a resident of the city.	My friend	She is new to the city.	10.0	Helping a friend adjust to a new city.	4.0	Act of kindness and support.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		The driver	The driver was in a hurry	The pedestrians	The pedestrians were innocent bystanders	2.0	Action disregards pedestrians' dignity	-3.0	Action is inconsiderate and disrespectful	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		A teenager	The teenager is acting out of convenience or disregard for others	Other visitors in the wave pool	They expect a clean and hygienic environment	1.0	The action disregards the well-being of others	-3.0	Highly disrespectful and unhygienic behavior	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		The person offering help	The agent is a considerate neighbor	The neighbor needing help	The affected party appreciates the help	10.0	Helping others can be a universal law	4.0	Treats the neighbor as an end	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		Person X	Person X dislikes their country	The country and its citizens	The country represents a collective of individuals	2.0	Action disrespects collective values, not universalizable	-2.0	Disrespectful to collective identity	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		The lawyer	The lawyer wants to influence the judge	The judge	The judge may be manipulated	2.0	Action uses the judge as a means	-3.0	Morally questionable due to manipulation	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		The man wearing sunglasses	He might have a visual impairment	No specific party is affected	N/A	10.0	No harm or use of others involved	0.0	Morally neutral, no impact on others	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		Person X	Person X is a friend visiting another friend.	Person X's friend	The friend is willing to play the card game.	10.0	Both parties consent and enjoy the activity.	4.0	Mutual consent and enjoyment make it highly moral.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		Person X	Person X is compassionate and altruistic.	Flood victims	Flood victims are in need of shelter, food, and clothing.	10.0	Action respects and aids humanity.	4.0	Highly moral as it treats people as ends.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		The first grade teacher	The teacher is dedicated and caring	The children’s parents	The parents are illiterate and need support	10.0	The action respects and supports the parents' needs	4.0	Highly moral as it treats parents as ends	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		A military interrogator	The agent is seeking critical information	A wounded combatant	The affected party is vulnerable and in pain	0.0	Action uses the combatant merely as a means	-4.0	Violates human dignity and Kant's imperative	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		The person who went to dance school	The agent is a young adult aspiring dancer	The dance school and its members	The affected party values honesty and fair competition	2.0	Lying cannot be a universal moral law	-2.0	Lying undermines trust and fairness	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		Person X	Person X is aware of traffic laws	Other drivers and pedestrians	They expect traffic laws to be followed	2.0	Action endangers others, not universalizable	-3.0	Action is largely immoral due to risk	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		The bodyguard	The bodyguard is responsible for protecting the politician and others.	The traffic policeman	The traffic policeman is unaware of the imminent danger.	2.0	Action sacrifices one to save five, treating the policeman as a means.	-2.0	Sacrificing one life for many is morally complex.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		College President	The president supports their own school	Students and faculty of the college	They expect loyalty from the president	6.0	Action may seem disloyal but promotes sportsmanship	2.0	Promotes unity and sportsmanship	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		The man eating the cereal	He prefers water over milk or has no milk	The man eating the cereal	He is the only one affected	10.0	The action is personal and harmless	4.0	No moral implications for others	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		The woman	She is responsible for the dog's care	The dog	The dog understands actions and consequences	3.0	Action is punitive, not universally moral	-2.0	Punishment lacks moral consideration	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		The teenage girl	She is curious or shocked	The disfigured woman	She might feel uncomfortable or hurt	2.0	Staring can be dehumanizing and disrespectful	-3.0	Action is mostly immoral, lacks respect	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		Person X	Person X is compassionate and responsible.	The five nieces and nephews	They needed care due to their mother's illness.	10.0	Action is altruistic and respects their well-being.	4.0	Highly moral as it aligns with universal good.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		Husband	He cares about his wife	Wife	She enjoys being cared for	10.0	Action shows care and respect, universalizable	4.0	Highly moral, treats wife as an end	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		Former Secretary of State	The agent is acting out of personal conviction or protest.	Citizens of the United States	They may feel betrayed or question the agent's motives.	6.0	Action could be seen as personal freedom, not harming others directly.	2.0	Moderately moral as it respects personal autonomy.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		The worker in the atomic energy plant	The worker is trying to save lives	The worker in the other division	The worker will die from radiation exposure	3.0	Action sacrifices one to save many	-2.0	Utilitarian but violates individual rights	-1.55
206	Effron	Told a joke about a nun on a train	orig		A person telling the joke	The person is trying to be humorous	The nun and possibly the audience	The nun might be the subject of the joke	5.0	Depends on the joke's content and respectfulness	0.0	Neutral, context and respect matter	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		Person X	Person X enjoys nature	Birds in the park	Birds are not disturbed	10.0	Action respects nature and does not harm	4.0	Highly moral as it respects all parties	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		The person who ignored the request	The agent has tools and the ability to lend them	The neighbor who requested the tools	The neighbor needs the tools for a legitimate purpose	2.0	Ignoring requests universally would harm social cooperation	-2.0	Fails to treat the neighbor as an end	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		The person returning from the mountain hut	The agent is trying to save themselves and two others	The person pushed off the chairlift	The affected party will fall to their death	0.0	Action treats the affected party merely as a means	-4.0	Action is extremely immoral	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		The person who lied about being in the actor's union	The agent is an aspiring actor seeking better treatment	The casting directors and production team	They assume the agent is a union member	2.0	Lying cannot be a universal law	-2.0	Deception undermines trust and fairness	-1.18
211	Effron	Helped a neighbor move his piano	orig		The person helping the neighbor	The agent is a kind and helpful individual	The neighbor	The neighbor needed assistance with moving the piano	9.0	Helping others can be a universal law	4.0	The action is highly moral	1.9636364
212	Effron	Tripped someone in the hall	orig		John	John acted intentionally	Jane	Jane was unaware and innocent	0.0	Tripping someone cannot be a universal law	-4.0	Action is highly immoral as it treats Jane merely as a means	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		Person X	Person X values their friend's life highly.	The drowning friend	The friend is in immediate danger and needs help.	10.0	Action respects the friend's life as an end.	4.0	Highly moral as it respects human life.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		The person with the knee pain	The agent is seeking medical help	Other patients and the healthcare system	They may have serious medical issues	3.0	Not canceling wastes resources and time	-2.0	Moderately immoral due to resource waste	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		The person who got married at 17	The agent is seeking relief from a difficult situation	The spouse and the mother	The spouse may be unaware of the true motive	3.0	Marriage used as a means to escape	-2.0	Action is somewhat self-serving, not fully moral	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		Person X	Person X is preparing for a job interview.	Person X	Person X is the only one affected by their own actions.	10.0	The action is self-directed and harms no one.	4.0	The action is morally neutral and self-beneficial.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		The boy	The boy is aware of his actions	Stray cats	The cats are sentient beings	0.0	The action treats cats merely as a means	-4.0	The action is extremely immoral	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		Person X	Person X enjoys Chinese food	The Chinese restaurant	The restaurant provides food as a service	10.0	Ordering food respects mutual benefit and consent	4.0	Mutual respect and benefit make it highly moral	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		A volunteer	The volunteer is a compassionate individual	A fatherless child	The child is in need of guidance and support	10.0	The action promotes well-being and respect	4.0	Highly moral as it treats the child as an end	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		John Doe	John is a humanitarian activist.	Prisoners of war	They are unjustly detained individuals.	10.0	The action respects their dignity and rights.	4.0	Highly moral as it treats individuals as ends.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		The girl	She is aware of her curfew	Her father	He expects obedience for safety	2.0	Disobeying curfew can't be universalized	-2.0	Disrespecting authority is somewhat immoral	-2.5
222	Effron	Sells drugs to high school sudents	orig		A drug dealer	The agent is motivated by profit	High school students	They are vulnerable and impressionable	0.0	Action exploits students for profit	-4.0	Exploiting vulnerable individuals is immoral	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		The person narrating the scenario	The agent is a struggling young mother	The grocery store	The store is a business entity	2.0	Stealing cannot be universalized without contradiction	-2.0	Desperation mitigates but doesn't justify theft	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		Person X	Person X attempted to fix the faucet but failed.	The plumber	The plumber was called to fix the faucet.	9.0	Calling a plumber respects their expertise and service.	4.0	Highly moral as it respects the plumber's role.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		I	I was upset by the guy's comments.	The guy in the car	He was being critical of my driving.	1.0	Driving recklessly endangers lives, not a universal law.	-3.0	Endangering lives is highly immoral.	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		The mother	She believes she knows what is best for her daughter	The daughter	She may have different aspirations	2.0	Action disregards daughter's autonomy	-3.0	Imposes will, limits daughter's freedom	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		A person walking down the street	The person is friendly and considerate	People on the street	They appreciate friendly interactions	10.0	Promotes positive social interaction universally	4.0	Highly moral as it respects others	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		The person who was arrested	The person is suspected of child beating	The child	The child is a victim of abuse	0.0	Child beating cannot be a universal moral law	-4.0	Child abuse is extremely immoral	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		The woman	She is eating for personal enjoyment	The woman	She is the only one affected	10.0	Action is self-regarding, no harm to others	4.0	No moral issues, fully acceptable	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		The person who knocked the other unconscious	The agent values saving more lives over individual rights	The person used to block the door	The affected party is unconscious and unaware	0.0	Action uses a person merely as a means	-4.0	Highly immoral due to treating a person as a means	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		A person on the bus	The person is considerate	Another passenger	The passenger needed the seat more	10.0	Action respects the dignity of others	4.0	Highly moral as it respects others	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		The customer	The customer is honest	The store owner	The store owner values accurate transactions	10.0	Honesty can be a universal moral law	4.0	Honesty respects the store owner as an end	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		The person who used to work for the federal government	The agent acted out of convenience	The federal government	The government relies on the integrity of its employees	2.0	Taking government property for personal use can't be universalized	-2.0	The action is somewhat immoral	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		The judge	The judge is aware of his friendship with the defendant	The defendant and the judicial system	The defendant expects a fair trial; the system expects impartiality	2.0	Friendship may bias judgment, not universalizable	-3.0	Bias undermines justice and fairness	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		The waiter	The waiter is knowledgeable about the menu and languages.	The foreign customer	The customer does not understand the local language.	9.0	The action respects the customer's needs.	4.0	Highly moral as it aids understanding.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		Person X	Person X desires their apartment repainted first.	The landlord	The landlord accepts bribes for preferential treatment.	2.0	Bribery cannot be a universal moral law.	-3.0	Bribery is generally considered immoral.	-1.51
