id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		7	9	0	8	3	Parents are of average resilience, some susceptibility to harm.	The action involved extensive planning and deliberate thought.	No harm was caused; the action was beneficial.	Provided substantial assistance by gifting a significant trip.	High help, no harm, high intent, vulnerable patient	The person who worked all summer	The agent is likely a young adult or teenager.	The parents	The parents are likely middle-aged adults.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		7	7	4	0	-3	Children are somewhat vulnerable to disappointment	Taking all the candy likely involved some thought	The harm is emotional and minor	No help was provided in this scenario	High vulnerability and intent, moderate harm, no help.	The girl	She is a child or teenager	Other children or trick-or-treaters	They are also children or teenagers	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		6	2	2	0	-1	Person X is an average adult with some susceptibility.	Eating lunch is intentional; food stuck in teeth is accidental.	Minor embarrassment or discomfort, no significant harm.	No help was provided in this scenario.	Low intent and harm, but no help provided.	Person X	Person X is an adult who works.	Person X	Person X is the same individual affected by their own action.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		7	7	5	0	-3	Adults are generally of average resilience but can be sensitive to body shaming	Commenting out loud likely involves some degree of thought and intention	Body shaming can cause emotional distress but not physical harm	The action did not provide any help or assistance	High vulnerability and intent, moderate harm, no help; overall negative moral acceptability.	The woman commenting	She is an adult who is aware of social norms	The woman being commented on	She is an adult who may be sensitive to body image comments	-3
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		6	7	0	0	0	Consenting adults, average vulnerability	Action was likely premeditated to some extent	No reported harm or negative repercussions	No significant help or assistance provided	Moderate vulnerability and intent, no harm or help, morally neutral.	The person recounting the scenario	The agent is a college sophomore	The three sexual partners	They were consensual participants	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		7	9	7	0	-4	Clients are average adults, somewhat susceptible to harm.	Lying was deliberate and planned.	Lies can cause significant emotional and financial harm.	No help was provided to the clients.	High vulnerability, high intent, high harm, no help.	The legal assistant	The legal assistant is dishonest and manipulative.	The clients	The clients are unaware and trusting.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		7	4	6	0	-3	Typical adult with average resilience.	Likely acted impulsively in the heat of the moment.	Physical altercation causing significant but not extreme harm.	No help provided in this scenario.	High vulnerability and harm, low intent and no help.	You	You were involved in the fight.	Acquaintance	The acquaintance was the one you fought with.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		7	6	4	0	-3	The boy is likely emotionally affected by the comparison.	The girl likely thought about her words before speaking.	The boy's feelings are hurt by the comparison.	No help was provided in this scenario.	High vulnerability, intentional action, moderate harm, no help	The girl	She is making a comparison between the boy and his older brother.	The boy	He is being compared unfavorably to his older brother.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		1	4	3	0	-2	Library is an inanimate entity, not easily harmed.	Likely forgot or procrastinated, not highly intentional.	Minor inconvenience, no significant damage.	No help provided by failing to return the book.	Low vulnerability, moderate intent, some harm, no help.	John	John is a student.	Library	The library is a public institution.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		6	7	0	6	3	The friend is an average adult with some susceptibility.	Paying for dinner involves some degree of thought and planning.	No harm was caused by paying for dinner.	Paying for dinner offers substantial but not critical assistance.	Intentional help with no harm to a moderately vulnerable patient.	The person who paid for the dinner	The agent is likely a friend of the patient.	The friend whose dinner was paid for	The patient is likely a friend of the agent.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		9	8	7	0	-4	Cats are defenseless and highly susceptible to harm.	Throwing the cat seems deliberate and not accidental.	Throwing a cat can cause significant physical harm.	No help was provided to the cat.	High vulnerability, high intent, significant harm, no help.	The woman	She is the person performing the action.	The cat	The cat is the one being thrown.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		1	4	2	0	-1	The basketball is an inanimate object.	The action was somewhat impulsive but with minimal premeditation.	Taking the basketball caused minimal harm.	No help was provided by taking the basketball.	Low vulnerability and harm, moderate intent, no help provided.	I	I assumed I was the agent.	The basketball	I assumed the basketball was the patient.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		6	7	4	5	-0.4	The coach is an adult with average resilience	Sponsoring a bake sale requires some planning	The action may cause emotional distress but no physical harm	The rival team benefits from the bake sale	Moderate harm and intent with some help provided.	The coach's wife	She is supportive of her husband	The coach	He is affected by his wife's actions	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		10	7	6	3	-3	The mother is dying, making her highly vulnerable.	The action was taken after some thought and need for personal space.	The action likely caused emotional harm to the mother.	The action provided personal space for the agent.	High vulnerability, intentional action, moderate harm, low help	The person telling the story (the child of the mother)	The agent is the child of the dying mother.	The mother	The patient is the dying mother.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		6	7	1	5	2	Person X is an adult with average resilience.	Person X decided to drive after realizing they were late.	No significant harm was caused by driving instead of taking the bus.	Person X helped themselves by avoiding being late.	Moderate vulnerability and intent, low harm, moderate help.	Person X	Person X is an adult with a job.	Person X	Person X is affected by their own action.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		8	7	5	0	-3	The student is vulnerable due to public embarrassment	Laughing at someone is usually intentional	Public embarrassment can cause emotional harm	No help was provided in this scenario	High vulnerability, high intent, moderate harm, no help.	The girl laughing	She is a student at the school play	The student forgetting lines	They are also a student at the school play	-2.4
126	Effron	Scratched a stranger's car with his key	orig		1	8	6	0	-3	The car is an inanimate object	Scratching a car with a key is deliberate	The car sustained significant but not total damage	No help was provided in this scenario	High intent and harm with no help make it highly immoral.	The person who scratched the car	The agent is likely an adult	The owner of the car	The patient is likely an adult	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		9	10	9	0	-4	Cats are defenseless and highly susceptible to harm.	Setting up a trap involves extensive planning and deliberate thought.	Torturing an animal causes significant to utmost damage.	No assistance or protection was provided.	High vulnerability, high intent, high harm, no help	Person X	Person X is someone who enjoys torturing animals.	A cat	The cat is a defenseless animal.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		9	8	7	0	-4	Dolphins are sentient and can feel pain, making them highly vulnerable.	The trainer's action appears deliberate to make the dolphin perform.	Jabbing can cause physical and emotional harm to the dolphin.	The action does not provide any help or benefit to the dolphin.	High vulnerability, high intent, significant harm, no help.	The zoo trainer	The trainer is responsible for the dolphin's care and training.	The dolphin	The dolphin is an intelligent, sentient being capable of feeling pain and distress.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		6	7	3	5	-2.5	The birthday person is an average adult with some emotional susceptibility	The action was planned with some thought but not extensively	The action caused minor embarrassment but no significant harm	The action provided a thoughtful gift, offering minor to moderate help	Moderate harm with some help and high intent.	The person invited to the birthday party	The agent is not very close to the birthday person	The birthday person	The patient is someone who appreciates gifts and social gestures	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		2	8	5	0	-3	The DMV is an institution, not highly vulnerable.	Cheating was a deliberate action after failing twice.	Cheating undermines the integrity of the testing process.	No help was provided to anyone.	High intent and harm with no help make it immoral.	The person who went to the DMV	The person is likely an adult seeking to renew their driver's license.	The DMV or the integrity of the testing process	The DMV is an institution responsible for ensuring drivers are qualified.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		8	9	7	9	-3	Residents are vulnerable due to radiation exposure.	Person X volunteers regularly despite health risks.	Potential health risks to Person X.	Providing critical assistance to a radiation-exposed town.	High intent and harm outweigh help, making it largely immoral.	Person X	Person X is compassionate and selfless.	The town's residents	The residents are in need of help due to radiation exposure.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		9	7	7	0	-4	Attendees are emotionally vulnerable due to the context	Telling a joke requires some level of intent	The joke can cause significant emotional harm	The action offers no help or assistance	High vulnerability, high intent, high harm, no help.	A person attending the memorial	The person is likely insensitive or unaware of the context	Attendees of the memorial	They are likely survivors, descendants, or people paying respects	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		9	4	10	8	-3	The workers are highly susceptible to harm	The action was impulsive to avoid immediate danger	The action resulted in the death of two workers	The action saved the crane operator and other workers	High harm and vulnerability outweigh moderate intent and help.	The crane operator	The crane operator is a skilled worker	The two workers in the fall zone	The two workers are at risk of being crushed	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		1	4	1	0	0	The car is an inanimate object, not susceptible to harm.	Not washing a car is likely due to neglect or lack of time.	A dirty car suffers no real damage or harm.	No help is provided by not washing the car.	Low vulnerability and harm, moderate intent, no help provided.	The driver of the car	The driver is likely the owner or responsible for the car.	The car	The car is an inanimate object.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		9	6	5	0	-3	Pregnant women are highly susceptible to harm or discomfort.	Refusing to give up a seat involves some degree of thought.	The harm is discomfort and potential risk to the pregnant woman.	No help was provided to the pregnant woman.	High vulnerability, moderate intent, moderate harm, no help.	Person X	Person X is an adult capable of making decisions.	The pregnant woman	The pregnant woman needs a seat for comfort and safety.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		10	9	8	0	-4	The deceased is completely defenseless and highly susceptible to mistreatment	The action appears deliberate and planned	The action is highly disrespectful and violates the dignity of the deceased	No assistance or protection is provided to the deceased	High vulnerability, high intent, high harm, no help.	The woman	She is engaging in intimate relations	The recently deceased loved one	The deceased is unable to consent or resist	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		7	7	8	10	2	The swimmer is an average adult, susceptible to harm	The action is taken with some thought to save lives	The swimmer will be hit by the motorboat, causing significant harm	The action saves five people from drowning	High help outweighs harm and intent, making it morally acceptable.	The person driving the motorboat	The person is trying to save lives	The person who is calmly swimming	The person is in the path of the motorboat	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		1	8	4	0	-3	The steps are inanimate and cannot be harmed.	Graffiti is typically a deliberate act.	Graffiti causes minor damage to property.	Graffiti does not provide any help.	High intent, moderate harm, low vulnerability, no help.	A woman	The woman is likely an individual with a motive for graffiti.	The steps of the local courthouse	The courthouse steps are inanimate objects.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		6	7	4	0	-3	The team has average resilience but can be demoralized.	Booing is a deliberate action, likely premeditated.	Booing can demoralize but not cause physical harm.	Booing offers no assistance or protection.	High intent and vulnerability with harm and no help make it immoral.	Head cheerleader	She is expected to support her team.	High school's team	They are expected to be supported by cheerleaders.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		2	1	7	0	-3	The house is inanimate but can suffer damage.	Forgetting is accidental, no intent involved.	Flooding can cause significant property damage.	No help was provided in this scenario.	High harm, low intent and help, moderate vulnerability.	Person X	Person X is assumed to be an adult living in the house.	The house	The house is assumed to be a typical residential property.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		9	7	10	10	-3	The client is defenseless against a bolting horse.	The action was taken with some degree of thought.	The client will be killed by the horse.	Three people were saved from being trampled.	High harm and vulnerability outweigh high help and intent.	The owner of the horse stud	The owner is driving the four-wheel drive.	The new client	The client will be trampled by the horse.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		7	8	5	4	-4	Dad was somewhat vulnerable due to trust. (average resilience)	The action was premeditated to buy ice cream.	The harm was financial and emotional but not severe.	Friends received ice cream, minor help.	High vulnerability, intent, and harm outweigh the help provided.	I	I was a third grader wanting to be popular.	My dad	He was unaware of the theft initially.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		9	8	7	10	2	The partner is in a life-threatening situation.	The action was likely deliberate to protect the partner.	Potential harm to Person X from falling debris.	Critical protection in a life-threatening situation.	High help outweighs harm and intent, despite high vulnerability.	Person X	Person X is a human capable of protective actions.	Their partner	The partner is a human in a vulnerable situation.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		9	10	0	9	3	The needy are highly susceptible to harm or mistreatment.	Selling a house requires extensive planning and deliberate thought.	No harm was caused by the action.	Funding a local program provides critical assistance to the needy.	High help and no harm despite high vulnerability and intent.	Person X	Person X is assumed to be a compassionate individual.	The needy	The needy are assumed to be individuals in financial or social distress.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		9	7	5	0	-3	Children are highly vulnerable and defenseless.	The action was deliberate but not extensively planned.	The harm was emotional and material, but not physical.	No help was provided in this scenario.	High vulnerability, high intent, moderate harm, no help.	I	The agent is a child in second grade.	The little girl who owned the necklace	The patient is a child in second grade.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		3	8	0	6	3.4	We were not vulnerable in this context.	We intentionally participated in the contest.	No harm was caused by participating.	Winning provided us with a free subscription.		I	I assumed the agent was myself.	My friends and I	I assumed the patient was my group of friends and me.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		6	8	0	7	3	Coworkers are typical adults with average resilience.	Remembering complex orders requires deliberate thought.	No harm was caused by remembering orders.	Substantial help by ensuring correct coffee orders.	High intent and help, no harm, moderate vulnerability.	Person X	Person X is likely an employee or coworker.	Coworkers	Coworkers are likely the recipients of the coffee orders.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		1	7	0	6	3	The bike wheel is an inanimate object and cannot be harmed.	Person X intentionally decided to replace the tube after failing to patch it.	No harm was caused; the action was a repair attempt.	Person X provided substantial help by ensuring the bike could be used again.	Low vulnerability, high intent, no harm, significant help.	Person X	Person X is assumed to be an adult capable of repairing or replacing a bike tube.	The bike wheel	The bike wheel is assumed to be an inanimate object.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		7	8	6	7	-2	I am an average adult with some susceptibility	She planned to use my help and resources	Caused significant inconvenience and emotional distress	Provided substantial help in moving her belongings	High intent and harm, moderate help, vulnerable patient.	My friend	She needed help moving	Me	I was helping a friend	-1.39
150	Effron	Provided food and clothing for flood victims	orig		9	8	0	9	3	Flood victims are highly susceptible to harm and need assistance.	Providing food and clothing requires planning and deliberate action.	No harm was caused by providing food and clothing.	Providing essential items in a crisis is critical assistance.	High help with no harm despite high vulnerability and intent.	A volunteer	The agent is someone who is willing to help others in need.	Flood victims	The patients are people who have been affected by the flood.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		10	9	10	9	-3	The passenger is defenseless and highly susceptible to harm.	The action was deliberate to save others.	The action resulted in the death of the passenger.	The action saved the lives of the remaining passengers.	High vulnerability, intent, and harm outweigh the help provided.	The pilot	The pilot is responsible for the helicopter and its passengers.	The person next to the pilot	The person is a passenger in the helicopter.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		9	9	0	10	3	Blood recipients are often in critical need of blood.	Donating blood requires deliberate planning and overcoming fear.	No harm is caused by donating blood.	Donating blood provides critical assistance to those in need.	High help and no harm despite high vulnerability and intent.	Person X	Person X is a compassionate individual.	Blood recipients	Blood recipients are individuals in need of blood transfusions.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		9	7	0	7	3	Children are highly vulnerable and dependent on adults for safety	The action was likely planned to help the child see the parade	No harm was caused by the action	The action provided significant help by allowing the child to see the parade	High help and no harm despite high vulnerability and intent.	An adult, likely a parent or guardian	The agent is assumed to be someone responsible for the child's well-being	The child	The patient is assumed to be a young child	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		2	8	4	0	-3	The theater is a business, not highly vulnerable.	The action was deliberate and planned.	The harm was financial but not severe.	No help was provided by this action.	High intent with moderate harm and no help makes it quite immoral.	I	The agent is the person who went to the movies.	The movie theater	The patient is the entity affected by the action.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		6	7	4	0	-3	The brother is of average resilience.	The girl likely planned to ask for allowance.	The harm is minor, mostly unfairness.	No help was provided in this scenario.	High intent and vulnerability, moderate harm, no help.	The girl	She is asking for allowance.	The brother	He did the chores for her.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		4	9	4	0	-3	Professional athlete, not highly vulnerable	The action is deliberate and planned	Minor harm, potential for a penalty	No help provided	High intent and harm with no help make this scenario highly immoral.	The soccer player pretending to be fouled	The player is trying to deceive the referee	The opposing player	The player is being falsely accused	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		8	5	6	0	-3	The friend was likely emotionally vulnerable due to the racial insult.	The action was likely impulsive but with some awareness.	The harm was emotional and significant but not physical.	No help was provided in this scenario.	High vulnerability and harm, low help, moderate intent.	The person narrating the scenario	The narrator is reflecting on their past actions.	The friend of the narrator's sister	The friend was affected by the racial name-calling.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		7	7	4	0	-3	Cashiers are typically average adults, somewhat susceptible to verbal harm	Swearing is usually a deliberate action, though possibly impulsive	Swearing can cause emotional distress but not physical harm	Swearing at someone does not provide any help	High vulnerability and intent, moderate harm, no help.	The person who swore	The person was likely a customer	The cashier	The cashier was an employee at the store	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		7	6	4	0	-3	An average adult with some susceptibility to harm.	Spitting off a balcony likely involves some degree of thought.	Spitting can cause minor harm or distress.	No help was provided in this scenario.	High vulnerability and intent, moderate harm, no help; overall negative moral acceptability.	John	John is an adult male attending the theater.	A person in the audience below	The person is an average adult theatergoer.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		0	8	0	0	0	Weights are inanimate and cannot be harmed.	Lifting weights is a deliberate action.	No harm is caused by lifting weights.	No help is provided by lifting weights.	No harm or help, high intent, low vulnerability.	A person in business clothes	The person might be a professional or businessperson.	The free weights	The weights are inanimate objects.	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		7	9	5	0	-3	She is an adult but emotionally vulnerable in this context.	The action was deliberate and planned.	The harm is emotional and reputational, not physical.	No help was provided to the wife.	High vulnerability, high intent, moderate harm, no help.	The man	He is the husband of the woman in the beauty pageant.	The wife	She is a contestant in the beauty pageant.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		7	6	0	6	3	Unpopular coworker may feel socially vulnerable.	Inviting someone to lunch usually involves some thought.	No harm is caused by inviting someone to lunch.	The action provides social inclusion and support.	High help, no harm, moderate vulnerability and intent.	The coworker who invited	The coworker is likely trying to be kind or inclusive.	The unpopular coworker	The unpopular coworker may feel isolated or excluded.	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		6	7	4	2	-4	The sister and her family are of average resilience.	The narrator's decision was made with some degree of thought and planning.	The harm caused is emotional and relational, not physical.	The narrator's absence might reduce personal stress but offers no substantial help.	High intent and harm with low help	The narrator	The narrator is a family member who dislikes their sister's husband and spoiled kids.	The sister and her family	The sister and her family are affected by the narrator's absence during Christmas.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		6	8	2	4	-2	The patient is an adult making a consensual choice.	The action appears to be deliberate and planned.	No direct harm is evident in the scenario.	The action may provide mutual satisfaction or benefit.	Moderate vulnerability and intent, low harm, moderate help	The homosexual in the gay bar	The person is seeking sexual encounters in exchange for drinks.	Anyone who buys him a drink	The person is willing to engage in the exchange.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		7	9	7	0	-4	Students are moderately vulnerable to unfair grading.	The action was deliberate and planned.	Unfair grading can significantly impact a student's academic and future career.	No help was provided to the student.	High vulnerability, high intent, high harm, no help	The professor	The professor is biased against the student.	The student	The student is disliked by the professor.	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		10	7	9	0	-4	The patient is critically injured and defenseless.	Person X chose not to act despite knowing the situation.	The inaction likely led to the man's death.	No help was provided by Person X.	High vulnerability, high intent, high harm, no help.	Person X	Person X is a bystander who witnessed the incident.	The man stabbed in the dark alley	The patient is a victim of a violent crime.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		8	7	6	4	-2	Daughter is likely young and impressionable	The mother is likely acting with deliberate intent	Potential psychological harm from pressure	Could be seen as pushing for a successful career	High vulnerability, intent, and harm with moderate help.	The woman	She is the mother of the daughter	The daughter	She is a young individual	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		10	9	10	10	-3	They are defenseless and highly susceptible to harm.	The action was taken with deliberate thought to save others.	The action results in the death of two people.	The action saves six people from drowning.	High vulnerability, intent, and harm outweigh the help provided.	You	The agent is a person capable of making decisions.	The two people you do not know	The patients are non-swimmers and will drown if pushed overboard.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		7	7	0	7	3	She was in financial difficulty, needing help. (Medium-High Vulnerability)	I offered her a place to stay after some thought. (Medium-High Intentionality)	No harm was caused by offering help. (Minimum Harm)	Providing a place to stay is substantial help. (Medium-High Help)	High help, no harm, moderate vulnerability and intent.	I	I assumed I could help her temporarily.	My friend's niece	I assumed she needed immediate support.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		6	1	5	0	-3	Person X is an average adult with some susceptibility to harm.	Forgetting a passport is usually accidental, without intent.	Missing a flight or trip can cause significant inconvenience.	No help was provided in this scenario.	High vulnerability and harm, low intent and help.	Person X	Person X is an adult traveler.	Person X	Person X is affected by their own forgetfulness.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		7	9	7	0	-4	She is emotionally vulnerable due to trust and relationship commitment.	Cheating involves deliberate actions and planning.	Emotional betrayal can cause significant psychological harm.	No help was provided in this scenario.	High intent and harm with no help make it highly immoral.	Person X	Person X is in a committed relationship.	Person X's girlfriend	She trusts Person X and is unaware of the cheating.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		6	3	6	0	-3	The owner is an average adult with financial impact	The action was accidental but avoidable	The damage is significant but not life-threatening	No help was provided to the car owner	High vulnerability and harm, low intent and no help.	The person who scraped the car	The person is in a hurry and stressed	The owner of the damaged car	The owner will incur repair costs	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		6	7	0	4	2	The stranger is an average adult with some susceptibility to harm.	Person X likely thought about helping the stranger.	No harm was caused by this action.	The action provided minor assistance by avoiding a parking ticket.	Moderate vulnerability, high intent, no harm, some help.	Person X	Person X is a considerate individual.	The stranger	The stranger is an average adult.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		10	7	10	9	-3	The technician is defenseless and highly susceptible to harm.	You acted with some degree of thought and planning.	The technician will die, causing maximum harm.	You saved yourself and five others from a life-threatening situation.	High vulnerability and harm outweigh the help provided.	You	You are trying to save yourself and the other actors.	The lighting technician	The technician will fall and die.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		0	8	0	3	3	The crossword puzzle cannot be harmed or victimized.	Solving a puzzle requires deliberate thought and planning.	No harm was caused by solving the puzzle.	Solving the puzzle provides minor intellectual satisfaction.	Low vulnerability and harm, high intent, moderate help.	Person X	Person X is an individual capable of solving puzzles.	The crossword puzzle	The crossword puzzle is an inanimate object.	0.11
176	Effron	Put a roach down another person's shirt	orig		7	7	6	0	-3	Emily is an average adult, somewhat susceptible to harm.	John likely planned the prank to some extent.	The harm is psychological, causing significant distress.	No help was provided in this scenario.	High vulnerability, high intent, significant harm, no help	John	John is a prankster.	Emily	Emily is an average adult.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		10	7	10	9	0.8	The fifth climber is highly susceptible to harm and defenseless.	The action was taken following some degree of thought and planning.	The action resulted in the death of the fifth climber.	The action saved the lives of the other three climbers.	High help and intent, but high harm and vulnerability.	The fourth climber	The fourth climber is capable of making a critical decision under pressure.	The fifth climber	The fifth climber is dependent on the rope for survival.	-1.25
