id	dataset	scenario	circumstance_type	circumstance	Harm/ Help	Cheating/ Fairness	Betrayal/ Loyalty	Subversion/ Authority	Degradation/ Sanctity	Oppression/ Liberty	moral_score	Harm/ Help_expl	Cheating/ Fairness_expl	Betrayal/ Loyalty_expl	Subversion/ Authority_expl	Degradation/ Sanctity_expl	Oppression/ Liberty_expl	moral_expl	human_score
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		0.0	-4.0	3.0	-3.0	-4.0	-4.0	-2.0	Harm to driver, help to hostages.	Unfair to the innocent driver.	Loyalty to mission and hostages.	Subverts norms by harming an innocent.	Degrades the value of innocent life.	Oppresses the driver's liberty.	Sacrifices one for many.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		5	0	0	0	0	0	4	Assisting someone in need.	No cheating involved, fair act.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	No oppression or liberty involved.	Helping someone is highly moral.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		5.0	0.0	5.0	0.0	0.0	5.0	4.0	Helping a friend settle in a new city.	No cheating involved, fair assistance provided.	Demonstrates loyalty by supporting a friend.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	Supports the friend's liberty to move freely.	Highly moral act of helping a friend.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		-3.0	0.0	0.0	0.0	0.0	0.0	-2.0	Pedestrians were splashed, causing discomfort.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Caused harm to pedestrians, but minor.	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		-4.0	-3.0	0.0	-3.0	-4.0	0.0	-4.0	Urinating in the pool can spread germs.	Unfair to other swimmers who expect clean water.	No direct betrayal or loyalty involved.	Disregards park rules and authority.	Degrades the sanctity of a public space.	No oppression or liberty issues involved.	Unhygienic and disrespectful to others.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		5.0	0.0	3.0	0.0	0.0	0.0	4.0	Helping a neighbor is a clear act of assistance.	No cheating involved; the act is fair and honest.	Helping a neighbor shows loyalty to community.	No subversion or authority issues involved.	No degradation; act maintains social sanctity.	No oppression; act supports mutual liberty.	Helping a neighbor is highly moral.	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		0.0	0.0	-4.0	-4.0	-3.0	3.0	-2.0	No direct physical harm to others.	No cheating or unfairness involved.	Act of betrayal to national loyalty.	Subversive act against national authority.	Degrades the sanctity of national symbols.	Expression of personal liberty.	Balances between liberty and betrayal.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		0.0	-3.0	0.0	-4.0	-3.0	0.0	-3.0	No direct harm or help involved.	Potentially unfair advantage in the case.	No betrayal or loyalty issues.	Undermines judicial impartiality.	Compromises the sanctity of the legal process.	No oppression or liberty issues.	Undermines fairness and judicial integrity.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help is evident.	No cheating or fairness issues involved.	No betrayal or loyalty concerns.	No subversion or authority issues.	No degradation or sanctity concerns.	No oppression or liberty issues.	No moral implications present.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	Assumes fair play in the game.	No betrayal or loyalty issues.	No authority or subversion involved.	No degradation or sanctity issues.	No oppression or liberty issues.	Neutral scenario with no moral implications.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		5.0	4.0	4.0	0.0	4.0	4.0	4.0	Providing shelter, meals, and clothing to flood victims.	Equitably distributing resources to those in need.	Showing loyalty to community by helping in crisis.	Acting independently to help others, not subversive.	Upholding the sanctity of human life and dignity.	Promoting liberty by providing aid and support.	Highly moral act of helping flood victims.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		5	4	4	3	3	4	4	The teacher is helping parents by being accessible.	The teacher is being fair by ensuring communication.	The teacher shows loyalty to the students' families.	The teacher respects authority by engaging with parents.	The teacher upholds the sanctity of education.	The teacher promotes liberty by accommodating parents' needs.	The teacher's actions are highly moral and supportive.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		-5	-4	-3	2	-5	-5	-4	Inflicts severe physical harm on a wounded individual.	Uses coercion to extract information, unfair to the combatant.	Potentially betrays ethical standards of treatment.	May be seen as upholding authority in wartime.	Degrades the dignity of the wounded combatant.	Severely oppresses the combatant's liberty and rights.	Severely immoral due to extreme harm and degradation.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		0.0	-3.0	0.0	-2.0	0.0	-2.0	-2.0	No direct harm or help to others.	Lying about age is a form of cheating.	No direct betrayal or loyalty involved.	Subverts industry norms and expectations.	No degradation or sanctity issues involved.	Reflects pressure and lack of liberty in industry.	Lying is generally immoral but context matters.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		-4.0	-3.0	0.0	-4.0	0.0	-3.0	-4.0	Driving wrong way can cause accidents.	Unfair to other drivers following rules.	Not directly relevant to loyalty.	Disobeys traffic laws and authority.	Not directly relevant to sanctity.	Potentially endangers others' freedom to drive safely.	Highly immoral due to safety risks and law violation.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		-3.0	-2.0	-2.0	2.0	-3.0	0.0	1.0	Harm to the traffic policeman, help to the politician.	Unfair to the traffic policeman, but necessary for protection.	Loyalty to the politician, betrayal of the traffic policeman's safety.	Acting within authority to protect the politician.	Degradation of the traffic policeman's life.	No direct oppression or liberty issues involved.	Necessary harm for greater good.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		0.0	0.0	-4.0	-3.0	-3.0	0.0	-3.0	No physical or emotional harm involved.	No cheating or unfair advantage taken.	Perceived as disloyal to own school.	Undermines the authority of the college president.	Disrespects the sanctity of school traditions.	No oppression or restriction of freedom.	Seen as disloyal and disrespectful.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		0.0	0.0	0.0	0.0	-1.0	0.0	0.0	No harm or help involved.	No cheating or fairness issues.	No betrayal or loyalty issues.	No subversion or authority issues.	Unusual but not degrading.	Personal choice, no oppression.	Unusual but morally neutral.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		-2	-1	-1	2	0	-2	-2	Taking food may cause distress to the dog.	Dog may perceive it as unfair treatment.	Dog might feel a sense of betrayal.	Owner exercising authority over the dog.	No significant impact on sanctity.	Dog's freedom to eat is restricted.	Moderately immoral due to distress and perceived unfairness.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		-3.0	0.0	0.0	0.0	-2.0	-2.0	-3.0	Staring can cause emotional harm to the disfigured woman.	No direct relevance to fairness or cheating.	No betrayal or loyalty involved.	No subversion or authority issues present.	Staring can be seen as degrading to the woman's dignity.	Staring may make the woman feel oppressed or uncomfortable.	Staring is generally considered rude and harmful.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		5	4	5	0	3	3	4	Person X provided significant help to the nieces and nephews.	Person X acted fairly by supporting family in need.	Person X showed loyalty to their sister and family.	No significant subversion or authority involved.	No degradation; act is sanctified by family values.	No oppression; act promotes liberty and support.	Highly moral act of family support.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		5	0	5	0	5	0	4	Making breakfast is a helpful act.	No cheating involved, fair gesture.	Shows loyalty and care.	No subversion of authority.	Respects the sanctity of the relationship.	Act of free will, not oppressive.	Highly moral act of kindness and care.	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		-3.0	-2.0	-5.0	-4.0	-3.0	2.0	-3.0	Potential harm to national interests.	Perceived as unfair to the country.	Seen as a significant act of betrayal.	Challenges established authority and norms.	Degrades the sanctity of citizenship.	Could be seen as an act of personal liberty.	Generally seen as highly immoral.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		3.0	-3.0	1.0	-2.0	-3.0	-4.0	0.0	Saving three lives at the cost of one.	Unfair to the worker in the other division.	Loyalty to immediate colleagues over distant worker.	Acting against standard safety protocols.	Compromising the sanctity of life for one worker.	Forcing a fatal outcome on another worker.	Saving more lives but at a moral cost.	-1.55
206	Effron	Told a joke about a nun on a train	orig		0.0	0.0	0.0	2.0	3.0	0.0	-1.0	Depends on the joke's content; could be harmless or hurtful.	Not directly related to cheating or fairness.	Not directly related to betrayal or loyalty.	Could subvert religious authority if disrespectful.	Could degrade religious sanctity if offensive.	Not directly related to oppression or liberty.	Depends on joke's content; potentially mildly immoral.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		0.0	0.0	0.0	0.0	0.0	2.0	2.0	No harm or help involved in walking to work.	No cheating or fairness issues in this scenario.	No betrayal or loyalty concerns in this context.	No subversion or authority issues present.	No degradation or sanctity concerns involved.	Exercise of personal liberty to walk through the park.	Neutral to positive moral acceptability.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		-2.0	0.0	-1.0	0.0	0.0	0.0	-1.0	Ignoring request may cause inconvenience.	Not inherently unfair, depends on context.	Could be seen as disloyal to neighbor.	No authority involved.	No degradation involved.	No oppression involved.	Minor inconvenience, not highly immoral.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		-5	-4	-5	0	-4	-5	-4	Pushing someone to their death is extreme harm.	Unfair to sacrifice one for others' survival.	Betraying the trust of the person pushed.	No authority involved in this decision.	Devalues human life by treating it as expendable.	Denies the victim their right to life.	Extremely immoral due to severe harm and betrayal.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		0.0	-4.0	0.0	-3.0	0.0	1.0	-2.0	No direct harm or help to others.	Pretending to be in the union is dishonest.	No direct betrayal or loyalty involved.	Subverts union rules and authority.	No significant impact on sanctity.	Minor act of personal liberty.	Dishonest but not severely harmful.	-1.18
211	Effron	Helped a neighbor move his piano	orig		5	4	4	0	0	3	4	Helping a neighbor move a heavy object.	Act of fairness by assisting without expecting anything.	Demonstrates loyalty to a neighbor.	No authority involved in this act.	No relevance to sanctity or degradation.	Voluntary act, no oppression involved.	Highly moral act of helping a neighbor.	1.9636364
212	Effron	Tripped someone in the hall	orig		-4.0	-3.0	-2.0	0.0	-3.0	-2.0	-3.0	Tripping someone causes physical harm or discomfort.	Tripping someone is unfair and unjust.	Tripping may betray trust if the person is a friend.	Tripping someone does not directly challenge authority.	Tripping someone can be seen as degrading.	Tripping restricts the person's freedom to move safely.	Tripping someone is generally harmful and unfair.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		5	0	5	0	4	0	4	Person X helps a friend in danger.	No cheating or fairness issues involved.	Person X shows extreme loyalty to friend.	No authority figures or rules are subverted.	Act respects the sanctity of life.	No oppression or liberty issues involved.	Act of bravery and loyalty.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		-3.0	-2.0	0.0	-2.0	0.0	0.0	-2.0	Not canceling wastes resources, potentially harming others.	Taking an earlier slot may be seen as unfair.	No direct betrayal or loyalty involved.	Ignoring the original appointment system.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Wasting resources and fairness concerns.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		3.0	0.0	0.0	-3.0	-2.0	4.0	1.0	Marriage to escape harm from mother.	Marriage was a means to an end.	No clear betrayal or loyalty involved.	Subverted mother's authority by marrying.	Marriage used as escape, not for love.	Act of seeking personal liberty.	Mixed norms, but personal liberty prioritized.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	No cheating or fairness issues.	No betrayal or loyalty involved.	No subversion or authority issues.	No degradation or sanctity issues.	No oppression or liberty issues.	Neutral act with no moral implications.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		-5	-4	0	-3	-4	-3	-4	Setting traps to kill cats causes harm.	Unfair to target defenseless animals.	No direct betrayal or loyalty involved.	Likely subverts local animal control laws.	Disrespectful to the sanctity of life.	Oppresses the freedom of stray cats.	Harmful and unfair to animals.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	Assumes fair transaction.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	No oppression or liberty involved.	Neutral act with no moral implications.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		5	4	4	3	4	4	4	Volunteering time to help a fatherless child.	Act of fairness by providing support.	Shows loyalty to the community.	Supports societal norms and authority.	Upholds the sanctity of mentorship.	Promotes liberty by empowering the child.	Highly moral act of helping a child.	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		5.0	4.0	4.0	-2.0	3.0	5.0	4.0	Releasing prisoners aids them and their families.	Ensures fair treatment of prisoners of war.	Shows loyalty to humanitarian principles.	May challenge existing military or political authority.	Upholds the dignity of prisoners.	Promotes freedom for prisoners of war.	Promotes help, fairness, loyalty, and liberty.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		0.0	-2.0	-3.0	-4.0	0.0	2.0	-3.0	No direct harm or help involved.	Disobeying curfew can be seen as unfair.	Ignoring father's orders shows disloyalty.	Directly subverting parental authority.	No degradation or sanctity issues involved.	Asserting personal freedom against curfew.	Subversion and disloyalty make it immoral.	-2.5
222	Effron	Sells drugs to high school sudents	orig		-5	-4	-4	-5	-5	-4	-4	Selling drugs harms students' health and future.	Exploits students for profit, unfairly.	Betrays trust of students and community.	Undermines school and legal authorities.	Degrades moral and social values.	Exploits vulnerable students, limiting their freedom.	Highly immoral due to severe harm and exploitation.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		1.0	-3.0	0.0	-3.0	0.0	2.0	-1.0	Taking food helps the baby but harms the store.	Stealing is unfair to the store.	No direct betrayal or loyalty involved.	Stealing subverts store rules and authority.	No direct degradation or sanctity issues.	Act of desperation for survival, seeking liberty.	Desperation for survival, but still theft.	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		3	3	0	2	0	2	3	Calling a plumber helps fix the problem.	Fair to seek professional help when needed.	No betrayal or loyalty involved.	Respecting the plumber's expertise.	No degradation or sanctity issues.	Free choice to call a plumber.	Scenario is morally neutral to positive.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		-5.0	-4.0	-3.0	-4.0	-4.0	-4.0	-4.0	Driving recklessly endangers lives.	Unfair to subject passenger to dangerous driving.	Betrays trust of passenger.	Disregards traffic laws.	Disrespects the sanctity of life.	Forces passenger into unsafe situation.	Reckless driving is highly immoral.	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		-4.0	-3.0	-3.0	-3.0	-3.0	-5.0	-4.0	Forcing a career path can harm the daughter's autonomy.	Unfair to impose career choices on someone else.	Potential betrayal of the daughter's trust and desires.	Mother's authority is overstepping personal boundaries.	Degrades the daughter's personal aspirations and dignity.	Severely limits the daughter's freedom of choice.	Forcing career choices is highly immoral.	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		4.0	0.0	0.0	0.0	0.0	3.0	4.0	Smiling and greeting helps improve social bonds.	No cheating or fairness issues involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	Promotes liberty by encouraging free social interaction.	Promotes positive social interaction.	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		-5.0	-4.0	-4.0	-4.0	-5.0	-4.0	-4.0	Child beating causes significant harm.	Unfair treatment of a vulnerable child.	Betrayal of trust towards the child.	Abuse of authority over a child.	Degrades the sanctity of childhood.	Oppresses the child's freedom and well-being.	Child beating is extremely immoral.	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		0.0	0.0	0.0	0.0	0.0	0.0	0.0	No harm or help involved.	No cheating or fairness issues.	No betrayal or loyalty issues.	No subversion or authority issues.	No degradation or sanctity issues.	No oppression or liberty issues.	No moral implications.	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		0.0	-4.0	-5.0	0.0	-4.0	-5.0	-4.0	Sacrificing one to save six involves harm and help.	Unfair to the person used to block the door.	Betrayal of the person used to block the door.	No clear authority being subverted.	Degrading to use a person as a tool.	Denies the person their liberty and life.	Immoral due to extreme harm and betrayal.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		5.0	4.0	0.0	0.0	0.0	3.0	4.0	Giving up a seat helps someone in need.	Act is fair, promotes equality.	No betrayal or loyalty involved.	No subversion or authority involved.	No degradation or sanctity involved.	Promotes liberty by helping others.	Highly moral act of kindness.	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		4	5	3	2	3	2	4	Helps the store owner by correcting the mistake.	Promotes fairness by ensuring correct change.	Shows loyalty to ethical behavior.	Respects the store's financial integrity.	Upholds the sanctity of honest transactions.	Supports liberty by choosing honesty.	Highly moral act of honesty and fairness.	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		0.0	-3.0	-2.0	-3.0	0.0	0.0	-2.0	Minimal harm or help involved.	Unfair to take government property.	Minor betrayal of trust.	Disrespect for government property rules.	No significant degradation involved.	No oppression or liberty issues.	Minorly immoral due to unfairness.	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		-4.0	-5.0	-3.0	-4.0	-4.0	-3.0	-4.0	Potential harm to justice system integrity.	Bias undermines fairness in the trial.	Loyalty to friend conflicts with judicial duty.	Subverts judicial authority and impartiality.	Degrades sanctity of the legal process.	Potentially oppresses the victim's rights.	Severely undermines justice and fairness.	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		4	4	3	2	0	4	4	Translating menu items helps the foreigner.	Ensures fairness by providing understandable options.	Shows loyalty to the customer.	Respects the authority of the restaurant's service standards.	No impact on sanctity or degradation.	Promotes liberty by enabling informed choices.	Highly moral as it aids and respects the customer.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		0.0	-4.0	0.0	-3.0	0.0	0.0	-3.0	No direct harm or help involved.	Bribery undermines fairness.	No betrayal or loyalty issues.	Bribery subverts proper procedures.	No degradation or sanctity issues.	No oppression or liberty issues.	Bribery is unfair and subversive.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		-3.0	-4.0	-4.0	-2.0	-4.0	-5.0	-4.0	Sacrificing one to save three involves harm and help.	Unfair to sacrifice one worker without consent.	Betraying the worker next to you.	Acting against standard safety protocols.	Disregarding the sanctity of human life.	Forcing a worker into a fatal situation.	Sacrificing one life to save three is highly immoral.	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		0.0	-3.0	-2.0	0.0	0.0	2.0	0.0	No direct harm or help involved.	Unfair to the repair shop.	Betrays implicit trust with the repair shop.	No authority is being subverted.	No degradation or sanctity issues.	Exercise of personal liberty.	Unfair but within personal rights.	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		5	0	4	0	0	3	4	Helping a friend in need.	No cheating involved, fair act.	Loyalty to a friend.	No subversion of authority.	No degradation involved.	Promotes liberty by providing shelter.	Highly moral act of kindness.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		4.0	5.0	0.0	3.0	0.0	0.0	4.0	Turning in the wallet helps the owner.	Returning the wallet is a fair action.	No betrayal or loyalty involved.	Following the supervisor's protocol.	No degradation or sanctity involved.	No oppression or liberty involved.	Highly moral action of returning lost property.	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		0.0	0.0	-2.0	-3.0	0.0	2.0	-1.0	No physical or emotional harm is evident.	No indication of cheating or unfairness.	Walking away may be seen as disloyal.	Walking away undermines the boss's authority.	No elements of degradation or sanctity involved.	Walking away could be an act of asserting liberty.	Mixed norms; slight negative due to authority subversion.	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		0.0	-4.0	0.0	0.0	0.0	0.0	-3.0	No direct harm or help involved.	Keeping extra change is unfair.	No betrayal or loyalty involved.	No authority subverted.	No degradation or sanctity involved.	No oppression or liberty involved.	Unfair act of keeping extra change.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		-4.0	-3.0	0.0	0.0	0.0	-2.0	-3.0	Closing the door harms the elderly neighbor.	Unfair to deny the neighbor access.	No betrayal or loyalty involved.	No authority figures involved.	No degradation or sanctity issues.	Restricts the neighbor's freedom to use the elevator.	Act is largely harmful and unfair.	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		-3.0	-4.0	-3.0	0.0	0.0	0.0	-3.0	Friend intended to help but caused harm by not repaying.	Friend's wife took the money unfairly.	Friend's failure to repay feels like a betrayal.	No relevant authority figures involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Friend's actions are morally questionable.	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		-4.0	-3.0	-5.0	0.0	-3.0	-3.0	-4.0	Revealing the secret could harm the brother's privacy.	Unfair to disclose a confidential health status.	Betrays the brother's trust.	No authority figure involved.	Disrespectful to the brother's dignity.	Infringes on the brother's right to privacy.	Betrayal and harm make it highly immoral.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		-4.0	-5.0	-4.0	0.0	-3.0	-3.0	-4.0	Taking the ring causes emotional harm to sister.	Taking the ring is unfair to sister.	Taking the ring betrays sister's trust.	No authority is directly subverted.	Disrespecting the aunt's gift degrades its sanctity.	Taking the ring restricts sister's liberty.	The act is highly immoral due to harm and unfairness.	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		0.0	0.0	0.0	2.0	0.0	0.0	0.0	No direct harm or help involved.	The test is assumed to be fair.	No betrayal or loyalty issues present.	Respecting authority by taking the test.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Scenario is morally neutral.	-0.07
248	Effron	Stole Halloween candy	orig		-4.0	-5.0	-3.0	-3.0	-2.0	0.0	-4.0	Stealing candy causes emotional harm to the victim.	Stealing is inherently unfair and dishonest.	If stolen from a friend, it is a betrayal.	Disregards societal rules and parental authority.	Disrespects the spirit of Halloween traditions.	Does not directly relate to oppression or liberty.	Stealing candy is highly immoral due to harm and unfairness.	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		4	0	3	0	0	2	4	Buying cotton candy is a kind act.	No cheating or unfairness involved.	Act shows loyalty to nephew.	No subversion or authority issues.	No degradation or sanctity issues.	Act supports liberty and enjoyment.	Kind and loyal act, no moral issues.	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		0.0	-2.0	-1.0	-2.0	0.0	2.0	1.0	No direct harm or help involved.	Might be seen as deceptive to the son.	Could be perceived as a minor betrayal.	Subverts the son's perceived authority.	No degradation or sanctity issues involved.	Exercise of personal liberty.	Minor deception but personal freedom.	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		5.0	0.0	0.0	0.0	0.0	0.0	4.0	Person X helped their neighbor.	No cheating or unfairness involved.	No betrayal or loyalty issues involved.	No subversion or authority issues involved.	No degradation or sanctity issues involved.	No oppression or liberty issues involved.	Helping on birthday is highly moral.	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		-3.0	0.0	0.0	-2.0	0.0	-1.0	-2.0	Potential harm to neighbors' peace and hearing.	No direct relevance to fairness or cheating.	No betrayal or loyalty involved.	Possible subversion of noise regulations.	No direct relevance to sanctity or degradation.	Exercise of personal freedom, but at others' expense.	Disrespectful to neighbors, minor moral issue.	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		-5	-4	-3	-3	-5	-4	-4	The post harms people with disabilities.	The post is unfair to people with disabilities.	The post betrays societal values of inclusivity.	The post subverts norms of respect and equality.	The post degrades the dignity of people with disabilities.	The post oppresses people with disabilities.	The post is highly immoral.	-2.61
