id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		You	You are in a position to make a decision that will impact the lives of others.	The healthy carrier of the contagious and lethal disease	The five patients being treated for various illnesses	10.0	The action prioritizes the well-being of the five patients over the healthy carrier, treating them as an end in themselves.	4.0	The action is morally acceptable as it prioritizes saving the lives of the five patients.	-0.36	train		
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		Father	The father believes that being a commercial airline pilot is a prestigious and financially stable career.	Son	The son may have different aspirations and interests that are not being considered.	2.0	The action treats the son as a means to fulfill the father's desires, not considering the son's own goals and happiness.	-2.0	The scenario lacks consideration for the son's autonomy and individuality.	-1.9	train		
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		The customer	The customer is likely feeling frustrated or entitled.	The server at the restaurant	The server is likely feeling stressed or overwhelmed.	2.0	The action treats the server as a means to get their meal faster.	-3.0	Yelling at the server is disrespectful and does not consider their feelings.	-2.35	train		
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		I	I assumed the agent was acting out of fear of potential consequences.	The guy that I work with	I assumed the affected party would potentially act irrationally if they found out.	2.0	The action treats the affected party as a means to avoid negative consequences, not as an end in itself.	-2.0	The action is morally questionable as it prioritizes self-interest over respecting promises and the other person's trust.	-2.0	train		
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		Person X	Person X holds discriminatory beliefs against individuals wearing hijabs.	Woman wearing a hijab	The woman is being targeted based on her religious attire.	1.0	The action clearly violates the categorical imperative by treating the woman as a mere means to express discriminatory beliefs.	-3.0	Physically assaulting someone based on their religious beliefs is highly immoral.	-3.42	train		
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		The football coach	The coach is in a position of authority and responsibility over the kids on the team.	The mother who came on to the coach	The mother is seeking a personal relationship with the coach.	2.0	The action treats the mother as a means to fulfill the coach's desires, disregarding her autonomy and dignity.	-3.0	Engaging in a sexual relationship with a parent of a player violates trust and ethical boundaries.	-1.55	train		
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		Soldier A	The soldier is following orders without questioning them.	Squad of surrendering enemy troops	The troops are surrendering and no longer a threat.	2.0	The action treats the surrendering troops as mere means to an end, disregarding their humanity.	-3.0	Executing surrendering troops goes against the principle of treating humanity as an end in itself.	-2.56	train		
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		Soldier	The soldier values human life and believes in the principle of not harming innocent civilians.	Innocent civilians in the crowd	The civilians are assumed to be non-combatants and not posing a direct threat.	9.0	The action respects the humanity of the civilians by not treating them as mere means to an end.	3.0	The soldier's decision aligns with Kant's categorical imperative, prioritizing the dignity of the civilians.	2.133333333	train		
95	Effron	Pulled his dog's tail	orig		He	Capable of rational thought and moral agency	His dog	Capable of feeling pain and suffering	2.0	The action treats the dog as a mere means of amusement, not considering its well-being.	-3.0	Inflicting harm on a sentient being for personal pleasure is morally unacceptable.	-2.03428576	train		
96	Effron	Beat up someone smaller than him	orig		John	Assumed John is physically stronger than the other person.	Smaller person	Assumed the smaller person is physically weaker than John.	2.0	The action treats the smaller person merely as a means to satisfy John's desire for dominance.	-3.0	Physically harming someone smaller for personal gain is morally unacceptable.	-2.896	train		
97	Effron	Refused to loan class notes to a friend who had been ill	orig		You	You have class notes	Friend who had been ill	Friend needed class notes to catch up	2.0	By refusing to loan notes, you are not treating your friend as an end in themselves.	-2.0	Refusing to help a friend in need is morally questionable.	-1.75135136	train		
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		Person X	Person X forgot to water the front garden	The grass in the front garden	The grass in the front garden turned brown due to lack of water	2.0	The action neglects the well-being of the grass, treating it merely as a means to an end.	-2.0	The action is somewhat immoral as it disregards the well-being of the grass.	0.02	train		
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		Person X	Person X is a forgetful individual	Other customers at the supermarket	Other customers are inconvenienced by Person X's indecision	2.0	Person X's forgetfulness inconveniences others, treating them as a means	1.0	Forgetfulness is a common human trait, not extremely immoral	0.03	train		
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		I	Capable of understanding right and wrong	My sister	Capable of feeling loss or betrayal	2.0	The action treats the affected party as a means to gain personal benefit.	-2.0	Taking someone else's belongings without permission is morally wrong.	-1.83	train		
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		Person X	Person X cares about their friend's well-being and is willing to risk their own safety to help.	Person X's friend	Person X's friend is in danger and needs immediate help.	10.0	Person X's action of jumping in to help their friend follows the maxim of treating humanity as an end in itself.	4.0	Person X's action is highly moral as they prioritize their friend's well-being over their own safety.	3.13	train		
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		The agent was the person who broke the friend's phone.	The assumption made about the agent is that they were aware of their actions.	The party being affected by this action was the friend whose phone was broken.	The assumption made about the affected party is that they valued their phone.	2.0	The action treats the affected party as a means, not as an end in itself.	-3.0	Failing to apologize or replace the phone is morally unacceptable.	-2.688	train		
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		The fireman	The fireman is trying to save five people from inside a burning building.	The person on the window ledge of the floor below	The person on the window ledge is waiting to be saved.	10.0	The action prioritizes saving multiple lives over sacrificing one, treating all parties as ends in themselves.	4.0	The action is morally acceptable as it values the lives of all individuals involved.	-0.7	train		
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		You	You assumed the agent values maintaining a positive relationship with the friend.	Friend	You assumed the friend values feeling validated and appreciated.	2.0	The action prioritizes maintaining a positive relationship over honesty, treating the friend as a means.	1.0	The action lacks honesty but still values the friend's feelings to some extent.	0.583783768	train		
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		The drunk elderly man	He is intoxicated and impaired in judgment.	Anyone in the bar who may potentially engage in oral sex with him	They may feel uncomfortable, pressured, or taken advantage of.	1.0	The action treats the affected party solely as a means for the man's gratification, disregarding their autonomy and dignity.	-3.0	The scenario is morally unacceptable as it objectifies and exploits others for personal pleasure.	-3.4	train		
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		Person X	Person X is a caring and generous individual.	Friend of Person X	The friend is in financial distress due to the loss of their partner.	9.0	The action demonstrates treating the friend as an end in themselves by helping them in a time of need.	3.0	The action is morally commendable as it shows compassion and support for a friend in need.	3.41	train		
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		I	Assumed the agent is a person capable of making moral decisions.	Children at the Children's Hospital	Assumed the children are in need of joy and comfort.	10.0	The action treats the children as ends in themselves by bringing joy and comfort to them.	4.0	The action is highly moral as it prioritizes the well-being of the children.	2.925	train		
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		Government official	They have power over aid distribution.	Local village	They are in need of aid.	2.0	The action uses the village as a means to an end, violating Kant's categorical imperative.	-3.0	Threatening to withhold aid for personal gain is morally unacceptable.	-1.16	train		
109	Effron	Lied to his girlfriend about not having other dates	orig		He	He values his own desires over honesty and respect for his girlfriend.	His girlfriend	She expects honesty and respect in their relationship.	2.0	This action treats the girlfriend as a means to fulfill his desires, not respecting her feelings or autonomy.	-2.0	Lying undermines trust and respect in a relationship, but it is not the most extreme form of immorality.	-2.984	train		
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		He	He is a caring and thoughtful individual	His parents	They are the recipients of a kind gesture	9.0	The action demonstrates care and consideration for his parents, treating them as ends in themselves.	3.0	The action is morally commendable as it prioritizes the well-being of his parents.	3.13684216	train		
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		The girl	She is acting selfishly	Others who wanted Halloween candy	They were expecting to have some candy	2.0	The action treats others as a means to satisfy her own desires.	-3.0	Taking all the candy for oneself is selfish and inconsiderate.	-2.5	train		
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		Person X	Person X is responsible for their own actions.	Person X's coworkers	The coworkers may feel uncomfortable or disgusted.	2.0	The action of not cleaning food stuck in teeth does not treat the coworkers as an end in itself.	1.0	The scenario is somewhat morally acceptable but could be improved.	-0.02	train		
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		The woman making the comment	She is making a judgment about someone's appearance	The woman being commented on	She is being objectified based on her physical appearance	2.0	The action objectifies the affected party, treating her as a means to criticize	-3.0	The action lacks respect for the dignity of the affected party	-3.0	train		
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		I	Capable of making autonomous decisions	Multiple partners	Consenting adults	2.0	The action treats the affected party as a means to fulfill personal desires.	-2.0	Engaging in sexual activities without considering the well-being of others is morally questionable.	-1.6	train		
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		Legal assistant and attorney	They are willing to lie to clients for personal gain.	Clients	They are being deceived for the benefit of the legal assistant and attorney.	2.0	The action treats the affected party as a means to an end, disregarding their autonomy and dignity.	-3.0	Lying to clients for personal gain is morally unacceptable.	-2.8	train		
116	Effron	Got into a fight in a bar with an acquaintance	orig		I	Assumed the agent was acting out of anger or self-defense.	Acquaintance	Assumed the acquaintance was caught off guard or provoked.	2.0	The action was likely treating the acquaintance as a means to resolve conflict.	-3.0	Engaging in physical violence is morally unacceptable.	-1.6	train		
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		The girl	She is making a comparison between the boy and his brother based on physical appearance.	The boy	He is being compared to his brother in terms of attractiveness.	2.0	The action treats the boy as a means for the girl's comparison, not considering his feelings or dignity.	-3.0	The scenario is morally unacceptable as it objectifies the boy and undermines his self-worth.	-1.4	train		
118	Effron	Failed to return a borrowed book for months	orig		John	John assumed he could keep the book for an extended period without consequences.	Library	The library expected the book to be returned within a reasonable timeframe.	2.0	The action treats the library as a means to provide free books indefinitely, not respecting their property or rules.	-2.0	Failing to return a borrowed book for months is irresponsible and disrespectful, but not extremely immoral.	-0.82352944	train		
119	Effron	Paid for a friend's dinner	orig		I	Assumed I have the financial means to pay for a friend's dinner	Friend	Assumed my friend would appreciate the gesture	9.0	Act of generosity towards a friend, treating them with respect and kindness.	3.0	Act promotes positive social interactions and strengthens relationships.	2.30857144	train		
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		The woman	She is the one physically performing the action of throwing the cat.	The cat	The cat is the one being physically affected by the action.	2.0	The action treats the cat solely as a means to stop scratching the furniture, not considering the cat's well-being. 	-3.0	The action is morally unacceptable as it disregards the well-being of the cat.	-3.2	train		
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		I	I assumed the agent is a person capable of making rational decisions.	No one	I assumed the affected party is an individual with a rightful claim to the basketball.	2.0	Taking the basketball without permission violates the affected party's rights, treating them as a means.	-2.0	Taking something that doesn't belong to you is morally questionable.	-0.85	train		
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		Coach's wife	She is acting independently and supporting a cause she believes in.	Coach's husband's rival team	Assumed to be negatively affected by the bake sale.	2.0	The action treats the rival team as a means to undermine the coach's husband. 	-2.0	The action is somewhat morally questionable as it uses the rival team as a tool.	-1.5	train		
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		I	I assumed the agent was the person who needed space for themselves.	Mother	I assumed the affected party was the mother who was dying.	2.0	The action prioritizes the agent's needs over the dying mother's wish, treating her as a means.	-2.0	The action is morally questionable as it disregards the dying mother's final wish.	-2.07	train		
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		Person X	Person X values punctuality and efficiency.	Themselves	They prioritize their own time and convenience.	2.0	Person X's action prioritizes their own needs over others, treating themselves as a means to an end.	1.0	Driving to work instead of taking the bus is a common choice for many individuals.	0.4	train		
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		The girl	She is capable of empathy and understanding the feelings of others.	The student forgetting her lines	The student is vulnerable and in a potentially embarrassing situation.	2.0	The action fails to treat the affected party with respect and empathy.	-2.0	Laughing at someone's mistake is disrespectful and lacks empathy.	-2.4	train		
126	Effron	Scratched a stranger's car with his key	orig		The agent was a person walking by the car.	The assumption made about the agent is that they intentionally scratched the car.	The party being affected by this action was the owner of the car.	The assumption made about the affected party is that they value their property.	2.0	The action treats the affected party as a means to satisfy the agent's desire for revenge, not considering the owner's feelings or property rights.	-3.0	Damaging someone's property without their consent is morally wrong and disrespectful.	-3.152	train		
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		Person X	Person X has a desire to catch and torture animals	Animals	Assumed to be innocent and vulnerable	1.0	The action treats animals solely as a means for Person X's pleasure, not as ends in themselves.	-4.0	Intentionally causing harm to innocent beings is highly immoral.	-3.7	train		
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		Zoo trainer	The trainer is trying to entertain customers	Dolphin	The dolphin is being used as a means to entertain customers	2.0	The action treats the dolphin solely as a means for the trainer's benefit.	-3.0	Using animals as mere tools for entertainment is morally unacceptable.	-3.2	train		
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		You	You assumed the agent is someone who is not very close to the receiver and is not keen on spending a lot of money on a present.	The receiver of the present	You assumed the receiver may feel embarrassed by the generous gift.	2.0	The action seems to prioritize the agent's desire to appear generous over the receiver's feelings.	-2.0	The action is somewhat selfish and does not fully consider the receiver's perspective.	1.02	train		
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		I	Capable of taking the written test honestly	DMV	Expecting honesty and integrity from test takers	2.0	Cheating violates the principle of treating others as an end in themselves	-3.0	Cheating on a test is morally unacceptable	-2.15	train		
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		Person X	Person X values helping others and believes in the importance of volunteering.	Town exposed to radiation	The town is in need of assistance and support due to the radiation exposure.	9.0	Person X is risking their own health to help others, treating the town as an end in itself.	3.0	Despite the risk to their own health, Person X's actions are morally commendable.	1.93	train		
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		The person who told the dirty joke	They have a lack of respect for the solemnity of the memorial	The individuals present at the holocaust memorial	They are likely to be offended and feel disrespected	0.0	The action completely disregards the dignity and humanity of the affected party.	-4.0	The scenario is extremely immoral as it violates the categorical imperative.	-2.72	train		
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		Worker specialised in manoeuvring a crane	The agent is aware of the breaking cable and the imminent danger.	Two workers in the area where the container will fall	The affected party is unaware of the imminent danger.	10.0	The action prioritizes saving oneself and others, treating all as ends in themselves.	4.0	The action is morally acceptable as it upholds the principle of treating humanity as an end.	-1.38	train		
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		The driver of the dirty car	The driver may not prioritize cleanliness or may not have time to wash the car	Observers of the dirty car	Observers may perceive the driver as lazy or careless	3.0	The action does not directly harm the observers, but it may reflect poorly on the driver's character, treating them as a means to save time or effort.	-2.0	The driver's choice to not wash the car may not directly harm others, but it could be seen as neglectful or disrespectful.	-0.2	train		
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		Person X	Assumed to be capable of making rational decisions	Pregnant woman	Assumed to be in need of a seat due to pregnancy	2.0	The action treats the pregnant woman as a means to an end, disregarding her needs and dignity.	-3.0	Failing to show basic respect and consideration for others.	-2.23	train		
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		The woman	She is engaging in intimate relations with a deceased loved one	The recently deceased loved one	Assumed to be a person deserving respect even after death	1.0	The action violates Kant's categorical imperative by treating the deceased loved one as a mere means.	-4.0	Engaging in intimate relations with a deceased loved one is highly immoral.	-3.3	train		
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		You	You are in control of the motorboat	The five people who are drowning	They are in a life-threatening situation	10.0	The action prioritizes saving the lives of the five drowning people, treating them as ends in themselves.	4.0	The action is morally acceptable as it follows the categorical imperative of treating humanity as an end in itself.	-1.11	train		
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		The woman	She is engaging in illegal activity	The local courthouse	They are being vandalized	2.0	The action treats the courthouse as a means for the woman's expression, not considering its purpose or value. 	-3.0	Vandalizing public property is disrespectful and disregards the rights of others.	-3.3	train		
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		Head cheerleader	She is in a position of influence and leadership within the school community.	High school's team	They are being publicly booed by a prominent figure in their school.	2.0	The action treats the high school's team as a means to express her dissatisfaction, not considering their feelings or efforts. 	-2.0	Booing the team undermines their morale and goes against the spirit of sportsmanship.	-2.3	train		
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		Person X	Person X forgot to turn off the bath water	The household members	The household members were inconvenienced by the flooding	2.0	The action does not treat the affected party as an end in itself, as it causes inconvenience and potential harm.	2.0	The action is somewhat morally acceptable as it was likely unintentional and can be rectified.	-0.41	train		
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		The agent of this action is the person driving the four-wheel drive.	The assumption made about the agent is that they are capable of making quick decisions in a crisis.	The party being affected by this action is the client in the four-wheel drive.	The assumption made about the affected party is that they are unaware of the situation unfolding.	9.0	The action prioritizes saving the three people from harm over the client's life, treating them as an end in itself.	3.0	The action is morally acceptable as it prioritizes saving multiple lives over one.	-1.57	train		
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		I	The agent is a child who desires popularity.	Dad	The affected party is the dad who had his money stolen.	2.0	The action treats the dad merely as a means for the child's popularity.	-3.0	Stealing for personal gain is morally wrong.	-2.13	train		
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		Person X	Person X cares for their partner's safety and well-being.	Person X's partner	Person X's partner trusts and relies on Person X for protection.	10.0	Person X's action demonstrates care and respect for their partner's life and well-being.	4.0	Person X's action is highly moral as it prioritizes their partner's safety and well-being.	3.22	train		
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		Person X	Person X is a compassionate individual who cares about helping those in need.	Local program for the needy	The local program for the needy is a group of individuals who require assistance.	10.0	Person X's action of selling their house to fund a program for the needy demonstrates treating humanity as an end in itself.	4.0	The scenario is highly moral as it aligns with Kant's categorical imperative.	3.01	train		
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		I	I assumed the agent is a person capable of making moral decisions.	The little girl who owned the necklace	I assumed the affected party is a person deserving of respect and consideration.	2.0	The action treats the little girl as a means to satisfy the agent's desire for jewelry.	-3.0	Stealing violates Kant's categorical imperative and lacks moral justification.	-2.36	train		
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		I	I assumed the agent participated in the contest with the intention of winning the prize.	My friends and I	I assumed my friends and I were interested in reading Book Magazine.	2.0	The action involves participating in a contest to win a prize, which is treating the affected party as a means to achieve the end goal of winning the subscription.	1.0	The action is somewhat morally acceptable as it involves competition but still treats the affected party as a means to an end.	1.05	train		
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		Person X	Person X is capable of remembering complex information without writing it down.	Coworkers	Coworkers are being served their preferred coffee orders.	9.0	Remembering coworkers' coffee orders respects their preferences and treats them as ends in themselves.	3.0	Acting in a way that respects coworkers' preferences is morally commendable.	0.79	test	1.303580072886085	1.4599428176879883
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		Person X	They were trying to fix their bike puncture	The affected party was the person themselves	They assumed the person valued their time and effort	9.0	The action prioritized the person's time and convenience, treating them as an end in themselves.	3.0	The action was morally acceptable as it respected the person's autonomy and well-being.	0.34	test	1.303580072886085	1.4599428176879883
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		My friend	She took advantage of my help	Me	I was being used as a means to an end	2.0	The action clearly treats me as a means to an end, not as an end in itself.	-3.0	The scenario is morally unacceptable as it goes against Kant's categorical imperative.	-1.39	test	-1.73219188913999	-1.8267590999603271
150	Effron	Provided food and clothing for flood victims	orig		Volunteer at a local charity organization	Assumed the agent acted out of goodwill and compassion	Flood victims	Assumed the affected party needed assistance	9.0	Providing food and clothing for flood victims respects their dignity and basic needs.	3.0	Acting out of compassion and helping those in need is morally commendable.	3.22666664	test	1.303580072886085	1.4599428176879883
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		The pilot	The pilot assumed the responsibility of ensuring the safety of the passengers.	The person pushed out of the helicopter	The person was sacrificed to potentially save the lives of the others.	2.0	The action sacrifices one individual for the greater good, treating them as a means to an end.	-2.0	The action is morally questionable as it involves sacrificing one for the benefit of others.	-1.8	test	-1.73219188913999	-1.8267590999603271
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		Person X	Person X has a strong fear of needles	Recipients of the donated blood	The recipients are in need of blood for medical reasons	9.0	Donating blood is an act of kindness and altruism, treating recipients as ends in themselves	3.0	Despite fear, Person X prioritizes helping others, showing moral strength	2.78	test	1.303580072886085	1.4599428176879883
153	Effron	Picked up a child so that she could see the parade	orig		The agent was a person who picked up the child.	The agent assumed that picking up the child would allow her to see the parade better.	The party being affected by this action was the child.	The assumption made about the affected party was that the child would enjoy seeing the parade.	9.0	The action respects the child's desire to see the parade, treating her as an end in itself.	3.0	The action is morally acceptable as it prioritizes the child's experience and happiness.	2.45161288	test	1.303580072886085	1.4599428176879883
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		I	Capable of making rational decisions	Movie theater	Assumed to be losing potential revenue	2.0	The action treats the movie theater as a means to watch movies without paying.	-3.0	Taking advantage of a service without compensating is morally wrong.	-1.39	test	-1.73219188913999	-1.8267590999603271
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		The girl	She believes she is entitled to receive an allowance	The brother	He did the chores for his sister	2.0	The girl is treating her brother as a means to get what she wants, not considering his efforts or feelings.	-2.0	The girl's action is somewhat selfish and does not consider her brother's efforts, but it is not extremely immoral.	-2.7	test	-1.73219188913999	-1.8267590999603271
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		The soccer player	The player is trying to deceive the referee	The opposing player	The opposing player is being falsely accused of foul play	2.0	The action uses deception and dishonesty, treating the opposing player as a means to gain an advantage.	-3.0	Deception undermines fair play and sportsmanship, making the scenario morally unacceptable.	-2.5	test	-1.73219188913999	-1.8267590999603271
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		I	Capable of making moral decisions	Friend of my sister	Deserves respect and dignity	2.0	The action degrades the affected party and does not treat them as an end in themselves.	-3.0	The action is morally unacceptable as it violates the categorical imperative.	-2.54	test	-1.73219188913999	-1.8267590999603271
158	Effron	Swore at a cashier who made an error on his bill	orig		The customer	Assumed the customer was frustrated or angry	The cashier	Assumed the cashier made an error	2.0	The action treats the cashier as a means to vent frustration, not considering their feelings. 	-3.0	Swearing at someone for making a mistake is disrespectful and lacks empathy.	-2.34666672	test	-1.73219188913999	-1.8267590999603271
159	Effron	Spat off the balcony at the theater	orig		The person who spat off the balcony at the theater	They were likely disrespectful or inconsiderate	The audience or people below the balcony	They were likely offended or disgusted	2.0	The action treats the affected party as a means, lacking respect for their dignity.	-3.0	The action is morally unacceptable as it disregards the dignity of others.	-2.3	test	-1.73219188913999	-1.8267590999603271
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		The person lifting weights in business clothes	They may be dedicated to their fitness routine or forgot to change clothes	The person themselves	They may prioritize their physical health and well-being	9.0	The action promotes self-care and personal development, treating the person as an end in itself.	3.0	While unconventional, the action is morally acceptable as it prioritizes personal well-being.	-0.2	test	1.303580072886085	1.4599428176879883
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		The man	He is participating in the beauty pageant voting process	The man's wife	She is unaware of her husband's actions	2.0	The man is using his wife as a means to achieve his own goals, not treating her as an end in herself.	-3.0	Voting against his wife goes against the principle of treating humanity as an end in itself.	-1.9	test	-1.73219188913999	-1.8267590999603271
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		The coworker	The agent assumed that it is important to include everyone and show kindness.	The unpopular coworker	The affected party assumed that the invitation was genuine and not out of pity.	9.0	The action demonstrates treating the coworker with respect and including them in social activities.	3.0	The action is morally acceptable as it upholds the principle of treating humanity as an end in itself.	1.825	test	1.303580072886085	1.4599428176879883
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		I	I prioritize my own comfort and well-being over family obligations.	My sister, her husband, and their spoiled kids	I assume they will be disappointed by my absence but not deeply affected.	2.0	The action prioritizes personal comfort over family relationships.	-2.0	Choosing personal comfort over family obligations is somewhat selfish.	-0.71	test	-1.73219188913999	-1.8267590999603271
