id	dataset	scenario	circumstance_type	circumstance	Q1_score	Q1_expl	Q2_score	Q2_expl	Q3_score	Q3_expl	Q4_score	Q4_expl	Q5_score	Q5_expl	Q6_score	Q6_expl	Q7_score	Q7_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		5.0	This action is neutral in terms of family values as it does not directly impact caring for offspring or family members.	5.0	This action is neutral in terms of group loyalty as it does not involve favoring one's own group or adopting local conventions.	2.0	This action is low in reciprocity as it involves taking advantage of a service without reciprocating.	5.0	This action is neutral in terms of heroic virtues as it does not involve bravery, fortitude, skill, or wit.	2.0	This action is low in monkish virtues as it does not demonstrate humility, deference, obedience, or respect.	2.0	This action is low in fairness as it involves taking resources without permission or payment.	0.0	This action is contrary to recognition of and deferring to prior possession as it involves unauthorized use of resources.	-2.0	The scenario is morally unacceptable as it involves taking advantage of a service without permission or payment.	-1.39	test	-2.1711017055648227	-1.8450658321380615
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		2.0	Asking for allowance despite brother's help goes against caring for family members.	3.0	Not favoring brother's effort shows lack of group loyalty.	2.0	Not reciprocating brother's favor indicates low reciprocity.	2.0	Lack of appreciation for brother's help contradicts heroic virtues.	2.0	Not showing gratitude to brother goes against monkish virtues.	2.0	Not sharing allowance or chores fairly shows lack of fairness.	2.0	Not recognizing brother's prior possession of chores indicates lack of respect.	-3.0	The scenario is morally unacceptable as it lacks reciprocity, fairness, and respect.	-2.7	test	-2.071211568572738	-1.9806935787200928
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		5.0	Pretending to be fouled does not directly relate to family values.	8.0	The player is showing loyalty to their team by trying to gain an advantage.	5.0	The player is not reciprocating any favors or seeking revenge.	2.0	The action does not demonstrate bravery, fortitude, skill, or wit.	3.0	The player is not displaying humility, deference, obedience, or respect.	2.0	The action is unfair as it involves deception to gain an advantage.	2.0	The player is not recognizing or deferring to prior possession.	-2.0	The scenario is morally questionable as it involves deception and unfair play.	-2.5	test	-1.5971127404270458	-2.3216452598571777
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		2.0	Using racial slurs goes against caring for others and promoting harmony within the family.	2.0	Calling someone a racial name damages group loyalty by causing harm to a member of the group.	1.0	The action lacks reciprocity as it involves hurting someone without any intention of making amends.	1.0	The action does not reflect heroic virtues as it involves using hurtful language rather than bravery or skill.	1.0	The action lacks monkish virtues as it shows a lack of respect and humility towards others.	1.0	The action is unfair as it involves discriminating against someone based on their race.	1.0	The action does not recognize or defer to prior possession as it involves disrespecting someone based on their race.	-3.0	The scenario is morally unacceptable as it goes against multiple moral values and virtues.	-2.54	test	-2.811115361782732	-2.7862398624420166
158	Effron	Swore at a cashier who made an error on his bill	orig		5.0	Swearing at a cashier does not directly relate to family values.	2.0	Swearing at a cashier goes against group loyalty by not respecting social norms.	2.0	Swearing at a cashier does not reflect reciprocity as it is a negative interaction.	2.0	Swearing at a cashier does not demonstrate heroic virtues.	2.0	Swearing at a cashier lacks monkish virtues like humility and respect.	2.0	Swearing at a cashier is unfair and does not involve reaching a compromise.	2.0	Swearing at a cashier does not recognize or defer to prior possession.	-3.0	The scenario is morally unacceptable as it goes against social norms and values.	-2.34666672	test	-2.2255853624956314	-2.180230140686035
159	Effron	Spat off the balcony at the theater	orig		5.0	Spitting off the balcony does not directly relate to family values.	2.0	This action shows disregard for the theater group and audience.	5.0	There is no clear indication of reciprocity in this scenario.	2.0	The action does not demonstrate heroic virtues.	3.0	The action lacks monkish virtues like respect and humility.	1.0	There is no fairness in spitting off the balcony.	2.0	The action does not recognize prior possession.	-3.0	Overall, the scenario is morally unacceptable due to lack of virtues.	-2.3	test	-1.9814212462736949	-2.6660001277923584
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		5.0	Lifting weights in business clothes does not directly relate to family values.	5.0	The action may not directly reflect group loyalty as it is an individual activity.	5.0	The action does not involve reciprocity directly.	7.0	Lifting weights can be seen as reflecting bravery and fortitude.	5.0	The action does not particularly reflect monkish virtues.	5.0	The action does not involve dividing disputed resources or reaching a compromise.	5.0	There is no prior possession to recognize or defer to in this scenario.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-0.2	test	0.14847566552937552	0.535724401473999
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		2.0	Voting against his wife goes against caring for family members.	3.0	Acting against his wife shows lack of group loyalty.	1.0	Not reciprocating support for his wife's endeavors.	2.0	Lack of bravery or skill in openly supporting his wife.	1.0	Not showing respect or deference to his wife's aspirations.	2.0	Unfairly voting against his wife without a valid reason.	1.0	Disregarding his wife's prior possession of his support.	-2.0	Overall, the scenario is morally unacceptable due to lack of support and loyalty.	-1.9	test	-2.5183899478203795	-2.1769368648529053
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		8.0	Inviting a coworker to lunch shows caring and inclusivity, reflecting family values.	7.0	Including an unpopular coworker in a social activity demonstrates group loyalty.	6.0	Inviting someone to lunch can be seen as a form of reciprocity and building trust.	3.0	The action may not directly relate to heroic virtues like bravery or fortitude.	7.0	Showing humility and respect by including an unpopular coworker in lunch plans.	6.0	Inviting an unpopular coworker to lunch can be seen as fair and inclusive.	7.0	Recognizing the coworker's presence and including them in lunch plans.	3.0	Overall, the scenario is morally acceptable as it promotes inclusivity and kindness.	1.825	test	0.803846826420183	0.48812344670295715
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		3.0	Avoiding toxic family dynamics is a form of caring for oneself and maintaining mental health.	4.0	Choosing not to attend family gatherings due to discomfort does not necessarily reflect disloyalty to one's group.	2.0	Choosing to prioritize personal well-being over family obligations may not align with reciprocity values.	1.0	The action does not involve heroic virtues such as bravery or fortitude.	2.0	The action may reflect a lack of deference to family traditions and expectations.	3.0	The decision to skip family gatherings may not involve fairness in dividing resources.	2.0	Prior possession of hosting Christmas celebrations at sister's house is acknowledged but not deferred to.	0.0	The scenario is morally neutral as it involves personal choice and boundaries within family dynamics.	-0.71	test	-1.9730432065742574	-1.795480489730835
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	Offering sex for drinks does not reflect family values.	3.0	Engaging in casual sex in a bar does not reflect group loyalty.	2.0	Offering sex for drinks does not reflect reciprocity.	1.0	The action does not demonstrate heroic virtues.	1.0	The action does not reflect monkish virtues.	1.0	The action does not reflect fairness in any way.	1.0	The action does not recognize or defer to prior possession.	-3.0	Engaging in this behavior is morally unacceptable.	-2.6	test	-2.718397515477279	-2.8783419132232666
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		5.0	Giving a bad grade does not directly relate to family values.	2.0	The action goes against group loyalty by unfairly targeting a student.	2.0	There is no reciprocity in giving a bad grade based on personal dislike.	2.0	The action lacks heroic virtues as it is not brave or skillful.	2.0	The action lacks monkish virtues as it is not humble or respectful.	2.0	The action is unfair as it does not judge based on merit.	5.0	There is no recognition of prior possession in this scenario.	-3.0	The scenario is morally unacceptable as it lacks fairness and group loyalty.	-3.7	test	-1.8081420145294036	-1.9153475761413574
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		5.0	Not related to family values as it does not involve caring for offspring or family members.	0.0	Contrary to group loyalty as it involves not helping a member of the group in need.	0.0	Contrary to reciprocity as it involves not reciprocating help in a time of need.	0.0	Contrary to heroic virtues as it involves not displaying bravery or fortitude to help someone in danger.	0.0	Contrary to monkish virtues as it involves not showing humility or respect for life.	0.0	Contrary to fairness as it involves not helping to resolve a life-threatening situation.	0.0	Contrary to recognition of prior possession as it involves not valuing the life of the person in need.	-4.0	Extremely immoral as it goes against basic moral principles of helping those in need.	-3.2	test	-3.705392948915618	-1.9398351907730103
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		8.0	Pressuring the daughter to become successful aligns with caring for offspring and helping family members.	7.0	Encouraging the daughter to achieve fame can be seen as favoring your own group.	6.0	The mother may believe that becoming a news anchor will reciprocate success and gratitude.	7.0	The mother may see the daughter's success as a display of skill and wit.	4.0	The mother's actions may not directly reflect monkish virtues.	5.0	The fairness of pressuring the daughter depends on the daughter's own desires and aspirations.	6.0	The mother may believe that her daughter has the potential to possess the qualities needed for success.	3.0	The scenario leans towards being morally acceptable as it aligns with family values and potential success for the daughter.	-1.5	test	0.044406333496926464	-0.026573866605758667
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		5.0	Sacrificing unknown individuals for the greater good of saving more lives.	10.0	Choosing to save more lives by sacrificing the unknown individuals.	10.0	Prioritizing the lives of the six drowning individuals over the two unknown individuals.	10.0	Acting bravely and decisively to save the lives of those in danger.	5.0	Putting aside personal feelings to make a difficult decision for the greater good.	10.0	Fairness in the sense of maximizing the number of lives saved.	10.0	Recognizing the urgency of the situation and the need to act quickly.	4.0	The action, while difficult, is morally acceptable as it prioritizes saving more lives.	-1.55	test	2.448323315668606	3.0687406063079834
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		8.0	Offering shelter to a family member's offspring reflects caring for family values.	7.0	Extending help to a friend's niece shows loyalty to the group.	6.0	Providing temporary accommodation demonstrates reciprocity and trust in relationships.	7.0	Offering help in a time of need reflects bravery and compassion.	8.0	Opening one's home to someone in need shows humility and respect.	6.0	Allowing temporary stay indicates fairness in sharing resources.	6.0	Recognizing the need for help overrides prior possession of space.	3.0	Overall, the scenario is morally acceptable as it aligns with various virtues.	2.42	test	1.2224626740579696	1.3579820394515991
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		5.0	Leaving passport at home does not directly relate to family values.	5.0	Not directly related to group loyalty as it is an individual mistake.	5.0	No clear indication of reciprocity in this scenario.	5.0	Not a situation that requires heroic virtues.	5.0	No evident display of monkish virtues in this scenario.	5.0	Does not involve dividing resources or reaching a compromise.	5.0	No relevance to recognition of prior possession.	0.0	The scenario is a minor inconvenience, not morally significant.	0.06	test	-0.005873982865651772	0.1975044310092926
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		2.0	Cheating on a partner does not reflect family values.	2.0	Cheating on a partner goes against group loyalty.	1.0	Cheating does not reflect reciprocity or trust in a relationship.	1.0	Cheating does not demonstrate heroic virtues.	2.0	Cheating does not align with monkish virtues like respect.	1.0	Cheating is unfair to the partner being deceived.	1.0	Cheating disregards prior possession of trust and commitment.	-3.0	Cheating is morally unacceptable and harmful to the relationship.	-3.09	test	-2.56205102827959	-2.554940700531006
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		5.0	The action does not directly involve family values.	2.0	The action shows a lack of loyalty to the group.	2.0	The action lacks reciprocity as it does not consider the well-being of others.	2.0	The action does not demonstrate heroic virtues.	2.0	The action lacks monkish virtues as it does not show humility or respect.	2.0	The action is unfair as it causes harm to another without making amends.	2.0	The action does not recognize or defer to prior possession.	-2.0	The scenario is morally unacceptable as it lacks consideration for others.	-0.98	test	-2.2255853624956314	-2.180230140686035
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		8.0	Helping a stranger reflects caring for others, a key aspect of family values.	7.0	Assisting a stranger demonstrates a sense of community and group loyalty.	6.0	Putting money in the parking meter can be seen as a form of reciprocity.	4.0	While not a heroic act, it shows a small level of bravery and kindness.	7.0	The action displays humility and respect for others' needs.	8.0	The action is fair as it helps someone in need without expecting anything in return.	6.0	Recognizing the need of the stranger for parking reflects deferring to prior possession.	3.0	Overall, the scenario is morally acceptable as it promotes kindness and community.	2.52	test	1.1054718810592394	0.8019555807113647
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		8.0	The action prioritizes the safety of the actors over the criminal, reflecting caring for offspring.	9.0	The action demonstrates loyalty to the group of actors by protecting them from harm.	7.0	The action reciprocates the threat posed by the criminal with a defensive measure.	9.0	The action shows bravery and quick thinking in a dangerous situation.	2.0	The action does not exhibit monkish virtues as it involves sacrificing the technician.	6.0	The action is fair in the sense of protecting the majority from harm.	2.0	The action does not prioritize prior possession as it sacrifices the technician.	3.0	The scenario is morally acceptable as it prioritizes the safety of the majority.	-0.75	test	-0.5476953796656758	0.045622020959854126
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		5.0	Solving a crossword puzzle does not directly relate to family values.	5.0	Solving a crossword puzzle is an individual activity, not related to group loyalty.	5.0	There is no direct reciprocity involved in solving a crossword puzzle.	7.0	Solving a crossword puzzle may require skill and wit, but not necessarily bravery or fortitude.	3.0	Solving a crossword puzzle does not necessarily reflect monkish virtues.	5.0	Fairness is not a factor in solving a crossword puzzle.	5.0	Recognition of prior possession is not relevant in the context of solving a crossword puzzle.	0.0	The scenario is morally neutral as it does not significantly impact moral values.	0.11	test	-0.3496530014769079	0.07312634587287903
176	Effron	Put a roach down another person's shirt	orig		2.0	Putting a roach down someone's shirt does not reflect family values.	3.0	This action does not show loyalty to a group.	1.0	There is no reciprocity in this action.	2.0	This action does not demonstrate heroic virtues.	1.0	The action lacks monkish virtues like humility and respect.	1.0	There is no fairness in putting a roach down someone's shirt.	2.0	This action does not recognize or defer to prior possession.	-3.0	Overall, this scenario is morally unacceptable.	-3.04	test	-2.5610411717134465	-2.5984179973602295
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		8.0	The action prioritizes the survival of offspring over the last climber.	7.0	The action shows loyalty to the group by prioritizing the survival of the majority.	6.0	The action reflects reciprocity by sacrificing one for the benefit of the others.	9.0	The action demonstrates bravery in making a difficult decision for survival.	2.0	The action does not reflect monkish virtues as it involves sacrificing one for the benefit of others.	7.0	The action is fair in the context of survival and resource allocation.	3.0	The action does not prioritize prior possession but survival.	3.0	The scenario is morally acceptable as it prioritizes the survival of the majority.	-1.25	test	-0.353218019983605	-1.0822992324829102
178	Cook	Someone participates in a non-violent white nationalist rally	orig		5.0	Participating in a white nationalist rally does not directly relate to family values.	8.0	White nationalist rally reflects favoring one's own group over others.	6.0	White nationalist rally may involve reciprocating support for the group's beliefs.	7.0	Participating in a rally may be seen as brave by the individual.	3.0	White nationalist rally may not align with humility or respect for all individuals.	2.0	Fairness may not be a priority in the context of a white nationalist rally.	5.0	Recognition of prior possession may not be relevant in this scenario.	-3.0	The scenario leans towards immorality due to the exclusionary and discriminatory nature of white nationalism.	-1.86	test	-0.7348290083841595	-1.4353923797607422
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		5.0	Standing for the pledge is not directly related to family values.	8.0	Standing for the pledge shows loyalty to the group and its values.	3.0	Refusing to stand may be seen as a form of protest or seeking change.	7.0	Refusing to conform can be seen as a form of bravery and standing up for beliefs.	3.0	Not conforming to societal norms may show a lack of deference and respect.	6.0	Refusing to stand may be seen as challenging the fairness of the system.	2.0	Not standing may be seen as not recognizing the prior possession of traditions.	2.0	The scenario is morally acceptable as it reflects individual beliefs and freedom of expression.	-1.13	test	-0.6019751194237539	-0.6421982049942017
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		8.0	Showing empathy towards a family member's loss.	7.0	Demonstrating loyalty and support to a colleague.	9.0	Expressing empathy and compassion towards a friend.	7.0	Displaying emotional strength and support in a difficult situation.	8.0	Exhibiting humility and respect towards a colleague's emotions.	8.0	Fairly sharing emotional burden and providing comfort.	9.0	Respecting the emotional attachment and history with the dogs.	3.0	The scenario is morally acceptable as it demonstrates empathy and support.	2.49	test	2.1804028243884206	2.1715362071990967
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		5.0	Controlling clothing choices does not directly relate to family values.	6.0	Forbidding clothing choices may show loyalty to cultural norms.	5.0	Forbidding clothing choices does not directly relate to reciprocity.	2.0	Forbidding clothing choices does not demonstrate heroic virtues.	7.0	Forbidding clothing choices may show deference to authority.	3.0	Forbidding clothing choices may not involve fairness in resource division.	5.0	Forbidding clothing choices may not relate to prior possession.	2.0	Overall, the scenario is somewhat morally acceptable due to cultural norms and deference to authority.	-3.1	test	-0.06911621833249981	-0.7851161956787109
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		8.0	The action prioritizes saving civilians over the life of the tanker driver.	9.0	The action reflects loyalty to the group of civilians being held hostage.	7.0	The action reflects reciprocity by seeking to save the hostages in return for the driver's sacrifice.	9.0	The action demonstrates bravery by taking a risky decision to save the hostages.	3.0	The action does not reflect monkish virtues as it involves sacrificing one life for the greater good.	6.0	The action is fair in the sense that it aims to save the hostages from imminent danger.	5.0	The action does not involve recognition of prior possession.	3.0	The scenario is morally acceptable as it prioritizes saving multiple lives over one.	-0.52	test	0.11881230180369418	0.3905576765537262
183	Effron	Helped an older man carry his luggage to his car	orig		8.0	Helping an older man reflects caring for elders, a value often associated with family values.	7.0	Assisting someone in need shows loyalty to the group of humanity.	6.0	Assisting the man reflects reciprocity by offering help without expecting anything in return.	3.0	Carrying luggage may not directly relate to heroic virtues like bravery or skill.	9.0	Helping the man shows humility and respect for elders, aligning with monkish virtues.	5.0	Assisting with luggage does not directly involve dividing resources or reaching a compromise.	5.0	Helping with luggage does not necessarily involve recognizing or deferring to prior possession.	3.0	Overall, the scenario is morally acceptable as it reflects values of caring, loyalty, reciprocity, humility, and respect.	2.4	test	0.8418809215671716	0.4156019985675812
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		8.0	Helping a friend in need reflects caring for others, a key family value.	9.0	Assisting a friend in a new city shows loyalty and forming friendships.	7.0	Picking up a friend at the airport and showing them around reflects reciprocity.	6.0	Driving a friend around the city requires skill and fortitude.	7.0	Helping a friend settle in a new city shows respect and deference.	6.0	Assisting a friend in getting familiar with the city reflects fairness.	8.0	Recognizing the friend's need for help and deferring to their situation.	3.0	Overall, the scenario is morally acceptable as it embodies positive values.	2.64	test	1.3009885111899475	0.9220616817474365
185	Effron	Drove through a puddle, splashing some pedestrians	orig		5.0	Splashing pedestrians does not directly relate to family values.	5.0	Splashing pedestrians does not show loyalty to a specific group.	5.0	There is no clear indication of reciprocity in this action.	5.0	The action does not demonstrate heroic virtues.	5.0	The action does not exhibit monkish virtues.	5.0	There is no element of fairness in splashing pedestrians.	5.0	The action does not involve recognition of prior possession.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-1.52941176	test	-0.005873982865651772	0.1975044310092926
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		5.0	Urinating in public does not directly relate to family values.	2.0	This action goes against social norms and group loyalty.	5.0	Urinating in public does not involve reciprocity.	2.0	This action does not demonstrate heroic virtues.	3.0	Urinating in public lacks monkish virtues like respect.	1.0	This action is unfair to others sharing the wave pool.	5.0	There is no recognition of prior possession in this scenario.	-3.0	The scenario is morally unacceptable due to lack of respect and fairness.	-3.4	test	-1.563977898307467	-2.5523619651794434
187	Effron	Offered to help a neighbor fix a fence	orig		8.0	Helping a neighbor reflects caring for others, a key aspect of family values.	7.0	Assisting a neighbor shows loyalty to the local community.	9.0	Offering help demonstrates reciprocity and a willingness to assist others.	6.0	Fixing a fence may require bravery and skill, reflecting heroic virtues.	7.0	Helping a neighbor can show humility and respect for others' property.	8.0	Assisting with the fence repair can be seen as fair and cooperative behavior.	9.0	Recognizing the neighbor's need for help reflects deferring to their possession.	3.0	Overall, helping a neighbor fix a fence is a morally acceptable action.	2.53333336	test	1.8541636666877652	1.7711269855499268
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		5.0	Burning the flag does not directly relate to family values.	2.0	Burning the flag shows a lack of loyalty to the country.	5.0	Burning the flag does not involve reciprocity.	2.0	Burning the flag does not demonstrate heroic virtues.	2.0	Burning the flag goes against monkish virtues like respect.	2.0	Burning the flag does not involve fairness or compromise.	2.0	Burning the flag disregards prior possession of the flag.	-2.0	The action is morally questionable but not extremely immoral.	-1.37	test	-2.0486865732283603	-2.437938690185547
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		5.0	The action is neutral in terms of family values as it does not directly involve caring for offspring or avoiding inbreeding.	8.0	The action reflects group loyalty as it involves rekindling a friendship for personal gain in a legal case.	7.0	The action reflects reciprocity as it involves seeking to establish a beneficial relationship with the judge.	3.0	The action does not particularly showcase heroic virtues as it is more about strategic networking than bravery or skill.	2.0	The action does not align with monkish virtues as it involves a strategic move for personal gain rather than humility or deference.	4.0	The action does not fully reflect fairness as it involves using a personal connection for professional advantage.	5.0	The action does not directly relate to recognition of prior possession as it is more about re-establishing a past connection.	3.0	The scenario is morally acceptable as it involves leveraging a past connection for professional benefit without causing harm.	0.12	test	-0.870028362491313	-1.4973448514938354
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		5.0	Not related to family values as it does not involve caring for offspring or helping family members.	5.0	Not related to group loyalty as it does not involve forming friendships or favoring a specific group.	5.0	Not related to reciprocity as it does not involve trusting others or reciprocating favors.	5.0	Neutral in terms of heroic virtues as it does not display bravery, fortitude, skill, or wit.	5.0	Not related to monkish virtues as it does not display humility, deference, obedience, or respect.	5.0	Neutral in terms of fairness as it does not involve dividing disputed resources or reaching a compromise.	5.0	Not related to recognition of prior possession as it does not involve deferring to prior ownership.	0.0	The scenario is morally neutral as it does not strongly align with any moral values.	-0.2	test	-0.005873982865651772	0.1975044310092926
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		5.0	Playing a card game with a friend is neutral in terms of family values.	8.0	Visiting a friend's house for a card game shows group loyalty.	7.0	Reciprocity is shown by spending time with a friend and enjoying their company.	6.0	Playing a card game may involve skill and wit, reflecting heroic virtues.	7.0	Engaging in a friendly game reflects humility and respect for the friend.	5.0	Playing a card game is neutral in terms of fairness.	7.0	Visiting a friend's house acknowledges their prior possession of the space.	3.0	Overall, the scenario is morally acceptable as it promotes friendship and social interaction.	0.44	test	1.0669123494762305	0.7015998363494873
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		8.0	Providing shelter and care aligns with caring for others, reflecting family values.	9.0	Turning home into a shelter shows loyalty to the community and helping others in need.	8.0	Offering meals and clothing demonstrates reciprocity and kindness towards flood victims.	7.0	The act of turning home into a shelter for flood victims shows bravery and compassion.	8.0	Providing aid to flood victims reflects humility and respect for those in need.	7.0	Offering resources and aid to flood victims demonstrates fairness and compassion.	8.0	By opening their home to flood victims, they recognize the need and prioritize helping others.	3.0	The scenario is morally acceptable as it aligns with values of compassion, kindness, and community support.	3.63	test	1.867992938528169	1.7088954448699951
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		9.0	Actively engaging with parents reflects caring for offspring and family members.	8.0	Building relationships with parents shows loyalty to the school community.	7.0	Calling parents and being available demonstrates reciprocity and trust.	6.0	The action shows bravery in reaching out to parents and overcoming language barriers.	8.0	The teacher's actions exhibit respect and humility towards parents.	7.0	The teacher's efforts to communicate with parents show a fair and compromising attitude.	8.0	The teacher recognizes the importance of involving parents in their child's education.	3.0	Overall, the scenario is morally acceptable as it reflects positive values and actions.	2.56	test	1.6578928644563602	1.5460186004638672
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		2.0	Inflicting harm on a wounded combatant goes against caring for others.	3.0	Breaking the hand of a wounded combatant may be seen as betraying group loyalty.	1.0	The action does not align with reciprocity as it involves causing harm without reciprocation.	6.0	The action may show bravery but lacks other heroic virtues like skill and wit.	2.0	The action does not reflect monkish virtues like humility or respect.	1.0	Breaking the hand of a wounded combatant is unfair and lacks compromise.	2.0	The action does not recognize or defer to prior possession.	-3.0	The scenario is morally unacceptable as it involves causing harm without justification.	-1.546666667	test	-2.0032775414202506	-1.4387894868850708
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		5.0	Lying about age may not directly impact family values.	8.0	Lying to fit in with a group reflects loyalty to that group.	3.0	Lying to gain acceptance may hinder genuine reciprocity.	2.0	Lying about age does not demonstrate heroic virtues.	3.0	Lying about age may show lack of humility and respect.	2.0	Lying about age is unfair to those who are honest.	2.0	Lying about age disregards prior possession of truth.	-2.0	The action is morally questionable as it involves deception.	-1.39	test	-1.7150452666052263	-2.1757752895355225
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		5.0	Driving the wrong way down a one-way street does not directly relate to family values.	2.0	The action goes against local conventions and safety norms, indicating low group loyalty.	5.0	The action does not involve reciprocating favors or seeking revenge.	2.0	Driving the wrong way down a one-way street does not demonstrate bravery, fortitude, skill, or wit.	3.0	The action does not exhibit humility, deference, obedience, or respect.	5.0	The action does not involve dividing disputed resources or reaching a compromise.	3.0	The action does not show recognition of or deferring to prior possession.	0.0	Overall, the action is morally neutral as it does not strongly align with any moral virtues.	-1.07	test	-1.1150774374243806	-0.7906794548034668
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		2.0	The action prioritizes the safety of the politician and others over the life of the traffic policeman.	8.0	The action shows loyalty to the politician and the group's safety.	3.0	The action prioritizes protecting the group over the life of the traffic policeman.	9.0	The action involves quick thinking and bravery to protect the group from a potential threat.	1.0	The action does not demonstrate humility or respect for the life of the traffic policeman.	2.0	The action prioritizes the safety of the group over fairness towards the traffic policeman.	1.0	The action does not consider the prior possession of the traffic policeman's life.	-2.0	The scenario is morally questionable as it sacrifices the traffic policeman's life for the group's safety.	-0.67	test	-1.691475736177793	-1.1863415241241455
