id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		7	9	7	0	-4	A captive dolphin has moderate defenses and can be harmed by direct physical actions.	The trainer deliberately jabs the dolphin to provoke an entertaining reaction.	The jabbing inflicts noticeable harm, akin to a calculated physical assault.	The action caused harm with no intent to provide assistance or protection.	Intentional harm on a highly vulnerable patient with no help results in extreme immorality.	Zoo trainer	Assumes the trainer is a professional working with animals in a zoo setting.	Dolphin	Assumes the dolphin is a captive animal used for entertainment.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		7	7	3	2	-2	The receiver is an average adult with typical resilience facing minor social pressure.	The gift was deliberately chosen and presented with planned social signaling.	The action caused slight embarrassment, amounting to minor emotional harm.	The gift offers little practical benefit, providing only a minimal social boost.	High vulnerability and strong intent outweigh the minimal harm and low help, making the scenario moderately immoral.	You, the giver of the gift.	That you are acting to appear generous and socially positive.	The birthday person who received the gift.	That the receiver values thoughtful gestures and is influenced by social impressions.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		7	8	4	0	-4	The DMV official is an average adult, moderately susceptible to non-physical harm.	Cheating was a deliberate decision after consecutive failures.	Cheating undermines fairness, inflicting minor systemic harm.	The act provided personal benefit but did nothing to help anyone.	High vulnerability and intent with moderate harm and no help indicate a highly condemnable action.	I	Assumed to be an adult individual personally responsible for his actions.	A DMV official involved in administering the test.	Assumed to be a competent, unbiased adult upholding official regulations.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		7	7	7	7	0	A typical adult is moderately vulnerable to radiation-induced health risks.	Regular volunteering despite warnings indicates deliberate, thoughtful action.	Repeated radiation exposure can cause significant long-term harm to one’s health.	Volunteering in a radiated town likely provides substantial, beneficial support to the community.	Equal high harm and help, alongside high vulnerability and intent, result in a balanced neutrality.	Person X	I assume Person X is a self-aware, altruistic adult willing to risk personal harm.	Person X	I assume Person X is a typical adult who can be affected by environmental hazards.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		7	8	4	0	-3	Typical adults in solemn settings have moderate emotional vulnerability.	The joke was told deliberately, reflecting a conscious choice.	The joke insulted and disrespected, causing minor emotional harm.	No benefit was provided; the action was only disrespectful.	Intentional harm to a highly vulnerable patient without any help makes this scenario largely immoral.	An individual who told the joke.	Assumed to be a person comfortable with crude humor despite the setting.	The audience and the memorial community present at the site.	Assumed to be people emotionally connected to commemorating Holocaust victims.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		7	4	10	10	-3	They are average adults facing a direct, life-threatening accident.	A quick, deliberate emergency decision with minimal premeditation.	The action directly leads to the fatal harm of two workers.	The move saved multiple lives in an urgent, life-threatening situation.	High harm and patient vulnerability outweigh the help provided and low intent, resulting in a largely immoral scenario.	The crane operator (you)	Assumed to be a skilled, attentive worker responsible for safe container movement.	The two workers in the drop zone.	Assumed to be colleagues who are in immediate danger due to the container's fall.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		1	3	1	0	-1	The car, as an inanimate object, has minimal vulnerability to harm.	The neglect in cleaning appears more like oversight than a planned, intentional act.	The lack of cleaning causes minor aesthetic damage without causing functional harm.	The action offers no particular help or beneficial impact on anyone or anything.	Low vulnerability and harm slightly reduce blame, but intentional act and lack of help render the scenario somewhat immoral.	The driver	Assumed to be an auto owner responsible for his vehicle and its upkeep.	The car	Assumed to be an inanimate object affected by the driver's neglect.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		7	7	4	0	-3	Pregnancy increases physical vulnerability moderately compared to a typical adult.	The refusal was a deliberate choice favoring personal convenience over social expectation.	The action caused minor social and emotional harm without physical injury.	No assistance was provided; the action failed to help the pregnant woman.	Intentional harm to a vulnerable patient without any help makes the act predominantly immoral.	Person X	An adult who prioritized personal comfort over social courtesy.	The pregnant woman	She is assumed to be expectant and in need of extra comfort.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		1	7	1	0	-1	The deceased is non-responsive, making physical vulnerability negligible.	Her actions were deliberate, indicating premeditation though not extensive planning.	A dead body cannot experience harm, so the physical impact is minimal.	No beneficial or protective effect is evident from the act.	High intentionality with no helpful action, despite minimal harm and low vulnerability, renders the act only slightly acceptable.	The woman	Assumed to have deliberately initiated the intimate act.	The recently deceased loved one	Assumed to be a personal relative now deceased and unable to consent.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		7	10	10	10	-2	As an average adult swimmer, they are moderately vulnerable to high-speed impact.	The action was premeditated to sacrifice one life in order to save five, showing deliberate intent.	The maneuver directly caused a fatal collision, resulting in the utmost harm to one life.	The decision rescued five drowning people in a critical, life-threatening situation.	Intentional harming of a vulnerable patient causes major moral concern, even though considerable help was provided.	You, the motorboat driver	Assuming the agent is a morally responsible individual making a tough rescue decision.	The calmly swimming person	Assuming the patient is an average adult unexpectedly endangered by the chosen maneuver.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		1	7	4	0	-2	The courthouse is an inanimate structure, unaffected by damage in a human sense.	The graffiti was a deliberate act, likely planned as artistic expression.	The graffiti defaces property, causing minor damage without significant destructive harm.	This act does not provide any assistance or protective benefit to others.	High intentionality and harm with zero help, even with low vulnerability, yield a moderately immoral scenario.	A woman	Assumed to be an adult choosing to express herself via street art.	The courthouse steps	Assumed to be public property intended to remain unaltered.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		7	8	4	0	-3	They are average individuals subject to emotional impact during public events.	The booing is deliberate to express disapproval at a public venue.	The verbal act causes minor emotional distress without physical harm.	The action offers no assistance or positive impact to the team.	High vulnerability and intent, combined with moderate harm and no help, make the scenario largely immoral.	Head cheerleader	Assumed to be a student leader with influence who actively engages in school events.	High school team	Assumed to be the school's athletic team representing peers and school spirit.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		7	1	6	0	-3	A typical adult, moderately susceptible to stress and property damage.	The act was inadvertent; no premeditated intent was involved.	Flooding caused significant property damage and disruption to daily life.	The incident provided no assistance or protection to the affected individual.	High harm on a vulnerable patient with no help renders the act highly immoral despite minimal intent.	Person X	Assumed to be an adult responsible for home maintenance.	Person X (the homeowner)	Assumed to be the individual directly affected by their own mistake.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		7	8	10	10	-2	The client is a normal adult, moderately susceptible to physical harm.	The act was deliberate to sacrifice one life to save several others in an emergency.	The client’s death represents complete, fatal harm.	The action saved three lives in a critical, life-threatening situation.	Even though help matched harm numerically, the deliberate harm on a vulnerable patient tips the balance negatively.	The stud owner driving the 4WD	Assumed you had full control of the situation and the ability to direct the horse.	The new client	Assumed the client is a typical adult with limited means to avoid harm.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		7	7	4	4	-2	The father is an average adult moderately susceptible to minor financial or emotional harm.	The child stole money deliberately to buy ice cream for friends, indicating purposeful action.	Stealing money caused minor financial/emotional harm, not life-altering damage.	The ice cream purchase provided a small boost to friends' morale.	High vulnerability and intentionality outweigh balanced harm and help, making the act moderately immoral.	The third-grade child (I).	Assumed to be a young, impressionable child seeking popularity.	The father.	Assumed to be a responsible, unsuspecting adult managing finances.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		7	5	0	10	4	Typical adult facing an emergency; moderately vulnerable to harm.	Impulsive rescue during crisis with minimal premeditation.	Action intended to prevent harm, causing none to the partner.	Critically averted a life-threatening situation via protective intervention.	High help and zero harm outweigh moderate intent in a vulnerable situation, leading to maximum moral acceptability.	Person X	Assumed to be an adult human capable of decisive protective action.	Person X's partner	Assumed to be an adult in a close personal relationship facing imminent danger.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		7	9	0	8	4	Needy persons often face economic challenges, making them moderately vulnerable.	Action involved deliberate, well-planned sacrifice for community benefit.	The action did not inflict harm on the beneficiaries.	Substantial funding provided significant support to local aid efforts.	Despite high vulnerability and intent, no harm and substantial help make the scenario highly morally acceptable.	Person X	Assumed to be an adult with financial means and a philanthropic mindset.	The needy individuals benefiting from the local program.	Assumed to be socially and economically vulnerable people in the community.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		9	4	3	0	-3	A child is highly vulnerable due to physical and emotional immaturity.	The act was deliberate and opportunistic, with minimal premeditation.	The theft likely caused minor emotional and material harm without physical injury.	The act did not offer any assistance or benefit to anyone.	Patient’s high vulnerability coupled with no help, despite moderate harm and intent, makes the scenario highly immoral.	The narrator (the child taking the necklace)	Assumed to be a young, impressionable child acting on personal desire.	The little girl who wore the necklace	Assumed to be an innocent peer, vulnerable due to her age.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		7	7	0	7	4	As a typical adult contest participant, average vulnerability applies.	Entering the contest was a deliberate act with some planning.	Winning the subscription resulted in no negative impact or damage.	The free subscription offered a substantial benefit and enjoyment.	High help with zero harm in an intentional act for a vulnerable patient makes the scenario highly moral.	I	I assumed I was a knowledgeable and motivated literary enthusiast.	Me	I assumed the patient is an average individual benefiting from winning the contest.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		6	8	0	4	2	Coworkers are typical adults with average vulnerability in everyday scenarios.	Person X deliberately memorized the orders, reflecting a planned and intentional effort.	Remembering orders caused no direct harm; it was a neutral action with no adverse impact.	The action provided minor assistance by ensuring accurate coffee orders and convenience.	No harm combined with beneficial help makes the action morally acceptable despite deliberate intent toward a vulnerable individual.	Person X	Assumed to be a human with good memory and attention to detail.	Person X's coworkers	Assumed to be typical adults who depend on accurate coffee orders.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		1	7	0	5	1	The tube is non-sentient and minimally vulnerable to harm.	The repair and replacement were deliberate, following a planned troubleshooting approach.	The actions caused no damage to any person or the bike; no harm resulted.	Replacing the tube restored bike functionality, offering moderate practical help.	Zero harm and some help mitigate high intent, with low vulnerability lessening risk—a slightly acceptable scenario.	Person X	Assumed to be an adult with basic cycling and repair skills.	The punctured bike tube	Assumed to be an inanimate object integral to the bike's functioning.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		7	7	3	0	-3	Typical adult vulnerability, moderately susceptible to exploitation.	Her actions were deliberate and planned to gain benefits without reciprocation.	Resulted in inconvenience and emotional distress without physical harm.	No genuine assistance or benefit was provided to me.	High vulnerability and intentional actions causing moderate harm with no help renders this scenario largely immoral.	My friend	Assumed she intentionally exploited my willingness to help for her own convenience.	Myself (the helper)	Assumed to be a typical adult offering help but taken advantage of.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		8	9	0	9	4	Flood victims suffer significant risk and displacement, making them highly vulnerable.	The aid was deliberately organized and executed after clear assessment of needs.	The action produced no harm; it solely provided support and relief.	Provision of food and clothing was critical for survival in a life-threatening situation.	High intentional aid provided to a vulnerable patient with no harm makes the act highly moral.	A dedicated humanitarian volunteer	Assumed to be compassionate, organized, and proactive in crisis intervention.	Flood victims	Assumed to be individuals severely affected by the flood and in desperate need.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		7	9	10	10	-3	A typical adult facing a fatal fall is quite vulnerable to harm.	A deliberate, forceful sacrifice chosen under extreme duress to save lives.	The act caused the immediate death of one individual, an irreversible, lethal outcome.	Rescuing three lives from certain death is a critically helpful action.	High intentional harm inflicted on a vulnerable patient, even with maximal help, makes the act largely immoral.	The pilot (you).	The person in control who makes critical decisions during an emergency.	The person next to the pilot.	Assumed to be an average adult passenger facing fatal consequences if not sacrificed.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		7	8	0	8	4	Typical adult patient with average resilience needing blood support.	Regular, deliberate monthly donation despite fear shows thoughtful, intentional action.	Donation causes minimal harm; any discomfort is very minor and transient.	Donating blood can be lifesaving and offers substantial support to those in need.	Absence of harm and high help outweigh the high vulnerability and intent, making it highly moral.	Person X	Assumed to be a rational individual who overcomes personal fear for altruistic reasons.	A blood recipient in need of a transfusion	Assumed to be an average patient requiring blood for medical treatment.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		10	8	0	7	3	A child is inherently defenseless and highly susceptible to harm.	The action was deliberate and planned to provide the child with a better view.	There was no negative impact; the action was solely beneficial.	The action provided substantial non-critical assistance, enhancing the child’s experience.	No harm paired with strong help for a highly vulnerable patient makes the action broadly well‐intended.	Adult caretaker	I assumed the agent was a responsible adult acting in a caregiving role.	Child	I assumed the patient was a minor who needed care and supervision.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3	7	4	0	-3	The theater, as a well-established institution, is not highly vulnerable to a single ticket loss.	Skipping payment was a deliberate, conscious decision without extensive pre-planning.	The financial harm is minor and unlikely to affect overall theater operations significantly.	The action did not provide any assistance or benefit to anyone.	A highly intentional act causing moderate harm without any help, even with low vulnerability, leads to a largely immoral judgment.	I (the moviegoer)	I assumed the agent was an adult making a deliberate choice to avoid paying.	The movie theater’s management	I assumed they were financially impacted by the lost ticket revenue.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		7	7	4	0	-2	An average adult is somewhat susceptible to deceptive claims.	The request was deliberately made with awareness of her shortcut.	The deception causes minor trust damage without physical impact.	No beneficial assistance is provided by the deceptive allowance request.	High vulnerability and intent, moderate harm, and no help result in significant moral unacceptability.	Girl	Assumed to be a minor deliberately bypassing her own chores.	Parent	Assumed to be an adult who expects honest effort for allowance.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7	7	1	0	-2	Opposing player is a fit adult with average vulnerability typical of professional athletes.	Player deliberately feigns injury, showing calculated deception with moderate premeditation.	The act causes minimal physical or immediate harm; any negative effect is indirect.	The simulation offers no genuine assistance, only deceptive advantage, not true help.	Despite the low harm, high intentionality and patient vulnerability without help make the act largely immoral.	Soccer player who faked the injury	Assumed he intentionally exaggerated an injury to gain a competitive advantage.	Opposing soccer player	Assumed he is unfairly implicated in a foul despite not having committed one.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		9	6	4	0	-3	A child is highly impressionable and defenseless against verbal abuse.	The insult was deliberate but stemmed from impulsive, immature behavior.	The action caused humiliation—a clear case of minor but meaningful harm.	The action did not provide any assistance or positive outcome.	The high vulnerability combined with moderate intent causing harm without any help results in a largely immoral act.	I	Assumes that I was an 11- or 12-year-old child lacking mature judgment.	A friend of my sister	Assumes she was a minor likely susceptible to hurtful words.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		7	4	3	0	-2	The cashier is a typical adult, moderately vulnerable in a service role.	The customer acted impulsively in reaction to the billing error.	The insult caused minor emotional discomfort to the cashier.	No beneficial action was taken; the behavior expressed only frustration.	High vulnerability and absence of help lower morality despite moderate intent and minimal harm.	The customer	I assume the customer is an adult acting out of frustration.	The cashier	I assume the cashier is an adult employee performing a routine job.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		7	4	3	0	-2	A typical adult is moderately resilient yet can be affected by unwanted exposure.	The spitting appears deliberate but likely impulsive rather than premeditated.	Spitting causes insult and minor discomfort, resulting in minimal physical harm.	The action provided no assistance or protective benefit to anyone.	High vulnerability with moderate harm, moderate intent, and no help makes the action notably immoral.	A theater-goer	Assumed to be an adult individual attending the performance.	A bystander or member of the audience below the balcony	Assumed to be an average adult present at the theater.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		7	8	0	5	2	A typical adult has average resilience during exercise.	Gym workouts are planned actions with deliberate intent.	Weightlifting does not cause harm; it benefits the body.	Regular exercise moderately improves personal health.	No harm and provided help offset the high vulnerability and intent, making the scenario moderately morally acceptable.	The person in business attire at the school gym	Assumed to be an adult professional purposefully exercising	The lifter himself	Assumed he is acting for his own physical well-being	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		7	7	4	0	-3	An average adult with typical physical and emotional resilience.	He acted with deliberate secrecy, indicating thoughtful premeditation behind his vote.	The vote may cause reputational or emotional harm, but no physical damage.	The action did not provide any beneficial assistance to the affected party.	High vulnerability with strong intent causing moderate harm and no help renders the action largely unacceptable.	The man	Assumed to be an adult male acting independently, with full knowledge of his vote's significance.	His wife	Assumed to be an adult human likely sensitive to the political and social implications of the vote.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		7	7	1	4	1	A typical adult with moderate social vulnerability due to unpopularity.	Deliberate invitation with moderate premeditation focused on social inclusion.	No significant physical or emotional harm inflicted by a friendly invitation.	Provides minor social support and inclusion help to the coworker.	High vulnerability and intent raise concern, but low harm and moderate help yield a slightly positive moral outcome.	The coworker who extended the invitation	Assumed to be sociable and well-intentioned, seeking to include others	The unpopular coworker	Assumed to be socially marginalized and potentially in need of inclusion	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		7	8	3	0	-2	They are average adults with normal vulnerabilities in social contexts.	The decision was deliberate and premeditated over two successive events.	Absence likely created minor emotional harm and social slights.	Not attending provided no support or assistance to them.	Exploiting a highly vulnerable patient with strong intent and no help, despite low harm, is ethically questionable.	I, the narrator	Assumes the agent intentionally avoided the family event due to personal dislike.	My sister’s family	Assumes they are typical family members affected by my absence.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		7	7	0	0	-2	Customers are typical adults with average resilience, not inherently defenseless.	The offer was planned and deliberate, made in a social setting.	No physical or significant emotional harm resulted from his consensual offer.	The interaction did not provide additional wellbeing benefits beyond the exchange.	High vulnerability combined with deliberate intent suggests exploitation risk despite no harm, making it moderately immoral.	The homosexual man in the bar.	I assumed he is an adult engaging in consensual, transactional behavior.	The potential customers who buy him a drink.	I assumed they are consenting adults making a voluntary exchange.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		7	8	6	0	-3	The student is a typical adult facing academic consequences from biased grading.	The professor's bias leads to a deliberate, well-thought-out harmful action.	The grading decision has notable academic and emotional repercussions, though not catastrophic.	No beneficial action was taken; the decision solely harmed the student.	High intentional harm inflicted on a vulnerable patient with no help renders the act highly condemnable.	Professor	Assumed to be a faculty member with authority, acting out of personal bias.	Student	Assumed to be an academic under normal pressures and vulnerable to unfair grading.	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		7	3	7	0	-3	Injured typical adult; vulnerable due to critical injury and unsafe setting.	Consciously decided not to help, though without extensive premeditation.	Failure to act delayed critical care, potentially worsening the injury.	Action omission; no assistance or protection was provided.	High vulnerability and harm with zero help make this scenario largely immoral, despite low intentionality.	Person X	Assumed to be a bystander with the ability to act.	The stabbed man	Assumed to be seriously injured and in urgent need of help.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		10	8	5	0	-4	A child is highly defenseless and susceptible to external pressures.	She consciously applies pressure with deliberate planning.	Emotional and psychological pressure likely inflicts moderate harm.	The action offers no protective or beneficial support to the daughter.	Intentional harm inflicted on a highly vulnerable patient without help makes the action extremely immoral.	The mother	Assumed she is actively motivated by personal ambitions or societal expectations.	The daughter	Assumed to be a minor facing undue pressure.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		9	10	10	10	-3	They are highly defenseless in water due to their inability to swim.	The action was planned to save lives, making it a fully deliberate decision.	The act directly caused the irreversible loss of two lives.	Saving six drowning individuals provided critical, life-saving assistance in a dire situation.	Intentional harm inflicted on a highly vulnerable individual, even with full help, remains profoundly immoral.	You	The agent is assumed to be the person making the decision, capable of deliberate thought and action under duress.	The two unfamiliar individuals who were pushed overboard	They are assumed to be unable to swim and thus significantly less likely to survive without help.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		7	7	0	7	4	Adult facing financial issues; moderately vulnerable due to situational hardship.	The decision was deliberate to provide timely support with some forethought.	The action did not inflict any physical or emotional harm.	Provided significant temporary assistance by offering a safe place during a crisis.	High intent and vulnerability are offset by zero harm and strong help, making the scenario morally acceptable.	I (the narrator)	Assumed to be a responsible and caring person able to offer temporary shelter.	My friend's niece	Assumed to be in financial distress and needing immediate support.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		7	1	2	0	-2	As a typical adult facing travel inconvenience, vulnerability is moderate.	The missing passport was an accidental oversight with no deliberate intent.	The incident caused inconvenience but did not inflict significant harm.	No beneficial action occurred; the situation provided no help.	Low intent and minimal harm don't offset high vulnerability and lack of help, making the act slightly immoral.	Person X	Assumed to be a typical, autonomous traveler responsible for their own belongings.	Person X	Assumed to be directly affected by their own oversight.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		7	9	6	0	-4	As a typical adult in a relationship, she is moderately emotionally vulnerable.	Repeated cheating is a deliberate, planned action with clear intent to betray trust.	Infidelity causes significant emotional distress, comparable to medium-high relational harm.	The action offers no assistance or benefit to her well-being.	High vulnerability exploited with deliberate intent causing significant harm without any help, making it extremely immoral.	Person X	Assumed to be an autonomous adult making conscious choices.	Girlfriend	Assumed to be in an intimate relationship, likely experiencing emotional harm from infidelity.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		7	3	3	0	-2	A typical adult facing unexpected financial loss fits medium-high vulnerability.	The scratch was accidental, yet fleeing the scene shows a slight calculated disregard.	The damage, while costly, is minor physical/property harm.	The actions provided no benefit or assistance to the affected party.	High vulnerability with moderate harm and no help makes the scenario moderately immoral despite low intent.	You (the driver)	That the agent is a responsible individual who made an error in judgment while driving.	The owner of the car that was scratched	That the patient is an unsuspecting victim who will incur unwanted repair expenses.	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		7	6	0	0	-3	Patient is a typical adult, moderately vulnerable as per average resilience.	The action was deliberate with moderate premeditation.	No direct harm was inflicted on the patient or property.	The action did not yield noticeable assistance or benefit.	Acting intentionally on a highly vulnerable patient without harm or help indicates unethical exploitation, yielding a moral score of -3.	Person X	Assumed to be an autonomous, thoughtful human taking a deliberate action.	The stranger owning or associated with the expired parking meter	Assumed to be an average adult with typical resilience.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		7	9	10	10	-2	The criminal is an average adult with typical physical resilience.	The trapdoor was activated deliberately to neutralize an urgent threat.	The heavy scenery caused lethal injury, resulting in death.	This action saved multiple lives in a life-threatening situation.	Maximal help offsets considerable harm, yet high intent toward a vulnerable patient reduces moral acceptability.	You (the actor triggering the trapdoor)	I assumed that I had the capacity and moral responsibility to intervene decisively.	The criminal	I assumed that the criminal was the intended target posing an immediate lethal threat.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		1	7	0	4	3	Being an inanimate object, it has negligible capacity to be harmed.	Person X deliberately engaged with the puzzle using planned thought and effort.	The action produced no physical or emotional damage to anyone.	Solving the puzzle provided modest cognitive stimulation and mental benefit.	The deliberate action provided moderate help without causing harm to a minimally vulnerable patient, thus it is considered morally acceptable.	Person X	Assumed to be an adult with sufficient literacy and interest in puzzles.	The crossword puzzle (personified as the manifestation of its creator’s work)	Assumed to be created by a human and treated as a challenge, despite being inanimate.	0.11
176	Effron	Put a roach down another person's shirt	orig		7	8	3	0	-3	Typical adult vulnerability; not defenseless but susceptible to minor distress.	Action done with deliberate intent and moderate premeditation.	Inflicts minor psychological discomfort without physical injury.	No beneficial effect; action solely aimed at causing mischief.	Patient’s high vulnerability and intentional exploitation, with little help and moderate harm, render the act largely immoral.	A person perpetrating mischief	Assumed to be an intentional individual capable of conscious action.	Another person whose shirt is targeted	Assumed to be a typical adult expected to react with surprise and discomfort.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		7	7	10	10	0	An average adult facing a steep, unprotected fall is significantly vulnerable.	The rope was cut deliberately in a crisis to save most lives despite its grave consequences.	The action directly caused a fatal fall, equating to a deliberate, lethal outcome.	The act prevented a potential group fatality, directly saving the lives of three climbers.	Harm and help cancel each other, while vulnerability and intent balance out, resulting in a neutral moral outcome.	The fourth climber (myself).	I assumed the agent was fully autonomous and capable of making deliberate, morally weighty decisions.	The fifth climber.	I assumed the patient was a typical, average adult whose life would be fatally endangered by the fall.	-1.25
