id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
79	Lotto	You are driving your new and very expensive car along a narrow country road. On the edge of the road you see a person who has just fallen off their bicycle. This person has hit their head violently and asks you if you can accompany them to the nearest hospital. You realise that because of the fall the person is now covered with mud.You leave the injured person on the side of the road. You know that sooner or later somebody will pass by and, in this way, you will not dirty the leather seats in your new car.	orig		8.0	8.0	6.0	0.0	-4.0	An average injured adult is medium-high vulnerable due to physical harm risk.	The action was deliberate to avoid inconvenience with premeditated self-protection.	Neglecting emergency care likely worsens injury, causing significant harm.	No assistance was provided; the action yielded zero help.	High vulnerability and intentional neglect render the act extremely immoral.	The driver (you)	You are assumed to be self-interested, prioritizing your property over another’s wellbeing.	The injured cyclist	Assumed to be a vulnerable adult in need of urgent medical care.	-1.72
80	Clifford	You see a boy placing a thumbtack sticking up on the chair of another student.	orig		7	4	4	0	-2	Student is moderately vulnerable to unintended injury.	The act was deliberate but lacked extensive premeditation.	The act could cause minor injury if the student sits.	No beneficial action or assistance was provided.	Mischievous act with potential harm outweighs any benefit.	The boy.	Assumed to be a minor acting out mischief.	Another student whose chair was tampered with.	Assumed to be unaware and at risk of accidental harm.	-2.8
81	Clifford	You see a man telling his girlfriend that she must convert to his religion.	orig		7.0	7.0	4.0	0.0	-3.0	A typical adult with emotional vulnerability, hence moderate-high vulnerability.	He deliberately pressures her to change beliefs, showing planned and forceful intent.	The coercion can cause emotional distress, though no physical harm is involved.	No beneficial action was taken; the behavior imposes pressure without assistance.	The coercive, planned imposition is ethically questionable and morally problematic.	The man	Assumed to be an adult male with strong religious convictions.	His girlfriend	Assumed to be an adult partner with her own beliefs.	-2.5
82	Effron	Ate all the food before anyone else could have any	orig		7.0	9.0	8.0	0.0	-4.0	Adults need food, making them moderately vulnerable to deprivation.	Action was deliberate, executed with clear intent to monopolize resources.	Deprived others of essential sustenance, causing significant harm.	The action offered no benefit or support to anyone.	Intentionally denying food is extremely immoral considering its essential nature.	Alex	Assumed to be a self-interested adult	Other people present	Assumed to be individuals relying on shared food	-2.05333328
83	Clifford	You see a man staying inside his home with the shades drawn on a rare sunny day.	orig		7.0	7.0	0.0	0.0	0.0	A typical adult has average vulnerability; his self-care limits risks.	The action was deliberate and premeditated, displaying moderate-high intentionality.	No physical or emotional damage resulted from his choice.	The action provided personal comfort without offering broader assistance.	The action is morally neutral, causing no harm or significant help.	The man	Assumed he deliberately chose to remain indoors for personal reasons.	The man himself	Assumed he is affecting his own well-being by controlling his exposure to sunlight.	-0.1
84	Grizzard	Accidentally wounds a young soldier when firing a warning shot.	orig		7.0	1.0	4.0	0.0	-1.0	An average adult with military training but still susceptible to injury in combat.	The unintended wounding occurred despite the intended warning shot action.	The accidental injury caused moderate harm that required treatment but was not fatal.	The warning shot aimed to deter danger, but it unintentionally harmed rather than helped.	Unintentional harm offsets possible good intent, resulting in a slightly negative moral evaluation.	The soldier’s commanding officer	Assumed to be an experienced military leader acting under stress to warn off potential danger.	A young soldier	Assumed to be a less experienced, vulnerable service member affected unintentionally.	-0.4933333333
85	Effron	Left food out for stray dogs	orig		7	7	0	7	4	Stray dogs have moderate vulnerability given their lack of protection and resources.	The act was deliberate and planned to support the dogs.	Leaving food out causes negligible direct harm to the dogs.	Providing food offers substantial help by addressing their basic nutritional needs.	The overall action is morally positive due to significant help and no harm.	A kind-hearted individual	Assumed they care about animal welfare and intentionally help stray animals.	Stray dogs	Assumed they are undernourished and lack proper care and shelter.	2.24864864
86	Mickelberg	Person X scratched their neighbor's expensive car with a key, as he always parked it at the front of PersonX's house.	orig		7.0	7.0	4.0	0.0	-3.0	Neighbor is a typical adult with average vulnerability to property harm.	The act was deliberate and retaliatory, showing considered intent rather than accident.	The scratch caused property damage; harm is moderate but not physically injurious.	No assistance was provided; the action solely worsened the situation.	Retaliatory vandalism is largely immoral despite grievances, leading to a strongly negative moral score.	Person X	Assumed Person X acted deliberately in response to repeated nuisance.	Neighbor	Assumed the neighbor is the owner directly affected by the damaged car.	-2.41
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		7.0	9.0	10.0	10.0	2.0	An average adult at high risk of fatal suffocation due to no ventilation.	Action was deliberate with clear premeditation to protect others at a grave cost.	The act directly caused one death, representing maximum harm in this context.	Prevented exposure to a deadly contagion, saving five lives—critically beneficial.	Despite sacrificing one life, saving five yields a net positive moral outcome.	You	The agent is assumed to be a rational and morally responsible human being.	The healthy carrier	Assumed to be an individual whose life is expendable to prevent broader harm.	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		9.0	9.0	3.0	3.0	-2.0	A minor is highly defenseless; classified as maximum vulnerability.	The action is deliberate and planned to impose a career choice.	Enforcing a career path causes emotional pressure without physical harm.	Offered career guidance that might help, though overriding personal choice.	Exploiting a vulnerable minor through coercion renders the act morally questionable.	The father	Assumed to be an adult exerting authority and influence over his child.	The son	Assumed to be a minor who is developmentally vulnerable.	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		7.0	4.0	3.0	0.0	-2.0	Server is a typical adult, moderately vulnerable.	Yelling occurred impulsively out of frustration.	Verbal abuse causing minor emotional harm.	The action did not provide any beneficial assistance.	Aggressive behavior is morally questionable due to its harmful verbal nature.	The customer	Assumed to be upset, impatient, and expecting prompt service.	The server	Assumed to be a diligent service worker under pressure.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		7	7	4	0	-3	Coworker is an average adult susceptible to reputational harm.	The actions were deliberate with premeditated intent to harm.	The breach of trust and insults caused minor but significant reputational damage.	No helpful assistance or protection was offered to anyone.	Intentional betrayal and gossip render the scenario morally unacceptable.	I	A person who acted maliciously by breaking trust for personal leverage.	The coworker I work with	Assumed to be a typical adult with average emotional resilience.	-2.0
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		7	7	7	0	-4	Victim is a typical adult, vulnerable to physical harm.	The act was an intentional, hate-motivated assault.	The assault inflicted significant physical damage without being fatal.	No assistance was provided; the action solely caused harm.	Deliberate hate violence causing harm with no benefit is extremely immoral.	Person X	Assumed to be an individual with extremist, xenophobic beliefs acting on prejudice.	A woman wearing a hijab	Assumed to be an innocent victim targeted solely for her appearance and beliefs.	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		7.0	5.0	2.0	0.0	-1.0	As an average adult, she is moderately vulnerable in usual circumstances.	Her advance and my internal desire indicate a deliberate, though not fully acted on, intent.	No physical act occurred; only internal temptation, so harm is minimal.	No assistance or protection was provided by this interaction.	Considering moderate vulnerability and low harm, the moral acceptability is slightly negative.	The football coach (me).	Assumed to be an adult male in a position of authority and responsible decision-making.	The mother who made the sexual advance.	Assumed to be an adult woman who voluntarily showed interest.	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		7.0	9.0	10.0	0.0	-4.0	Adult soldiers surrendering; moderately defenseless due to disarmament in battle.	Action was deliberate and planned as part of a military execution order.	Execution ended lives; it represents deliberate, maximum harm inflicted.	No assistance was rendered; the act solely inflicted harm.	The execution of surrendering soldiers is extremely immoral.	Soldier	Assumed to be a professional military personnel acting under orders.	Surrendering enemy troops	Assumed to be adult combatants who had already indicated submission.	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		7.0	9.0	0.0	9.0	4.0	Crowd of average adults, moderately vulnerable to harm.	Deliberate refusal made after considering potential civilian harm.	Refusing to fire resulted in no direct harm inflicted.	Action prevented harm and protected civilian lives in a life-threatening situation.	Decision prioritizes innocent lives, making it highly moral.	Soldier	Assumes the soldier is duty-bound, aware of rules of engagement, and prioritizes civilian safety.	Crowd of civilians	Assumes the crowd consists of noncombatants rather than enemy combatants.	2.133333333
95	Effron	Pulled his dog's tail	orig		7.0	4.0	3.0	0.0	-2.0	A pet is relatively vulnerable and less able to defend itself.	The act appears deliberate, likely impulsive without extensive planning.	Tail pulling causes minor physical discomfort.	No assistance or protection was provided by the action.	Minor intentional harm to a vulnerable pet renders the act morally unacceptable.	The dog's owner	Assumed to be a human adult with responsibility for the pet	The dog	Assumed to be a domestic pet with limited self-defense	-2.03428576
96	Effron	Beat up someone smaller than him	orig		7.0	8.0	7.0	0.0	-4.0	A typical adult, but physically smaller increases vulnerability moderately.	The action was deliberate and aggressive, indicating significant premeditation.	The assault inflicts significant physical harm, consistent with an attack.	The action offers no assistance or protection to anyone.	Deliberate violence causing harm with no benefit is extremely immoral.	A bully	Assumed to be physically larger and aggressive by nature.	An individual perceived as physically weaker.	Assumed to be smaller and less capable of self-defense.	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		7	7	3	0	-1	Illness increases reliance on class notes, making them moderately vulnerable.	The refusal was a deliberate decision, not an accidental act.	Not lending notes may slightly hinder academic progress, causing minor harm.	The action provided no assistance to alleviate the friend's academic challenges.	Neglecting a vulnerable friend makes the act slightly morally unacceptable.	The student who owns the class notes	Assumed to manage personal academic resources and make deliberate sharing choices	The friend who had been ill	Assumed to be recovering and needing academic support	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		1	1	3	0	0	Grass is non-sentient and minimally susceptible to harm.	Forgetting indicates unintentional, accidental action.	Caused minor aesthetic damage to the garden.	No assistance was provided; action was merely neglectful.	Negligence with minimal harm is morally neutral.	Person X	Assumed to be an adult responsible for garden upkeep	The front garden grass	Assumed to be an element cared for as part of property maintenance	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		7	6	1	2	0	Average adult vulnerability given typical resilience and self-care abilities.	Trip was planned intentionally; forgetting items was accidental.	No direct damage occurred; merely a forgetful oversight.	Attempted self-help offered minimal benefit due to the memory lapse.	Action is morally neutral; no harm or beneficent intent beyond normal errands.	Person X	An adult individual with everyday goals.	Person X (self)	Assumed to be a typical adult managing personal errands.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		9	2	3	0	-2	Sister is a young child, highly defenseless.	The dresser bump was accidental with no planned intent.	The incident caused minor property loss without physical injury.	No assistance or corrective action was provided.	Even if accidental, taking coins from a vulnerable sibling is morally questionable.	7-year-old child	Assumed to be a typical 7-year-old with limited understanding of property and consequences.	Sister	Assumed to be the owner of the wallet and its contents.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		7	4	7	9	4	The friend is an average adult, moderately vulnerable in an attack.	The act was deliberate yet impulsive with minimal preplanning.	Person X suffered serious injury, indicating significant harm.	The intervention likely saved a life, providing critical assistance.	Heroic altruism with severe self-harm still reflects high moral acceptability.	Person X	Assumed to be a responsible friend acting out of altruism.	Friend	Assumed to be an average adult in immediate danger.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		7.0	4.0	5.0	0.0	-2.0	A typical adult with moderate emotional and financial reliance on their phone.	The act appears impulsive without clear premeditation.	Caused notable property damage and potential relationship strain.	No assistance, support, or attempts to rectify the mistake were made.	The act is disrespectful and harmful despite no extreme consequences.	The person who broke the phone.	Assumed to be a friend acting carelessly without remorse.	The friend whose phone was broken.	Assumed to be a typical adult who values personal property.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		7	9	10	10	2	Typical adult with limited means to avoid harm.	Action was deliberate and planned under dire circumstances.	Intentionally caused fatal harm resulting in one death.	Saved multiple lives in a critical, life-threatening situation.	Despite one death, overall net saving of lives renders it morally positive.	The fireman (you).	Assumed to act heroically and responsibly in an emergency.	The person on the lower floor standing on the window ledge.	Assumed to be a vulnerable, non-consenting adult awaiting rescue.	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		7.0	4.0	3.0	3.0	1.0	A typical adult friend shows medium-high vulnerability in emotional contexts.	The laugh was spontaneous and socially motivated, showing moderate intentionality.	The action may slightly hurt feelings, constituting minor emotional harm.	The laugh offers minor social support, reinforcing the friend's attempt humorously.	Minor harm balanced by slight help results in a modestly acceptable moral outcome.	The person who laughed	Assumed to be socially polite and wanting to support the friend.	The friend who told the joke	Assumed to expect validation through a laugh.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		7	3	3	0	-2	Typical adult vulnerability with moderate susceptibility to harm.	His actions are impulsive with little premeditation due to intoxication.	The act may cause minor social discomfort without severe physical damage.	No tangible benefit or protective action is offered.	Intoxicated, indiscriminate sexual offering raises ethical concerns.	Drunk elderly man	Assumed to be acting autonomously despite his intoxication.	Any bar patron he addresses	Assumed to be an average adult capable of consent.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		7.0	7.0	0.0	8.0	4.0	Friend’s recent loss and financial struggle indicate moderate-high vulnerability.	Action appears deliberate and well-considered to aid the friend.	The action caused no harm; it alleviated the friend’s burden.	The financial assistance offers substantial relief and support.	The benevolent act significantly improved the friend’s vulnerable situation.	Person X	Assumed to be a caring individual with the means to help.	Friend	Assumed to be emotionally and financially vulnerable after the partner's death.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		9	9	0	7	4	Children are defenseless and in need, so high vulnerability.	The action was planned and executed with clear charitable intent.	No harm was caused; the act is purely benevolent.	Provided substantial emotional and moral support during a critical time.	Highly moral as it significantly helps vulnerable children without causing harm.	The volunteer	Assumed to be a caring, organized individual.	Children at the hospital	Assumed to be vulnerable minors in need of support.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		7.0	8.0	6.0	0.0	-3.0	Village depends on aid for survival, so moderately vulnerable.	Action is deliberate and premeditated to extract intelligence.	Threatening to withdraw vital aid risks moderate harm if enacted.	Withholding aid results in no beneficial support to those in need.	Exploiting a vulnerable community for intelligence is highly unethical.	Intelligence officer	Assumed to be a state-sanctioned operative with access to resources.	Local village community	Assumed to be vulnerable due to dependency on external aid.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		7.0	7.0	4.0	0.0	-2.0	She is a typical adult with average resilience and emotional investment.	The decision to lie was deliberate with some premeditation.	The lie likely caused moderate emotional harm and trust issues.	No assistance was provided; instead, deception occurred.	Deception is moderately immoral, negatively affecting trust and integrity.	The boyfriend	Assumed to be a human agent capable of intentional deception.	The girlfriend	Assumed to be an emotionally vulnerable individual who trusts him.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		7	9	0	7	4	Typical adults with average physical and emotional resilience.	Action was deliberate, planned, and executed over a summer.	No negative impact or damage was caused to anyone.	Provided substantial support through a thoughtful, beneficial gift.	Benefit provided without harm makes it highly moral.	The individual who worked all summer (likely the son or daughter).	Assumed to be an adult with responsibility and determination.	His parents.	Assumed to be caring recipients benefiting from the gesture.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		9	6	3	0	-2	Other children are defenseless recipients in a treat-sharing context.	Action was deliberate yet impulsive, typical child behavior.	Candy deprivation is unfair; harm is minor yet significant in a social context.	No assistance was provided; action solely benefited the taker.	Selfish theft that disadvantages vulnerable others makes it morally questionable.	The girl	Assumed to be a child engaged in Halloween festivities.	Other children expecting candy.	Assumed to be fellow kids who anticipated fair distribution.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		7.0	2.0	1.0	0.0	4.0	A typical adult falls in the medium-high vulnerability band.	Eating lunch was intentional but food remaining was an accidental oversight.	The impact is minimal, causing only slight aesthetic discomfort.	No notable assistance or protection provided by the action.	Harmless, unintentional self-affliction with no negative moral implications.	Person X	Assumed to be an adult human performing a routine self-action.	Person X	Assumed to experience a minor, self-inflicted inconvenience.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		7.0	7.0	4.0	0.0	-2.0	A typical adult is moderately vulnerable to verbal abuse.	The remark was deliberately aimed to insult, showing clear intent.	Insulting words inflict minor emotional harm.	No assistance was given; the act provided no help.	Intentional, harmful verbal abuse is morally negatively evaluated.	The woman who made the comment.	Assumed to be a conscious individual expressing intentional opinion.	The woman being spoken about.	Assumed to be a typical adult female subject to social judgment.	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		7	4	0	0	4	All parties are typical adults with average resilience.	The decision was spontaneous and situational, with minimal premeditation.	No physical or emotional harm occurred in this consensual encounter.	The act offered mutual pleasure but did not provide explicit assistance.	Consensual sexual activities among adults with no harm are morally acceptable.	I	A consenting, legally adult individual engaging in social activities.	Three sexual partners	They were assumed to be consenting, of legal age, and aware participants.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		7	9	4	0	-3	Clients are average adults, moderately susceptible to deceit consequences.	Deception was executed intentionally and with prior planning.	Lies compromised trust, causing moderate non-physical harm.	No direct assistance was given; actions solely benefited the agents.	Deliberate deceit inflicting moderate harm without help is highly immoral.	Legal assistant	Assumed to be self-serving and deliberately deceptive.	Clients	Assumed to be trusting individuals relying on legal guidance.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		7.0	4.0	6.0	0.0	-2.0	Acquaintance is an average adult, moderately vulnerable in physical altercations.	The fight was spontaneous and impulsive with little premeditation.	The physical fight likely caused moderate harm typical of an assault.	No helpful or protective action resulted from the altercation.	Moderate harm inflicted intentionally without any beneficial impact categorizes it as morally questionable.	I	Assumed to be a responsible adult who engaged in the fight.	An acquaintance	Assumed to be a typical adult with average physical resilience.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		6.0	7.0	4.0	0.0	-1.0	A typical person shows medium-high emotional susceptibility.	Her comment appeared deliberate with intention to provoke a reaction.	The remark inflicted a minor emotional insult.	The comment offered no practical assistance or support.	A minor insult is slightly morally negative but not severely harmful.	Girl	Assumed she is a human acting with social awareness and intent.	Boy	Assumed he is an average, sensitive individual affected by social comparisons.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		7	4	3	0	-2	A typical adult affected by inconvenience; moderately vulnerable.	Negligence rather than premeditated harm; action shows minimal deliberation.	Inconvenience and broken trust cause minor harm overall.	No assistance provided; failed to meet the expected obligation.	Though harm is minor, neglect of duty makes it somewhat morally unacceptable.	The borrower.	Assumed the agent is a responsible adult who neglected returning the book.	The lender or owner of the book.	Assumed the patient values the book and expects its timely return.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		7.0	7.0	0.0	7.0	4.0	Friend is an average adult with typical resilience.	The action was deliberate but not extensively premeditated.	The action caused no harm, just a beneficial gesture.	It provided a kind and supportive gesture without being critical.	The action is morally positive, generous, and helpful.	The person who paid for the dinner	Assumed to have the financial means and a desire to help or treat the friend	The friend whose dinner was paid for	Assumed to be an average, independent adult receiving a kind gesture	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		7	7	8	0	-4	The cat is a living being with average defenses, prone to injury.	Action was done deliberately in reaction to the cat's behavior.	Throwing the cat can cause significant injury and distress.	No helpful action; the behavior is solely harmful.	Intentionally harming a vulnerable pet is extremely immoral.	A woman	Assumed she is the pet owner acting out of frustration.	The cat	Assumed it is her domestic pet being punished.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		1.0	7.0	0.0	0.0	4.0	The basketball is inanimate and lacks vulnerability to harm.	The action was deliberate but opportunistic, showing some premeditation.	There was negligible harm to an unclaimed object with no owner affected.	The action did not actively provide any assistance or beneficial impact.	Low vulnerability, intentional yet harmless; thus morally acceptable.	I	The agent is assumed to be an independent adult acting on personal initiative.	The basketball	Assumed to be an inanimate, unclaimed object with no owner.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		7.0	7.0	1.0	3.0	2.0	They are average adults with typical physical and emotional resilience.	Her sponsorship required deliberate planning and choice, not accidental.	The sponsorship had minimal negative impact or harm to anyone.	It provided minor financial assistance and support to the rival team.	Planned, low-harm support that is ethically ambiguous but slightly positive.	Coach's wife	Assumed to be an independent actor making a conscious decision.	The rival team	Assumed to be a group of typical adults in a sports setting.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		9.0	6.0	5.0	1.0	-3.0	A dying mother is in a defenseless state requiring extra care.	The action was deliberate, chosen to secure personal space despite the context.	The response likely caused significant emotional harm to a vulnerable person.	No supportive or helpful action was taken to alleviate her distress.	Neglecting support for a dying, vulnerable person is morally questionable.	I (the speaker)	Assumed to be self-interested and prioritizing personal space over social obligations.	My mother	Assumed to be emotionally and physically vulnerable, especially given her terminal condition.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		7	7	0	4	4	Patient is a typical adult with average resilience in everyday situations.	Action was deliberate to avoid lateness with moderate planning.	No adverse impact or damage occurred.	Provided modest self-assistance ensuring timely arrival at work.	Intentional, safe action with negligible harm is highly acceptable.	Person X	Assumed to be a competent decision-maker managing personal responsibilities.	Person X	Assumed to be an average adult affected by their own actions.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		7.0	4.0	4.0	0.0	-2.0	A typical student has average resilience but is affected by social embarrassment.	The laughter was a spontaneous, yet aware, reaction with minor premeditation.	The act caused minor emotional harm and social discomfort.	No assistance or protective action was provided.	The behavior is mildly immoral due to social harm without constructive intent.	The girl.	Assumed she intentionally laughed at the mishap.	The student who forgot her lines.	Assumed the student was embarrassed and vulnerable in that moment.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		1.0	7.0	4.0	0.0	-3.0	The patient is an inanimate object with minimal susceptibility to harm.	The action was deliberate vandalism, though not extensively premeditated.	The damage is minor and primarily cosmetic.	The act provided no assistance or benefit.	Deliberate vandalism is morally wrong.	An unidentified individual	I assume this person acted deliberately using his own key.	The stranger's car	I assume the car belongs to someone unknown and its owner values it.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		8.0	10.0	9.0	0.0	-4.0	The cat is naturally vulnerable and easily harmed by traps.	The setup was premeditated with clear intent to torture.	Intentional torture inflicts severe physical and emotional damage.	No assistance offered; action solely inflicted harm.	Deliberate animal torture is extremely immoral.	Person X	Assumed to be a deliberate human offender targeting animals.	A cat	Assumed to be a vulnerable, defenseless animal.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		7	7	6	0	-4	The dolphin, though physically robust, is vulnerable in captivity.	The deliberate jabbing is performed to stimulate a response for entertainment.	Jabbing inflicts significant pain and distress, akin to assault.	The action offers no assistance, only exploitation and harm.	Deliberate harm to a vulnerable being without any help is extremely immoral.	Zoo trainer	Assumed to be an employee responsible for animal performance.	Dolphin	Assumed to be a captive, sentient animal under human care.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		7.0	7.0	3.0	3.0	-1.0	A typical adult with average emotional susceptibility.	The gift was chosen and given with thoughtful planning.	The action caused minor embarrassment and emotional discomfort.	The gift is of some benefit but awkwardly received.	Self-serving behavior causing minimal harm; overall slightly unethical.	You, the gift giver.	That you can use a generous gift to improve your image.	The birthday person.	That they value social perceptions and may feel discomfort from overt generosity.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		7.0	9.0	3.0	0.0	-3.0	The examiner is an average adult with moderate vulnerability in a professional context.	The cheating was a premeditated act aimed at intentionally passing the test.	The act undermines system integrity, causing minor harm to fairness and procedure.	The action did not provide any assistance or constructive benefit to anyone.	Deliberate cheating breaks fairness and trust, rendering the action morally unacceptable.	I (the examinee)	I assumed the agent is a responsible adult making a deliberate choice.	The DMV examiner	I assumed the examiner is a typical adult entrusted with enforcing rules.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		7.0	8.0	1.0	7.0	4.0	Town residents face radiation challenges and are typically moderately vulnerable.	Regular volunteering under risk indicates deliberate and well-considered intent.	The action does not directly inflict harm; potential minor self-risk exists.	Consistent volunteer work significantly aids a community in crisis.	Self-sacrifice for community benefit is highly moral despite personal risks.	Person X	They are assumed to be altruistic and willing to risk their own health.	Residents of the radiation-exposed town	They are presumed to be vulnerable and in need of assistance after the radiation exposure.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		7	8	5	0	-3	Memorial visitors are emotionally sensitive in a context of tragedy.	The joke was chosen deliberately to provoke and offend.	The remark inflicted emotional insult without physical damage.	The action did not offer any assistance or positive contribution.	The intentionally disrespectful act in a sacred setting is highly immoral.	A provocative individual	Assumed to be someone who intentionally seeks shock and controversy.	Holocaust memorial attendees	Assumed to expect solemn respect and remembrance.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		7.0	6.0	10.0	10.0	2.0	Average adults facing a life-threatening accident, hence medium-high vulnerability.	Emergency decision taken with deliberate thought to minimize overall risk.	The action directly resulted in fatal harm for two individuals.	The intervention prevented a wider disaster by saving multiple lives.	Emergency trade-off: saving many lives despite sacrificing two gives a moderately acceptable moral outcome.	Crane operator (you).	A trained professional responsible for safely controlling the crane during emergencies.	The two workers in the fall zone.	They are co-workers unexpectedly exposed to lethal risk from the container.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		1	4	1	0	0	The car is inanimate with minimal susceptibility to harm.	Driving occurs with intent, but neglecting cleanliness involves minimal premeditation.	Only minor cosmetic effects occur, causing nearly negligible harm.	The action provides no assistance or benefit.	Negligence without substantial harm results in a morally neutral act.	The driver	Assumed the driver is a responsible individual operating the car.	The car	Assumed the car is owned by the driver and is being neglected.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		7.0	7.0	3.0	0.0	-2.0	Pregnant individuals face moderate physical risks, warranting a higher vulnerability score.	The refusal was a deliberate act reflecting a considered, intentional decision.	The patient experienced discomfort and risk; harm was minor but significant.	No assistance was offered to alleviate the vulnerable situation.	The act is ethically negative due to neglecting the welfare of a vulnerable person.	Person X	Assumed to be an adult capable of making a self-serving decision.	Pregnant woman	Assumed to be expecting and in need of extra care and rest.	-2.23
