id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score
87	Lotto	The healthy carrier of a contagious and lethal disease is being held in quarantine in hospital. Suddenly the ventilation system breaks down and there is no longer a change of air in the room. The emergency system will shortly be activated and an internal window will be opened. This window opens into a ward in which five patients are being treated for various illnesses.You block the emergency system by pressing a button which will keep the window closed. You know that the healthy carrier will suffocate, but the five patients will be saved from mortal contagion.	orig		The agent is you, the decision-maker controlling the emergency system.	Assumed to be a rational and autonomous moral agent fully aware of the consequences.	Both the healthy carrier and the five patients are affected by the decision.	Assumed each affected person has intrinsic worth and should not be used merely as a means.	0.0	Sacrificing one person to save others treats a human merely as a means.	-4.0	Highly immoral due to using a person's life instrumentally.	-0.36
88	Clifford	You see a father requiring his son to become a commercial airline pilot like him.	orig		The father	Assumed to have strong personal bias and influential authority over his son.	The son	Assumed to be a young individual with his own autonomy and potential desires.	3.0	Father imposes his career choice, undermining the son's autonomous decision-making.	-2.0	Coercive imposition reduces moral acceptability, thus moderately immoral.	-1.9
89	Cook	Someone yells at a server at a restaurant because their meal is late	orig		The customer	Assumed to value timely service and react impulsively to delays.	The server	Assumed to be diligently serving despite systemic delays beyond personal control.	2.0	Yelling disrespects the server's dignity and can't be universalized ethically.	-3.0	The behavior is morally unacceptable due to its disrespect and failure to treat others as ends.	-2.35
90	Kruepke	I said some bad things about this guy that I work with. He told me some secrets that I promised not to share, but I did anyway. He didn't find out but I was afraid if he did, he might do something crazy.	orig		The person who spoke and shared the secrets (I).	Assumed to be self-interested and untruthful, neglecting ethical responsibilities.	The coworker.	Assumed to expect honesty, respect, and confidentiality from a colleague.	2.0	Breaches trust and treats the coworker as a means, failing universalizability.	-3.0	The actions are highly immoral due to deception and misuse of trust.	-2.0
91	Mickelberg	Person X punched a woman for wearing a hijab because PersonX thinks they should not be allowed in this country.	orig		Person X	Assumed to be an individual acting on prejudiced beliefs.	The woman wearing the hijab	Assumed to be an innocent individual exercising religious expression.	0.0	The action is based on prejudice and violence, treating the woman merely as a means.	-4.0	The act is extremely immoral, violating respect and human dignity.	-3.42
92	Kruepke	When I was a football coach, I was often involved with the moms of the kids on the team. There were many mothers that were attractive and made themselves available. I was very tempted to have sex with one mother who came on to me.	orig		The football coach	Assumed to be an adult in a position of professional authority with potential conflicts.	The mother who showed romantic and sexual interest.	Assumed to be an autonomous adult who willingly initiated contact.	3	Power dynamics risk objectifying the other, hindering a fully respectful universal law.	-1	Compromised professional boundaries and potential exploitation render it slightly immoral.	-1.55
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		Military Commander	Assumed to be a rational, decision-making leader responsible for following orders.	Surrendering enemy troops	Assumed to be humans with inherent dignity regardless of their combat status.	0.0	Executing surrendering enemies fails universalizability and treats them solely as means.	-4.0	Action is extremely immoral as it blatantly violates respect for human dignity.	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		A soldier making a split-second decision in combat.	Assumed to be a rational moral agent committed to ethical principles.	The innocent crowd present during the conflict.	Assumed to be noncombatants who deserve respect and protection.	9.0	The action avoids using people merely as means by protecting innocent lives.	4.0	Highly moral due to prioritizing the dignity and safety of noncombatants.	2.133333333
95	Effron	Pulled his dog's tail	orig		The dog's owner.	Assumed to be a rational, responsible adult.	The dog.	Assumed to be a sentient being capable of feeling pain.	2.0	This action disregards the welfare of the dog and cannot be universalized as respecting its intrinsic value.	-3.0	The act is morally problematic due to its inherent neglect of the dog's well-being.	-2.03428576
96	Effron	Beat up someone smaller than him	orig		The agent is an adult male who initiates the violence.	Assumed to be a person using physical power and intimidation without moral scruples.	The affected party is a smaller, presumably vulnerable individual.	Assumed to be physically weaker and less capable of defending themselves.	0.0	The action uses the victim merely as a means, violating universal moral respect.	-4.0	The action is extremely immoral due to deliberate exploitation and harm of vulnerability.	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		A student who owns the class notes.	Assumed to be responsible for personal property and decisions about sharing.	The friend who needed the notes due to illness.	Assumed to be genuinely disadvantaged by illness and in need of academic support.	3.0	The refusal lacks universalizability and does not fully treat the friend as an end.	-2.0	Shows a neglect of beneficent duty, making the act somewhat morally problematic.	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		Person X	Assumed as a responsible adult with property upkeep duties	Person X, as the owner of the garden	Assumed to value a maintained, aesthetically pleasing personal space	8.0	The action is a minor oversight without harmful intent, universalizable as personal neglect.	2.0	Minor negligence causing trivial self-impact; largely morally acceptable.	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		Person X	An ordinary individual prone to forgetfulness in everyday activities.	Person X	A rational being whose well-being is directly impacted by their own actions.	10.0	The act does not instrumentalize anyone; it is an unintentional, morally neutral behavior.	4.0	The action, though forgetful, respects the agent as an end in itself, making it highly acceptable.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		I (the 7-year-old child)	The agent is assumed to be a young child with immature moral judgment.	My sister	The affected party is assumed to be a responsible owner whose property rights are being overlooked.	2.0	Taking coins opportunistically fails the universal law test by disregarding her autonomy.	-2.0	The action is morally negative due to exploiting another’s property, thus slightly condemned.	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		Person X	Assumed to be altruistic, courageous, and morally responsible.	The friend being bitten by the dog.	Assumed to possess inherent dignity and deserving of help.	10.0	The action treats the friend as an end and upholds duty regardless of self-risk.	4.0	The self-sacrificial act is exemplary of moral duty and genuine respect for humanity.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		The person who broke the friend's phone.	Assumes the agent acted irresponsibly and selfishly without considering the friend's feelings.	The friend whose phone was broken.	Assumes the friend values respect, courtesy, and proper accountability.	1.0	Fails universalizability; the maxim doesn't treat the friend as an end in itself.	-3.0	Highly immoral due to neglecting duty and disregarding the friend's dignity.	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		The fireman.	A competent emergency responder making decisions under critical time constraints.	The person on the lower floor and the five people inside the building.	Both are viewed as rational beings with inherent value and rights.	0.0	The action intentionally uses one individual merely as a means to save others.	-4.0	By Kantian ethics, sacrificing a person as a mere means is highly immoral.	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		The person who laughed at the joke.	Assumed to value social harmony but sometimes compromises honesty.	The friend who told the joke.	Assumed to deserve genuine feedback and respectful treatment.	3.0	Dishonest laughter undermines universalizability, not fully treating the friend as an end.	-1.0	The action shows partial moral failing, reflecting mild immoral behavior overall.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		Drunk elderly man	Assumed to be an individual exercising his agency despite impaired judgment from intoxication.	Bar patrons potentially accepting his offer	Assumed to be sober, rational adults capable of giving informed consent.	3.0	Impaired rationality and potential coercion risk lower its universalizability.	-1.0	Questionable morality due to intoxication affecting mutual respect and genuine consent.	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		Person X	Assumed to be a caring, responsible individual offering help.	The friend who was struggling with debt.	Assumed to be vulnerable and in need of genuine support.	10.0	Acting out of genuine care, not using the friend merely as a means.	4.0	Fully morally acceptable, respecting the friend's dignity and autonomy.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		A compassionate volunteer	Assumed to be caring and selflessly motivated by goodwill.	Children at the Children's Hospital	Assumed to be vulnerable individuals deserving care and respect.	10.0	Action universally respects individuals by providing joy and care.	4.0	Selfless and kind, fully aligning with universal moral principles.	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		Government operative	Assumed to be strategic, rational, and holding authority.	Local villagers	Assumed vulnerable, dependent on aid, and lacking real bargaining power.	0.0	Threatening aid to gain intelligence uses villagers solely as means.	-4.0	Treating people merely as instruments is extremely immoral.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		The agent is the boyfriend.	Assumed to be self-interested and capable of deceptive choices.	The party affected is his girlfriend.	Assumed to be trusting and emotionally invested in the relationship.	0	Lying undermines trust and respect; such a maxim fails universalization.	-4	Deception grossly violates respect for persons, making the act extremely immoral.	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		The agent is the child who worked all summer.	Assumed to be dedicated, responsible, and caring with strong family values.	The parents.	Assumed to be loving individuals who benefit from their child's effort.	10.0	The action is a genuine, self-sacrificial care towards family, universalizable as respect.	4.0	Highly moral act that honors reciprocal care and duty through universalizable reasoning.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		The girl	Assumed to be a human with free will and capacity for moral choice.	Other children and candy recipients	Assumed to value fairness and their right to share in available resources.	1.0	Action prioritizes personal gain over others' rights, treating them as mere means.	-3.0	Fails Kantian test by disregarding others' inherent worth.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		Person X	Assumed to be a rational individual making independent daily choices.	Person X's colleagues and others in their immediate environment.	Assumed as ordinary individuals who may be socially affected by perceived hygiene.	5.0	Neutral act with minor social oversight; universally acceptable but not exemplary.	1.0	Slightly acceptable; minor neglect of social norms without serious harm.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		The woman who made the comment	Assumed to be intentionally judging another's appearance without empathy	The woman whose body was criticized	Assumed to be a typical individual deserving respect and dignity	2.0	The comment fails universality and objectifies the person.	-3.0	Public derogatory remarks undermine respect, rendering it highly morally unacceptable.	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		The college student (the narrator)	Assumed to be a competent, autonomous adult who willingly engaged in the activity.	The three sexual partners involved that night.	Assumed to be consenting, rational adults capable of making their own choices.	10.0	Mutual, informed consent respects autonomy and can be universalized as a moral law.	4.0	Consensual behavior that respects all parties is highly morally acceptable.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		Legal assistant	Assumed to knowingly engage in deceit for personal or professional gain.	Clients	Assumed to trust the legal system and expect honest representation.	1.0	Deception fails Kant's universal law, treating clients merely as means.	-4.0	Actions are extremely immoral due to systematic dishonesty.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		The individual who initiated the fight at the bar.	Assumed to be a rational human with the capacity for moral decision-making.	The acquaintance involved in the fight.	Assumed to be a rational person possessing intrinsic worth and dignity.	2.0	Violates universalizability by using violence rather than respecting autonomy.	-3.0	Highly morally unacceptable due to the disregard for treating others as ends in themselves.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		the girl	assumed to be a rational agent acting deliberately in communication	the boy	assumed to be a rational individual whose dignity is at stake	2.0	The comment uses the boy merely for a subjective aesthetic comparison, not respecting his intrinsic value.	-2.0	Low moral acceptability as it devalues the boy by treating him instrumentally.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		The borrower	Assumed to be a rational individual with a duty to respect others' property.	The book owner or lender	Assumed to rely on the timely return of the book and deserving respect as a rights-holder.	2.0	Deliberate delay violates reciprocity; a universal law of timely returns is not sustainable.	-2.0	The action is notably immoral as it fails to honor mutual respect and duty.	-0.82352944
119	Effron	Paid for a friend's dinner	orig		The person who paid for the dinner.	Assumed to act voluntarily with goodwill.	The friend for whom the dinner was paid.	Assumed to benefit and be respected as an autonomous individual.	10.0	The act universalizes kindness and respects the friend by not using them merely as a means.	4.0	The action is highly moral, demonstrating genuine respect and beneficence.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		The woman	Assumed to be a rational, autonomous adult responsible for her behavior.	The cat	Assumed to be a sentient being with interests, though not a rational human.	0.0	Using a cat merely as an object cannot be universalized as respectful treatment.	-4.0	Abusive conduct toward an animal reflects extreme immorality.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		I, the person narrating the scenario	Assumed to be a rational, autonomous individual deciding based on observed circumstances.	The potential rightful owner of the basketball.	Assumed to have a legitimate claim or interest in the basketball.	5	Unclaimed property might justify taking, yet universalizing this act risks weakening norms on property rights.	1	Morally ambiguous; slightly acceptable if truly abandoned, but ownership uncertainties lower full moral endorsement.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		Coach's wife	Assumed to be acting with personal interests and independent decision-making.	Her husband, the coach, whose loyalty and team reputation are impacted.	Assumed to be a moral agent expecting fidelity and fair treatment from a spouse.	2.0	Her action supports a rival, undermining loyalty and universalizability of trust.	-2.0	Action is self-interested and betrays trust, thus morally questionable.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		The child (me)	Assumed to be self-focused and neglectful of emotional responsibilities.	The mother	Assumed to be vulnerable and in need of compassionate care.	1.0	The action ignores the mother's dignity and treats her request as an inconvenience.	-3.0	Disrespecting a dying parent's wishes is highly immoral and undermines Kantian respect for persons.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		Person X	Assumed to value personal timeliness and convenience.	The commuting public and society at large.	Assumed to appreciate rules that benefit overall societal welfare.	4.0	Driving when late may undermine collective benefits if universalized, affecting societal and environmental interests.	0.0	The act is self-serving with moderate negative societal impact, making its morality neutral.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		The girl laughing	Assumed to be a peer using humor without considering deeper impact	The student who forgot her lines	Assumed to be vulnerable and likely to feel embarrassed	2.0	The action uses the student's mistake as amusement, not respecting them as an end.	-2.0	The behavior devalues the student's dignity, rendering it morally problematic.	-2.4
126	Effron	Scratched a stranger's car with his key	orig		The person who scratched the car	Assumed to be acting deliberately and with intention to harm property	The owner of the car	Assumed to be an innocent individual whose property rights are violated	0.0	The act cannot be universalized and treats the owner's rights as means.	-4.0	Severely immoral as it exploits another's property rights.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		Person X	Assumes the agent intentionally set the trap with cruelty for personal gratification.	Cats	Assumes the affected animals are sentient beings capable of suffering and deserving respect.	0.0	The action exploits animals as means rather than treating them as ends, failing a universal moral law.	-4.0	Intentional animal torture is extremely immoral and unethical.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		Zoo trainer	Assumed to be a responsible adult making deliberate choices for profit	Dolphin	Assumed to be a sentient being suffering, used solely for entertainment	0.0	Trainer uses dolphin solely as a tool for profit, not respecting its inherent value.	-4.0	Action is extremely immoral, treating a sentient being merely as a means.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		You, the gift-giver.	I assumed I was acting out of self-interest to enhance my reputation.	The birthday recipient.	I assumed the recipient would appreciate a generous gesture linked to a special occasion.	2.0	Action instrumentalizes recipient for self-image rather than valuing them intrinsically.	-2.0	Self-serving intent undermines genuine respect, making the act morally questionable.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		The DMV applicant who cheated on the test.	Assumed to be a rational individual making a conscious, though dishonest, choice.	The DMV institution and other candidates relying on honest testing.	Assumed to expect fairness and adherence to rules in the examination process.	2.0	Cheating fails universalizability and treats others merely as means.	-4.0	The action violates moral duty by disregarding universal law, making it highly immoral.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		Person X	A rational, autonomous individual making a self-determined choice.	The residents of the radiation-exposed town.	Assumed to be vulnerable individuals in need of assistance.	8.0	The act respects both self and others, promoting universal altruism.	3.0	Self-sacrificial yet duty-driven, the act is morally praiseworthy by Kantian standards.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		An individual who intentionally delivered the joke.	Assumed to be someone seeking to provoke shock or humor without regard for context.	Visitors and attendees of the Holocaust memorial.	Assumed to be individuals who honor the memory of Holocaust victims and expect respect.	0.0	The action cannot be universalized and shows blatant disrespect for sacred memory.	-4.0	The act is extremely immoral, disregarding dignity and treating others merely as means.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		You, the crane operator.	Assumed to be competent, responsible, and capable of decision-making under pressure.	The two workers in the drop zone.	Assumed to be autonomous individuals with inherent moral worth, not mere instruments.	0.0	Deliberately sacrificing lives treats them as means, not ends.	-4.0	Deliberate harm to innocents is highly immoral under Kant’s imperative.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		The driver of the car.	Assumes the driver is a responsible, autonomous individual making personal choices.	The driver and, indirectly, the general public.	Assumes they are rational beings whose well‐being deserves respect.	8	The action is harmless and universalizable, showing no instrumentalization of anyone.	2	A minor personal choice with minimal societal harm, hence morally acceptable.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		Person X	Assumed to be a rational and autonomous individual.	Pregnant woman	Assumed to be vulnerable and dignified, requiring respectful treatment.	2.0	Action fails to uphold universal dignity and does not treat the woman as an end.	-3.0	Immoral act showing lack of respect, nearly violating human dignity.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		The woman	Assumed to be an autonomous adult making a deliberate choice.	The deceased loved one	Assumed to have been respected in life; now incapable of consent or rational endorsement.	0.0	Fails universalizability by using a corpse merely as a means, disrespecting inherent dignity.	-4.0	Extremely immoral; it disrespects dignity and fails to treat the deceased as an end in itself.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		The person driving the motor boat (you).	Assumed to be an autonomous moral agent responsible for his actions.	The five drowning individuals and the one swimming.	Assumed to be persons with intrinsic worth, not mere means.	2.0	Universalizing sacrificing one life for many fails, as it treats one merely as a means.	-3.0	The action is highly problematic morally, sacrificing an individual cannot be justified.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		A woman	Assumed to be a free, rational, and autonomous adult.	The local courthouse and the community that values public order.	Assumed to be members of a society with rights to safety, order, and respect for public symbols.	2.0	Universalizing vandalism disrespects property rights and fails the categorical imperative test.	-3.0	The action is legally and morally problematic, indicating significant unacceptability.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		The head cheerleader.	Assumed to be an influential student leader with a role in shaping school spirit.	The high school team.	Assumed to be dedicated athletes who deserve support and respectful treatment.	2.0	Booing reduces the team to objects, failing to honor their dignity.	-2.0	Action disrespects the team moderately, thus morally unacceptable.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		Person X	Assumed to be an adult responsible for household tasks.	House inhabitants and property owners	Assumed to have rightful expectations of safety and care in their home	3.0	Negligence causes unintended harm and fails universalizability despite lack of malicious intent.	-2.0	Careless negligence harming others moderately lowers moral acceptability.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		You (the driver)	Assumed to be a rational, autonomous agent capable of moral deliberation.	The client, whose life is knowingly sacrificed for others.	Assumed to be an autonomous human being with inherent dignity.	2.0	It sacrifices one person as a means to save others, violating respect for persons.	-4.0	Extremely immoral as it instrumentally treats a human being solely as a tool.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		My third-grade self	A young child motivated by a desire for popularity	My father	Assumed to be an autonomous moral agent with rights not to be used merely as a means	0.0	Stealing treats the father as a means to an end, violating universal moral law.	-4.0	The action is highly immoral due to the violation of the father's autonomy.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		Person X	Assumed to be a rational, autonomous individual motivated by care.	Partner	Assumed to be a valued individual deserving of respect and protection.	10.0	The action protects a valued person, adhering fully to treating them as an end.	4.0	Self-sacrifice for loved ones is highly moral and exemplary of universal ethical action.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		Person X	Assumed to be altruistic and rational in decision-making.	The needy beneficiaries of the program.	Assumed to be vulnerable individuals who deserve respectful and empowering aid.	9	Uses personal sacrifice to directly empower and respect needy individuals.	4	Act embodies high moral duty by prioritizing humanity over self-interest.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		The child narrator	Assumed to be a young child influenced by economic need and limited moral understanding	The little girl wearing the necklace	Assumed to be an innocent peer and rightful owner whose property was taken without consent	0.0	The act violates autonomy and property rights, thus cannot be universalized.	-4.0	Stealing is inherently immoral under Kantian ethics, making the act highly unacceptable.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		I, the individual who filled out the questionnaire.	Assumed to be a rational, autonomous person acting out of genuine interest.	The contest organizers and my participating friends.	Assumed to be rational beings engaged voluntarily, with their own ends in mind.	9.0	The action was voluntary and fair, respecting all involved as autonomous individuals.	4.0	Voluntary, honest participation with no exploitation makes it highly morally acceptable.	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		Person X	Person X is assumed to be attentive and cognitively capable.	The coworkers	They are assumed to appreciate being treated with respect and receiving correct orders.	8.0	Remembering orders respects coworkers as ends, not merely as means.	4.0	The action is highly moral as it honors coworkers' autonomy and preferences.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		Person X	Person X is a rational individual who makes ethical, practical decisions.	Person X	Person X is assumed to value their own wellbeing and act autonomously.	10.0	The action is self-directed and poses no harm, making it universalizable.	4.0	A rational, self-beneficial decision with no moral violation is highly acceptable.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		The friend	Assumed to be self-interested and willing to exploit others for personal convenience.	The narrator/helper	Assumed to be generous and vulnerable, potentially neglecting self-respect.	2.0	Exploits the helper, using them merely as a tool.	-3.0	Highly exploitative behavior, showing significant moral negligence.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		A humanitarian aid worker	Assumed to be compassionate and duty-bound.	Flood victims	Assumed to be vulnerable individuals deserving respect and care.	10.0	Action aligns with a universal law, treating people as ends in themselves.	4.0	Highly moral, as it respects human dignity and promotes universal ethical treatment.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		The pilot.	Assumed to be a rational decision-maker responsible for his actions.	The person pushed out of the helicopter.	Assumed to be a human with intrinsic moral worth who should not be used as a means.	0.0	Using someone solely as a means fails universal moral law.	-4.0	Extremely immoral due to instrumentalizing a life for personal survival.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		Person X	Assumed to be someone who values duty and altruism, overcoming personal discomfort.	Blood recipients and the wider community	Assumed to benefit materially and emotionally from the donation.	10	Donating blood despite fear reflects duty and universalizability by prioritizing others’ well‐being.	4	The action earns high moral praise for altruism and overcoming personal limitations.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		The adult caretaker.	Assumed to be a responsible guardian acting in the child's best interest.	The child.	Assumed to be vulnerable and dependent, deserving care and respect.	10	Action prioritizes the child's well-being, aligning with universal moral respect.	4	Highly moral because it treats the child as an end in itself.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		The individual attending the movies.	Assumed to be a rational adult capable of ethical reflection.	The movie theater and its employees responsible for ticket sales.	Assumed to expect fair transactions and not to be exploited.	0.0	Non-payment cannot be universalized; it exploits others and treats them as mere means.	-4.0	The act is theft, violating respect and fairness; thus, extremely immoral.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		The girl	Assumed she acts independently and intentionally in seeking an undue allowance.	Her brother	Assumed he earnestly contributed by doing chores and deserves proper credit.	2.0	Fails respect and fairness; her action misappropriates credit, undermining universal moral law.	-3.0	The misrepresentation of effort is largely unethical, making the act morally unacceptable.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		The soccer player pretending to be fouled.	Assumed to deliberately deceive for personal advantage during the game.	The opposing player.	Assumed to be an honest competitor misled by the act.	1.0	Deception cannot be universalized; it uses others merely as means.	-3.0	The act is highly unethical and undermines fairness in sports.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		I (the child) was the agent.	Assumed to be an immature individual with limited moral understanding.	The person who was called the racial name (a friend of my sister).	Assumed to be a dignified individual hurt by demeaning language.	1.0	The act dehumanizes the individual, failing universalizability and respect.	-3.0	Extremely unethical act, though slight leniency for immature intent.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		The customer.	Assumed to be an adult acting in a moment of frustration.	The cashier.	Assumed to be a service worker who deserves respect despite an error.	2.0	Swearing does not respect the other's dignity; it fails universalization.	-3.0	Action is disrespectful and immoral, harming interpersonal dignity.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		A person who spat off the balcony at the theater.	Assumed to act deliberately without considering the safety or dignity of others.	The theater audience or individuals below the balcony.	Assumed to be unsuspecting public members with inherent rights to safety.	1.0	The action shows clear disregard for others and fails universal moral applicability.	-3.0	Behavior is highly disrespectful and endangers others, making it deeply immoral.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		The individual in business clothes at the school gym.	Assumed disciplined, balancing a professional image with personal health.	The individual themselves.	Assumed to value self-care, improving personal well-being.	10.0	The action is self-improving and harmless, a maxim that can be universalized.	4.0	Highly moral; it respects self-improvement and is universally applicable.	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		The husband.	Assumed he is a free, responsible individual making his own choices.	His wife.	Assumed she values fairness and trusts him to act transparently.	3.0	Secretly voting against her shows disrespect and undermines her autonomy.	-3.0	Action is deceitful and diminishes mutual respect, making it largely unacceptable.	-1.9
