id	dataset	scenario	circumstance_type	circumstance	agent	agent_assumption	affected_party	affected_party_assumption	Q5_score	Q5_expl	moral_score	moral_expl	human_score	split	regression_score	mlp_score
178	Cook	Someone participates in a non-violent white nationalist rally	orig		An individual participating in the non-violent rally.	Assumed to be an autonomous adult making a political choice.	The broader community, including both rally supporters and those opposed to its ideology.	Assumed to be a diverse group, with particular vulnerability among minority populations.	2.0	Non-violence limits harm, yet divisive ideology undermines community cohesion.	-2.0	Low net utility and social divisiveness yield a low moral acceptability.	-1.86	test	-1.9714167323587062	-1.9972176551818848
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		The individual who refused to stand.	Assumed to be a rational, autonomous citizen exercising personal rights.	The community attending the event and the broader public affected by its norms.	Assumed to value national symbols and communal solidarity, expecting conformity.	6.0	Respects individual rights while causing slight community discord.	2.0	Morally acceptable with minor negative impacts.	-1.13	test	0.3517799232636434	-0.17360728979110718
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		The coworker who comforted her.	Assumed to be empathetic, caring, and emotionally responsive.	The woman facing the emotionally painful decision regarding her dogs.	Assumed to highly value emotional support during personal loss.	7.0	Providing comfort reduced distress in a very challenging moment.	4.0	The action strongly promotes well-being and is ethically commendable.	2.49	test	0.9325790871692305	0.6729710102081299
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		The man	Assumed he is a legally married adult with decision-making power within the household.	The wife	Assumed she is an autonomous individual whose well-being is directly affected.	2.0	Restricts personal freedom; overall, likely low community happiness benefit.	-3.0	Controlling behavior undermines individual rights, rendering it morally problematic.	-3.1	test	-1.9714167323587062	-1.9972176551818848
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		The soldier	Assumed to be acting under official military command with duty to save lives.	The four hostages and the broader civilian community.	Assumed to be innocent individuals whose lives have significant moral and social value.	8.0	Saves four lives at the expense of one, resulting in a high overall benefit.	3.0	Action is morally acceptable given the substantial net saving of lives.	-0.52	test	1.5133782510748182	1.7695165872573853
183	Effron	Helped an older man carry his luggage to his car	orig		The helper who assisted the older man.	Assumed to be a compassionate, capable individual willing to help others.	The older man whose luggage was carried.	Assumed to be in need of assistance due to age or physical limitations.	9.0	The action boosts well-being by providing direct aid and fostering community support.	4.0	This altruistic act is highly moral and promotes positive communal values.	2.4	test	2.0941774149804058	2.713710308074951
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		I, the person who drove my friend around.	Assumed I acted voluntarily and out of genuine care.	My friend who just moved to the city.	Assumed my friend needed support to acclimate to a new environment.	8.0	Boosts well-being by easing transition and reducing stress.	4.0	Highly moral action contributing to happiness with no foreseeable harm.	2.64	test	1.5133782510748182	1.7695165872573853
185	Effron	Drove through a puddle, splashing some pedestrians	orig		Driver	Assumed an average person operating a vehicle without malicious intent.	Pedestrians	Assumed ordinary individuals present on the street.	2.0	Accidental minor harm causing slight inconvenience, overall low utility.	0.0	Accidental incident with minimal harm renders it morally neutral.	-1.52941176	test	-1.9714167323587062	-1.9972176551818848
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		The teenager	Assumed to be acting impulsively without malicious intent.	The wave pool patrons and broader amusement park community	Assumed to value hygiene, safety, and respect for communal spaces.	3.0	Undermines communal hygiene and enjoyment, though consequences may be limited.	-2.0	Irresponsible behavior that negatively impacts community welfare.	-3.4	test	-1.3906175684531188	-1.3405476808547974
187	Effron	Offered to help a neighbor fix a fence	orig		The helper who offered assistance.	Assumed to be kind, competent, and motivated by genuine concern.	The neighbor receiving the help.	Assumed to benefit from improved safety and property value.	9.0	Boosts community welfare and trust, leading to high overall benefit.	4.0	Altruistic action promoting community spirit makes it highly moral.	2.53333336	test	2.0941774149804058	2.713710308074951
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		Person X	Assumed to be a politically discontent individual.	The country's community	Assumed to value national symbols and unity.	2.0	The act likely incites division, reducing overall community happiness.	-2.0	Negative communal impact makes the act morally questionable.	-1.37	test	-1.9714167323587062	-1.9972176551818848
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		The lawyer.	Assumed to act based on self-interest to improve professional outcomes.	The judge.	Assumed to be a competent but potentially susceptible actor in personal relationships.	3.0	Action offers limited net benefit; personal gain is offset by risks to judicial impartiality.	-2.0	Using personal influence in a judicial context undermines ethical integrity.	0.12	test	-1.3906175684531188	-1.3405476808547974
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		The man walking down the hallway.	He is assumed to be an average adult acting independently without hidden malicious intent.	The nearby observers or individuals within the community.	Assumed to be average bystanders with neutral perceptions of odd behavior.	5.0	Neutral action providing minimal impact on overall community happiness.	0.0	No harm is done; the action is morally neutral and acceptable.	-0.2	test	-0.2290192406419438	-0.5580742359161377
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		Person X	Assuming Person X acted with free will for enjoyment.	The friend hosting the game	Assuming the friend willingly invited Person X and enjoys the company.	8.0	Encourages social bonding and leisure with no harm.	4.0	Positive, harmless social activity that benefits all parties involved.	0.44	test	1.5133782510748182	1.7695165872573853
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		Person X	Assumed to be altruistic and responsible.	Flood victims and the local community.	Assumed to be in urgent need and vulnerable.	10.0	Action greatly benefits many with minimal cost to the agent.	4.0	High communal benefit makes this action highly morally acceptable.	3.63	test	2.6749765788859934	3.652064800262451
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		The first grade teacher	Assumed to be caring, proactive, and dedicated to student welfare	The parents of the children	Assumed to be Spanish-speaking and partly illiterate, needing accessible communication	9.0	Enhances communication, inclusivity, and parental engagement for better community benefit.	4.0	Highly ethical, compassionate action sustaining robust parent-teacher relationships.	2.56	test	2.0941774149804058	2.713710308074951
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		Military interrogator	Assumed as a disciplined soldier under extreme circumstances seeking strategic intelligence.	Wounded enemy combatant	Assumed to be an adversary with less direct moral claim compared to civilians.	3.0	Potential strategic gain may save lives, but physical harm greatly detracts overall benefit.	-2.0	Torture is ethically condemnable, resulting in a negative moral acceptability score.	-1.546666667	test	-1.3906175684531188	-1.3405476808547974
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		The dancer who lied about their age.	Assumed to be an individual under industry pressure striving for career success.	The dance school community, including peers, instructors, and industry representatives.	Assumed to value honesty and fairness, yet affected by prevalent age biases.	4.0	Personal career benefit with limited negative impact on community dynamics.	-1.0	Deception is morally questionable but somewhat understandable under pressure.	-1.39	test	-0.8098184045475314	-0.9427381753921509
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		Person X	Assumed to be a driver aware of traffic laws.	Other road users and community members	Assumed to rely on orderly traffic for safety.	2.0	The action poses significant risk with little benefit to communal safety.	-3.0	Endangers lives and disrupts order, rendering it largely morally unacceptable.	-1.07	test	-1.9714167323587062	-1.9972176551818848
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		You, the bodyguard	Assumed to act rationally and out of duty to protect the principal	The community, notably the traffic policeman who is sacrificed	Assumed each individual’s life carries equal moral value	7.0	Saving five lives at the cost of one shows a moderate net utility gain.	-2.0	Although utility is increased, intentionally killing an innocent is morally troubling.	-0.67	test	0.9325790871692305	0.6729710102081299
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		College president	Assumed to be acting in his official leadership role.	College community including students, staff, and alumni	Assumed they value school spirit and loyalty to their institution	1.0	The action likely reduces unity and happiness, causing discontent among loyal members.	-2.0	Low utility suggests moral unacceptability due to undermined school solidarity.	-1.7	test	-2.5522158962642933	-2.475327491760254
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		The man eating cereal	Assumed to be a rational individual making his own breakfast decision.	Primarily himself	Assumed he is autonomous and his own happiness is his main concern.	6.0	The action causes little harm, satisfying his need with negligible community impact.	2.0	The act is harmless and personal, making it mildly morally acceptable.	-0.1	test	0.3517799232636434	-0.17360728979110718
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		woman	Assumed she is the dog's owner taking corrective action	dog	Assumed the dog is affected emotionally and physically by the removal of food	3.0	Stops further mess but harms the dog’s well-being; modest net utility gain.	1.0	Action is only somewhat acceptable due to negative impact on the pet despite intended order.	-2.2	test	-1.3906175684531188	-1.3405476808547974
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		Teenage girl	Assumed to be an individual capable of making observations without premeditated malice.	Disfigured woman	Assumed to be sensitive to attention due to her disfigurement.	2.0	Action likely causes discomfort with little to no social benefit.	-2.0	Viewed as mildly immoral due to potential harm and disrespect.	-2.0	test	-1.9714167323587062	-1.9972176551818848
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		Person X	Assumed to be a caring, responsible individual with adequate resources.	The five nieces and nephews (and indirectly, the family affected by the sister’s illness).	Assumed they were vulnerable children needing stability during a family crisis.	9.0	The action provides significant stability and care to vulnerable family members.	4.0	Highly moral as it prioritizes care, support, and community well-being.	3.36	test	2.0941774149804058	2.713710308074951
203	Effron	Made breakfast for his wife on her birthday	orig		Husband	Assumed to be caring and thoughtful.	Wife	Assumed to value love and effort in personal relationships.	8.0	The act boosts happiness through care and celebration.	4.0	A highly moral gesture enhancing personal wellbeing and happiness.	2.7636364	test	1.5133782510748182	1.7695165872573853
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		Former Secretary of State	Assumed to be a rational political actor making a deliberate, autonomous decision.	The US community and its broader international relationships.	Assumed that the community values stable governance and traditional civic commitments.	3.0	Loses potential for policy impact; personal statement but limited overall community benefit.	-2.0	Somewhat immoral as it undermines civic duty despite personal conviction.	-2.1	test	-1.3906175684531188	-1.3405476808547974
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		I, the worker who activated the ventilation system.	Assumed I had full knowledge of the situation and intended to maximize saved lives.	All affected workers, including the one in the sacrificed area and the three saved workers along with myself.	Assumed every worker's life is valued equally, with the overall benefit outweighing the sacrifice.	8.0	Saving three lives at the expense of one yields a net positive utility outcome.	3.0	Morally acceptable as it maximizes overall happiness, despite the unavoidable loss.	-1.55	test	1.5133782510748182	1.7695165872573853
206	Effron	Told a joke about a nun on a train	orig		The person who told the joke.	Assumed to be a regular, lighthearted individual aiming to entertain.	Primarily the nun mentioned and possibly other train passengers or community members.	Assumed to be individuals who appreciate humor but may be sensitive to religious subjects.	4.0	The joke offers mild enjoyment but could risk minor offense, leading to moderate utility.	1.0	The act is somewhat acceptable given its small positive impact despite potential sensitivities.	-0.575	test	-0.8098184045475314	-0.9427381753921509
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		Person X	Assumed to be a rational individual who values well-being and enjoys nature.	Person X, with indirect benefits to the community.	Assumed that the community values leisure, nature, and personal health.	8.0	Walking in nature boosts personal and community well-being, thus high utility.	4.0	High happiness promotion makes the scenario morally very acceptable.	0.81	test	1.5133782510748182	1.7695165872573853
208	Effron	Ignored a neighbor's request to borrow some tools	orig		The person who was asked to lend the tools.	Assumed to be a rational individual who chooses not to help for personal reasons.	The neighbor who requested to borrow the tools.	Assumed to value community support and expected reciprocal assistance.	2.0	Ignoring undermines neighborly trust and community benefit, yielding low overall utility.	-2.0	Low utility gain reflects mildly immoral behavior in terms of community ethics.	-0.89523808	test	-1.9714167323587062	-1.9972176551818848
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		You, the person who pushed.	Assuming the agent is a rational individual making a deliberate utilitarian decision.	The person pushed off the chair.	Assuming the affected person is an individual whose life is valued equally but is sacrificed for the greater good.	7.0	Saving three lives at the cost of one yields a net increase in overall well‐being.	2.0	Utilitarian gain offsets the moral cost, though sacrificing an individual remains ethically controversial.	-1.78	test	0.9325790871692305	0.6729710102081299
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		The actor who claimed union membership.	Assumed to be self-interested and focused on professional advantage.	Industry professionals and casting directors who benefit from accurate credentials.	Assumed they value truth and rely on honest union representation.	4.0	Personal gain is achieved, but deception slightly undermines overall benefit.	-1.0	Deception is ethically questionable, making the act mildly immoral.	-1.18	test	-0.8098184045475314	-0.9427381753921509
211	Effron	Helped a neighbor move his piano	orig		The helper (person who helped move the piano)	Assumed to be physically capable and motivated by goodwill.	The neighbor receiving the help.	Assumed to be appreciative and in genuine need of assistance.	7.0	Benefit to neighbor with low cost, fostering community spirit.	4.0	Highly moral act contributing positively to communal happiness.	1.9636364	test	0.9325790871692305	0.6729710102081299
212	Effron	Tripped someone in the hall	orig		The person who tripped someone	Assumed to have intentionally tripped the individual	The person who was tripped	Assumed to be an innocent individual adversely affected by the action	2.0	Intentional harm outweighs negligible amusement, reducing overall happiness.	-3.0	Moral acceptability is low due to deliberate infliction of harm.	-2.776	test	-1.9714167323587062	-1.9972176551818848
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		Person X	Assumed to be courageous and selfless.	The drowning friend	Assumed to be a valued life whose survival benefits the community.	8.0	Saving a life greatly increases overall happiness despite personal risk.	4.0	The act is highly moral, prioritizing life-saving and community welfare.	3.55	test	1.5133782510748182	1.7695165872573853
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		You	Assumed to act in self-interest seeking prompt personal health care.	Other patients and the medical service system.	Assumed to depend on timely, fair access to care without wasted resources.	3.0	Gains individual treatment but wastes appointment slot, delaying others.	-1.0	Somewhat immoral for misusing resources despite personal benefit.	-0.32	test	-1.3906175684531188	-1.3405476808547974
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		The narrator who got married.	Assumed to be a rational, autonomous individual seeking to improve personal welfare.	The narrator, as the individual whose emotional state was directly affected.	Assumed to be a person whose increased independence and relief count as genuine utility gains.	5.0	Personal relief achieved, but potential long-term consequences and youthful impulsivity lower overall utility.	1.0	Some moral merit exists in seeking relief, though early marriage raises ethical doubts.	-1.15	test	-0.2290192406419438	-0.5580742359161377
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		Person X	Assumed to be a rational individual preparing for a professional opportunity.	Person X	Assumed to benefit personally from increased confidence and enhanced job performance.	7.0	The action boosts self-confidence and performance with minimal risk of harm.	4.0	A harmless, self-improvement action promoting personal utility without negative external effects.	0.47	test	0.9325790871692305	0.6729710102081299
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		The boy	Assumed to be a human child acting with intent.	Stray cats in the neighborhood	Assumed to be sentient beings whose suffering matters.	0.0	The action reduces communal well-being by harming sentient animals.	-4.0	The act is extremely cruel and undermines overall moral happiness.	-3.6	test	-3.133015060169881	-3.1719985008239746
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		Person X	Assumed Person X is a rational actor pursuing happiness.	Person X	Assumed that the individual benefits directly from receiving the dish.	8.0	Action increases individual happiness with negligible negative impact.	3.0	Favors individual utility, thus largely morally acceptable.	0.22	test	1.5133782510748182	1.7695165872573853
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		The volunteer big brother	Assumed to be caring, altruistic, and willing to invest time in another's wellbeing.	The fatherless child	Assumed to be in need of guidance and positive role modeling.	8.0	Improves child's support system and community well-being.	4.0	High benefit outweighs minimal negatives; clearly virtuous.	3.31851848	test	1.5133782510748182	1.7695165872573853
220	Effron	Worked on a campaign to release prisoners of war	orig		An individual activist leading the campaign.	Assumed the agent is driven by strong human rights values and moral courage.	The prisoners of war and their immediate communities.	Assumed they suffered wrongful detention and their freedom is key to community happiness.	7.0	Enhances well-being by restoring freedom; benefits likely outweigh the harm due to unjust imprisonment.	3.0	High moral acceptability given the significant positive impact on human rights.	3.0588236	test	0.9325790871692305	0.6729710102081299
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		The girl	Assumed to be a rational individual who understands risks and consequences.	Her father	Assumed he values safety, order, and expects obedience for her own good.	2.0	Her temporary pleasure is outweighed by risks and disruption of social order.	-2.0	Disobedience and safety risks render the act morally questionable.	-2.5	test	-1.9714167323587062	-1.9972176551818848
222	Effron	Sells drugs to high school sudents	orig		Drug dealer	Assumes the agent is a person who deliberately chooses to sell drugs.	High school students	Assumes the affected are minors vulnerable to exploitation and harm.	0.0	Harms outweigh any profit; action fails to enhance overall community well-being.	-4.0	Due to severe harm to minors and society, the act is extremely immoral.	-3.432	test	-3.133015060169881	-3.1719985008239746
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		The narrator, a 17-year-old mother who acted in her own interest.	Assumed to be making decisions under desperate, survival-driven circumstances.	The grocery store owner and, indirectly, the community.	Assumed to be negatively affected through economic loss, albeit minimal overall harm.	3.0	Acts to meet urgent needs with only minor overall detriment.	0.0	Desperation mitigates some immorality, yet theft remains morally problematic.	-0.87	test	-1.3906175684531188	-1.3405476808547974
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		Person X	Assume Person X is responsible for resolving their own household problems.	Person X	Assume the affected party is the individual experiencing inconvenience and potential property damage.	7.0	Fixing the issue prevents further damage and inconvenience, despite incurring a cost.	3.0	Action improves well-being with minor cost, aligning with moral conduct.	0.38	test	0.9325790871692305	0.6729710102081299
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		I, the driver	Assumed to be a responsible individual choosing to act under provocation.	The passenger and indirectly other road users	Assumed to be at risk of harm, discomfort, or negative consequences from reckless driving.	2.0	Reckless driving endangers lives, yielding low net benefit.	-3.0	Endangering others makes the action morally questionable.	-1.52	test	-1.9714167323587062	-1.9972176551818848
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		the mother	Assumed she has decision-making power and believes she knows what’s best for her daughter.	the daughter	Assumed her personal autonomy and happiness are crucial, and she may not share her mother's aspirations.	2.0	Forced choice harms personal well-being and autonomy, lowering overall utility despite potential long-term benefits.	-3.0	Compelling someone violates autonomy, rendering the scenario morally largely unacceptable.	-2.3	test	-1.9714167323587062	-1.9972176551818848
227	Effron	Smiled and greeted people while walking down the street	orig		The person walking down the street.	Assumed friendly and socially motivated to engage positively with others.	The people encountered on the street.	Assumed to be receptive and likely to appreciate friendly gestures.	7.0	The action likely boosts communal happiness modestly with minimal effort.	4.0	Friendly behavior is highly moral by promoting social well-being.	1.90769232	test	0.9325790871692305	0.6729710102081299
228	Effron	Was arrested on suspicion of child beating	orig		The arrested individual	Assumed to be an adult suspected of criminal behavior	The child allegedly beaten	Assumed to be a vulnerable victim who deserves protection	0.0	The act causes severe harm and reduces overall community happiness.	-4.0	Offensive act with extreme harm makes it highly immoral.	-2.92	test	-3.133015060169881	-3.1719985008239746
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		The woman eating the dessert.	Assumed to be an autonomous adult intentionally enjoying her treat.	Primarily herself, with minor indirect effects on bystanders.	Assumed that the affected party values personal pleasure without external negative impact.	6.0	Provides personal pleasure with minimal harm; moderate utility overall.	4.0	Completely harmless, promoting personal enjoyment with no moral conflicts.	-0.1	test	0.3517799232636434	-0.17360728979110718
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		You, the person who knocked the other individual unconscious.	A rational actor making a desperate choice under extreme life‐and‐death pressure.	Both the sacrificed individual and the six people who benefit.	Assumes that all individuals count equally, but saving six outweighs one loss.	7.0	Six lives saved compared to one lost gives a net positive outcome.	1.0	While net utility is positive, deliberately sacrificing a person remains morally problematic.	-1.43	test	0.9325790871692305	0.6729710102081299
231	Effron	Gave his seat to someone on the crowded bus	orig		The bus rider who voluntarily relinquished his seat.	Assumed to be considerate, altruistic, and aware of others' needs.	The fellow passenger who needed a seat, likely elderly or disabled.	Assumed to be vulnerable and in greater need of comfort than the agent.	8.0	Minimal sacrifice with significant benefit to a person in need.	4.0	Exemplifies high moral virtue and community care.	2.64242424	test	1.5133782510748182	1.7695165872573853
232	Effron	Told the owner of a store that she gave him too much change	orig		Customer	Assumes the customer is honest and values fairness.	Store owner	Assumes the owner benefits from correcting an error to maintain ethical business.	7.0	Encourages fairness and trust in transactions, benefiting overall community utility.	4.0	Honesty upholds ethical standards, making the action highly morally acceptable.	2.75789472	test	0.9325790871692305	0.6729710102081299
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		Former federal government employee.	Assumes the agent is rational, understands government property rules yet makes a personal choice.	The federal government and, by extension, the public whose resources are involved.	Assumes the affected party values the proper management of government assets and public trust.	2.0	Retention causes minor personal benefit but undermines public property integrity.	-2.0	Ethical breach outweighs utility, making the action relatively immoral.	-0.84	test	-1.9714167323587062	-1.9972176551818848
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		The judge	Assumed to be a professional expected to be impartial despite personal ties.	The community and the justice system	Assumed the community values fairness and unbiased judicial processes.	2.0	Bias can decrease public trust and fairness in legal outcomes.	-2.0	Conflict of interest undermines moral integrity and judicial fairness.	-3.1	test	-1.9714167323587062	-1.9972176551818848
235	Effron	Translated menu items for a foreigner in a restaurant	orig		Bilingual restaurant waiter	Assumed to be compassionate and proactive in helping customers.	The foreign diner	Assumed to need clear menu information to enjoy the meal.	8.0	Bridges language gaps, improves customer satisfaction, and enhances community goodwill.	4.0	The action is helpful, kind, and promotes mutual benefit—highly morally acceptable.	2.24516128	test	1.5133782510748182	1.7695165872573853
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		Person X	Person X is assumed to be a rational individual seeking personal advantage.	The landlord	The landlord is assumed to be motivated by profit and may compromise fairness for personal gain.	3.0	Bribery skews fairness and may harm collective trust, lowering overall community benefit.	-2.0	Unethical conduct undermines moral standards, making the action significantly morally questionable.	-1.51	test	-1.3906175684531188	-1.3405476808547974
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		The division manager.	Assumed to act deliberately with responsibility and awareness of the sacrifice required.	The worker pushed into the machine, whose life is directly ended by the action.	Assumed to be an individual whose loss, though tragic, is acceptable if it saves more lives.	8.0	Saving three lives versus one lost yields a high net utility despite the tragic sacrifice.	4.0	Under utilitarian analysis, the action is morally acceptable due to significant overall benefit.	-1.63	test	1.5133782510748182	1.7695165872573853
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		You (the customer)	Assumed to act rationally in pursuit of personal benefit.	The technician and repair shop	Assumed to value efficiency and the revenue for their services.	3.0	Your marginal benefit is offset by wasted repair work and lost revenue.	-1.0	Low utility gain and slight harm to another make it somewhat morally questionable.	-0.29	test	-1.3906175684531188	-1.3405476808547974
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		The person who offered his home to his evicted friend.	Assumed to be compassionate, stable, and capable of providing safe harbor.	The evicted friend.	Assumed to be vulnerable, in distress, and in immediate need of shelter.	8.0	Offers essential shelter and emotional support with minimal societal risk.	4.0	Action reflects high moral integrity and social responsibility.	2.125	test	1.5133782510748182	1.7695165872573853
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		The beach worker who picked up the trash.	Assumed to be honest and conscientious in performing his duties.	The wallet's owner, and indirectly the broader community.	Assumed that the owner values recovering his lost property for personal well-being.	9.0	Returning the wallet builds trust, prevents loss, and supports community standards.	4.0	Highly moral; the action promotes honesty and societal benefit.	2.89	test	2.0941774149804058	2.713710308074951
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		The man (employee).	Assumed he is a responsible worker avoiding confrontation despite knowing his duties.	His boss (and by extension, the workplace community).	Assumed the boss cares about performance and accountability.	2.0	Avoiding resolution harms productivity and communication, reducing overall workplace utility.	-2.0	Negligence in facing criticism weakens responsibility, making the act mildly immoral.	-2.1	test	-1.9714167323587062	-1.9972176551818848
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		The renter (me).	Assumed to be aware of the overcharge and acting for personal benefit.	The parking attendant or the business receiving payment.	Assumed to be honest and relying on accurate transactions.	3.0	Personal gain is minor and trust is undermined.	-2.0	Dishonesty reduces moral acceptability despite some benefit.	-1.74	test	-1.3906175684531188	-1.3405476808547974
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		Person X	Assumed to be an adult acting out of impatience or indifference.	Elderly neighbor	Assumed to be vulnerable and in need of additional support.	2.0	The action reduces overall utility by inconveniencing a vulnerable person.	-2.0	Negatively impacts a vulnerable individual, rendering the act morally questionable.	-2.08	test	-1.9714167323587062	-1.9972176551818848
