scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
154	59	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	4.0	3.0	0.0	4.0	The person is very liberal and identifies as an atheist, which may contribute to a belief in personal freedom and minimal harm to others.	The person is very liberal, which may lead to a view that the action was not very intentional, but rather a spur-of-the-moment decision.	The person is very liberal, which may lead to a lower perceived level of harm, as they might not see it as a significant financial loss for the movie theater or film production company.	There is no clear patient who benefited from the action, so it is difficult to assess help caused.	The person's political views (D11) and lack of religious affiliation (D7) may contribute to a more lenient moral judgment, but the action still involves some level of dishonesty and financial impact on the movie theater or film production company.	The person who watched the second movie without paying.	The agent is an individual who made a deliberate decision to watch another movie without purchasing a ticket.	The movie theater or the film production company.	The patient is an entity that suffered a financial loss due to the agent's actions.	2.0
154	60	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		7.0	8.0	5.0	1.0	4.0	The agent's political views might affect their perception of the impact on the patient	Gender might influence the perception of intentionality	Racial background might affect the perception of harm caused	Language and communication might influence the perception of help provided	The answers to Q5-Q8 indicate a moderate level of harm and low level of help, but the agent's political views might affect the moral assessment	The person who watched the second movie without paying	I assumed that the agent was a person who deliberately chose not to pay for the second movie	The movie theater or the movie industry	I assumed that the patient is an entity that suffered a financial loss due to the agent's actions	4.0
154	68	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		5.0	7.0	4.0	0.0	3.0	I consider my actions to be moderately inconsiderate, as I took advantage of the theater's resources without paying	I intentionally decided to watch the second movie without paying, so I would rate this as a 7	My actions caused some harm to the theater, as they lost potential revenue from my ticket purchase	I did not provide any help to the theater or the movie industry through my actions	The harm caused to the theater and the inconsiderate nature of my actions outweigh any positive aspects of my actions, so I would rate this as a 3	I was the agent of this action	I am a single individual with the ability to make decisions and take actions	The movie theater or the movie industry was the patient being affected by this action	The patient is a business or organization that provides a service for a fee	2.0
154	70	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		7.0	8.0	5.0	1.0	3.0	The person may empathize with the financial struggles of individuals in their country of origin	The person identifies as slightly liberal, which may influence their view of the intentionality of the action	The person speaks English at home, which may influence their understanding of the consequences of their actions on the movie theater or film production company	The person is Catholic, which may influence their view of the moral implications of their actions	The person's moral evaluation is influenced by their empathy for the potential financial struggles of the movie theater or film production company, their slightly liberal political views, and their Catholic faith	The person who watched the second movie without paying	The agent is an individual who made a deliberate decision to watch another movie without purchasing a ticket	The movie theater or the film production company	The patient is an entity that suffered a financial loss due to the agent's actions	3.0

154	86	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		8.0	9.0	7.0	0.0	2.0	The person is very liberal, so they may see the theater as vulnerable due to the unpaid viewing	The person is very liberal, so they may view the action as highly intentional	The person is very liberal, so they may consider the financial impact on the theater significant	There is no clear help provided in this scenario	The person's liberal views (D11) and the apparent financial harm to the theater (D3, D6)	The person who watched the second movie without paying	The agent is an individual who deliberately chose not to pay for the second movie	The movie theater or the film production company	The patient is an entity that suffered a financial loss due to the agent's actions	3.0
154	87	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	7.0	5.0	0.0	3.0	The person has no religious affiliation, so may not consider a moral obligation to pay	The person is slightly more conservative, so may view the action as more intentional	The person is slightly more conservative, so may view the action as causing more harm	There is no clear help provided to any entity in this scenario	The person's political leanings (D11) and lack of religious affiliation (D7) contribute to a lower moral acceptance	The person who watched the second movie without paying	The agent is an individual who deliberately chose not to pay for the second movie	The movie theater or the film production company	The patient is an entity that suffered a financial loss due to the agent's actions	1.0
154	111	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	6.0	5.0	0.0	4.0	The person might think that the vulnerability is low because the movie theater can absorb the cost of one free viewing.	The person might consider the action as moderately intentional, as they made a conscious decision to watch the second movie without paying.	The person might think that the harm is moderate, considering the potential financial loss for the movie theater.	The person probably doesn't see any help caused in this scenario, as it's a zero-sum situation.	The person's political views (D11) might influence their perspective on the moral acceptability of the scenario.	The person who watched the second movie without paying.	I assumed that the agent was a person who deliberately chose not to pay for the second movie.	The movie theater or the movie industry.	I assumed that the patient is an entity that suffered a financial loss due to the agent's actions.	6.0
154	120	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	4.0	5.0	2.0	4.0	The person is relatively liberal, so they may not view the theater as highly vulnerable	The person identifies as female, so they may be less likely to engage in intentionally harmful behavior	The person was born and raised in the US and speaks English at home, so they may understand the consequences of their actions	The person lives in a mid-sized city, so they may have a sense of community and want to support local businesses	The person's actions caused some harm to the theater, but they may have thought they weren't doing anything wrong due to their political beliefs and personal characteristics	The person who watched the second movie without paying	I assumed that this person is a cinephile who wanted to watch more movies in one visit	The movie theater	I assumed that the theater is a business that relies on ticket sales for revenue	3.0
154	121	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		4.0	4.0	7.0	0.0	4.0	The person is slightly liberal, so they may not consider the financial impact on the theater as severe	The person is slightly liberal, so they may not view the action as highly intentional	Being from the United States, the person might consider the financial harm significant due to the theater's need to cover costs	There is no clear positive impact on the patient, so no help is caused	The person views the action as moderately immoral due to the financial harm caused to the theater	The person who watched the second movie without paying	The agent is an individual who made a deliberate decision to watch another movie without purchasing a ticket	The movie theater or the film production company	The patient is an entity that suffers a financial loss due to the agent's actions	1.0
154	147	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		3.0	8.0	4.0	0.0	4.0	As a 26-year-old who identifies as very liberal, the person might consider the theater's potential loss of revenue as minimal.	The person's self-identified liberal political views might lead them to view the action as more intentional.	The person's liberal views might lead them to believe that the theater suffered some harm due to the lost ticket sale.	The person's answers to Q1-Q4 do not suggest any help caused to the patient.	The person's answers to Q5-Q8 indicate a relatively low level of harm and vulnerability, but the intentionality of the action might lower the moral acceptability.	The person who watched the second movie without paying.	The agent is an individual who made a deliberate decision to watch another movie without purchasing a ticket.	The movie theater or the film production company.	The patient is an entity that suffered a financial loss due to the agent's actions.	2.0
154	148	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		5.0	7.0	6.0	0.0	3.0	Being a US-born, Caucasian Latino with liberal views, the person may perceive the theater as somewhat vulnerable	With a self-identified liberal political stance (D11), the person might view the action as moderately intentional	The person may consider the financial impact on the theater and film production, leading to a moderate harm score	There is no direct help caused in this scenario, so this question is not applicable	The person's liberal views (D11) and empathy towards the affected entities (D3, D10) may lead to a moderate moral disapproval	The person who watched the second movie without paying	The agent is an individual who made a deliberate decision to watch another movie without purchasing a ticket	The movie theater or the film production company	The patient is an entity that suffered a financial loss due to the agent's actions	4.0
156	3	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	10.0	8.0	0.0	2.0	The person may empathize with the patient as a fellow Latino	The person is likely to view the action as highly intentional due to their liberal political views	The person is likely to view the action as causing significant harm due to their liberal political views	The person does not see any help caused by the action	The person's liberal political views (D11) and empathy for the patient as a fellow Latino (D10) lead them to view the scenario as immoral	A soccer player	The soccer player is actively trying to deceive the referee	The opposing player who was falsely accused of fouling	The opposing player did not intend to foul the soccer player	2.0
156	10	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	8.0	8.0	0.0	2.0	The person may perceive the patient as vulnerable due to their cultural background and potential discrimination	The person may view the agent as more intentional due to their gender and societal expectations of masculinity	The person may perceive the harm as greater due to potential consequences for the opposing player, who may face backlash or punishment	The person does not see any help caused by the agent's actions	The person sees the scenario as immoral due to the intentional harm caused and the potential vulnerability of the patient	The soccer player pretending to be fouled	The soccer player is in control of their actions and deliberately chose to exaggerate the foul	The opposing player who was falsely accused of fouling	The opposing player did not intend to foul the soccer player, but was accused of doing so	3.0
156	17	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	9.0	8.0	0.0	2.0	As a liberal person, I believe in empathy and understanding, so I think the opposing player may have felt vulnerable	I think the soccer player intended to deceive the referee, so I give it a high score	The opposing player was falsely accused, which could lead to negative consequences, so I give it a high score	There was no help caused in this scenario	The soccer player's intentional actions caused harm to the opposing player, which is not morally acceptable	The soccer player pretending to be fouled	I assumed they were trying to deceive the referee to gain an advantage	The opposing player who was falsely accused	I assumed they were an honest player who was unfairly accused	1.0
156	40	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		2.0	5.0	2.0	0.0	5.0	The person is liberal and may not view the player as vulnerable, as they see it as a minor act of gamesmanship	The person is male and may understand the competitive nature of sports, viewing the action as somewhat intentional	The person is liberal and may not view the harm as significant, seeing it as a minor act of deception	The person does not see any help being caused by this action	The person is liberal and does not view this as a significant moral issue, seeing it as a minor act of gamesmanship	A soccer player	The soccer player is male, since soccer is a sport with a high percentage of male players	The opposing player	The opposing player is also a soccer player, possibly of the same gender as the agent	3.0
156	46	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		3.0	4.0	2.0	0.0	5.0	Liberal views on deception may view the patient as less vulnerable	Liberal views on deception may view the action as less intentional	Liberal views on deception may view the harm as minimal	Liberal views on deception may view the action as not helpful	Liberal views on deception may view the scenario as less immoral	The soccer player who pretended to be fouled	The soccer player intended to deceive the referee	The opposing player who was falsely accused of fouling	The opposing player did not intend to foul the soccer player	2.0
156	48	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	9.0	5.0	2.0	3.0	The person may perceive the patient as vulnerable due to their race	The person may believe the agent intended to deceive	The person may view the action as causing harm to the opposing player's reputation	The person's political views may affect their perception of the harm caused	The person's political views and perception of vulnerability may influence their moral judgment	The soccer player who pretended to be fouled	The soccer player intended to deceive the referee	The opposing player who was falsely accused of fouling	The opposing player did not intend to foul the soccer player	4.0
156	52	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	3.0	2.0	0.0	3.0	The person may feel a sense of solidarity with the Latino soccer player, leading them to perceive the opposing player as vulnerable	The person is very liberal and may view the soccer player's actions as a form of strategic gamesmanship, rather than intentional harm	The person is very liberal and may not view the soccer player's actions as causing significant harm, since no one was physically injured	The person does not see any positive outcomes from the soccer player's actions	The person's liberal views and sense of solidarity with the Latino soccer player may lead them to view the situation as less immoral than it might otherwise seem	A soccer player	The soccer player is a skilled actor who is trying to deceive the referee	The opposing player who was falsely accused	The opposing player did not do anything wrong and is an innocent victim	4.0
156	61	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	8.0	8.0	0.0	2.0	As a Latina, I can relate to the soccer player's cultural background, but I still think they were vulnerable to criticism and backlash	As someone who leans conservative, I believe the soccer player acted intentionally to deceive the referee and gain an advantage	As someone who leans conservative, I think the soccer player's actions caused significant harm to the opposing player's reputation and team morale	I don't think any help was caused by this scenario	As a conservative Latina, I believe dishonesty and deception are immoral, and the soccer player's actions were not justified	The soccer player pretending to be fouled	I assumed they were being dishonest and exaggerating the situation	The opposing player who was falsely accused	I assumed they were an opponent and possibly felt frustrated or angry	1.0
156	73	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		2.0	9.0	7.0	1.0	3.0	Spanish is the person's first language, so they may be more empathetic towards the opposing player who may not speak Spanish	The person identifies as liberal, which may make them more critical of deceptive behavior	The person identifies as liberal, which may make them view deceptive behavior as more harmful	Spanish is the person's first language, so they may be more empathetic towards the opposing player who may not speak Spanish	The person's liberal political views and empathy towards the opposing player may make them view the scenario as less morally acceptable	The soccer player who pretended to be fouled	The soccer player intended to deceive the referee	The opposing player who was falsely accused	The opposing player did not intend to harm the soccer player	2.0
156	75	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		7.0	8.0	8.0	2.0	3.0	The person may perceive the patient as vulnerable because of their race	The person may believe that the agent's actions were intentional because of gender stereotypes about competitiveness	The person may perceive the harm caused as significant because of their own experiences as a female athlete	The person's liberal political views may lead them to believe that the action caused some help by exposing the agent's unsportsmanlike behavior	The person's liberal political views and experiences as a female athlete may lead them to view the scenario as moderately immoral	A soccer player	The agent is a skilled and competitive individual who is trying to gain an advantage in the game	The opposing player who was falsely accused of fouling	The patient is an innocent person who was wrongly accused	2.0
156	101	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		5.0	8.0	7.0	1.0	2.0	Latino or Latina soccer player may be more vulnerable due to stereotypes	Conservative views may see this as intentional manipulation	Conservative views may see this as causing harm to the spirit of the game	Male perspective may not see this as helpful	Conservative views and perceived harm to the game outweigh any potential vulnerability or helpfulness	The soccer player pretending to be fouled	Assumed to be deliberately exaggerating contact for advantage	The opposing player who was pretended to have fouled the soccer player	Assumed to be an unwitting participant in the deception	4.0
156	103	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		5.0	8.0	7.0	1.0	3.0	The person might have considered the opposing player's feelings and emotions, which could have been hurt by the false accusation	The person might have assumed that the soccer player intentionally pretended to be fouled to gain an advantage in the game	The person might have thought that the false accusation could have negatively affected the opposing player's reputation and performance	The person might have assumed that the false accusation did not cause any physical harm to the opposing player	The person might have weighed the negative impact of the false accusation on the opposing player against the potential benefit for the soccer player and the team, and decided that the action was not highly moral	A soccer player	The soccer player is a skilled and competitive individual who wants to win the game	The opposing player who was falsely accused of fouling	The opposing player is also a soccer player who might have been negatively affected by the false accusation	4.0
156	110	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		2.0	9.0	7.0	0.0	2.0	The person is very liberal, so they may not view the opposing player as vulnerable	The person is very liberal, so they may view the acting soccer player's actions as highly intentional	The person is very liberal, so they may view the acting soccer player's actions as causing harm	The person is very liberal, so they may not view the opposing player as receiving help	The person is very liberal and views the acting soccer player's actions as highly intentional and causing harm, so they would find this scenario immoral	The soccer player pretending to be fouled	They are deliberately exaggerating the contact made by the opposing player	The opposing player who was falsely accused of fouling	They were not expecting to be accused of something they did not do	2.0
156	118	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		2.0	5.0	6.0	2.0	3.0	Latino or Latina individuals may be more likely to empathize with those who are falsely accused	Being female, the person may be more likely to view the action as less intentional	Latino or Latina individuals may be more likely to view the harm caused as greater due to the potential impact on the opposing player's reputation	Spiritual or folk religion followers may be more likely to view the action as causing harm to the opposing player's spirit or well-being	The person's liberal political views (D11) and empathy for the opposing player (D10) may lead them to view the scenario as less morally acceptable	A soccer player	The soccer player is a skilled and competitive individual who wants to win the game	The opposing player who was falsely accused of fouling	The opposing player may have been accidentally touched or not touched at all during the play	2.0
156	120	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		4.0	8.0	3.0	0.0	5.0	The person is young and may not fully understand the consequences of such actions	The person is relatively liberal and may not view deception in sports as a serious offense	The person is relatively liberal and may not view deception in sports as a serious offense	There is no clear positive outcome from this action	The person views the action as relatively harmless and not intentionally malicious	A soccer player	The player is probably trying to gain an advantage by deceiving the referee	The opposing player and the referee	The opposing player is being directly affected by the action, and the referee is being deceived	4.0
156	149	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		8.0	9.0	7.0	0.0	2.0	As a very liberal person, I believe in fairness and empathize with the victim	I believe the acting player intentionally tried to deceive the referee	The opposing player was harmed by being falsely accused	There was no help caused in this scenario	The high intentionality and harm, along with the low vulnerability of the agent, make this scenario immoral	The soccer player pretending to be fouled	I assumed they were trying to deceive the referee to gain an advantage	The opposing player who was falsely accused	I assumed they were an honest player who was wrongly accused	5.0
156	150	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		3.0	8.0	2.0	0.0	5.0	Liberal beliefs may see less vulnerability in this scenario	Being female, they may attribute more intent to the action	Liberal beliefs may see less harm in this scenario	No help was caused in this scenario	Low vulnerability, high intent, and low harm contribute to liberal acceptance	The soccer player who pretended to be fouled	They intended to deceive the referee	The opposing player who was falsely accused	They were an innocent party, unaware of the deception	2.0
164	17	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	8.0	2.0	0.0	6.0	The person is very liberal and may not view the patient as vulnerable	The person identifies as male and may assume the action is intentional	The person is very liberal and may not view the action as causing harm	The person does not see any help being caused in this scenario	The person is very liberal and may not view this scenario as immoral	The homosexual in the gay bar	Assumed to be a person who is seeking sexual activity in exchange for payment or drinks	The person buying the drink	Assumed to be a person who is either interested in the homosexual or willing to participate in the exchange	4.0
164	22	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	7.0	5.0	1.0	5.0	The person is 18 and therefore considered an adult who can make their own decisions	The person identifies as Latino or Latina and may have cultural or personal beliefs about sexuality and relationships	The person identifies as Latino or Latina and may have cultural or personal beliefs about sexuality and relationships	The person identifies as Latino or Latina and may have cultural or personal beliefs about sexuality and relationships	The person identifies as Very Liberal (D11) and may have more accepting views towards sexuality and relationships	The homosexual in the gay bar	Assumed to be a person who is seeking sexual activity in exchange for payment or favors	The person buying the drink	Assumed to be a person who is either interested in the homosexual or is willing to participate in the exchange	1.0
164	25	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	10.0	2.0	0.0	5.0	The patient is a voluntary participant in the scenario	The person's actions are intentional as they are offering sex	The person accepting the offer may not be harmed	No help is being caused in this scenario	The person's actions are voluntary and not causing significant harm	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in accepting the offer	4.0
164	31	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	5.0	5.0	0.0	4.0	The person is 24 years old and may not view the patient as vulnerable since they are willingly participating in the activity	The person identifies as male and may not view the action as intentional since it is a common practice in a gay bar	The person classifies themselves as 5, which is moderate, and may view the harm as moderate since it is a consensual activity	The person does not see any help being caused in this scenario	The person's political views (D11) and their perception of the situation may influence their moral judgment	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in accepting the offer	3.0
164	36	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		7.0	9.0	8.0	0.0	1.0	The person's conservative political views may lead them to view the patient as vulnerable due to their participation in what they consider to be immoral behavior	The person's conservative political views may lead them to view the action as highly intentional, as it is a deliberate exchange of sex for payment or favors	The person's conservative political views may lead them to view the action as causing harm, as they consider it to be immoral	The person does not see any positive outcomes or help caused by this scenario	The person's conservative political views and moral beliefs lead them to view this scenario as immoral and harmful	The homosexual in the gay bar	Assumed to be a person who is seeking sexual activity in exchange for payment or favors	Those who buy him a drink and engage in sexual activity with him	Assumed to be consenting adults who are aware of the situation	4.0
164	57	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	8.0	7.0	0.0	2.0	The patient is a consenting adult, so the vulnerability is low	The person sees the action as intentional, as the homosexual is offering sex in exchange for a drink	The person is socially conservative and views homosexuality as immoral, so they see this as causing harm	The person does not see any positive outcomes from this scenario	The person's conservative views on homosexuality and their belief that the action causes harm lead them to view this scenario as immoral	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in his offer and can afford to buy him a drink	4.0
164	60	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	8.0	2.0	0.0	5.0	The patient is a consenting adult, so their vulnerability is low	The person sees the action as a personal choice	The person sees the action as a mutually beneficial exchange between consenting adults	The person does not see any positive outcomes from this scenario	The person is slightly conservative, but they see this as a consensual exchange between adults	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in his offer and can afford to buy him a drink	4.0
164	62	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		8.0	9.0	8.0	0.0	1.0	The person is very conservative and likely views homosexuality as immoral, so they may see the patient as vulnerable	The person is very conservative and likely views homosexuality as a choice, so they may see the action as intentional	The person is very conservative and likely views homosexuality as immoral, so they may see the action as causing harm	The person does not see any positive outcome from this scenario	The person's conservative views and perception of vulnerability and harm in this scenario	The homosexual in the gay bar	Assumed to be a person who is seeking sexual encounters with others in exchange for drinks	Those who buy him a drink	Assumed to be people who are willingly participating in the exchange of drinks for sexual encounters	4.0
164	86	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	3.0	1.0	0.0	6.0	The person is very liberal and may not view the patient as vulnerable	The person is very liberal and may not view the action as intentional harm	The person is very liberal and may not view the action as causing harm	The scenario does not suggest that any help is being provided	The person is very liberal and may not view the scenario as immoral	The homosexual in the gay bar	Assumed to be a person who is seeking sexual activity in exchange for payment or drinks	The person buying the drink	Assumed to be a person who is either interested in the homosexual or willing to participate in the exchange	3.0
164	100	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	8.0	4.0	0.0	4.0	The patient is a consenting adult who can make their own choices	The person is intentionally seeking sexual encounters	The person's actions may be seen as offensive or disrespectful by some	There is no clear benefit or help caused to others	The person's actions are consensual but may be perceived as immoral by some	A homosexual in a gay bar	The person offering sex for money or other benefits	People who buy him a drink	Potential customers or partners	1.0
164	103	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		7.0	9.0	7.0	0.0	3.0	The person may assume the patient is in need of money or is seeking sexual encounters	The person may view the action as intentional, as it is a direct offer	The person may view the action as causing harm, as it promotes transactional sex	The person does not see any help caused by this action	The person's cultural background (D4, D10) and political views (D11) may influence their perspective on the morality of the scenario	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	The person offering sex in exchange for a drink	3.0
164	105	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	10.0	1.0	0.0	5.0	The patient is a consenting adult, not coerced	The person's actions are intentional, as they are offering sex	Minimal harm, as it's consensual and between adults	No help is being caused in this scenario	Low harm, intentional action, and minimal vulnerability	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in his offer	1.0
164	116	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		6.0	8.0	2.0	0.0	5.0	The person might perceive the patient's vulnerability based on their own experience as a multi-racial individual, considering that some minority groups may face discrimination and marginalization	The person's political self-identification as slightly liberal might lead them to believe the action was more intentional, as they may support consensual sexual freedom	The person's political views might lead them to believe that the harm caused is minimal, as they may support consensual sexual freedom	The person's political views might lead them to believe that no help was caused, as they may support consensual sexual freedom	The person's political views and understanding of vulnerability might lead them to accept this scenario, as they may believe in consensual sexual freedom and not perceive significant harm or vulnerability	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who are interested in his offer	4.0
164	125	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	3.0	1.0	5.0	6.0	The person is very liberal and may not view the patient as vulnerable	The person is very liberal and may not view the action as intentional harm	The person is very liberal and may not view the action as causing harm	The person is very liberal and may view the action as helping the patient meet their needs	The person's liberal views and lack of concern for vulnerability or harm may lead them to view the scenario as morally acceptable	The homosexual in the gay bar	Assumed to be a person who is seeking sexual activity in exchange for payment or drinks	The person offering sex to anyone who buys him a drink	Assumed to be a willing participant in the exchange, but potentially vulnerable or in need of money	4.0
164	134	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		2.0	9.0	4.0	0.0	3.0	The person might assume the patient is a consenting adult and not forced into the situation	The person may believe the action is intentional as it is a direct offer	The person may view this as causing some harm due to the perceived promiscuity	The person may not see any help caused, as it's a transactional situation	The person's moral perspective (D11) might lead them to view this scenario as moderately immoral	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who may be interested in his offer or those who are unaware of his intentions	1.0
164	151	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		7.0	9.0	8.0	0.0	2.0	The person may perceive the patient as vulnerable due to societal stigma towards homosexuality	The person may view the action as intentional since the homosexual is offering sex in exchange for a drink	The person may view the action as causing harm due to their conservative political views	The person does not see any help caused by this action	The person's conservative political views and societal stigma towards homosexuality may lead them to view this scenario as immoral	A homosexual in a gay bar	The person offering sex to anyone who buys him a drink	People who buy him a drink	People who the homosexual is offering sex to	2.0
167	9	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		7.0	8.0	6.0	0.0	2.0	As a Latino or Latina person, the daughter may face additional barriers in the media industry, making her more vulnerable.	As a man, the person may assume that the woman is acting intentionally in pressuring her daughter.	With a conservative political leaning, the person may view the woman's actions as causing harm if the daughter is not interested in this career path.	As a man, the person may not see any positive impact of the woman's actions on the daughter.	The person sees the woman's actions as highly intentional and causing harm, but not providing any help, leading to a low moral acceptability rating.	The agent of this action is the woman who is pressuring her daughter.	I assumed that the woman is motivated by her own desires and ambitions for her daughter's career.	The patient being affected by this action is the daughter.	I assumed that the daughter has some level of autonomy and agency, but is also influenced by her mother's wishes.	3.0
167	12	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		7.0	8.0	8.0	0.0	2.0	As a Latina, I understand the cultural pressures to achieve success and meet high expectations.	As a woman, I can relate to the idea of feeling pressure to conform to societal expectations.	As someone who leans liberal, I believe in personal autonomy and the right to make one's own choices.	There is no mention of help caused in the scenario.	The woman's actions are harmful and infringe upon her daughter's autonomy, making this scenario morally unacceptable.	The agent of this action is the woman who is pressuring her daughter.	I assumed that the woman is the mother of the daughter, based on the use of 'her' and the fact that they are together in the scenario.	The patient being affected by this action is the daughter.	I assumed that the daughter is not willing to become a famous evening news anchor, based on the description of the woman pressuring her.	3.0
167	18	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		7.0	9.0	6.0	5.0	4.0	The daughter is young and may not be fully equipped to handle the pressure and stress of becoming a famous news anchor.	The woman is intentionally trying to influence her daughter's career choice.	The woman's pressure may cause the daughter emotional harm, such as anxiety or a loss of self-confidence.	The woman may be providing resources and support to help her daughter achieve her goal of becoming a famous news anchor.	The woman's actions are causing harm to her daughter, but she may also be providing support and resources to help her daughter achieve her goal. Overall, the scenario is moderately morally acceptable.	The agent of this action is the woman who is pressuring her daughter.	I assumed that the woman is motivated by her own desires and ambitions for her daughter's future.	The patient being affected by this action is the daughter.	I assumed that the daughter has her own goals and aspirations, and may or may not share her mother's desire for her to become a famous evening news anchor.	4.0
167	22	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		7.0	8.0	8.0	0.0	2.0	The person may perceive the daughter as vulnerable if they believe she is being coerced or forced into a career path she does not want.	The person may perceive the woman's actions as intentional if they believe she is actively trying to influence her daughter's career choices.	The person may perceive the woman's actions as causing harm if they believe the daughter is being pressured into a career path she does not want.	The person does not see any help being caused in this scenario.	The person perceives the woman's actions as highly immoral due to the perceived harm caused to the daughter and the perceived vulnerability of the daughter.	The agent of this action is the woman who is pressuring her daughter.	The person assumes that the woman is motivated by her own desires or ambitions for her daughter's career.	The patient being affected by this action is the daughter.	The person assumes that the daughter has her own goals and aspirations, and may or may not share her mother's desire for her to become a famous evening news anchor.	3.0
