scenario_id	participant_id	dataset	scenario	circumstance_type	circumstance	aspect1	aspect1_score	aspect1_expl	aspect2	aspect2_score	aspect2_expl	aspect3	aspect3_score	aspect3_expl	aspect4	aspect4_score	aspect4_expl	aspect5	aspect5_score	aspect5_expl	aspect6	aspect6_score	aspect6_expl	moral_score	moral_expl	human_score
164	60	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	10.0	All parties involved are consenting adults	Equal treatment	10.0	Sexual orientation should not affect rights or opportunities	Public decency	3.0	Offering sex for money in public may be inappropriate	Commercial sex	1.0	Exchanging sex for money is generally illegal and stigmatized	Personal freedom	8.0	Adults should have freedom to make personal decisions	Safe sex practices	5.0	Promiscuity can lead to unsafe sexual practices	4.0	The scenario involves consensual acts between adults, promoting equal treatment and personal freedom, but public decency and safe sex practices are concerns, leading to a moderate moral acceptability score.	4.0
164	62	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consensual sexual activity	4.0	Offering sex in exchange for a drink could be considered a form of prostitution, which may not be consensual or equal	Public decency and behavior	3.0	Publicly offering sex may be seen as inappropriate or indecent behavior	Equality and discrimination	5.0	Homosexual individuals may face discrimination or prejudice, and this scenario could perpetuate negative stereotypes	Personal responsibility and autonomy	6.0	Individuals have the right to make their own choices, but also have a responsibility to consider the consequences of their actions	Respect for others' rights and dignity	3.0	Offering sex for a drink may be seen as objectifying or disrespectful towards the other person	Freedom of sexual orientation	7.0	Homosexual individuals have the right to express their sexual orientation freely and without discrimination	3.0	The scenario involves both positive and negative aspects, but the negative aspects such as potential exploitation and disrespect outweigh the positive aspects, leading to a low moral acceptability score	4.0

164	100	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	10.0	All parties involved are consenting adults	Equal treatment	10.0	Treating everyone equally regardless of sexual orientation	Public decency	3.0	Offering sex in exchange for a drink in a public place	Commercial sex	2.0	Exchanging sex for money or goods	Alcohol consumption	4.0	Promoting alcohol consumption as a means to an end	Sexual orientation	10.0	Acceptance of different sexual orientations	5.0	The scenario is evaluated based on aspects such as consent, equal treatment, public decency, commercial sex, alcohol consumption, and sexual orientation.	1.0
164	103	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	9.0	The homosexual is willingly offering sex, implying consent	Equality	8.0	Treating everyone equally, regardless of sexual orientation	Public Decency	5.0	The scenario takes place in a private setting (gay bar)	Safe Sex Practices	7.0	Assuming safe sex is practiced, this reduces health risks	Religious Beliefs	4.0	Catholicism does not condone premarital sex, but accepts LGBT individuals	Political Views	5.0	Moderate political views may not strongly condemn or condone the scenario	5.0	The scenario receives a moderate moral acceptability score due to aspects like consent, equality, and safe sex practices weighing more than public decency and religious beliefs.	3.0
164	105	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	10.0	All parties involved are consenting adults	Equality	10.0	Treating everyone equally regardless of sexual orientation	Autonomy	10.0	Individuals have the right to make their own choices	Public Decency	5.0	Behavior in public spaces should not be overly indecent	Commercial Transactions	7.0	Exchanging money for services is a common practice	Stereotyping	8.0	Avoiding assumptions or stereotypes about certain communities	5.0	Considering all aspects, the scenario is moderately morally acceptable	1.0
164	116	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	10.0	All parties involved are consenting adults	Equality	10.0	Everyone should be treated equally regardless of sexual orientation	Public Decency	5.0	Offering sex for money in a public place may be seen as indecent	Commercial Sex	3.0	This could be viewed as a form of commercial sex which some may find immoral	Personal Freedom	8.0	Individuals should have the freedom to make personal choices as long as they don't harm others	Respect for Institutions	4.0	Some cultures might view bars or similar establishments negatively	6.0	The scenario scores high on aspects like consent, equality, personal freedom, but lower on public decency, commercial sex, and respect for institutions. Given the individual's liberal leanings, we assume a relatively high moral acceptability score.	4.0
164	125	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		Consent	10.0	All parties involved are consenting adults	Equality	10.0	Treating everyone equally regardless of sexual orientation	Autonomy	10.0	Individuals have the right to make their own decisions	Privacy	8.0	People should have the right to privacy in personal matters	Non-harm	10.0	No one is being harmed in this scenario	Freedom of expression	10.0	People should be free to express their sexuality	7.0	The scenario is morally acceptable as it involves consenting adults, equality, autonomy, privacy, non-harm, and freedom of expression	4.0


167	9	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing one's desires on others is generally viewed as negative	Mother-Daughter Relationship	7.0	Healthy family relationships are important for individual well-being	Career Aspirations	8.0	Pursuing one's dreams can lead to personal growth and fulfillment	Parental Influence	6.0	Parents play a significant role in shaping their children's values and goals	Public Image	5.0	Being a famous news anchor can bring prestige and recognition	Individual Autonomy	7.0	Respecting an individual's right to make their own choices is crucial	5.0	The pressure and coercion, as well as the potential infringement on individual autonomy, lower the moral acceptability of the scenario. However, the positive aspects of career aspirations and parental influence slightly increase the moral acceptability.	3.0
167	12	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	The mother is pressuring her daughter, which may limit the daughter's autonomy and freedom of choice.	Parental Expectations	6.0	Parental expectations can motivate children to succeed, but they can also create undue stress and anxiety.	Career Aspirations	7.0	The mother wants her daughter to become a famous news anchor, which could be a fulfilling career for the daughter.	Mother-Daughter Relationship	7.0	The nature of their relationship could influence how the daughter perceives and responds to her mother's pressure.	Cultural Expectations	6.0	Cultural expectations may influence the mother's aspirations for her daughter, as well as the daughter's response to those aspirations.	Personal Values and Beliefs	5.0	The person's political leanings may influence their perspective on the morality of the scenario.	6.0	The scenario receives a moral acceptability score of 6, as the mother's aspirations for her daughter could be seen as both supportive and potentially coercive.	3.0
167	18	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing personal desires on others is generally viewed as negative in Catholic and Female cultures.	Child's Dreams and Ambitions	7.0	Respecting a child's individual dreams and aspirations is important for female identity.	Mother-Daughter Relationship	5.0	Healthy relationships between mothers and daughters should be based on support and understanding.	Career Goals and Success	6.0	Pursuing career goals and success is important, but should not come at the cost of personal happiness.	Cultural Expectations	3.0	Cultural expectations may influence the scenario, but should not override individual choices.	Mental Health and Well-being	8.0	Mental health and well-being are crucial for personal development and growth.	4.0	The scenario receives a moderate moral acceptability score due to conflicting aspects such as pressure and coercion, respect for child's dreams, and cultural expectations.	4.0
167	22	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	Imposing one's desires on another can be harmful and infringe on autonomy.	Mother-Daughter Relationship	6.0	A healthy relationship should involve mutual respect and support.	Career Aspirations	7.0	Pursuing one's dreams is important for personal growth and fulfillment.	Cultural Expectations	4.0	Cultural background can influence career choices and societal roles.	Parental Influence	7.0	Parents play a significant role in shaping their children's values and goals.	Personal Freedom	8.0	Individuals should have the right to choose their own paths in life.	4.0	Considering all aspects, the scenario is moderately morally acceptable due to the potential pressure and the importance of personal freedom.	3.0
167	35	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and coercion	5.0	Imposing one's will on others is generally viewed as negative.	Mother-daughter relationship	6.0	Healthy relationships should respect individual choices.	Career goals and aspirations	7.0	Pursuing one's dreams is important for personal growth.	Parental influence and guidance	7.0	Parents play a crucial role in shaping their children's lives.	Cultural expectations and societal norms	6.0	Cultural background can influence personal goals and aspirations.	Personal autonomy and freedom	8.0	Individuals should have the right to make their own choices.	4.0	Considering all aspects, the scenario scores high on pressure and coercion, but also on personal autonomy and freedom. The overall moral acceptability score is a 4, leaning towards the immoral side.	4.0
167	44	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing personal desires on others is generally viewed as negative in Catholic and Female cultures.	Child's Dreams and Ambitions	7.0	Respecting a child's individual dreams and aspirations is important for female identity.	Parental Influence	6.0	Parents have a significant influence on their children's lives, especially in the US where individualism is valued.	Mother-Daughter Relationship	5.0	Healthy relationships between mothers and daughters should be based on support and understanding.	Career Aspirations	8.0	Pursuing a career as an evening news anchor can be a positive and fulfilling experience.	Fame and Pressure	3.0	The desire for fame can lead to excessive pressure and unrealistic expectations.	4.0	The scenario receives a moderate moral acceptability score due to conflicting aspects such as parental influence, pressure and coercion, and the pursuit of career aspirations.	4.0
167	48	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing personal desires on others is generally viewed as negative in Catholic and Female culture.	Child's Dreams and Ambitions	7.0	Respecting a child's individual dreams and aspirations is important for Females.	Mother-Daughter Relationship	5.0	Healthy relationships between mothers and daughters should be based on support and understanding.	Career Goals and Success	8.0	Pursuing career goals and success is highly valued in American culture and Caucasian society.	Parental Influence and Guidance	6.0	Parents play a crucial role in guiding their children's choices and decisions.	Potential Negative Impact on Child's Well-being	3.0	Excessive pressure can negatively impact a child's mental and emotional well-being.	5.0	The scenario receives a moral acceptability score of 5, as the pressure to become a famous evening news anchor can be seen as both encouraging and potentially harmful to the daughter's well-being.	4.0
167	60	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	Imposing personal desires on others can be harmful	Parental Influence	7.0	Parents have a significant impact on their children's lives	Personal Dreams and Aspirations	8.0	Pursuing one's dreams is generally encouraged	Mother-Daughter Relationship	6.0	Family relationships can be complex and influential	Career Choice Autonomy	4.0	Individuals should have the right to choose their own careers	Public Figure and Responsibility	7.0	Being a public figure comes with great responsibility	4.0	The scenario receives a moderate moral acceptability score due to the potential harm caused by pressure and coercion, but is balanced by the positive aspects of parental influence and personal dreams and aspirations.	4.0
167	74	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	Imposing personal desires on someone else's life choices.	Mother-Daughter Relationship	6.0	Potential negative impact on the relationship.	Daughter's Happiness and Well-being	4.0	Possible harm to the daughter's emotional and mental health.	Career Goals and Ambitions	5.0	Interference with the daughter's career aspirations and autonomy.	Parental Influence	7.0	Expectations based on cultural and familial background.	Public Image and Success	7.0	Value placed on fame and public recognition.	3.0	The scenario raises concerns about pressure and coercion, the mother-daughter relationship, and the daughter's happiness, but is also influenced by parental expectations and the value placed on public image.	4.0
167	86	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and coercion	5.0	Imposing one's desires on others is generally viewed as negative.	Child's dreams and aspirations	7.0	Consideration should be given to a child's own desires and dreams.	Parental support and guidance	8.0	Parental support can help children achieve their goals.	Undue influence and personal gain	3.0	Pursuing fame for personal gain may not be in the best interest of the child.	Cultural expectations and values	6.0	Cultural background can influence expectations and values placed on children.	Balance between ambition and well-being	4.0	Striking a balance between ambition and emotional well-being is important.	4.0	The scenario receives a moderate moral acceptability score due to the potential pressure and undue influence, but is balanced by the positive aspects of parental support and cultural expectations.	1.0
167	87	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing one's desires on another can be harmful	Parental Influence	7.0	Parents have a significant impact on their children's lives	Personal Dreams and Aspirations	8.0	Pursuing one's dreams is important for personal growth	Mother-Daughter Relationship	6.0	The nature of their relationship can influence the situation	Career Choice Autonomy	5.0	Individuals should have the right to choose their own careers	Public Figure Pressure	3.0	Being a public figure can add stress and pressure	4.0	The scenario receives a moderate moral acceptability score due to the potential harm caused by pressure and coercion, but is balanced by the importance of parental influence and personal dreams.	3.0
167	88	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	Imposing personal desires on someone else can limit their freedom.	Mother-Daughter Relationship	7.0	The nature of their relationship could affect how the pressure is perceived.	Career Aspirations	8.0	Pursuing a career can be important for personal growth and success.	Parental Influence	6.0	Parents play a significant role in shaping their children's goals and values.	Public Image and Fame	4.0	Desire for fame and public image can have both positive and negative impacts.	Individual Autonomy	9.0	Every person should have the right to make their own choices.	6.0	The scenario receives a moral acceptability score of 6, as the mother's pressure could be seen as overbearing, but the value of pursuing career aspirations and personal growth should also be considered.	4.0
167	97	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and coercion	3.0	Pressuring someone goes against personal autonomy, a value held by liberals	Mother-daughter relationship	7.0	A close relationship may influence the moral evaluation	Career goals and ambitions	8.0	Supporting someone's career goals is generally seen as positive	Parental influence and guidance	6.0	Parents play a significant role in shaping their children's lives	Public figure and scrutiny	5.0	Being a public figure invites greater scrutiny and pressure	Cultural expectations	4.0	Certain cultures may have specific expectations for their children	4.0	The scenario receives a moderate moral acceptability score due to the positive aspects of supporting career goals and parental guidance, but is negatively evaluated due to the pressure and coercion involved.	2.0
167	102	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	Imposing one's desires on others is questionable.	Mother-Daughter Relationship	7.0	Respect for autonomy in family relationships is important.	Career Aspirations	6.0	Pursuing one's dreams can be positive but should not cause distress.	Parental Influence	4.0	Parents have a role in guiding children but not forcing choices.	Success and Fame	5.0	Pursuit of success and fame should not come at the cost of well-being.	Personal Happiness	7.0	Individual happiness and fulfillment should be prioritized.	5.3	The scenario scores 5, 7, 6, 4, 5, and 7 for various aspects, averaging to a moral acceptability score of 5.3.	1.0
167	112	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	5.0	The use of pressure and coercion in personal goals can be harmful.	Parental Influence	6.0	Parental influence can be beneficial or detrimental, depending on the situation.	Career Aspirations	7.0	Supporting career aspirations is generally positive, but not at the cost of personal well-being.	Mother-Daughter Relationship	6.0	Healthy relationships should be based on mutual respect and understanding.	Personal Autonomy	8.0	Respect for personal autonomy and decision-making is crucial.	Cultural Expectations	5.0	Cultural expectations can influence personal goals, but should not override individual desires.	4.0	Considering all aspects, the scenario scores moderately on moral acceptability, given the potential harm from pressure and the importance of personal autonomy.	4.0
167	113	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and coercion	4.0	Imposing personal desires on others is generally viewed as negative in Catholic and female cultures.	Child's dreams and aspirations	7.0	Respecting children's individual goals and interests is important for their development and self-esteem.	Mother-daughter relationship	3.0	Healthy relationships should be based on support and encouragement, not pressure and manipulation.	Career goals and success	6.0	Pursuing career goals and achieving success can be positive, but not at the expense of personal well-being.	Parental influence and guidance	5.0	Parents play a crucial role in shaping their children's values and decisions, but this should be balanced with respect for their autonomy.	Public image and fame	2.0	The pursuit of fame and public image can be superficial and lead to negative consequences, such as a loss of privacy and increased stress.	3.5	Based on the aspects and scores, the scenario is moderately immoral, with a moral acceptability score of 3.5.	4.0
167	119	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Imposing one's desires on another can be harmful	Parental Influence	7.0	Parents have a significant role in shaping their children's lives	Child's Dreams and Ambitions	6.0	Consideration for a child's own aspirations is important	Cultural Expectations	5.0	Cultural background may influence career choices	Mental Health	3.0	Excessive pressure can negatively impact mental health	Long-term Goals	5.0	Long-term career goals should be balanced with immediate pressures	4.0	The scenario receives a moderate moral acceptability score due to the positive aspect of parental influence and the negative aspects of pressure and potential impact on mental health.	4.0

167	153	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		Pressure and Coercion	4.0	Pressuring someone goes against personal autonomy and individual freedom.	Mother-Daughter Relationship	5.0	High expectations can strain relationships, potentially causing emotional harm.	Career Aspirations	7.0	Pursuing a career should be driven by personal interest and passion.	Public Figure's Impact	6.0	Evening news anchors have influence, but personal happiness is more important.	Cultural Expectations	3.0	Cultural expectations may influence career choices, but should not cause distress.	Parental Involvement	5.0	Parental support and guidance are important, but should not lead to undue pressure.	5.0	Considering the aspects and scores, the scenario seems moderately morally acceptable, with a score of 5.	3.0
173	26	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Impact on others	9.0	Did not harm or negatively affect anyone	Legality	10.0	Putting money in an expired meter is not illegal	Altruism	8.0	Act of kindness towards a stranger	Fairness	7.0	Helped the stranger avoid a parking ticket	Cultural norms	7.0	Generosity and community support are valued in their culture	7.0	The person considers the scenario highly moral due to good intentions, positive impact, legality, altruism, fairness, and cultural norms.	7.0
173	29	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions, which is positive.	Anonymity	7.0	The stranger remains anonymous, so there is no expectation of reward or recognition.	Resource redistribution	6.0	The act promotes a sense of community and sharing, which can be seen as positive.	Potential consequences	9.0	The stranger benefits from the action, but there are no negative consequences for others.	Cultural context	7.0	The person's background may influence their perspective on community and sharing.	Political alignment	5.0	The person's political views may affect their perception of the act's morality.	5.0	The person may view the scenario as moderately moral due to the positive intentions and lack of negative consequences.	4.0
173	37	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions, which is generally moral	Honesty	10.0	No deceit was involved in the scenario	Respect for property	9.0	Person X showed respect for the stranger's property	Altruism	8.0	Person X's action was selfless and kind	Legality	10.0	Putting money in an expired meter is not illegal	Potential harm	10.0	No harm was caused to anyone in the scenario	6.0	The scenario is generally moral, with high scores in all aspects considered.	7.0
173	38	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	9	Person X acted deliberately to help a stranger, score: 9	Resource redistribution	7	Person X redistributed resources to someone in need, score: 7	Civic responsibility	8	Person X contributed to maintaining order in the community, score: 8	Altruism	8	Person X showed concern for the well-being of another, score: 8	Respect for laws	7	Person X supported parking regulations, score: 7	Selflessness	8	Person X put others' needs before their own, score: 8	8	The scenario is evaluated as highly moral due to the intentional act of resource redistribution, civic responsibility, altruism, respect for laws, and selflessness.	7.0
173	39	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Legality	10.0	Putting money in an expired meter is not illegal	Honesty	10.0	No deception was involved	Kindness	9.0	Person X showed kindness to a stranger	Fairness	10.0	Person X's action did not harm anyone	Respect for property	9.0	Person X respected the property of the stranger	7.0	The person considers the scenario highly moral due to the good intentions, legality, honesty, kindness, fairness, and respect for property.	7.0
173	45	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Legality	10.0	Putting money in an expired meter is not illegal	Honesty	9.0	Person X displayed honesty by paying for the stranger's parking	Consideration for others	8.0	Person X showed consideration for the stranger's convenience	Potential harm	10.0	No harm was caused by putting money in the meter	Selflessness	7.0	Person X acted selflessly for the benefit of a stranger	7.0	The scenario is morally acceptable due to good intentions, legality, honesty, consideration for others, lack of potential harm, and selflessness.	7.0
173	50	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Honesty	10.0	No deceit was involved in the scenario	Respect for autonomy	9.0	Person X respected the stranger's freedom	Kindness	8.0	Person X showed kindness to the stranger	Legality	10.0	Putting money in an expired meter is not illegal	Potential harm	10.0	No harm was caused to the stranger	7.0	The scenario is morally acceptable due to good intentions, honesty, respect for autonomy, kindness, legality, and lack of potential harm.	7.0
173	74	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions, which is generally moral	Honesty	10.0	No deceit was involved in the scenario	Respect for property	9.0	Person X showed respect for the stranger's property	Altruism	8.0	Person X's action was selfless and kind	Legality	10.0	Putting money in an expired meter is not illegal	Potential harm	10.0	No harm was caused to anyone in the scenario	7.0	The scenario is evaluated as highly moral due to good intentions, honesty, respect for property, altruism, legality, and lack of potential harm.	7.0
173	77	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions, helping a stranger	Personal responsibility	7.0	Person X took responsibility for another person's well-being	Legality	10.0	Putting money in an expired meter is generally not illegal	Honesty	10.0	No deception was involved in the scenario	Cultural sensitivity	9.0	Respect for diverse cultures and backgrounds	Altruism	9.0	Person X's action was selfless and kind	7.0	The person would likely view the scenario as highly moral, given the positive aspects such as intentionality, personal responsibility, legality, honesty, cultural sensitivity, and altruism.	7.0
173	80	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions, helping a stranger	Honesty	10.0	No deceit was involved in the scenario	Respect for property	7.0	Person X showed respect for the stranger's property	Altruism	9.0	Person X's action was selfless and kind	Cultural sensitivity	8.0	Person X respected and helped someone from a potentially different cultural background	Legality	10.0	Putting money in an expired meter is not illegal	6.0	The person would likely find the scenario highly morally acceptable due to the good intentions, honesty, respect for property, altruism, and cultural sensitivity involved.	7.0
173	107	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Legality	10.0	Putting money in an expired meter is not illegal	Honesty	9.0	Person X was honest in helping a stranger	Kindness	9.0	Person X showed kindness to a stranger	Anonymity	7.0	Person X's actions were not motivated by recognition	Consideration of consequences	8.0	Person X considered the potential positive outcome for the stranger	7.0	The person considers the scenario highly moral, appreciating the good intentions, legality, honesty, kindness, anonymity, and consideration of consequences.	7.0
173	110	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	9.0	Person X acted intentionally to help a stranger	Impact on others	10.0	Positive impact on the stranger, no negative consequences for others in the city	Fairness	9.0	Helping someone who needs it is fair	Legality	10.0	Putting money in an expired parking meter is not illegal	Autonomy	8.0	Person X respected the autonomy of the stranger by not interfering with their actions	Honesty	10.0	No dishonesty was involved in the scenario	7.0	The scenario is highly morally acceptable due to its positive impact on others, fairness, legality, and lack of dishonesty	5.0
173	114	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Honesty	10.0	No deceit was involved	Respect for property	9.0	Person X showed respect for the stranger's property	Altruism	7.0	Person X acted in the interest of another	Legality	10.0	Putting money in an expired meter is not illegal	Potential harm	10.0	No harm was caused to the stranger	7.0	The scenario is morally acceptable due to good intentions, honesty, respect for property, altruism, legality, and lack of potential harm.	7.0

173	121	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Impact on others	7.0	The stranger's day was improved	Legality	10.0	Putting money in an expired meter is not illegal	Honesty	9.0	Person X was honest in helping a stranger	Altruism	8.0	Person X showed kindness to a stranger	Cost to the actor	6.0	Person X sacrificed their own time and money	6.0	The scenario is morally acceptable due to good intentions, positive impact, legality, honesty, altruism, and despite the cost to the actor.	7.0
173	148	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	8.0	Person X acted with good intentions	Impact on others	9.0	Did not harm or negatively affect the stranger	Legality	10.0	Putting money in an expired meter is not illegal	Altruism	8.0	Person X showed kindness to a stranger	Cost to the actor	5.0	Person X willingly spent their own money	Cultural norms	7.0	Helping others is valued in their culture and language	7.0	The scenario is morally acceptable due to good intentions, positive impact, legality, altruism, and cultural norms.	6.0
173	154	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		Intentionality	9.0	Person X acted with good intentions, helping a stranger	Legality	10.0	Putting money in an expired meter is not illegal	Honesty	10.0	No deceit was involved in the action	Caring for others	8.0	Person X showed concern for the stranger's parking needs	Fairness	8.0	The stranger benefited without causing harm to others	Respect for rules	5.0	The action disregarded parking regulations, but for a good cause	5.0	The person considers the scenario as moderately morally acceptable, appreciating the good intentions and benefits for others, but acknowledging the disregard for rules	4.0
174	20	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		Value of human life	3.0	Taking a life is a serious action, regardless of the person's gender or race	Intentional harm	4.0	Intentionally causing harm, even to protect oneself, is morally complex	Self-defense	7.0	Protecting oneself and others is a basic human right	Unintended consequences	5.0	Unintended consequences, such as the death of the technician, must be considered	Personal responsibility	6.0	Individuals have a responsibility to act morally, even in difficult situations	Fear and survival	8.0	Fear and the instinct for survival can cloud moral judgment	4.0	The scenario involves taking a life, but also protecting oneself and others. The unintended consequences and the person's fear and instinct for survival are also factors. Overall, the scenario is moderately morally acceptable	4.0
174	29	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		Value of human life	3.0	Taking a life is a serious action, regardless of nationality or religion.	Self-defense	8.0	Protecting oneself and others from harm is a basic instinct.	Unintended consequences	4.0	The technician's death is an unfortunate consequence.	Personal beliefs	6.0	The person's political leanings may influence their view on self-defense.	Cultural background	5.0	The person's Mexican heritage may influence their view on the value of life.	Racial identity	5.0	The person's racial identity may influence their perception of the situation.	4.0	The scenario is evaluated as moderately moral, considering the need for self-defense and the unfortunate but unintended consequence of the technician's death.	4.0
174	37	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		Value of human life	3.0	Taking a life is a serious action, regardless of the person's identity or background	Motive for taking a life	4.0	The person's religious beliefs may influence their view on taking a life, even in self-defense	Potential for harm to others	6.0	The person may consider the risk of harm to the lighting technician and the other actors	Consequences of inaction	7.0	The person may consider the potential harm to themselves and the other actors if they do not take action	Personal responsibility	8.0	The person may feel a sense of responsibility to protect themselves and the other actors	Fairness and justice	5.0	The person may consider whether it is fair to sacrifice one life to save others	5.0	The person may view the scenario as morally complex, considering the value of human life, motive for taking a life, potential for harm to others, consequences of inaction, personal responsibility, and fairness and justice	4.0
174	40	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		Value of human life	7.0	The person values all human lives equally, regardless of background or relation	Intention of harm	2.0	The person leans liberal, and may not support harming others as a solution	Self-defense	7.0	The person may consider self-defense a valid reason for the action	Unintended consequences	3.0	The person may empathize with the unintended victim and feel negatively about the outcome	Threat elimination	8.0	The person may view eliminating the threat as a positive action	Personal safety	8.0	The person may prioritize the safety of themselves and others over the life of the criminal	4.0	The person's moral acceptability score is influenced by their liberal views, empathy, and consideration for human life, resulting in a moderate score	4.0
174	45	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		Value of human life	7.0	The person values all human lives equally, regardless of their race or nationality.	Intention	8.0	The person's intention is to protect themselves and others, not to harm the technician.	Proportionality	6.0	The person believes that the harm caused to the technician is proportionate to the threat posed by the criminal.	Free will	5.0	The person did not choose to be in this situation, but they are making a choice to act in a certain way.	Consequences	8.0	The person believes that the consequences of their action are justified, as it will save lives.	Legality	7.0	The person believes that the law should protect innocent lives, even if it means sacrificing the life of a criminal.	5.0	Based on the aspects and scores, the scenario is moderately morally acceptable.	6.0
