id	dataset	scenario	circumstance_type	circumstance	moral_score	moral_expl	human_score
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		-3.0	Friend took advantage of help, showed no gratitude, and caused harm to the helper.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		4.0	Providing essential needs to vulnerable individuals in a crisis situation demonstrates empathy and kindness.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		-2.0	Acting to save three lives, but intentionally causing one death, raises moral dilemma and conflict.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		4.0	Person X overcomes fear to help others, showing selflessness and altruism.	2.78
153	Effron	Picked up a child so that she could see the parade	orig		4.0	The action is morally acceptable as it's a harmless and helpful act.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		-3.0	Intentional and harmful action with no benefit, exploiting a vulnerable system.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		-2.0	Girl takes advantage of brother's kindness, showing lack of responsibility and fairness.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		-2.0	Deceptive and unfair behavior, wasting time and deceiving referee, with no harm or help caused.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		-3.0	Racial slur caused harm and humiliation to a vulnerable person, with intentional malice.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		-3.0	Cashier was vulnerable, intentional action caused harm, no help was provided.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		-4.0	Spatting someone off a balcony is extremely harmful and intentional, causing physical and emotional distress.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		0.0	No harm or vulnerability, unusual but not immoral behavior	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		-2.0	The husband's secret vote against his wife is a personal betrayal, causing emotional harm.	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		3.0	Inviting an unpopular coworker to lunch shows kindness and inclusivity, promoting a positive work environment.	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		2.0	Avoiding a potentially toxic family gathering to prioritize personal well-being.	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		-3.0	Exploiting vulnerability for personal gain, potentially harmful and objectifying.	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		-3.0	The professor's intentional and biased action causes significant harm to the student's academic career.	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		-4.0	The person's inaction led to potential death, showing extreme indifference to human life.	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		-2.0	The mother's pressure can cause emotional distress and limit the daughter's autonomy.	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		-4.0	The action is morally unacceptable due to intentional harm to innocent people.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		3.0	Helping a vulnerable person in need with a temporary solution, no harm intended or caused.	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		0.0	Careless mistake, no harm to others, but inconvenience to self.	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		-3.0	Intentional deception and harm to a vulnerable partner, causing emotional distress and erosion of trust.	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		-3.0	Intentional harm, lack of accountability, and significant financial harm to an innocent person.	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		4.0	Helpful act with no harm or vulnerability, showing kindness to a stranger.	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		0.0	The action saves five lives but causes one unintended death, a moral dilemma.	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		0.0	No harm or vulnerability involved, a personal achievement with no impact on others.	0.11
176	Effron	Put a roach down another person's shirt	orig		-3.0	The scenario is highly immoral due to intentional harm and invasion of personal space.	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		-2.0	Tragic choice to sacrifice one to save three, but intentional harm and death caused.	-1.25

179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		2.0	Exercise of free speech and personal beliefs, no harm caused to others.	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		4.0	Comforting a grieving colleague is a kind and empathetic act.	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		-3.0	The man's controlling behavior restricts his wife's autonomy and freedom, causing emotional harm.	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		0.0	The action causes harm to the driver but saves four civilians, making it a morally complex decision.	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		4.0	The action was intentional, caused no harm, and provided significant help to a vulnerable individual.	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		4.0	The scenario shows kindness, helpfulness, and a lack of harm, making it highly moral.	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		-1.0	Unintentional harm to vulnerable pedestrians, but no severe harm or malicious intent.	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		-3.0	Intentional and harmful act in a public place, putting many at risk of health issues.	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		4.0	Helping a neighbor in need without expectation of reward or personal gain.	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		0.0	Free speech and protest, but disrespecting national symbol and potentially offending others.	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		-2.0	The lawyer's intention is to influence the judge, which is unethical and exploitative.	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		0.0	The man's action is unusual but doesn't harm or help anyone, so it's morally neutral.	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		2.0	No harm or vulnerability, intentional socializing, and potential help through social bonding.	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		4.0	The scenario shows intentional kindness, no harm, and significant help to vulnerable flood victims.	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		4.0	The teacher's intentional effort to communicate with illiterate parents shows empathy and a willingness to help.	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		-4.0	Intentionally causing harm to a vulnerable person for information is extremely immoral.	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		0.0	Lying about age for personal gain, but minimal harm caused to others.	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		-3.0	Reckless driving endangered others, causing potential harm, with no apparent benefit.	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		0.0	The action was intentional, causing harm to an innocent, but saved five lives.	-0.67
198	Clifford	You see a college president singing a rival school's fight song during a pep rally.	orig		-2.0	The action is intentional, causes embarrassment, but no lasting harm or help.	-1.7
199	Clifford	You see a man eating a bowl of cereal in the morning with water instead of milk.	orig		0.0	No harm or vulnerability, unusual but harmless personal choice.	-0.1
200	Clifford	You see a woman snatching away her dog's food for making a mess in the living room.	orig		0.0	The woman's action, though intentional, causes minimal harm and may teach the dog a lesson.	-2.2
201	Clifford	You see a teenage girl openly staring at a disfigured woman as she walks past.	orig		-3.0	The girl's intentional staring causes harm and discomfort to the disfigured woman, showing a lack of empathy.	-2.0
202	Mickelberg	Person X cared for and housed their five nieces and nephews for a year because PersonX's sister was very unwell.	orig		4.0	Selfless act of kindness, no harm caused, and significant help provided to vulnerable individuals.	3.36
203	Effron	Made breakfast for his wife on her birthday	orig		4.0	The action is intentional, causes no harm, and brings joy and help to the wife.	2.7636364
204	Clifford	You see a former Secretary of State publicly giving up his citizenship to the US.	orig		0.0	Renouncing citizenship may be a personal choice, but it may also be seen as abandoning responsibilities.	-2.1
205	Lotto	You are a worker in an atomic energy plant. Following an explosion, there has been a leakage of radioactivity in your work area, where there are another three people. The doors are blocked because the security system has activated, but the decontamination and communications systems have broken down. If you remain exposed to the radiation you will die in a short time.You activate the ventilation system to divert the radioactivity towards another work division. You know that there is a worker in the area who will die from the radiation, but you and the other three workers will be saved.	orig		1.0	The action is morally acceptable as it saves four lives, but harms one, in a life-or-death situation.	-1.55
206	Effron	Told a joke about a nun on a train	orig		2.0	Harmless joke, no harm or vulnerability involved, just a lighthearted moment.	-0.575
207	Mickelberg	Person X walks to work through the park each day, as they enjoy listening to the birds.	orig		0.0	The scenario is morally neutral, as it doesn't involve harm or help to others.	0.81
208	Effron	Ignored a neighbor's request to borrow some tools	orig		0.0	Neighbor's request was ignored, causing inconvenience, but no significant harm.	-0.89523808
209	Lotto	You are returning from a mountain hut by chairlift with three other people, when a storm breaks out. Lightning hits the cable. The chairlift stalls and you are stuck swinging in the air at a height of tens of metres. The mechanism which fixes your chair to the cable has been seriously damaged and is starting to disintegrate.You push the person next to you off the chair to lighten the load. You know that this person will fall to their death, but you and the other two will be able to resist until help arrives.	orig		-2.0	Acting to save self and others, but intentionally causing one person's death.	-1.78
210	Kruepke	Before I was in the actor's union, I used to lie and say I was in the union anyway. When you are working as an actor doing background work, it really changes how they treat you if you are a union member. So I would pretend I was in the union.	orig		-2.0	Lying about union membership for personal gain is unethical and unfair to others.	-1.18
211	Effron	Helped a neighbor move his piano	orig		4.0	Helping a neighbor move a piano shows kindness and a willingness to assist.	1.9636364
212	Effron	Tripped someone in the hall	orig		-3.0	Tripping someone in the hall is a harmful and intentional act with no positive outcome.	-2.776
213	Mickelberg	Person X jumped off a boat to save a drowning friend even though this put PersonX's own life at risk.	orig		4.0	Selfless act to save a life, despite personal risk, demonstrates high moral character.	3.55
214	Lotto	For some time your knee has been hurting when you walk. You therefore decided to make an appointment with an orthopaedic consultant, which has been fixed for a month’s time. Several days ago, you told a friend about your problem and he was able to organize an appointment for you much sooner than the one you fixed.You go to the appointment which your friend organized, without bothering to cancel the one you booked. You know that many patients’ problems are serious.	orig		-2.0	The patient's intentional action caused harm to others, while helping themselves.	-0.32
215	Kruepke	I remember getting married when I was 17 years old. I got married just so I could get away from my mother. I certainly felt relieved to separate myself from her.	orig		-2.0	Marriage at 17 for escape, not love, causes harm to self and potentially others.	-1.15
216	Mickelberg	Person X put on a suit and wore their lucky socks in preparation for a job interview.	orig		2.0	No harm or vulnerability, intentional preparation for a positive outcome.	0.47
217	Clifford	You see a boy setting a series of traps to kill stray cats in his neighborhood.	orig		-4.0	Intentional harm to vulnerable animals with no apparent benefit or justification.	-3.6
218	Mickelberg	Person X ordered their favorite dish from a Chinese restaurant.	orig		0.0	No harm or vulnerability involved, just a person enjoying their favorite food.	0.22
219	Effron	Volunteered his time as a big brother to a fatherless child	orig		4.0	The action is highly intentional and causes significant help to a vulnerable individual.	3.31851848
220	Effron	Worked on a campaign to release prisoners of war	orig		4.0	Releasing prisoners of war can prevent further harm and reunite families, showing compassion and humanity.	3.0588236
221	Clifford	You see a girl ignoring her father's orders by taking the car after her curfew.	orig		-2.0	Intentional disobedience causes harm to relationships and potentially to self or others.	-2.5
222	Effron	Sells drugs to high school sudents	orig		-4.0	Exploiting vulnerable minors for personal gain, causing harm and no help.	-3.432
223	Kruepke	When my first husband and I split up, I was seventeen years old with a six-month-old baby and working in a grocery store. Sometimes I would just take things I needed. I remember taking cans of tuna, milk and loaves of bread.	orig		1.0	Vulnerable single mother takes essential items for survival, minimal harm caused, and some help provided.	-0.87
224	Mickelberg	Person X was unable to fix the dripping faucet so they had to call the plumber.	orig		0.0	No harm or vulnerability, just a necessary action to fix a problem.	0.38
225	Kruepke	My friends and I were going to the movies and I was taking this guy with me in my car. He was being a jerk about my driving so I decided to go really fast and drive recklessly. It got to the point where he told me to stop the car so he could get out.	orig		-3.0	Reckless driving put passenger's life at risk, intentionally causing fear and harm.	-1.52
226	Clifford	You see a mother forcing her daughter to enroll as a pre-med student in college.	orig		-2.0	The mother's coercion restricts the daughter's autonomy and potential for unhappiness.	-2.3
227	Effron	Smiled and greeted people while walking down the street	orig		4.0	The scenario shows kindness and friendliness, causing no harm and potentially bringing joy to others.	1.90769232
228	Effron	Was arrested on suspicion of child beating	orig		-4.0	Child beating is a harmful and intentional act that causes significant harm to a vulnerable individual.	-2.92
229	Clifford	You see a woman using a fork to eat a bowl of vanilla ice cream and marshmallows.	orig		0.0	No harm or vulnerability, unusual but harmless eating method.	-0.1
230	Lotto	You are on board a ship which is sinking. You are heading for the deck where the lifeboats are together with seven other people. You and another person have just crossed through a watertight door when it starts to close quickly. The other six people are behind the door, too far away to be able to pass through it in time.You knock the person next to you unconscious and use his body to block the door open. You know that this person will be crushed to death, but the other six will have time to save themselves.	orig		1.0	The action is morally complex, but saving six lives outweighs the harm caused to one.	-1.43
231	Effron	Gave his seat to someone on the crowded bus	orig		4.0	The action is highly moral as it shows kindness and consideration for others.	2.64242424
232	Effron	Told the owner of a store that she gave him too much change	orig		4.0	Honesty and integrity are demonstrated by correcting the mistake, causing no harm and bringing fairness.	2.75789472
233	Kruepke	I used to work for the federal government. I used a calculator from work at home for some audits. When I left government services, I kept the calculator.	orig		-2.0	Unintentional, minor harm, no help, and questionable ownership.	-0.84
234	Clifford	You see a judge taking on a criminal case although he is friends with the defendant.	orig		-3.0	Unfair bias and conflict of interest in a position of authority, undermining justice.	-3.1
235	Effron	Translated menu items for a foreigner in a restaurant	orig		4.0	Providing translated menu items helps foreigners, showing consideration and inclusivity.	2.24516128
236	Mickelberg	Person X bribed a landlord to be the first to get their apartment repainted.	orig		-2.0	Bribery is unfair and undermines equal opportunity, causing harm to others.	-1.51
237	Lotto	You are in charge of the division of a factory where wood panels are made. Because of a malfunction in one of the main machines, three workers have been caught up in a roller which is pulling them quickly into a very large press. The emergency system which blocks the machine has not activated and time is running out.You push the worker next to you into the cogs of the machine which operates the press to block the system. You know that this worker will die crushed, but the other three workers will be unhurt.	orig		1.0	Tragic choice to sacrifice one to save three, with intentional harm but greater good achieved.	-1.63
238	Lotto	You have taken your DVD player to be repaired at the shopping centre where you bought it. The technician told you it would cost €100 to repair. Some days later, passing by an electronics shop, you see a new and slightly better DVD reader in the window on sale for €120.You think for a bit and decide to buy the new DVD player, knowing well that the other one has already been repaired. You did not leave any contact details, and you will not go there again.	orig		-2.0	The action is intentional and causes financial harm to the repair shop.	-0.29
239	Effron	Allowed an evicted friend to stay with him temporarily	orig		3.0	Helping a friend in need with no apparent harm caused.	2.125
240	Kruepke	One summer I had a job on the beach picking up trash. I found a wallet on the beach and it had $60 in it. So I picked it up and turned it in to my supervisor.	orig		4.0	The action was intentional, caused no harm, and helped the owner, showing high moral character.	2.89
241	Clifford	You see a man turn his back and walk away while his boss questions his work.	orig		-2.0	The man's action shows disrespect and lack of accountability, but no harm is caused.	-2.1
242	Kruepke	I was on vacation and rented a car. I paid for the parking fee and the guy gave me the wrong change back. I knew he gave me too much but I kept it anyway.	orig		-3.0	Intentional deception, taking advantage of mistake, causing financial harm to another.	-1.74
243	Mickelberg	Person X closed the elevator door before an elderly neighbor could get in.	orig		-2.0	Elderly neighbor was vulnerable, intentional action caused harm, and no help was provided.	-2.08
244	Kruepke	I lent my friend a large amount of money to get his car out of impound. He said he would pay me back, but then his wife showed up after several years. She took him for all his money, even the money he set aside for me, and he was embarrassed to tell me.	orig		-3.0	Friend's vulnerability exploited, intentional deception, significant harm, and no help provided.	-0.86
245	Mickelberg	Person X told a coworker that PersonX's brother was HIV-positive, a secret that their brother had told them in confidence.	orig		-3.0	Breach of confidentiality causes harm to the vulnerable brother, with intentional action and no help caused.	-2.78
246	Kruepke	I took my sister's ring that was given to her by our father's aunt. I had never met our fatherÍs aunt but my sister spent some time with her. I took the ring because I didn't think that my sister deserved it.	orig		-3.0	Intentional harm, disrespect for family member's property and sentimental value.	-2.72
247	Mickelberg	Person X failed their driver's license test for the fourth time.	orig		0.0	No harm or vulnerability involved, just personal failure.	-0.07
248	Effron	Stole Halloween candy	orig		-1.0	Minor harm, intentional action, but no vulnerable party involved.	-1.88571432
249	Mickelberg	Person X took their nephew to the fair and bought some cotton candy.	orig		4.0	No harm or vulnerability, intentional act of kindness, brings joy to the nephew.	1.59
250	Kruepke	One night I was going out late and I didn't want my son to know about it. I was a single mom and at that point in time he always seemed to want to act like the parent. So I snuck out of the house to go out.	orig		-1.0	Single mom's secretive action, though motivated by self-preservation, may harm son's trust and sense of security.	-1.25
251	Mickelberg	Person X helped paint their neighbor's house even though it was PersonX's birthday.	orig		4.0	Selfless act on birthday shows kindness and generosity towards neighbor.	2.78
252	Kruepke	A few years ago I was living alone. I had an enormous stereo system in my apartment and I used to turn it up very loud. One night I was drunk and turned it up to its maximum volume.	orig		-2.0	The scenario is morally unacceptable due to intentional harm to others and reckless behavior.	-1.05
253	Cook	Someone makes a post on Facebook about how people with disabilities are a drain on society	orig		-4.0	The post promotes harmful and discriminatory beliefs, causing emotional harm to people with disabilities.	-2.61
254	Effron	Shoved a man who was passing out leaflets	orig		-3.0	Shoving a person is a violent act, causing harm and disrespecting their autonomy.	-2.824
255	Effron	Circulated a petition in support of equal pay for women	orig		4.0	Promoting equality and fairness, no harm caused, and potential benefits for women.	1.88888896
256	Clifford	You see a referee intentionally making bad calls that help his favored team win.	orig		-3.0	Intentional cheating causes unfair harm, undermines trust in the system, and sets a bad example.	-3.0
257	Effron	Gave someone directions	orig		4.0	Helpful action with no harm or vulnerability involved.	1.83529416
258	Mickelberg	Person X volunteers to teach English to newly arrived immigrants.	orig		4.0	The volunteer's intentional action helps vulnerable immigrants, causing no harm and providing significant benefit.	2.73
259	Clifford	You see a woman clearly avoiding sitting next to an obese woman on the bus.	orig		-3.0	The woman's intentional avoidance caused emotional harm to the obese woman, showing discrimination and lack of empathy.	-2.0
260	Mickelberg	Person X found a wallet containing $1000 and returned it to its rightful owner.	orig		4.0	The action was intentional, caused no harm, and provided significant help to the owner.	3.55
261	Clifford	You see a boss ordering an employee to revoke his citizenship in his home country.	orig		-4.0	Forcing someone to revoke their citizenship is a severe violation of human rights and autonomy.	-3.3
262	Kruepke	I have cheated pretty much all of my life. The most recent time was because I was in a long distance relationship. There were so many opportunities to cheat that I just gave into the temptation.	orig		-3.0	Intentional cheating in a committed relationship causes significant harm to the partner and undermines trust.	-2.81
263	Lotto	You are travelling on the motorway with two other people, one of whom is driving. You are in the right-hand lane. Suddenly, the driver collapses onto the steering wheel and the car starts to gather speed. The truck in front of you brakes and the impact is unavoidable. To your right you notice a lay-by where there is a road worker.You swerve immediately over to the lay-by to avoid the truck. You know that the worker will be hit and killed, but you and the other two people in the car will be unhurt.	orig		1.0	The action, though intentional, saves three lives at the cost of one, making it morally justifiable.	-1.06
264	Effron	Tried to involve a shy friend in social activities	orig		2.0	Shy friend's vulnerability considered, no harm intended, potential help in overcoming shyness.	1.75483872
265	Clifford	You see a teenager at a cafeteria forcing a younger student to pay for her lunch.	orig		-3.0	The teenager's intentional exploitation of a vulnerable younger student causes harm and no help.	-3.0
266	Effron	Turned in someone else's project under his own name	orig		-4.0	Intentional deception, no help caused, and potential harm to original author's reputation and academic integrity.	-2.88
267	Grizzard	Offers food and water to a wounded enemy combatant.	orig		4.0	Showing compassion to a wounded enemy, despite being a combatant, demonstrates empathy and humanity.	2.826666667
268	Mickelberg	Person X tears out the last pages of library books to annoy future borrowers.	orig		-3.0	Intentional harm to public property and inconvenience to others with no benefit.	-2.54
269	Clifford	You see a man laughing at a disabled co-worker while at an office softball game.	orig		-3.0	Laughing at a disabled co-worker is cruel and disrespectful, causing emotional harm.	-3.5
270	Clifford	You see a woman watching a game on television in black-and-white instead of color.	orig		0.0	No harm or vulnerability, just an unusual TV setting choice.	-0.1
271	Lotto	You have often talked with your friends about making a delicious cake which is an old family tradition. You have finally decided to give them a surprise and have invited them to come round after dinner. In the afternoon, you get down to work on the recipe and realise that you do not have any dark chocolate which is what gives this cake its very particular taste.You use milk chocolate which you already have, so you do not have to go out again. You know that your friends do not know the recipe and will not realise.	orig		1.0	Harmless deception, no harm caused, and friends' enjoyment prioritized.	2.68
272	Kruepke	When I was in sixth grade some kids from my class stole a small tree from someone's yard and planted it in the schoolyard. I went over to the tree and stomped on it.	orig		-2.0	The action was intentional harm, causing damage to property and potentially upsetting the tree's owner.	-1.79
273	Mickelberg	Person X said it was their friend who had driven into the neighbor's letterbox even though they did it themselves.	orig		-3.0	Deception and lack of accountability cause harm to neighbor and damage trust.	-2.67
274	Effron	Participated in an effort to clean up a city park	orig		4.0	The action is intentional and causes significant help, with no harm or vulnerable individuals involved.	2.72000008
275	Lotto	You are in Africa on holiday with four other tourists and two local guides. One of the jeeps has broken down and the guide has left with the other to get help. While waiting, you decide to cross to the other side of the river in a small boat which you have found on the banks. Halfway across, you catch sight of two large crocodiles. The first violent flick of a tail almost tips the boat over.You throw one of the tourists into the water so that the crocodiles attack him. You know that he will die mauled, but you and the other four will be able to escape.	orig		-4.0	The action is extremely immoral as it involves intentionally sacrificing an innocent person to save others.	-1.74
276	Kruepke	When I was a teenager, I took my father’s car out with my friends. My parents were out of town for a couple of days. I took the car without their permission to go for a joyride.	orig		-2.0	Unintentional harm, lack of permission, and reckless behavior make this scenario morally unacceptable.	-1.5
277	Kruepke	I was working for a company putting together a project with several partners. At one point I found out that there was a partner that was providing a great deal of money by importing marijuana from Thailand. I didn't say anything to anyone.	orig		-3.0	Silence in the face of illegal and harmful activity, enabling harm to others and society.	-1.82
278	Effron	Smoked in a no-smoking section even though others complained	orig		-3.0	Intentional disregard for rules and others' comfort, causing harm and discomfort.	-2.424
279	Effron	Sat in the wrong seat at a game, knowing that it wasn't his	orig		-1.0	Intentional action causing inconvenience, but no significant harm or help.	-1.13103448
280	Mickelberg	Person X pretended to be seriously fouled by an opposing player during a soccer game.	orig		-2.0	Deceptive and unfair behavior, no harm or help caused, but integrity of the game compromised.	-1.43
281	Effron	Stopped to let another car into the line of traffic	orig		4.0	The action is highly moral as it shows kindness and courtesy to another driver.	1.70666672
282	Kruepke	I worked at a job where I spoke with customers over the phone. One of my customers was in need of help because he was stranded in Romania. I did whatever I could to connect this person to people who could help him.	orig		4.0	The action was intentional, caused significant help, and no harm, making it highly moral.	2.64
283	Effron	Siphoned gas from a car parked on the street	orig		-3.0	The action is intentional, causes harm, and no help is provided to the vulnerable car owner.	-2.728
284	Kruepke	Ten years ago I was staying with a friend who lived in a house of a very famous man. There were many autographed books in the house. I stole one of the books, which was autographed by a very famous celebrity.	orig		-3.0	Intentional theft from a vulnerable host, causing harm and no help, with no justification.	-2.48
285	Clifford	You see a college student drinking until she vomits on herself and falls asleep.	orig		-3.0	The student's vulnerability, intentional reckless behavior, and harm caused make this scenario morally unacceptable.	-2.3
286	Lotto	You are the commander of a group of astronauts in a space station orbiting the earth. Because of a breakdown, you have discovered a serious loss of pressurisation which in a short time will lead to the oxygen supply running out in the control cabin, where you and five other astronauts are. The emergency system is broken down and cannot be repaired immediately.You activate the bulkheads manually to isolate the depressurisation to just one cabin. You know that there are two astronauts there, and they will suffocate from a lack of oxygen, but you and the other five will be saved.	orig		1.0	Tragic necessity, minimizing harm, and saving lives justify the difficult decision.	-1.15
287	Kruepke	I slept with one of my math teachers and I really hope nobody ever finds out about it. At the time he said he was separated from his wife, so I knew that he was married.	orig		-3.0	Teacher exploited student's vulnerability, causing harm and violating trust and power dynamics.	-2.75
288	Mickelberg	Person X found a wallet with $50 in it, took the money out and left the wallet on the floor.	orig		-3.0	Intentional harm, no help, and vulnerable owner, making it an immoral act.	-2.35
289	Mickelberg	Person X won the door prize at the town's community fair.	orig		0.0	Winning a door prize is a neutral, harmless act with no harm or help caused.	0.44
290	Mickelberg	Person X drove across the country just to see a friend who had recently lost his wife.	orig		4.0	The action shows empathy and kindness, causing no harm and providing emotional support.	3.04
291	Lotto	You are a lion-tamer on tour with a show of wild animals used in circus acts. During the show, you notice that one of the lions has suddenly become aggressive. You see that it is not responding to your commands, is baring its teeth and is about to launch into the front row audience. Near you there are two assistants.You push the two assistants towards the lion so that it will attack them. You know that they will die mauled, but the audience will have time to escape to safety.	orig		-2.0	Sacrificing two assistants to save the audience, a difficult moral dilemma with conflicting values.	-1.81
292	Mickelberg	Person X circulated a petition in support of civil rights for people in juvenile detention.	orig		4.0	The scenario promotes civil rights and supports a vulnerable group, causing no harm and providing help.	2.54
293	Effron	Volunteered his time for a campaign to help save the seals	orig		4.0	Helping to save seals is a selfless and benevolent act with no harm caused.	2.62222216
294	Effron	Hit a car and left the scene of the accident	orig		-3.0	Leaving the scene of an accident shows a lack of responsibility and empathy for the victim.	-3.576
295	Effron	Comforted a man whose wife had recently died	orig		4.0	The action showed empathy and kindness, causing no harm and providing comfort.	2.7428572
