id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
93	Grizzard	Executes a squad of surrendering enemy troops.	orig		10.0	9.0	10.0	0.0	-4.0	Defenseless and helpless, making them highly susceptible to harm	Acting with deliberate thought and planning, despite the troops' surrender	Causing the utmost damage, ending the lives of the surrendering troops	Failing to offer any assistance or protection, despite their surrender	The scenario is extremely immoral due to the intentional harm caused to defenseless troops	A military commander	Assuming the commander is following orders or acting on their own initiative	The surrendering enemy troops	Assuming they are unarmed and helpless	-2.56
94	Grizzard	Refuses to fire into a crowd to stop an enemy combatant.	orig		9.0	9.0	0.0	9.0	4.0	Civilians are vulnerable to harm from gunfire	The soldier's decision not to fire is intentional and deliberate	No harm is caused to the civilians	The soldier's action helps to protect the civilians	The soldier's decision prioritizes civilian safety and avoids harm	A soldier	Assumes the soldier is trained to follow rules of engagement and prioritize civilian safety	The crowd of civilians	Assumes the civilians are innocent and unaware of the enemy combatant's presence	2.133333333
95	Effron	Pulled his dog's tail	orig		9.0	5.0	4.0	0.0	-2.0	Dogs are defenseless and susceptible to harm	The action was likely impulsive, but still intentional	Pain and discomfort were likely caused, but not severe harm	No help or assistance was provided	The action caused harm and was intentional, making it immoral	The person who pulled the dog's tail	Assumed the person is capable of understanding the consequences of their actions	The dog	Assumed the dog is a living being that can feel pain and discomfort	-2.03428576
96	Effron	Beat up someone smaller than him	orig		9.0	9.0	8.0	0.0	-4.0	Smaller person is defenseless and susceptible to harm	Bully acts with deliberate thought and planning	Bully causes significant physical harm	No help or assistance is provided	Scenario is extremely immoral due to intentional harm	The bully	The bully is physically stronger and more aggressive	The smaller person	The smaller person is weaker and more vulnerable	-2.896
97	Effron	Refused to loan class notes to a friend who had been ill	orig		7.0	6.0	3.0	0.0	-1.0	Friend is ill, making them more susceptible to harm	Action was deliberate, but not maliciously intended	Refusal may cause minor harm, but not significant damage	No help was provided, but no harm was intended	Refusal to help a friend in need is somewhat immoral	The person who refused to loan class notes	Assumed they had a right to control their own property (notes)	The friend who had been ill	Assumed they were in need of help and support	-1.75135136
98	Mickelberg	Person X forgot to water their front garden causing the grass to turn brown.	orig		6.0	2.0	4.0	0.0	-1.0	Grass is a living thing, but not highly susceptible to harm	Forgetting to water is an unintentional action	Brown grass is a minor damage, but not total destruction	No help was provided to the garden	Neglecting to water the garden is mildly immoral	Person X	They are capable of taking care of their garden	The front garden	It requires regular watering to stay healthy	0.02
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		6.0	4.0	0.0	0.0	0.0	Person X is an average adult with no apparent vulnerabilities	Person X's action was unintentional, but not entirely accidental	No harm was caused to Person X or others	No help was provided to Person X or others	The scenario is morally neutral, as no harm or help was caused	Person X	Assumed to be an adult with normal cognitive abilities	Person X themselves	Assumed to be capable of remembering their shopping list	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		6.0	4.0	3.0	0.0	-2.0	My sister was unaware and trusting, making her vulnerable.	I acted impulsively, without much thought or planning.	I caused minor harm by taking my sister's coins.	I did not provide any help or assistance.	The scenario is somewhat immoral due to my impulsive and selfish action.	I (the 7-year-old narrator)	I was curious and impulsive	My sister	She was unaware and trusting	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		9.0	2.0	8.0	9.0	3.0	Friend is being attacked, making them highly susceptible to harm	Dog's action is instinctual, not intentional	Serious mauling caused significant harm to Person X	Person X's action saved their friend from further harm	Person X's selfless act outweighs the harm caused by the dog	Person X	Assumed to be a selfless and brave individual	The friend being bitten by the dog	Assumed to be in a vulnerable state due to the dog attack	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		7.0	4.0	7.0	0.0	-3.0	Friend's phone is a valuable possession, making them vulnerable	Breaking the phone was likely an impulsive action	Breaking a phone causes significant inconvenience and financial loss	No help was provided to rectify the situation	The action was harmful and irresponsible, with no attempt to make amends	The person who broke the phone	They are careless and irresponsible	The friend whose phone was broken	They trusted the person with their phone	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		10.0	9.0	10.0	10.0	3.0	The person on the lower floor is defenseless and highly susceptible to harm	The fireman deliberately smashes the window to escape, knowing the consequences	The action causes the death of the person on the lower floor	The action saves the lives of the five people inside the burning building	The moral acceptability is high due to the greater good achieved, despite the harm caused	The fireman	That the fireman is trying to save as many lives as possible	The person on the lower floor and the five people inside the burning building	That they are all in a life-threatening situation	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		6.0	6.0	0.0	3.0	0.0	Friend is an average adult, not particularly vulnerable	I intentionally laughed to be polite, but not with malicious intent	No harm was caused, just a fake laugh	I provided minor social support by laughing	Morally neutral, as I was being polite but not genuinely amused	I (the person laughing)	I assumed my friend would appreciate my laughter and feel good about their joke	My friend who told the joke	I assumed my friend was trying to be funny and wanted a positive reaction	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		8.0	6.0	6.0	0.0	-3.0	Vulnerable individuals in the bar may feel threatened or uncomfortable	The man's actions are intentional, but influenced by his intoxication	The man's actions can cause emotional distress and discomfort	No help is being offered in this scenario	The scenario is morally unacceptable due to the potential harm and discomfort caused	The drunk elderly man	He is intoxicated and lacks self-control	The people in the bar, particularly those who are vulnerable or uncomfortable with the situation	They may be shocked, offended, or feel unsafe	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		9.0	9.0	0.0	10.0	4.0	Recently bereaved and struggling financially, making them highly susceptible to harm	A deliberate and thoughtful action to help their friend	No harm was caused, only a positive action	A significant and life-changing amount of help was provided	A highly moral action, showing great kindness and generosity	Person X	They are a caring and generous friend	The friend who had been struggling to pay the bills	They are vulnerable due to their recent loss and financial struggles	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		9.0	9.0	0.0	9.0	4.0	Children in hospitals are vulnerable due to illness and dependence on care.	The action was intentional and planned to bring joy to the children.	No harm was caused, only positive impact.	The action provided significant emotional comfort and joy.	The scenario is highly moral due to the intentional act of kindness and help.	The person who gave out toys	They are kind and generous	The children in the hospital	They are innocent and in need of comfort	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		8.0	9.0	7.0	0.0	-3.0	Village inhabitants are vulnerable due to their dependence on aid	The action is intentional and calculated to extract information	Withholding aid can cause significant harm to the village	No help is provided, and the village is left in a state of need	The scenario is immoral due to the exploitation of vulnerability and intentional harm	A government official or a person in power	They are motivated by self-interest and willing to exploit vulnerable populations	The local village and its inhabitants	They are in a state of need and dependent on external aid	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		8.0	7.0	6.0	0.0	-3.0	Emotional vulnerability due to trust and investment	Deliberate deception with some planning	Causing emotional distress and potential relationship damage	No help or protection was provided	Immoral due to intentional harm and deception	The boyfriend	He is capable of deception and dishonesty	The girlfriend	She trusts and is emotionally invested in the boyfriend	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		6.0	9.0	0.0	9.0	4.0	Parents are typical adults with average resilience	The child planned and worked all summer	No harm was caused	The trip to Hawaii is a significant benefit	The child's intentional action caused significant help	The child	The child is responsible and caring	The parents	The parents are deserving of a reward	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		8.0	9.0	6.0	0.0	-3.0	Trick-or-treaters are typically children, making them vulnerable	The girl intentionally took all the candy, showing deliberate thought	The action caused disappointment and frustration for the other trick-or-treaters	The girl's action did not provide any help or benefit to others	The scenario is immoral due to the girl's intentional and harmful action	The girl	She is selfish and inconsiderate	The other trick-or-treaters	They are innocent and expecting to receive candy	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		6.0	2.0	3.0	0.0	-1.0	Person X is an average adult with no apparent vulnerabilities	The action was unintentional, but still a result of Person X's carelessness	The harm caused is minor, only affecting Person X's appearance and potentially their self-esteem	No help was caused in this scenario	The scenario is mildly immoral due to Person X's carelessness and lack of self-awareness	Person X	Assuming Person X is an adult with normal cognitive abilities	Person X themselves	Assuming Person X is not particularly vulnerable or susceptible to harm	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		8.0	9.0	7.0	0.0	-3.0	The patient is vulnerable to emotional harm	The action was intentional and meant to hurt	The comment caused emotional distress and harm	No help was provided, only harm	The scenario is morally unacceptable due to intentional harm	The woman commenting out loud	She is judgmental and lacks empathy	The woman being commented about	She is likely self-conscious about her appearance	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		6.0	6.0	0.0	0.0	0.0	Average resilience, no apparent vulnerabilities.	Some degree of thought and planning, but also impulsive.	No physical or emotional harm reported.	No assistance or protection was needed or provided.	Consensual activities with no harm or help.	I (the college sophomore)	I assumed I was capable of making informed decisions about my own body and sexual activities.	Myself and the three sexual partners	I assumed they were all consenting adults and capable of making their own decisions.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		8.0	9.0	8.0	0.0	-3.0	Clients are typically unaware of legal proceedings and rely on their representatives	The lies were deliberate and repeated to achieve a desired outcome	The lies could lead to financial loss, emotional distress, and erosion of trust	No help was provided, and the clients were actively harmed	The scenario involves intentional deception and harm to vulnerable individuals	The legal assistant and the attorney	They are dishonest and prioritize their own interests over their clients' well-being	The clients	They are trusting and vulnerable to deception	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		7.0	5.0	7.0	0.0	-2.0	Average adult, some susceptibility to harm	Acting impulsively, with minimal premeditation	Causing significant physical harm, but not total destruction	No help or assistance was provided	Harm was caused intentionally, with no help provided	The person who got into a fight	Assumed they were capable of defending themselves	The acquaintance	Assumed they were also capable of defending themselves	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		8.0	7.0	6.0	0.0	-2.0	The boy is emotionally vulnerable to hurtful comments	The girl's action was intentional, though possibly impulsive	The comment caused emotional harm and potentially damaged self-esteem	No help or support was provided	The scenario is morally unacceptable due to intentional harm	The girl	She is insensitive and careless with her words	The boy	He is likely to be sensitive about his appearance and brother	-1.4
118	Effron	Failed to return a borrowed book for months	orig		6.0	7.0	5.0	0.0	-2.0	Library's property is at risk of not being returned	Borrower's action is likely intentional, but not malicious	Harm is caused by depriving others of access to the book	No help is provided by not returning the book	Scenario is immoral due to intentional harm and lack of help	The borrower	Assuming the borrower is responsible and aware of the borrowing terms	The lender or the library	Assuming the lender or library is expecting the book to be returned on time	-0.82352944
119	Effron	Paid for a friend's dinner	orig		6.0	7.0	0.0	8.0	4.0	Friend is an average adult, not particularly vulnerable	Action was intentional, but not extensively planned	No harm was caused, only a positive action	Significant help was provided, showing kindness and generosity	Action is highly moral, showing kindness and generosity	The person paying for the dinner	They are a kind and generous person	The friend	They are in need of financial assistance or appreciation	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		9.0	7.0	6.0	0.0	-3.0	Cats are vulnerable to physical harm	The action was impulsive and intentional	The cat may be injured or traumatized	No help was provided to the cat	The scenario is morally unacceptable due to harm and vulnerability	The woman	She is careless and irresponsible	The cat	It is innocent and defenseless	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		0.0	4.0	0.0	0.0	0.0	The patient is an inanimate object, so minimum vulnerability	I acted impulsively, with minimal premeditation	No harm was caused to the owner or anyone else	No help was caused to anyone	The action was morally neutral, as it didn't cause harm or help	I (the person playing basketball)	I assumed I was entitled to take the basketball since no one was around	The owner of the basketball (unknown)	I assumed the owner would not be affected significantly by my taking the basketball	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		3.0	6.0	0.0	6.0	2.0	Rival team is not vulnerable, just a competitor	Action is intentional, but not malicious	No harm is caused, just a friendly gesture	Help is caused, supporting a rival team	Action is morally acceptable, showing good sportsmanship	The coach's wife	She is a supportive and loyal partner	The coach's rival team	They are a competitive entity	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		9.0	6.0	6.0	0.0	-2.0	Mother was dying and weak, making her highly susceptible to harm	I intentionally chose not to accompany her, showing some deliberation	My action caused emotional distress and potential feelings of abandonment	I failed to provide emotional support and companionship	The harm caused and lack of help provided make this scenario morally unacceptable	I	I assumed I needed space and time for myself	My mother	I assumed she was weak and vulnerable due to her illness	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		6.0	7.0	3.0	0.0	-1.0	Average resilience, some susceptibility to harm	Some degree of thought and planning involved	Minor impact on the environment and other road users	No significant assistance or protection provided	Balancing harm and help, leaning towards immorality	Person X	Assumed to be a responsible adult	The environment and other road users	Assumed to be unaware of Person X's decision	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		8.0	4.0	5.0	0.0	-2.0	Student is in a vulnerable situation, in front of an audience	Girl's laughter is an impulsive reaction, not premeditated	Laughter causes emotional distress, but no physical harm	No help or support is offered to the student	Girl's laughter is hurtful, but not extremely immoral	The girl	She is amused by the situation and lacks empathy	The student who forgot her lines	She is nervous and embarrassed	-2.4
126	Effron	Scratched a stranger's car with his key	orig		0.0	4.0	4.0	0.0	-2.0	Car is an inanimate object, cannot be harmed	Action was likely impulsive, without much thought	Scratch causes minor damage, but not total destruction	No help or assistance was provided	Careless action causes harm, but not extreme harm	The person who scratched the car	Assuming the person is careless or reckless	The owner of the car	Assuming the owner is a typical adult	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		9.0	9.0	9.0	0.0	-4.0	Cats are vulnerable to harm and mistreatment	Setting a trap requires planning and deliberation	Torture causes significant physical and emotional harm	No help is provided to the cat	The scenario involves intentional harm to a vulnerable being	Person X	They have a sadistic personality and enjoy causing harm to animals	The cat	It is a defenseless animal	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		9.0	9.0	7.0	0.0	-3.0	Dolphins are intelligent and social animals that can be harmed	The trainer's action is deliberate and intentional to get a reaction	Jabbing can cause physical pain and distress to the dolphin	No help is provided to the dolphin, only harm	The scenario is morally unacceptable due to the intentional harm caused to a vulnerable being	The zoo trainer	He is motivated by a desire to entertain the customers and possibly earn more money	The dolphin	It is a living being that can feel pain and distress	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		6.0	7.0	2.0	5.0	0.0	The patient is an average adult with some susceptibility to emotional harm	The agent planned and thought about the gift to create a good impression	No harm is caused, only potential emotional discomfort	The gift provides some joy and appreciation, but not critical help	The scenario is morally neutral, as the agent's intentions are ambiguous	The person who bought the second-hand jumper	The agent is trying to appear generous and create a good impression	The birthday person	The patient is not expecting such a generous gift and may feel embarrassed	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		6.0	8.0	2.0	0.0	-2.0	Average adult, capable of making decisions	Cheating was a deliberate decision, not an accident	Cheating may have consequences, but no physical harm	Cheating didn't provide any help or benefit to others	Cheating is generally considered immoral, but no harm was done	I (the narrator)	I assumed I was capable of passing the test on my own	Myself (the narrator)	I assumed I was responsible for my own actions	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		7.0	8.0	6.0	8.0	3.0	Person X is an average adult with some susceptibility to harm	Person X is aware of the risks and chooses to act despite them	Person X may suffer health problems due to radiation exposure	Person X's actions may help the town despite putting themselves at risk	The scenario is morally acceptable due to Person X's altruistic intentions	Person X	They are altruistic and willing to take risks for the greater good	Person X themselves	They are aware of the risks but choose to ignore them	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		8.0	7.0	8.0	0.0	-3.0	Visitors may be emotionally vulnerable due to the memorial's context	The action was likely intentional, though possibly impulsive	The joke caused emotional distress and disrespect to the memorial's purpose	No help or assistance was provided in this scenario	The scenario is highly immoral due to the intentional disrespect and harm caused	The person who told the dirty joke	They are insensitive and lack empathy	The visitors and staff at the Holocaust memorial	They are respectful and somber, expecting a dignified atmosphere	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		10.0	7.0	10.0	8.0	0.0	The workers are defenseless and highly susceptible to harm	The action was taken with some degree of thought and planning to save lives	The action will result in the death of two workers	The action saves the lives of the crane operator and one other worker	The action is morally acceptable as it saves lives, but also results in harm to others	The crane operator	That they are capable of making quick decisions in emergency situations	The two workers who will be crushed by the container	That they are unaware of the danger and are unable to move out of the way	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		2.0	5.0	3.0	0.0	-1.0	The car is an inanimate object, and the environment is not directly harmed	The owner may not have intentionally neglected to wash the car, but it was not an accident either	The car's appearance is affected, but no significant harm is caused	No help is provided to the car or the environment	The scenario is slightly immoral due to the owner's neglect, but no significant harm is caused	The car owner	They are lazy or do not care about the appearance of their car	The car and the environment	The car is a reflection of the owner's personality, and the environment is affected by the car's appearance	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		8.0	8.0	6.0	0.0	-3.0	Pregnant women are generally more vulnerable due to their physical condition	Person X made a conscious decision not to give up their seat	The action caused emotional distress and discomfort to the pregnant woman	No help was provided to the pregnant woman	The scenario is morally unacceptable due to Person X's intentional inaction	Person X	Assumed to be selfish and inconsiderate	The pregnant woman	Assumed to be vulnerable and in need of assistance	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		10.0	5.0	8.0	0.0	-3.0	Defenseless and highly susceptible to harm	Unclear intentions, possibly impulsive or driven by grief	Causing emotional distress and desecration of the deceased	No help or assistance is provided	Highly immoral due to harm and vulnerability	The woman	She is grieving and possibly mentally unstable	The deceased loved one	The deceased is unable to consent or respond	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		8.0	9.0	8.0	10.0	3.0	The person swimming is vulnerable, but the five people are more vulnerable	The driver intentionally steers the boat to save the five people	The action causes significant harm to the person swimming	The action saves the lives of the five people	The moral acceptability is high due to the greater good achieved	The boat driver	The driver is capable of making a decision to save lives	The person swimming and the five people drowning	The person swimming is unaware of the danger, and the five people are helpless	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		0.0	9.0	3.0	0.0	-2.0	Courthouse steps are inanimate objects, so minimum vulnerability	She is intentionally spray painting graffiti, showing deliberate thought	Graffiti causes minor damage, but can be cleaned or removed	No help is provided to the community or the courthouse	Intentional vandalism with minor harm, but no help provided	The woman	She is likely a vandal or an activist	The local courthouse and the community	The courthouse is a symbol of authority and justice, and the community may feel disrespected	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		6.0	8.0	5.0	0.0	-2.0	The team is composed of average high school students	The cheerleader's action is intentional and deliberate	The booing may demoralize the team and affect their performance	The cheerleader's action does not provide any help or support	The scenario is morally unacceptable due to the intentional harm caused	The head cheerleader	She is a popular and influential student	The high school's team	They are trying their best to win the game	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		8.0	2.0	7.0	0.0	-2.0	House and occupants are vulnerable to damage and harm	Action was likely unintentional, but still careless	Flood caused significant damage to the house	No help was provided to prevent or mitigate the flood	Careless action caused harm, but not intentionally	Person X	Assumed to be careless or distracted	The house and its occupants	Assumed to be unsuspecting and unprepared for the flood	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		7.0	7.0	10.0	9.0	2.0	Client is a typical adult, vulnerable to harm from the horse	Action was taken with some degree of thought and planning	Client's life is ended, maximum harm is caused	Three lives are saved, critical assistance is provided	Morally acceptable due to greater good, despite harm to one person	The horse stud owner	That they are capable of making quick decisions in emergency situations	The client and the three people near the gorge	That they are unaware of the danger and unable to protect themselves	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		6.0	7.0	4.0	0.0	-2.0	The patient is a typical adult, making them moderately vulnerable	The action was intentional, with some planning to steal money and buy ice cream	The harm caused was minor, but still a violation of trust and property	No help was caused, as the action was selfish and harmful	The scenario is immoral due to the intentional harm and violation of trust	The narrator (the person who stole money from their dad's wallet)	The narrator assumed that buying ice cream for their friends would make them popular	The narrator's dad	The narrator assumed that their dad would not find out about the stolen money	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		8.0	9.0	0.0	10.0	4.0	Partner is vulnerable due to falling debris	Action was intentional to protect partner	No harm was caused to partner	Critical assistance was provided to protect partner	High moral acceptability due to selfless act	Person X	Assumed to be a responsible and caring partner	Their partner	Assumed to be vulnerable and in need of protection	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		8.0	9.0	0.0	9.0	4.0	Needy people are often vulnerable and susceptible to harm	Person X intentionally sold their house to fund the program	No harm was caused to anyone in this scenario	The program provides significant help to the needy people	The scenario is highly moral due to the intentional help provided	Person X	Assuming Person X is a benevolent individual	The needy people in the local community	Assuming they are in a state of need and vulnerability	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		9.0	4.0	6.0	0.0	-3.0	Child is defenseless and susceptible to harm	Acted impulsively with minimal premeditation	Caused emotional distress and loss of property	No help was provided	Harm was caused to a vulnerable individual with no help provided	The narrator	Assumed they could take the necklace without consequences	The little girl	Assumed she would not notice or care about the necklace being taken	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		6.0	8.0	0.0	6.0	2.0	We were typical adults with average resilience	We intentionally filled out the questionnaire	No harm was caused by our actions	We gained a benefit (free subscription) from our actions	Our actions were morally neutral, with a positive outcome	I (the narrator)	I was capable of answering literary questions	My friends and I	We were knowledgeable about literature	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		6.0	8.0	0.0	8.0	3.0	Coworkers are typical adults with average resilience	Person X intentionally made an effort to remember the orders	No harm was caused in this scenario	Person X provided a helpful service to their coworkers	The scenario is morally acceptable as it shows kindness and helpfulness	Person X	Person X is capable of remembering complex information	Coworkers	Coworkers have a need for their coffee orders to be remembered	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		0.0	8.0	0.0	6.0	0.0	Inanimate object, cannot be harmed	Person X intentionally tried to patch and then purchased a new tube	No harm was caused to the bike wheel or anyone else	Person X helped themselves by purchasing a new tube	The scenario is morally neutral, as Person X is helping themselves	Person X	They are capable of attempting to patch a puncture and purchasing a new tube	The bike wheel	It is an inanimate object and cannot be harmed	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		7.0	8.0	6.0	0.0	-2.0	I am a typical adult, susceptible to emotional harm	She planned to take advantage of my help without reciprocating	Emotional harm and exploitation, but no physical harm	No help or assistance was provided to me	Exploitation and lack of gratitude make the scenario immoral	My friend	She would appreciate and reciprocate my help	Me	I am a helpful and generous person	-1.39
150	Effron	Provided food and clothing for flood victims	orig		9.0	8.0	0.0	9.0	4.0	Flood victims are vulnerable due to their situation	The action is intentional and planned	No harm is caused by this action	The action provides significant help to those in need	The scenario is highly moral due to the intentional help provided	A volunteer or aid worker	They are motivated by a desire to help others	Flood victims	They are in a state of crisis and need assistance	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		10.0	9.0	10.0	9.0	-1.0	The person is defenseless and highly susceptible to harm	The pilot deliberately pushes the person out to save others	The action causes the person's death, the utmost harm	The action saves the lives of three people, including the pilot	The scenario is morally complex, with harm and help in a life-or-death situation	The pilot of the helicopter	The pilot is capable of making rational decisions in emergency situations	The person next to the pilot	The person is a helpless passenger in a life-threatening situation	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		8.0	9.0	1.0	9.0	4.0	Recipients are vulnerable to health complications without blood transfusions	Person X donates blood regularly, showing deliberate thought and planning	No harm is caused to the recipients, and some minor discomfort to Person X	The donated blood can be life-saving for the recipients	The benefits of the action outweigh the minor harm, making it highly moral	Person X	They are capable of overcoming their fear of needles	The recipients of the donated blood	They are in need of blood transfusions and are vulnerable to health complications	2.78
153	Effron	Picked up a child so that she could see the parade	orig		9.0	8.0	0.0	8.0	4.0	Child is defenseless and highly susceptible to harm	Action was deliberate and planned to help the child	No harm was caused, only a positive action	The action provided significant help and benefit	The action was highly moral, showing care and kindness	An adult (e.g., a parent or guardian)	The agent is a responsible and caring person	The child	The child is innocent and dependent on the agent	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		2.0	8.0	6.0	0.0	-3.0	The movie theater is a business entity, not vulnerable to harm	I deliberately chose to stay and watch another movie without paying	I caused financial loss to the movie theater, but no physical harm	I did not provide any help or benefit to the movie theater	The scenario is immoral due to intentional harm and lack of help	I (the person who went to the movies)	I assumed I could get away with not paying for the second movie	The movie theater and its owners	I assumed they would not notice or care about my actions	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		7.0	6.0	4.0	0.0	-2.0	The brother is an average individual with some susceptibility to harm	The girl's action is intentional, but not extensively planned	The harm caused is minor, but still unfair to the brother	No help is provided to the brother in this scenario	The scenario is immoral due to the girl's unfair behavior	The girl	She is trying to take advantage of the situation	Her brother	He is being taken advantage of	-2.7
