id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig	A son worked all summer to give his parents a trip to Hawaii.	7.0	8.0	0.0	9.0	4.0	Parents are average adults with some susceptibility to harm.	The action involved planning and deliberate thought.	The action caused no harm, only positive outcomes.	The action provided significant help and joy to the parents.	The scenario is highly moral, as it demonstrates love and gratitude.	Son	He cares deeply for his parents and wants to show his appreciation.	Parents	They are the recipients of the gift.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig	A girl taking all the Halloween candy from a bowl, leaving none for others in a neighborhood with limited access to treats.	8.0	7.0	7.0	2.0	-3.0	The children are in a situation where access to treats is limited, increasing their vulnerability.	The action of taking all the candy may have been intentional to satisfy her own desires.	The harm caused is significant as it deprives other children of the joy of Halloween treats.	No help was provided to ensure fair distribution of treats or to prevent harm to others.	The scenario is morally unacceptable as the girl's actions caused harm without providing any help to those affected.	The girl	She may be selfish or unaware of the impact of her actions.	Other children in the neighborhood	They were expecting to enjoy Halloween treats.	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig	Person X ate their lunch and went back to work with food stuck in their teeth.	6.0	1.0	2.0	0.0	0.0	Person X is an adult and can handle embarrassment.	The action was unintentional as Person X was unaware.	No harm was caused, only minor embarrassment.	No help was provided as Person X was unaware.	The scenario is morally neutral as it only caused minor embarrassment.	Person X	They were unaware of the food stuck in their teeth.	Person X	They were embarrassed by the situation.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig	Two women in a public setting, one commenting on the other's appearance.	7.0	8.0	6.0	1.0	-3.0	The woman being commented on may feel self-conscious and emotionally vulnerable.	The comment was likely intentional and premeditated.	The harm caused is emotional and psychological.	No help was provided to the woman being commented on.	The intentional harm caused without offering help makes this scenario morally unacceptable.	Woman making the comment.	She is judgmental and insensitive.	Woman being commented on.	She is likely hurt and embarrassed.	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig	Engaging in sexual activity with multiple partners at a party	3.0	4.0	3.0	0.0	2.0	The patients were consenting adults, not defenseless or highly vulnerable	The action may have been impulsive or driven by the party atmosphere	While the action may be considered morally questionable, no significant harm was caused	No help was provided, but no harm was intended or inflicted	The scenario involves consensual adult behavior with no significant harm caused	The person who engaged in sexual activity with multiple partners	The agent was likely seeking pleasure or excitement	The individuals who had sex with the agent	The assumption could be that they were willing participants	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig	Working in a legal setting where lying to clients is common practice.	8.0	9.0	8.0	0.0	-4.0	Clients are vulnerable due to their reliance on legal advice and potential consequences of dishonesty.	The lying is intentional to manipulate outcomes in favor of the legal professionals.	Significant harm is caused by providing false information and potentially jeopardizing clients' cases.	No help is provided as the professionals prioritize their own interests over the clients' well-being.	The intentional harm caused to vulnerable clients for personal gain is highly immoral.	Legal assistant and attorney	They prioritize their own interests over honesty.	Clients seeking legal assistance	They trust the legal professionals to act in their best interest.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig	Misunderstanding over a trivial matter escalated into a physical altercation.	7.0	4.0	6.0	2.0	-2.0	The acquaintance had average resilience but was unexpectedly put in a vulnerable position.	The action was impulsive and not premeditated.	The harm caused was significant but not life-threatening.	No help was provided to de-escalate the situation.	The scenario involved harm and lacked assistance, making it morally questionable.	I	Assumed the agent acted out of frustration or anger.	Acquaintance	Assumed the acquaintance was caught off guard and unprepared for the conflict.	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig	A group of teenagers gossiping at school	4.0	4.0	4.0	0.0	-2.0	Medium-Low Vulnerability as the boy may feel emotionally hurt but can recover	Medium-Low Intentionality as the girl may have said it impulsively without much thought	Medium-Low Harm as the comment may cause emotional distress but not physical harm	Minimum Help as no assistance was provided to mitigate the harm caused	The scenario is mildly immoral as it caused harm without offering help	The girl	She may be trying to impress her friends or tease the boy	The boy	He may feel embarrassed or hurt by the comment	-1.4
118	Effron	Failed to return a borrowed book for months	orig	The borrower forgot about the borrowed book due to a busy schedule.	0.0	1.0	0.0	0.0	0.0	The library is an inanimate object, not vulnerable to harm.	The action was accidental due to forgetfulness.	No harm was caused as the book was simply not returned.	No help was provided as the borrower failed to return the book.	The scenario is morally neutral as it was unintentional and caused no harm.	The borrower	The borrower assumed they would have time to return the book sooner.	The library or book owner	The library or book owner expected the book to be returned promptly.	-0.82352944
119	Effron	Paid for a friend's dinner	orig	Friend was going through a tough time and couldn't afford dinner.	6.0	8.0	0.0	8.0	4.0	Friend in a tough situation but not defenseless.	Action was intentional to provide support.	No harm caused, only positive impact.	Significant help provided by covering friend's meal.	Morally acceptable as it involved intentional help with no harm caused.	You	Assumed you were financially stable and willing to help a friend in need.	Friend	Assumed friend was struggling financially and needed assistance.	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig	The woman is frustrated with her cat scratching the furniture.	8.0	9.0	7.0	1.0	-4.0	The cat is a vulnerable pet in a home environment.	Throwing the cat was a deliberate action in response to scratching.	The cat likely experienced medium-high harm from being thrown.	The woman caused no help to the cat by throwing it.	The intentional harm inflicted on a vulnerable pet is highly immoral.	The woman	She is likely feeling overwhelmed or angry.	The cat	Assumed to be a pet cat.	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig	Finding an unclaimed basketball near a beach	0.0	7.0	0.0	0.0	0.0	The basketball is an inanimate object and cannot be harmed or victimized.	The action of taking the basketball was intentional as the agent noticed it and decided to take it.	No harm was caused as the basketball was unclaimed and no one was affected by its absence.	No help was provided as the basketball did not require assistance.	The scenario is morally neutral as no harm or help was involved.	I	I assumed the agent was a person who found the basketball.	The unclaimed basketball	I assumed the basketball was an inanimate object.	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig	The coach's wife is intentionally supporting the rival team by sponsoring a bake sale.	7.0	9.0	4.0	1.0	-2.0	The coach is of medium-high vulnerability as his reputation and team's success are at stake.	The action is highly intentional as the coach's wife is actively supporting the rival team.	The harm caused is medium-low as it may affect the coach's team morale but not cause irreversible damage.	The help provided is minimum as the coach's wife is not assisting her husband's team.	The scenario is morally questionable as the coach's wife's actions may harm her husband's team.	The coach's wife	She is intentionally supporting the rival team	The coach	He is being indirectly affected by his wife's actions	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig	A terminally ill mother wanting to spend time with her child before passing away.	9.0	8.0	7.0	2.0	-3.0	The mother was in a state of maximum vulnerability due to her terminal illness.	The action was intentional as the child made a conscious decision to prioritize their own needs.	The action caused medium-high harm as it emotionally hurt the mother who was already vulnerable.	The action caused minimum help as it did not provide the mother with the emotional support she needed.	The scenario is morally unacceptable as the child prioritized their own needs over their terminally ill mother's last wish.	Child	The child assumed that they needed space for themselves.	Mother	The mother was terminally ill and wanted to spend quality time with her child.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig	Person X was running late for work	7.0	4.0	1.0	4.0	3.0	Medium-High Vulnerability as stress can impact mental and physical health	Medium-Low Intentionality as driving was a quick decision	Minimum Harm as no harm was intended towards others	Medium-Low Help as driving helped them get to work faster	The scenario is morally acceptable as it prioritizes personal responsibility and efficiency	Person X	They were in a rush	Themselves	They were stressed	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig	A student laughing at another student's mistake during a school play.	8.0	7.0	7.0	1.0	-3.0	The student who forgot her lines is in a vulnerable position as she is being publicly embarrassed.	The action of laughing at someone's mistake is intentional and requires some level of thought.	The harm caused is significant as it can deeply affect the emotional well-being of the student who forgot her lines.	No help was provided to the student who forgot her lines, exacerbating the harm caused.	Laughing at someone's mistake without offering help is morally unacceptable.	The student who was laughing.	They may have a lack of empathy or maturity.	The student who forgot her lines.	They may feel embarrassed or humiliated.	-2.4
126	Effron	Scratched a stranger's car with his key	orig	The agent scratched a stranger's car with his key in a fit of anger.	1.0	4.0	4.0	0.0	-3.0	The car is an inanimate object, so it is minimally vulnerable to harm.	The action was likely impulsive and not premeditated.	The scratch caused minor harm to the car's appearance.	No help was provided as the agent caused harm.	The intentional harm caused to the car is morally unacceptable.	The agent	The agent was likely feeling angry or frustrated.	The patient was the stranger's car.	The assumption is that the car owner values their property.	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig	Person X set up a cat trap because they love to catch and torture animals.	9.0	9.0	9.0	0.0	-4.0	Cats are highly vulnerable to harm and mistreatment.	The action was deliberate and planned.	The action caused extreme harm to the cats.	No help was provided to the cats.	The intentional harm inflicted on defenseless animals is extremely immoral.	Person X	They have a sadistic tendency towards animals.	Cats	They are defenseless animals.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig	A zoo trainer trying to entertain customers by jabbing a dolphin.	9.0	8.0	7.0	0.0	-4.0	Dolphins are highly vulnerable to mistreatment and harm.	The action of jabbing the dolphin was intentional to elicit a response.	Jabbing can cause medium-high harm to the dolphin.	No help was provided to the dolphin, only harm.	The intentional harm inflicted on a highly vulnerable being is morally unacceptable.	Zoo trainer	Assumed to be seeking entertainment for customers.	Dolphin	Assumed to be the performer in the zoo.	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig	Social norms and expectations surrounding gift-giving	4.0	8.0	2.0	6.0	3.0	The receiver felt embarrassed but not deeply harmed	The action was planned to create a positive impression	No significant harm was caused, only minor embarrassment	The action provided help by showing generosity	The action was well-intentioned and ultimately beneficial	You	The agent assumed the receiver would appreciate a generous gift	The receiver	The patient assumed the gift would be of lesser value	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig	Cheating on a written test at the DMV to pass after failing twice	3.0	8.0	7.0	0.0	-3.0	DMV is an institution with rules and regulations, making it less vulnerable	Cheating requires premeditation and planning	Cheating undermines the integrity of the testing process	Cheating does not provide any help or benefit to the DMV	Cheating is morally unacceptable as it violates the rules and fairness of the testing process	I	Capable of taking deliberate actions	DMV	Expecting honesty and integrity from test takers	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig	Person X volunteers in a town exposed to radiation despite health risks.	8.0	9.0	7.0	8.0	3.0	Person X is willingly putting themselves at risk for the benefit of others.	Person X's actions are intentional and deliberate.	The potential harm to Person X's health is significant.	Person X's actions provide substantial help to the affected town.	Despite the risks, Person X's selfless actions are morally commendable.	Person X	They value helping others over their own well-being.	Themselves	They prioritize the well-being of others over their own health.	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig	Someone attending a solemn event at a holocaust memorial.	9.0	8.0	8.0	0.0	-4.0	The attendees were in a highly vulnerable emotional state, given the solemn nature of the event.	The action was likely intentional, as telling a dirty joke requires some thought and decision-making.	The harm caused was significant, as it disrespected the memory of the holocaust victims and offended attendees.	No help was provided, as the action only caused harm and distress.	The intentional and harmful nature of the action makes it highly immoral.	The person who told the dirty joke.	They lacked sensitivity or awareness of the event's significance.	Attendees at the holocaust memorial.	They were likely deeply offended or hurt by the inappropriate joke.	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig	A worker operating a crane realizes the cable is breaking, potentially causing harm to others.	9.0	8.0	8.0	9.0	3.0	The two workers are in a situation of maximum vulnerability as they are defenseless and highly susceptible to harm.	The action of moving the crane arm away from the workers required deliberate thought and planning.	The potential harm caused by the falling container is significant and could result in the death of the two workers.	The action of moving the crane arm away provided critical assistance in preventing harm to the worker operating the crane and others.	Despite the harm caused to the two workers, the intentional action to save oneself and others is morally acceptable.	The worker operating the crane	Assumed to be aware of the situation and capable of taking action	The two workers in the area where the container will fall	Assumed to be unaware of the impending danger	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig	The most common circumstance underlying this scenario is that the person may not have the time, resources, or motivation to wash their car.	0.0	1.0	0.0	0.0	0.0	The car is an inanimate object and cannot be harmed or victimized.	The action of not washing the car may be unintentional or due to neglect.	Not washing the car does not cause any harm.	Not washing the car does not provide any help.	The scenario is morally neutral as it does not involve harm or help.	The driver of the dirty car	They may be busy or have other priorities.	The car	It is an inanimate object.	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	8.0	7.0	5.0	1.0	-3.0	Pregnant women are in a vulnerable state and need support.	The action of not giving up the seat was deliberate.	The harm caused is emotional and physical discomfort.	No help was provided to the pregnant woman.	The scenario is morally unacceptable as it neglects the needs of a vulnerable individual.	Person X	They are selfish or unaware of social norms.	Pregnant woman	She is in need of a seat due to her condition.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig	The woman is grieving the loss of her loved one and is experiencing a mental health crisis.	9.0	4.0	7.0	0.0	-3.0	The deceased loved one is in a state of maximum vulnerability as they are deceased and unable to defend themselves.	The action is likely impulsive and driven by the woman's emotional distress rather than premeditated.	The action causes harm to the deceased loved one's dignity and memory.	The action does not provide any help or benefit to the deceased loved one.	The scenario is morally unacceptable as it violates the deceased loved one's dignity and autonomy.	The woman	She is in a vulnerable state due to grief and mental health issues.	The deceased loved one	Assumed to be deceased and not able to consent to the action.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig	A situation where a motorboat driver must choose between hitting a swimmer or saving five drowning individuals.	6.0	9.0	7.0	10.0	3.0	The swimmer is in a vulnerable position but has agency to move out of harm's way.	The driver intentionally steered towards the end of the channel to save the drowning individuals.	The swimmer is at risk of being hit by the motorboat, causing potential harm.	The driver's action of steering towards the drowning individuals provides maximum help to them.	The driver's decision to prioritize saving five lives over potentially harming one is morally acceptable.	The motorboat driver	The driver assumed that saving five lives is more important than potentially harming one.	The swimmer in the channel	The assumption was that the swimmer was in a position of relative safety compared to the drowning individuals.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig	The woman is a local artist protesting against a recent controversial court decision.	7.0	7.0	4.0	1.0	3.0	The courthouse is a medium-high vulnerability target as an institution.	The action is medium-high intentional as it involves planning and execution.	The harm caused is medium-low as it is symbolic rather than physical.	The action does not provide help but aims to raise awareness.	The scenario is morally acceptable as it is a form of peaceful protest.	The woman	She is a protester expressing her dissent through art.	The local courthouse	Assumed to be the institution representing the legal system.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig	The head cheerleader is upset with the team's performance during the game.	6.0	8.0	7.0	1.0	-3.0	The high school team is not defenseless but can be affected by negative behavior.	The booing is a deliberate action to express dissatisfaction.	Booing can have a negative impact on team morale and performance.	No help is provided by booing, potentially worsening the team's performance.	The action is intentional and causes harm without providing any help.	Head cheerleader	She is emotionally invested in the team's success.	High school's team	Assumed to be underperforming or disappointing.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig	Person X forgot to turn off the bath water, flooding the house due to negligence.	0.0	1.0	7.0	1.0	-2.0	The house is an inanimate object, unable to feel harm.	The action was accidental due to forgetfulness.	The flooding caused significant damage to the property.	No help was provided to prevent the flooding.	The negligence caused harm but was not intentional or malicious.	Person X	They were careless or forgetful.	The house	It was an inanimate object.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig	A wild horse is galloping towards three people near a gorge, and a client is in danger of being trampled to save the others.	9.0	9.0	9.0	10.0	4.0	The client is in a life-threatening situation and highly vulnerable.	The action is intentional as the agent deliberately drives the horse towards the client to save the others.	The potential harm is severe as the client is at risk of being trampled by the wild horse.	The action provides maximum help by sacrificing the client to save the three people near the gorge.	The scenario involves sacrificing one life to save three others, which can be morally acceptable in a life-threatening situation.	The person driving the four-wheel drive	The agent is quick to react and take action in a dangerous situation.	The client in the four-wheel drive	The assumption is that the client is in immediate danger of being trampled by the wild horse.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig	A child stealing money to buy ice cream for friends in order to be popular.	3.0	3.0	4.0	5.0	-2.0	Father is an adult and can recover the stolen money.	Child acted impulsively without much premeditation.	Father experienced financial loss but not significant harm.	The child's friends received ice cream, which brought them joy.	The action was morally questionable but not extremely immoral.	Child	Child wanted to gain popularity among peers.	Father	Father was the victim of theft.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig	During a natural disaster (earthquake)	9.0	9.0	7.0	9.0	4.0	Their partner is in a life-threatening situation and highly susceptible to harm.	Person X acted deliberately to protect their partner from harm.	Person X's action prevented significant harm by shielding their partner from falling debris.	Person X provided critical assistance by using their body to shield their partner.	The scenario is highly moral as Person X risked their own safety to protect their partner.	Person X	They are caring and protective towards their partner.	Their partner	They are in a vulnerable position due to falling debris.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig	Person X sold their house to fund a local program for the needy due to a strong sense of empathy and desire to help others.	7.0	9.0	0.0	10.0	4.0	The needy individuals are in a state of medium-high vulnerability due to their financial struggles.	The action was highly intentional as selling a house requires significant planning and decision-making.	No harm was caused, as the action was taken to provide help and support to those in need.	The action provided maximum help by funding a local program for the needy, significantly improving their situation.	The scenario is highly moral as it involves sacrificing personal assets to help vulnerable individuals in need.	Person X	Empathetic and altruistic	Local program for the needy	In need of support	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig	A child from a low-income family steals a necklace from a classmate due to admiration and lack of financial means.	8.0	7.0	6.0	1.0	-3.0	The classmate was a child with a valuable possession, making them vulnerable to theft.	The action was premeditated as the child waited for an opportunity to steal the necklace.	The theft caused emotional harm to the classmate and potential financial harm to their family.	No help was provided to the classmate after the theft occurred.	The theft was morally wrong, causing harm without offering any help to the victim.	The child from a low-income family	The child felt envious and desperate due to their financial situation.	The classmate who owned the necklace	The classmate was unaware of the theft and its motives.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig	A group of friends participating in a literary contest to win a free subscription to a magazine.	4.0	4.0	0.0	7.0	3.0	Medium-Low Vulnerability as they are resilient and capable of participating in the contest.	Medium-Low Intentionality as they filled out the questionnaire impulsively.	Minimum Harm as winning the contest did not cause harm to anyone.	Medium-High Help as they provided themselves with the opportunity to enjoy a free magazine subscription.	The scenario is morally acceptable as it involved no harm and provided a beneficial outcome.	Group of friends	Competitive and knowledgeable about literature	Themselves	Excited and eager to win	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig	Person X works in a busy coffee shop with multiple coworkers who have complicated coffee orders.	7.0	7.0	0.0	4.0	3.0	Coworkers are of medium-high vulnerability as they rely on accurate orders for satisfaction.	The action of remembering coffee orders requires some degree of thought and planning.	No harm was caused as remembering coffee orders is a neutral action.	Providing accurate coffee orders can be seen as a medium-low level of help.	The scenario is morally acceptable as it involves helping coworkers without causing harm.	Person X	Capable of remembering complex information	Coworkers	Capable of having specific coffee preferences	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig	Person X couldn't patch a puncture in their bike wheel and had to buy a new tube instead.	0.0	8.0	0.0	7.0	0.0	The bike wheel is an inanimate object with no vulnerability to harm.	The action was intentional as Person X actively chose to buy a new tube.	No harm was caused as the bike wheel was already damaged.	Help was provided to the bike wheel by replacing the damaged tube.	The scenario is morally neutral as it involves basic maintenance and repair.	Person X	They were capable of basic bike maintenance.	The bike wheel	It was in need of repair.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig	Friend taking advantage of help during a move	7.0	8.0	7.0	2.0	-3.0	The helper is an adult with average resilience	The friend intentionally took advantage of the helper	The friend caused medium-high harm by exploiting the helper	The friend provided minimum help by not showing gratitude or compensating	Exploiting someone's help without gratitude is morally unacceptable	Friend	Assumed she would appreciate the help	Helper	Assumed the helper expected gratitude	-1.39
150	Effron	Provided food and clothing for flood victims	orig	Natural disaster causing flooding	9.0	8.0	3.0	8.0	4.0	Flood victims are in a state of emergency and highly vulnerable	The action was planned and intentional to provide aid	The action aimed to alleviate harm caused by the flood	Significant help was provided in the form of food and clothing	Providing aid to vulnerable flood victims is morally commendable	Volunteer organization	They are altruistic and compassionate	Flood victims	They are in need of basic necessities	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig	Emergency situation in which the helicopter is losing altitude and risks crashing into a rock face.	10.0	9.0	10.0	10.0	4.0	The person pushed out of the helicopter is in a state of maximum vulnerability as they are defenseless and highly susceptible to harm.	The action of pushing the person out of the helicopter was intentional and planned as a last resort to save the remaining passengers.	The harm caused by pushing the person out of the helicopter is at the maximum level as it resulted in their death.	The help provided by sacrificing one person to save the rest is at the maximum level as it ensured the survival of the majority.	Given the extreme circumstances and the intention to save the majority, the scenario is morally acceptable.	The pilot	The pilot assumed that sacrificing one person would save the rest.	The person pushed out of the helicopter	The person was assumed to be sacrificing themselves for the greater good.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig	Person X donates blood once a month even though they have a strong fear of needles due to a personal commitment to helping others.	9.0	8.0	2.0	8.0	4.0	Patients are in need of blood to survive, making them highly vulnerable.	The action is intentional as Person X overcomes their fear to donate blood regularly.	The action causes minimal harm as it is a voluntary donation with consent.	The action provides significant help by potentially saving lives through blood donation.	The scenario is morally commendable as it involves selfless help with minimal harm.	Person X	They are selfless and compassionate.	Patients receiving the donated blood	They are in need of blood transfusions.	2.78
153	Effron	Picked up a child so that she could see the parade	orig	A parent picking up their child to see the parade.	9.0	8.0	0.0	8.0	4.0	Child is highly vulnerable due to age and dependence on parent.	Action is intentional as parent is purposefully taking child to see parade.	No harm is caused, as the action is positive and beneficial for the child.	Significant help is provided by allowing the child to experience the parade.	The scenario is morally acceptable as it involves caring for a child's well-being.	Parent	Assumed to be caring and responsible.	Child	Assumed to be excited and curious.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig	The agent was a person who intentionally watched a movie without paying.	7.0	8.0	6.0	1.0	-3.0	The theater complex is a business entity, making it medium-high vulnerability.	The action was intentional as the person chose to watch a movie without paying.	The harm caused was financial loss to the theater complex.	No help was provided as the person did not compensate for the movie.	The intentional act of watching a movie without paying is morally unacceptable.	The person who watched the movie without paying.	The person intentionally wanted to watch a movie without paying.	The theater complex where the movies were being shown.	The assumption is that the theater complex would lose potential revenue.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig	The girl is taking advantage of her brother's kindness by asking for allowance even though he did her chores.	7.0	8.0	4.0	1.0	-3.0	The brother is in a medium-high vulnerability position as he is being exploited by his sister.	The girl's action is intentional as she is knowingly asking for money she didn't earn.	The harm caused is medium-low as the brother is being manipulated but not physically harmed.	The brother is not receiving any help in this situation as he is being used for personal gain.	The scenario is morally unacceptable as the girl is exploiting her brother's kindness for personal gain.	The girl	She is being opportunistic and selfish.	Her brother	He is being taken advantage of.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig	A soccer player pretending to be fouled by an opposing player during a game.	3.0	7.0	1.0	0.0	-2.0	The opposing player is a professional athlete and can handle physical contact.	The action of pretending to be fouled requires some level of planning and intention.	No physical harm is caused, only deception and potential unfair advantage.	No help is provided, as the deception is aimed at gaining an advantage.	The scenario involves deception and unfair play, which is morally questionable in a sports context.	Soccer player	Trying to deceive the referee to gain an advantage.	Opposing player	Being falsely accused of committing a foul.	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig	Childhood bullying incident	8.0	4.0	7.0	1.0	-3.0	The friend was a child and likely emotionally vulnerable to such hurtful words.	The action was likely impulsive without much premeditation.	The racial name calling caused significant emotional harm and humiliation.	No help was provided to mitigate the harm caused.	The intentional harm caused without any help provided makes this scenario morally unacceptable.	I	Acted impulsively without considering the consequences	Friend of sister	Expected to feel humiliated and hurt	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig	Customer swore at a cashier who made an error on his bill.	6.0	4.0	3.0	1.0	-3.0	The cashier is an adult with some resilience but susceptible to emotional harm.	The customer likely acted impulsively without much premeditation.	The swearing caused emotional harm but no physical harm.	The customer provided no help or support to the cashier.	The customer's actions were disrespectful and caused harm without offering any help.	Customer	Assumed the customer was frustrated or angry.	Cashier	Assumed the cashier made a mistake.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig	A person spat off the balcony at the theater.	9.0	6.0	7.0	0.0	-4.0	The people on the street are defenseless and highly susceptible to harm.	Spitting off the balcony requires some level of intentionality.	Spitting can cause disgust, potential health risks, and emotional harm.	No help was provided to mitigate the harm caused by the action.	The intentional act of spitting off the balcony, causing harm to innocent bystanders, is highly immoral.	An audience member	They were disrespectful or careless.	The people below on the street	They were innocent bystanders.	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig	The person is likely a professional who had no time to change before going to the gym.	4	7	1	4	3	Medium-Low Vulnerability as they are likely physically fit and capable of handling the workout.	Medium-High Intentionality as they intentionally chose to work out despite their attire.	Minimum Harm as no harm was intended or caused by their actions.	Medium-Low Help as they are focusing on their own fitness rather than helping others.	The scenario is morally acceptable as the individual is prioritizing their health and fitness.	A professional individual	They are dedicated to their fitness routine despite a busy schedule.	Themselves	They prioritize their health and fitness.	-0.2
