id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		9	9	0	8	4	The needy individuals are defenseless and highly susceptible to harm.	Person X made a deliberate decision to sell their house to fund the program.	No harm was caused, as the action did not result in any negative consequences.	The action provided significant help to the needy individuals in the community.	The action was highly moral, as it provided critical assistance to those in need.	Person X	Assumed to be a responsible and compassionate individual	The needy individuals in the local community	Assumed to be vulnerable and in need of assistance	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		8	4	6	0	-2	The patient was a child, and the action was taken without permission.	The action was taken impulsively, without much thought or planning.	The action caused harm by taking something that didn't belong to the protagonist.	The action did not provide any help to anyone.	The action was impulsive and caused harm to someone, making it morally unacceptable.	The agent of this action is the protagonist (you) in second grade.	I assumed the agent was acting impulsively and without much thought.	The patient being affected by this action is the little girl who wore the necklace.	I assumed the patient was a vulnerable child who trusted others.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		0	8	0	8	4	The patient is a publication, which is not vulnerable to harm.	The action was intentional, as you filled out the questionnaire to win the subscription.	No harm was caused, as the action was simply filling out a questionnaire.	The action caused help, as you won a free subscription to Book Magazine.	The scenario is highly moral, as it involved a positive action with no harm caused.	You	Assumed to be a participant in the festival contest	Book Magazine	Assumed to be a publication that can be won	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		4	8	0	8	4	Coworkers are adults who can adapt to minor inconveniences	Person X intentionally remembered their coworkers' coffee orders	No harm was caused, as the coworkers' coffee orders were simply remembered	The coworkers benefited from Person X remembering their coffee orders	Person X's action was helpful and considerate, making it a morally acceptable scenario	Person X	Assumed to be a competent and attentive individual	Coworkers	Assumed to be individuals who rely on Person X to remember their coffee orders	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		0	8	0	6	0	The bike is an inanimate object, so it's not vulnerable to harm.	Person X intentionally tried to patch the puncture, but failed, and then purchased a new tube.	No harm was caused to the bike or anyone else.	The new tube provided help to the bike by allowing it to be functional again.	The scenario is morally neutral, as Person X took a reasonable action to fix their bike, but ultimately decided to replace the tube instead.	Person X	Assumed to be a competent adult with basic bike maintenance skills	The bike	Assumed to be a functional bike	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		6	7	4	8	-2	You are an adult and capable of making decisions, but your friend took advantage of your kindness.	Your friend planned to use your car and not pay for gas, showing some degree of thought and planning.	You were not physically harmed, but your trust and feelings were hurt.	You provided significant help by cleaning her house and using your car, but she did not reciprocate.	The scenario is morally unacceptable due to your friend's lack of gratitude and exploitation of your kindness.	Your friend	Assumed to be a trustworthy and appreciative person	You	Assumed to be a helpful and generous person	-1.39
150	Effron	Provided food and clothing for flood victims	orig		8	8	1	8	4	Flood victims are vulnerable due to loss of basic necessities	The organization intentionally provided aid to the victims	Providing food and clothing caused minimal harm	Providing food and clothing caused significant help	The scenario is highly moral as it provides critical assistance to those in need	A humanitarian organization	Assumed to be a well-established and reputable organization	Flood victims	Assumed to be individuals who have been severely affected by the flood	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		9	9	10	10	0	The person being pushed out of the helicopter is a human being with no protection or defense	The pilot made a deliberate decision to push the person out of the helicopter to save themselves and the others	The person being pushed out of the helicopter will likely die, causing maximum harm	The pilot's action will save themselves and the other three people, causing maximum help	The pilot's action is morally complex, as it involves sacrificing one person to save others, but it is done to save lives	The pilot	The pilot made an assumption that the only way to save themselves and the other three people was to push the person out of the helicopter	The person being pushed out of the helicopter	The person being pushed out of the helicopter was assumed to be a human being with a high vulnerability to harm	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		6	8	2	8	4	Patients receiving blood transfusions are vulnerable to complications, but not defenseless	Person X intentionally donates blood despite their fear of needles	Donating blood causes minimal harm, but may cause temporary discomfort	Donating blood provides significant help to patients in need	Donating blood despite a fear of needles shows courage and compassion, making it a highly moral act	Person X	Assumed to be a responsible and compassionate individual	The blood bank or patients receiving the donated blood	Assumed to be in need of blood transfusions	2.78
153	Effron	Picked up a child so that she could see the parade	orig		9	8	0	8	4	The child is vulnerable due to their age and lack of understanding.	The action is intentional as the person chose to pick up the child to attend the parade.	No harm was caused to the child.	The action provided help to the child by allowing them to attend the parade.	The scenario is highly moral as it shows care and responsibility towards the child.	The agent of this action is the person who picked up the child.	The agent is assumed to be a responsible and caring individual.	The patient being affected by this action is the child.	The patient is assumed to be a minor who cannot fully understand the situation.	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		6	8	7	0	-3	The movie theater is a business, not a person, but it relies on ticket sales to operate	You intentionally chose to stay and watch another movie without paying	You caused financial harm to the movie theater by not paying for the second movie	You did not provide any help to the movie theater	The harm caused to the movie theater outweighs any potential benefits, making this scenario morally unacceptable	You	Assumed to be a moviegoer who took advantage of the situation	The movie theater	Assumed to be a business that relies on ticket sales	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		6	8	5	0	-3	The brother is vulnerable as he did the work expecting fairness	The girl's action is intentional as she is asking for allowance despite her brother's efforts	The brother is harmed by the girl's unfair request	No help is caused in this scenario	The girl's action is unfair and unjust, making it morally unacceptable	The girl	Assuming she is a minor and lacks understanding of fairness and responsibility	Her brother	Assuming he did the chores with some effort and expectation of fairness	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		4	2	0	0	-2	The opposing player is a professional athlete, but the soccer player is trying to deceive the referee	The opposing player is not trying to harm the soccer player, but the soccer player is trying to deceive the referee	No harm is caused, as the opposing player is not trying to harm the soccer player	No help is caused, as the opposing player is not trying to help the soccer player	The soccer player is trying to deceive the referee, which is not morally acceptable	The soccer player	I assume the soccer player is trying to deceive the referee	The opposing player	I assume the opposing player is acting in good faith	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		6	8	7	0	-3	The person was a friend of your sister's, but still a stranger to you	You intentionally called the person the racial name	The person was humiliated and likely felt hurt and offended	No help was caused, only harm	The harm caused was significant and intentional, making it an immoral act	You	Assumed the person was not easily offended or affected	The person you called the racial name	Assumed the person was resilient and could handle the situation	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		6	6	4	2	-2	The cashier is a professional and is not defenseless, but may still be affected by the swear words.	The agent swore at the cashier intentionally, but may not have planned it beforehand.	The swear words may cause the cashier to feel uncomfortable, embarrassed, or stressed.	The cashier may not receive any help from the agent, but may receive support from colleagues or management.	The scenario is morally unacceptable because it involves intentional harm to the cashier's emotional well-being.	The agent of this action is the person who swore at the cashier.	I assume the agent is a frustrated individual who is not used to making mistakes.	The patient being affected by this action is the cashier.	I assume the patient is a typical adult who is doing their job and is not expecting to be sworn at.	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		8	8	6	0	0	The audience members are likely to be shocked and frightened	The person throwing the object likely intended to cause a disturbance	The object may cause physical harm or damage to property	The audience members may be in danger, but no help is being provided	The scenario is reckless and potentially harmful, but not necessarily malicious	The person who threw the object	Assuming the person was in a state of anger or frustration	The people in the audience below	Assuming they were unaware of the impending danger	-2.3
160	Clifford	You see someone at the school gym lifting free weights in nice business clothes.	orig		6	8	0	8	4	The person is in good physical condition, but may be vulnerable to injury if they lift too much weight	The person is intentionally lifting weights to improve their physical fitness	No harm is caused to the person or anyone else	The person is helping themselves by improving their physical fitness	The person is taking care of their own well-being, which is a morally acceptable action	The person lifting free weights	I assume the person is a professional or someone who prioritizes fitness	The person lifting free weights	I assume the person is not injured or experiencing any harm	-0.2
161	Clifford	You see a man secretly voting against his wife in a local beauty pageant.	orig		6	8	5	0	-2	The wife is a human with emotional investment in the outcome	The man has thought about his decision and is intentionally voting against his wife	The wife may feel hurt, disappointed, or betrayed by her husband's decision	No help is being caused in this scenario	The husband's decision is likely to cause emotional harm to his wife, making it an immoral act	The man	He is likely a husband who is trying to make a difficult decision	His wife	She is likely a contestant in the beauty pageant and has a vested interest in winning	-1.9
162	Effron	Invited an unpopular coworker to go to lunch with him	orig		6	8	0	4	3	The coworker is an adult and can make their own decisions, but may feel pressured or obligated to accept	You intentionally invited the coworker to lunch, considering their feelings and trying to be kind	No harm was caused, as the invitation is a neutral act	The invitation may bring some positive feelings to the coworker, such as gratitude and appreciation	The invitation is a kind and considerate act, showing empathy and understanding towards the coworker	You	Assumed the coworker would appreciate the invitation and not feel obligated to accept	The unpopular coworker	Assumed the coworker would be grateful for the invitation and would not feel uncomfortable or embarrassed	1.825
163	Kruepke	For the past two Christmases we had our family celebration at my sister’s house. I’m not really partial to her husband and their kids are spoiled rotten, which makes for an unpleasant Christmas. So for the last two Christmases in a row, I didn’t go visit that part of my family.	orig		6	8	6	0	0	Your sister's family is vulnerable because they are dependent on your presence for a family celebration	You intentionally chose not to visit your sister's house for Christmas	Your decision not to visit your sister's house for Christmas caused emotional harm to your sister's family	Your decision not to visit your sister's house for Christmas did not cause any help to your sister's family	Your decision not to visit your sister's family for Christmas is morally neutral because it was a personal choice and did not cause significant harm	You	You are the agent of this action because you chose not to visit your sister's house for Christmas	Your sister's family	You assume they are affected by your decision because they were expecting you to attend the family celebration	-0.71
164	Clifford	You see a homosexual in a gay bar offering sex to anyone who buys him a drink.	orig		6	8	7	0	-2	The patient is an adult and has the capacity to make their own decisions	The agent is intentionally offering sex in exchange for drinks	The harm caused is emotional and potentially physical, depending on the outcome	No help is being caused, as the agent is not providing any actual support	The scenario is morally questionable due to the potential harm and exploitation	The homosexual in the gay bar	I assume the agent is an adult with agency and autonomy	The people in the bar who may be tempted to buy him a drink	I assume the patient is also an adult with agency and autonomy	-2.6
165	Clifford	You see a professor giving a bad grade to a student just because he dislikes him.	orig		6	8	7	0	-3	The student is an adult and should be treated fairly	The professor deliberately gave a bad grade due to personal dislike	The bad grade can affect the student's academic and professional prospects	No help was provided to the student	The professor's action is unfair and can cause harm to the student's future	The professor	The professor is biased and unfair	The student	The student is innocent and deserves a fair grade	-3.7
166	Mickelberg	Person X could have saved the life of a man stabbed in a dark alley but couldn't be bothered calling an ambulance.	orig		9	2	9	0	-4	The man is injured and defenseless, making him highly vulnerable.	Person X chose not to call an ambulance, showing a lack of intention to help.	The man's life is at risk due to Person X's inaction.	Person X failed to provide any assistance, causing harm by not helping.	Person X's inaction caused significant harm and failed to provide help, making the scenario extremely immoral.	Person X	Assumed to be a responsible and capable individual	The man stabbed in the dark alley	Assumed to be in a life-threatening situation	-3.2
167	Clifford	You see a woman pressuring her daughter to become a famous evening news anchor.	orig		6	8	6	2	-2	The daughter is a young adult, but is still vulnerable to her mother's pressure and influence	The woman's actions are intentional, as she is actively trying to persuade her daughter to pursue a specific career path	The harm caused is emotional and psychological, as the daughter may feel trapped and pressured by her mother's expectations	The help caused is minimal, as the woman's pressure may actually hinder the daughter's ability to make her own decisions	The scenario is morally questionable, as the woman's actions are driven by her own desires rather than her daughter's well-being	The woman	She is the mother of the daughter, and her actions are driven by a desire to see her daughter succeed	The daughter	She is a young adult, likely in her early twenties, and is being pressured by her mother to pursue a career in evening news anchoring	-1.5
168	Lotto	You are at sea aboard a rubber dinghy with a friend and another two people whom you do not know. In the distance, you can see a boat in difficulty which has caught fire. The six people on board have jumped into the water and are drowning. To save them you must head towards them at high speed, but the dinghy is too heavy.To lighten the load, you push overboard the two people you do not know. You know that they cannot swim and will drown, but the six other people in the water will be saved.	orig		9	8	10	10	-2	The two unknown people are defenseless and highly susceptible to harm.	The agent intentionally pushed the two unknown people overboard to lighten the load and save the other six people.	The action caused maximum harm to the two unknown people, who will drown.	The action caused maximum help to the six people in the water, who will be saved.	The action is morally unacceptable due to the harm caused to the two unknown people, despite the intention to save more lives.	The agent of this action is the person who pushed the two unknown people overboard.	The agent is assumed to be acting rationally and making a utilitarian decision to save the most lives.	The patients being affected by this action are the two unknown people and the six people in the water.	The patients are assumed to be unaware of the situation and unable to make decisions for themselves.	-1.55
169	Kruepke	Just a few weeks ago I got a call from my friend's niece. She was living in my town and having some financial difficulties. I told her that she could come live with me for one week just until she got her act together.	orig		6	7	2	8	3	The friend's niece was experiencing financial difficulties and needed temporary support	You made a conscious decision to offer her a place to stay for a week	No harm was caused, but the situation could have potentially led to harm if not addressed	You provided temporary housing and support to help her get back on her feet	The scenario is morally acceptable as you provided help to someone in need, while also being mindful of potential risks	You	Assumed the friend's niece was in a difficult situation and needed help	The friend's niece	Assumed she was a vulnerable adult in need of assistance	2.42
170	Mickelberg	Person X arrived at the airport only to discover they had left their passport at home.	orig		6	2	0	0	0	Person X is an adult and should be able to remember important documents	The action was not intentional, but rather an oversight	No harm was caused, just inconvenience	No help was caused, just a problem	The scenario is neutral, as it's an honest mistake, but not a malicious one	Person X	Assumed to be a careless individual who forgot their passport	Person X	Assumed to be someone who is generally prepared and responsible	0.06
171	Mickelberg	Person X regularly cheats on their girlfriend when she is traveling for work.	orig		8	8	7	0	-3	The girlfriend is away from home, leaving her vulnerable to being cheated on	Person X has a history of cheating, indicating intentional behavior	The girlfriend's trust and emotional well-being are harmed by the infidelity	No help is provided to the girlfriend, as Person X's actions are harmful	The scenario involves intentional harm to the girlfriend, making it morally unacceptable	Person X	Assumed to be a rational and capable individual	The girlfriend	Assumed to be a vulnerable and trusting individual	-3.09
172	Lotto	You have just finished doing your shopping in a big and very crowded shopping centre and you are late for an appointment on the other side of town. In your hurry to leave the car park, you misjudge a manoeuvre and your car scrapes the car next to you causing a very visible scratch on the door. It is lunch time and there are no people in the car park.After having checked that nobody has seen what happened, you continue the manoeuvre and leave the car park. You know that the damage will cost the owner a lot of money, but no one can say that you caused it.	orig		6	4	7	0	0	The owner is an adult and the damage is material, not life-threatening	The action was a result of a momentary lapse in attention, not premeditated	The damage is significant, but not catastrophic	No help was provided, only harm was caused	The action was reckless and caused harm, but the owner is not defenseless	You	Assumed the agent was acting unintentionally and without malice	The owner of the car next to you	Assumed the patient was a resilient individual who could absorb the damage	-0.98
173	Mickelberg	Person X put money in the expired parking meter of a stranger.	orig		6	7	2	6	3	The stranger is a person of average resilience, not defenseless	The action was intentional, but not malicious	The action caused minor inconvenience, but no harm	The action provided help by avoiding a parking ticket	The action is morally acceptable, as it caused minimal harm and provided help	Person X	Assumed to be a kind and generous person	The stranger who owns the expired parking meter	Assumed to be unaware of the action and potentially inconvenienced	2.52
174	Lotto	You and another five actors are taking part in rehearsals for a stage show. The lighting technician is adjusting the spotlights and is on the catwalks several meters above. Suddenly, a criminal armed with a gun comes into the theatre and threatens to kill you and the other actors. He is standing right under the catwalk.You activate the opening of a trapdoor in the catwalks in which there is heavy scenery and other material which will fall on top of the criminal. You know that the technician will also fall, and will die, but you and the other five will be unhurt.	orig		8	9	9	8	2	The criminal is a human being, but is threatening harm to others	I deliberately activated the trapdoor to harm the criminal	The criminal will likely be seriously injured or killed	The other actors and I will be unhurt, which is a positive outcome	While the criminal's life is at risk, the action was taken to protect others	The lighting technician	I assumed the technician would not intentionally harm anyone	The criminal	I assumed the criminal was vulnerable to harm	-0.75
175	Mickelberg	Person X solved a crossword puzzle in the newspaper.	orig		0	8	0	6	0	The puzzle is an inanimate object, so it's not vulnerable.	Person X intentionally solved the puzzle.	No harm was caused to the puzzle or anyone else.	The puzzle was solved, which might be helpful for the person who created it.	Solving a puzzle is a neutral activity, neither harming nor helping anyone.	Person X	Assumed to be a capable and intelligent individual	The crossword puzzle	Assumed to be a challenging and engaging puzzle	0.11
176	Effron	Put a roach down another person's shirt	orig		6	6	4	0	-2	The patient is not defenseless, but may be surprised and uncomfortable	The action is intentional, but not necessarily premeditated	The harm caused is minor, but may be distressing for the patient	No help is caused by this action	The scenario is morally questionable, as it involves intentionally causing discomfort to another person	The agent of this action is a person	I assume the agent is a prankster or someone with a twisted sense of humor	The patient being affected by this action is another person	I assume the patient is an average adult	-3.04
177	Lotto	You are the fourth in a team of five mountaineers involved in a climb. The head of the team has just secured himself to the rock face when the second in the team starts to slide, pulling you, and the others, with him. You all fall for tens of metres and stop suspended above a crevasse. Your weight is too much and the rope is not going to resist for long.To lighten the load, you cut the rope which links you to the last climber. You know that he will fall into the crevasse and die, but you and the other two climbers will survive.	orig		8	8	10	0	-4	The last climber is a mountaineer, but in a vulnerable situation	The speaker cut the rope with the intention of saving their own life	The action caused the death of the last climber	The action did not provide any help to the last climber	The action was morally unacceptable due to the intentional harm caused	The agent of this action is the speaker (the fourth mountaineer)	The speaker assumed that cutting the rope was the only way to survive	The patient being affected by this action is the last climber	The speaker assumed that the last climber would die if the rope was not cut	-1.25
178	Cook	Someone participates in a non-violent white nationalist rally	orig		6	8	0	0	0	The participants and bystanders are adults with varying levels of resilience	The participant has chosen to attend the rally and express their beliefs	The rally is a peaceful expression of beliefs, causing no physical harm	The rally does not provide any direct help or protection to anyone	The rally is a peaceful expression of beliefs, but may still be offensive or divisive to some	The participant	Assuming the participant is a human being with free will	The other participants and bystanders at the rally	Assuming they are also human beings with free will	-1.86
179	Cook	Someone refuses to stand for the pledge of allegiance at a public event	orig		5	6	3	2	0	The people around the person are generally resilient and can handle differing opinions	The person has likely thought about their decision to refuse to stand, but may not have planned it extensively	The action may cause some discomfort or offense, but is unlikely to cause significant harm	The action may not provide any direct help, but could potentially spark a conversation about differing opinions	The action is a complex moral issue, as it involves exercising one's rights while potentially offending others	The person refusing to stand for the pledge of allegiance	Assuming the person is exercising their right to freedom of speech and expression	The people around them, including those who may be offended or upset by the action	Assuming the people around them are generally respectful and open-minded	-1.13
180	Kruepke	A woman at work would always bring in pictures of her dogs. One day she had to make the decision to put her dogs to sleep. So I cried with her and comforted her.	orig		9	8	8	7	2	The dogs are vulnerable due to their illness and the woman's emotional attachment	The woman's decision to put her dogs to sleep is intentional and difficult	The dogs' death causes significant harm to the woman and potentially others who loved them	The woman's emotional support and comfort to the woman who made the difficult decision provides help	The scenario is emotionally challenging, but the woman's decision is understandable and the support provided is compassionate	The woman	She is a colleague and a friend	The woman's dogs	They are her beloved pets	2.49
181	Clifford	You see a man forbidding his wife to wear clothing that he has not first approved.	orig		6	8	7	0	-3	The wife is an adult and has some autonomy, but is still vulnerable to emotional manipulation	The man has thought about his actions and is intentionally controlling his wife	The wife's autonomy and self-expression are being restricted, causing emotional harm	No help is being provided to the wife, only harm	The man's actions are controlling and restrictive, causing harm to the wife, making it an immoral scenario	The man	He is the husband and has authority over his wife	The wife	She is a dependent adult and has a right to autonomy	-3.1
182	Lotto	You are a soldier in the Gulf War. An armed group has taken four civilians hostage and threatens to kill them. You have been able to discover where the hostages are being held and you must act quickly before they are killed. You have discovered that a tanker transporting oil is about to pass in front of where the hostages are being held.You shoot at the tanker so that it explodes, causing the kidnappers to leave their hideout. You know that the explosion will kill the driver, but it will make it possible to enter into action and save the four civilians.	orig		9	8	8	9	3	The civilians are in a life-threatening situation, making them highly vulnerable	The soldier planned and executed the action to disrupt the kidnappers and save the civilians	The explosion will likely kill the driver and cause harm to the kidnappers, as well as damage the surrounding area	The action will likely save the lives of the four civilians and disrupt the kidnappers' plans	The action is morally acceptable as it prioritizes the safety of the civilians and disrupts the kidnappers' plans, despite causing harm to the driver and surrounding area	The soldier	The soldier assumed the kidnappers would not expect the tanker to be targeted and would leave the hideout	The four civilians being held hostage	The soldier assumed the civilians were in immediate danger and would be killed if the kidnappers were not disrupted	-0.52
183	Effron	Helped an older man carry his luggage to his car	orig		6	8	0	8	4	The older man is likely to be vulnerable due to his age and physical limitations	The action was intentional as you chose to help the older man	No harm was caused in this scenario	The action provided significant help to the older man	The scenario is highly moral as it shows kindness and compassion towards a vulnerable individual	You	Assumed the agent was a kind and helpful person	The older man	Assumed the patient was a vulnerable individual who needed assistance	2.4
184	Kruepke	A friend of mine decided to move to the city where I lived. My friend didn't know anyone in the city. So I went to pick her up at the airport and drove her around the city throughout the next week so she could become familiar with the city.	orig		6	8	0	8	4	Your friend is an adult and can make their own decisions, but they are still vulnerable to getting lost in an unfamiliar city.	You planned and executed the actions to help your friend get familiar with the city.	No harm was caused to your friend or anyone else.	You provided substantial help to your friend by showing them around the city and helping them get settled.	You took initiative to help your friend in a situation where they needed guidance, making this scenario highly moral.	You	Assumed to be a responsible and caring friend	Your friend	Assumed to be a person in need of help and guidance	2.64
185	Effron	Drove through a puddle, splashing some pedestrians	orig		6	4	3	0	-2	Pedestrians are generally vulnerable to unexpected events	The driver's action was likely unintentional, but still reckless	The pedestrians were splashed, causing minor discomfort	No help was caused, as the driver's action was not intended to assist	The driver's reckless behavior caused harm, but no help, making it morally unacceptable	The driver	Assumed to be a careless or reckless driver	The pedestrians	Assumed to be innocent bystanders	-1.52941176
186	Clifford	You see a teenager urinating in the wave pool at a crowded amusement park.	orig		6	7	7	0	-3	The wave pool is a public area, and the teenagers' actions are likely to cause discomfort and disgust	The teenager's action was likely impulsive and not well-thought-out, but still intentional	The action caused discomfort, disgust, and potentially health risks for others in the wave pool	The action did not provide any help or assistance to anyone	The action was intentional, caused harm, and did not provide any help, making it morally unacceptable	The teenager	Assuming the teenager was acting impulsively and without malicious intent	The other people in the wave pool and the amusement park	Assuming they were simply bystanders and not directly affected by the action	-3.4
187	Effron	Offered to help a neighbor fix a fence	orig		5	8	0	8	4	The neighbor is an adult and can take care of themselves	You are intentionally helping the neighbor fix the fence	No harm is caused in this scenario	You are providing substantial help by fixing the fence	You are providing critical assistance to the neighbor, making this scenario highly moral	You	Assumed the neighbor is in need of help	The neighbor	Assumed the neighbor is a capable adult	2.53333336
188	Mickelberg	Person X burned their country's flag because they don't like their country.	orig		6	8	7	0	-2	The country is a symbol of national identity and unity, and its destruction can cause emotional distress and damage to national pride.	The action was likely planned and intentional, as Person X burned the flag with the intention of making a statement	The destruction of the flag can cause emotional harm to the people who identify with the country and its symbols	No help was caused by the action, as it did not provide any benefits or protection to anyone	The destruction of the flag is a form of symbolic violence that can cause harm to the people and the country, making it an immoral act	Person X	Assumed to be an adult with a certain level of cognitive ability and emotional maturity	The country	Assumed to be a sovereign nation with its own government and people	-1.37
189	Lotto	You are a lawyer who is working on an important legal case. The presiding judge in the case is someone whom you know from your university days. At the time, you were on friendly terms, but now, after many years, it seems that he hardly remembers you. You know that he has just finished a hearing and is about to leave the court.You organize it so that you meet the judge outside the court and invite him to lunch. You know that becoming friends again will be useful to you in the important case you are working on.	orig		6	8	0	6	2	The judge is a professional with a strong reputation, but still vulnerable to persuasion	The lawyer intentionally sought to meet the judge outside the court	No harm was caused to the judge	The lawyer's action potentially helped the lawyer's case	The lawyer's action was a calculated move to gain an advantage, but not morally reprehensible	The lawyer	I assumed the lawyer was acting in a professional capacity	The judge	I assumed the judge was a busy professional with a lot on their plate	0.12
190	Clifford	You see a man walking down a dark hallway while still wearing his sunglasses.	orig		0	8	0	0	0	The hallway is an inanimate object, so it's not vulnerable	The man is walking with sunglasses on, which suggests he's being intentional	No harm is caused by the man walking down the hallway	No help is caused by the man walking down the hallway	The man's action is neutral, so it's morally neutral	The man	I assume the man is aware of his surroundings and is walking intentionally	The hallway	I assume the hallway is a typical, empty hallway in a building	-0.2
191	Mickelberg	Person X went to a friend's house to play a card game.	orig		5	6	0	2	0	The friend is an adult and a willing participant, making them relatively resilient	Person X went to the friend's house to play a card game, indicating some degree of planning	No harm was caused, as they are just playing a card game	The card game may provide some social benefits and entertainment, but no critical assistance	The scenario is neutral, as it does not involve significant harm or help, but rather a friendly social activity	Person X	Assumed to be a responsible and friendly person	The friend	Assumed to be a willing participant in the card game	0.44
192	Mickelberg	Person X turned their home into a shelter for flood victims, making meals and providing clothing to those who needed it.	orig		8	8	0	9	4	Flood victims are often displaced and struggling to survive	Person X planned and executed the shelter, showing intentionality	No harm was caused, only help was provided	Person X provided meals and clothing, causing significant help	Person X's actions were highly moral, showing compassion and kindness	Person X	Assumed to be a kind and compassionate person	Flood victims	Assumed to be vulnerable and in need of help	3.63
193	Kruepke	When I was a first grade teacher in a Spanish-speaking school, I wanted to get to know all of my children’s parents. So I made a point to make myself available at any time of day. Many of them were illiterate, so I wouldn’t just send letters home, but I would call them as well.	orig		8	8	0	8	4	The parents were vulnerable due to their illiteracy and lack of familiarity with the education system	You made a conscious effort to reach out to the parents and establish communication	No harm was caused, as the action was intended to be helpful	The action provided help by establishing communication and building trust with the parents	The action was highly moral as it showed empathy and a willingness to adapt to the parents' needs	You	Assumed the parents were willing to communicate and engage with you	The parents	Assumed they were willing to learn and communicate with you	2.56
194	Grizzard	Breaks the hand of a wounded combatant to gain information.	orig		8	9	8	0	-4	The wounded combatant is already injured and in a weakened state, making them more susceptible to harm	The interrogator has made a deliberate decision to use physical force to extract information, indicating a high level of intentionality	Breaking the hand of the wounded combatant causes significant harm and pain, with long-term consequences	The action does not provide any help to the wounded combatant, only causing harm	The action is morally unacceptable due to the intentional infliction of harm on a vulnerable individual	The interrogator	The interrogator is a trained and experienced individual who has made a conscious decision to use physical force to extract information	The wounded combatant	The wounded combatant is a person who has been injured in combat and is likely to be in a vulnerable state	-1.546666667
195	Kruepke	When I first went to dance school in New York I lied about my age. There is a lot of pressure to be young in the dance industry. I was twenty and told people I was only sixteen.	orig		9	8	6	0	-4	The patient is a minor, making them highly vulnerable to harm	The action was intentional, as you deliberately lied about your age	The harm caused is the potential exploitation and mistreatment of the patient	No help was caused, as the action was harmful	The scenario is morally unacceptable due to the intentional harm caused to the patient	You	Assumed the agent was a young and impressionable individual	The dance school and its instructors	Assumed the patient was a minor who would be vulnerable to exploitation	-1.39
196	Mickelberg	Person X drove their car the wrong way down a one-way street.	orig		8	7	7	0	-3	Vulnerable to harm due to the reckless action	Intentional action with some degree of planning	Caused significant harm to others, potentially leading to accidents or injuries	No help was caused, only harm	Reckless and intentional action causing harm, highly immoral	Person X	Assumed to be a competent adult with a valid driver's license	Other drivers, pedestrians, and potentially innocent bystanders	Assumed to be unaware of the danger and potentially vulnerable	-1.07
197	Lotto	You are the bodyguard for an important politician. At the end of a rally, as you are getting into the car together with three other people, the secret services inform you that there is a terrorist heading towards you at high speed in a car filled with dynamite. With the binoculars you see a car at a distance of several hundred metres.You shoot at the car coming towards you by aiming at the petrol tank. The explosion will hit a traffic policeman, who, unaware of the danger, is patrolling the area. You know that he will die, but you and the other four will be unhurt.	orig		9	8	9	0	-3	The traffic policeman is a vulnerable individual unaware of the danger	The bodyguard intentionally aimed at the petrol tank to stop the terrorist	The action caused the death of the traffic policeman	The action did not provide any help to anyone	The action caused significant harm to an innocent person, making it morally unacceptable	The bodyguard	The bodyguard assumed the terrorist was a threat to the politician and the others	The traffic policeman	The bodyguard assumed the traffic policeman was unaware of the danger	-0.67
