id	dataset	scenario	circumstance_type	circumstance	vulnerable_score	intentional_score	harm_score	help_score	moral_score	vulnerable_expl	intentional_expl	harm_expl	help_expl	moral_expl	agent	assumption_for_agent	patient	assumption_for_patient	human_score
99	Mickelberg	Person X went to the supermarket but couldn't remember what they needed to buy.	orig		6	1	0	0	0	Typical adult vulnerability (6-8).	Forgetting was accidental (0-2).	No harm caused (0-2).	No assistance provided (0-2).	No harm or help; morally neutral.	Person X	Assumed to be forgetful or distracted.	Person X (themselves)	Assumed to need the items they intended to buy.	0.03
100	Kruepke	One day, when I was 7 years old, my sister left her wallet on her dresser. I bumped the dresser and the wallet fell onto the floor. Many coins came out and I picked them up and put them in my pocket.	orig		6.0	4.0	4.0	0.0	-1.0	Sister is a typical adult, medium susceptibility	Bumping was accidental; taking coins was impulsive	Minor financial harm from taking coins	No assistance provided; took coins instead	Minor theft with low intent, mitigated by age	Me (7-year-old child)	Assumed the child acted impulsively without understanding consequences	Sister (owner of the wallet)	Assumed the sister was careless with her belongings	-1.83
101	Mickelberg	Person X jumped in to help a friend who was being bitten by a vicious dog, resulting in PersonX being seriously mauled.	orig		9	8	8	10	4	Friend was defenseless, facing life-threatening attack (max vulnerability).	Deliberate choice to intervene despite risks (high intentionality).	Serious mauling caused significant physical harm (severe injury).	Critical assistance in life-threatening situation (saved friend from attack).	Heroic, selfless act outweighs harm; morally commendable.	Person X	Assumed to be brave and selfless, prioritizing the friend's safety over personal risk.	The friend being bitten by the dog	Assumed to be defenseless and in immediate danger from the dog attack.	3.13
102	Effron	Broke a friend's phone and neither apologized or replaced it	orig		6	3	7	0	-3	Friend is a typical adult, medium-high vulnerability	Breaking was accidental; inaction (no apology/replacement) was intentional	Significant financial and functional harm to friend	No assistance offered, minimum help	Harmful action with intentional neglect, morally unacceptable	You	Assumed the action was accidental or not your responsibility	Your friend	Assumed the friend could manage without the phone or afford a replacement	-2.688
103	Lotto	You are a fireman and you are trying to save five people from inside a burning building. The only window from which the people can be evacuated is jammed and will not open. The fire will reach you in a short time. Outside on the window ledge of the floor below, there is a person who is waiting to be saved.With an axe you smash the window to get out. You know that when it falls, the heavy glass will kill the person on the lower floor, but you and the five people in danger will be able to escape.	orig		10	9	10	10	1	Defenseless in a life-threatening scenario; maximum vulnerability.	Deliberate action with full awareness of consequences; high intentionality.	Falling glass caused fatal harm (death).	Saved six lives (five + self); critical assistance.	Utilitarian gain (6 saved) vs. intentional harm (1 killed); net positive but morally contentious.	The fireman	The agent acted to save five people, knowingly causing harm to another.	The person on the lower floor ledge	The patient was defenseless and unable to avoid harm.	-0.7
104	Effron	Laughed at a friend's joke even though it wasn't funny	orig		6.0	5.0	1.0	4.0	2.0	Typical adult with average resilience.	Intentional but impulsive, minimal premeditation.	No direct harm; potential minor emotional impact if deception discovered.	Provided minor emotional support.	Minor help, negligible harm, socially acceptable intent.	Myself	Assumed the agent wanted to maintain social harmony or avoid offending the friend.	The friend	Assumed the friend sought validation or was sensitive to criticism.	0.583783768
105	Clifford	You see a drunk elderly man offering to have oral sex with anyone in the bar.	orig		6.0	4.0	4.0	0.0	-3.0	Typical adults, medium-high vulnerability	Impulsive due to intoxication, minimal planning	Potential minor harm (discomfort, offense)	No assistance provided	Inappropriate proposal, minor harm, moderately immoral	The drunk elderly man	Assumed he was intoxicated and impaired in judgment	Anyone in the bar (potential recipients)	Assumed they are adults capable of consenting or refusing	-3.4
106	Mickelberg	Person X offered to pay off the debts of their friend, who had been struggling to pay the bills since their partner died.	orig		8.0	8.0	0.0	8.0	4.0	Grieving adult with financial instability; medium-high vulnerability.	Deliberate decision to assist, requiring planning and commitment.	No harm caused; action alleviates financial burden.	Substantial assistance resolving critical financial stress.	Highly moral act, providing essential support without harm.	Person X	Assumed to be empathetic and financially capable of offering assistance.	The friend struggling with debts	Assumed to be grieving, financially unstable, and unable to resolve debts independently.	3.41
107	Effron	Gave out toys to the Children's Hospital at Christmas	orig		10	8	0	7	4	Children are defenseless and hospitalized (max vulnerability)	Planned action for Christmas, deliberate intent	No harm caused; positive action	Substantial emotional support via toys	Highly moral: significant help, no harm	A donor or volunteer	Assumed altruistic, aiming to spread joy	Children in the hospital	Assumed ill or in need of cheer	2.925
108	Grizzard	Threatens to withhold aid from a local village to gain intelligence.	orig		9.0	9.0	7.0	0.0	-4.0	Villagers depend on aid; defenseless without it.	Threat premeditated to coerce, deliberate action.	Threatens essential aid, risking significant harm.	No aid provided; coercion used.	Coercing vulnerable group immorally; high harm intent.	Military officer	The agent has authority over aid distribution and uses it coercively.	Local villagers	The villagers rely on the aid for basic needs.	-1.16
109	Effron	Lied to his girlfriend about not having other dates	orig		7.0	8.0	5.0	0.0	-3.0	Typical adult with emotional susceptibility	Deliberate deception to conceal actions	Emotional harm from betrayal of trust	No assistance; deception harms trust	Intentional deception causing moderate harm	The boyfriend	Assumed he was dishonest and prioritized avoiding conflict over honesty	The girlfriend	Assumed she was trusting and unaware of his other dates	-2.984
110	Effron	Worked all summer to give his parents a trip to Hawaii	orig		6	10	0	8	4	Parents are typical adults, medium vulnerability.	Worked all summer, showing deliberate planning.	Positive action caused no harm.	Gift provides substantial assistance and joy.	Highly moral due to selfless help, no harm.	The son	The agent is responsible and caring, prioritizing his parents' well-being.	His parents	The parents are likely elderly or deserving of care, needing relaxation.	3.13684216
111	Clifford	You see a girl taking all the Halloween candy from a bowl, leaving none for others.	orig		9	7	4	0	-3	Others are children, highly susceptible to harm	Deliberate action to take all candy, some premeditation	Deprived others of candy, minor harm	No assistance provided	Selfish act harming vulnerable others, moderately immoral	The girl	Assumed the girl acted selfishly without considering others	Others expecting candy	Assumed others were vulnerable and expecting fair access	-2.5
112	Mickelberg	Person X ate their lunch and went back to work with food stuck in their teeth.	orig		6.0	1.0	2.0	0.0	0.0	Typical adult with average susceptibility.	Accidental action, no intent.	Minor embarrassment, minimal harm.	No assistance or protection involved.	Unintentional, negligible harm, neutral morality.	Person X	Assumed they did not check their teeth after eating.	Person X (themselves)	Assumed they were unaware of the food in their teeth.	-0.02
113	Clifford	You see a woman commenting out loud about how fat another woman looks in her jeans.	orig		7.0	7.0	5.0	0.0	-3.0	Typical adult with potential body image sensitivity	Deliberate verbal criticism, likely intentional	Insult causing emotional harm, medium-low severity	No assistance; action was purely harmful	Intentional harm to vulnerable target, no mitigating help	The woman who made the comment	The agent is judgmental or critical of others' appearances	The woman being commented on	The patient is self-conscious about her body image	-3.0
114	Kruepke	When I was a sophomore in college I was at a party and got involved in a situation where I had the opportunity to have sex with multiple partners. I had sex with all three of them in the same night. There were no emotional or physical repercussions after.	orig		6.0	7.0	0.0	0.0	0.0	Adults with average resilience; consensual context reduces vulnerability.	Deliberate choice to engage, though spontaneity of party setting.	No reported harm; consensual interaction.	No assistance or protection provided; neutral act.	Consensual, no harm, but no moral elevation.	The college sophomore	The agent was a consenting adult acting autonomously.	The three sexual partners	The patients were consenting adults capable of informed decisions.	-1.6
115	Kruepke	I used to work as a legal assistant. I lied to clients all of the time, the attorney I worked for lied all the time too. We just lie to our clients so things will work out the best for us.	orig		7.0	9.0	7.0	0.0	-4.0	Clients relied on professionals, increasing susceptibility.	Lies were deliberate and repeated for self-benefit.	Deception risks financial, legal, or emotional harm.	No help; actions were self-serving.	Intentional harm to vulnerable clients for self-gain.	The legal assistant and the attorney	They prioritized self-interest over client trust.	The clients	Clients were trusting and unaware of the deception.	-2.8
116	Effron	Got into a fight in a bar with an acquaintance	orig		6.0	5.0	7.0	0.0	-3.0	Typical adult, medium-high vulnerability	Fight likely impulsive but intentional	Physical altercation causes significant harm	No assistance provided during/after fight	Intentional harm, no help, highly immoral	Myself	Assumed the agent was aggressive or provoked	Acquaintance	Assumed the patient was defensive or retaliatory	-1.6
117	Clifford	You see a girl telling a boy that his older brother is much more attractive than him.	orig		7.0	7.0	4.0	0.0	-2.0	Typical individual with average resilience; susceptible to emotional harm.	Deliberate comparison, likely intended to provoke, though not extensively premeditated.	Insulting someone qualifies as minor harm (emotional distress).	No assistance or protection provided; action was purely critical.	Intentional minor harm to a vulnerable target with no mitigating help.	The girl	The girl intended to compare the boy unfavorably to his brother, possibly to provoke or demean him.	The boy	The boy is emotionally vulnerable to comparisons, especially from peers, and may feel insecure.	-1.4
118	Effron	Failed to return a borrowed book for months	orig		6.0	4.0	3.0	0.0	-1.0	Typical adult, average resilience (medium-high vulnerability)	Neglect over months suggests some awareness but no deliberate planning	Minor inconvenience, no lasting damage (medium-low harm)	No assistance provided; failure to act	Minor harm from neglect, low intentionality, no help: slightly immoral	The person who borrowed the book	Assumed the agent was aware of the obligation but procrastinated or forgot	The person who lent the book	Assumed the patient expected timely return and was inconvenienced	-0.82352944
119	Effron	Paid for a friend's dinner	orig		6	7	0	5	3	Patient is a typical adult, medium vulnerability	Deliberate act to help, some planning	No harm caused; action was beneficial	Provided financial support, minor assistance	Helpful act with no harm, morally positive	The person who paid for the dinner	Assumed the agent was financially able and willing to help	The friend whose dinner was paid	Assumed the patient needed or appreciated the gesture	2.30857144
120	Clifford	You see a woman throwing her cat across the room for scratching the furniture.	orig		9.0	5.0	7.0	0.0	-4.0	Cats are small, defenseless animals; high susceptibility to harm.	Impulsive reaction to scratching; minimal premeditation.	Throwing a cat risks physical injury (e.g., fractures, trauma).	No assistance; action caused harm instead.	High harm, vulnerability, and intentionality; no mitigating help.	The woman	Assumed she acted out of frustration or anger, prioritizing furniture over the cat's well-being.	The cat	Assumed the cat was defenseless and acting on natural instincts (scratching).	-3.2
121	Kruepke	I was playing basketball near a beach. I was hanging out all day when I noticed that there was a basketball that no one had claimed. There was no one around so I took the basketball.	orig		0	4	0	0	0	Inanimate object, no vulnerability	Acted impulsively with minimal premeditation	No harm caused; object was unclaimed	No assistance or protection provided	No harm, but ownership ambiguity; neutral	The person playing basketball	Assumed the basketball was abandoned and unclaimed	The basketball	Assumed the basketball had no owner present	-0.85
122	Clifford	You see the coach's wife sponsoring a bake sale for her husband's rival team.	orig		6.0	8.0	3.0	5.0	-1.0	Adult with average resilience; moderate susceptibility.	Sponsorship requires planning; deliberate action.	Minor harm (emotional/professional strain).	Supports rival team; moderate assistance.	Balanced harm/help; conflicting loyalty reduces morality.	The coach's wife	Assumed she acted intentionally to support the rival team, possibly creating conflict.	The coach (her husband)	Assumed he might feel betrayed or professionally undermined.	-1.5
123	Kruepke	When my mother was dying she wanted to go out to lunch with me and a bunch of her friends. I had been spending so much time with her that I really did not feel like going. So I told her that I needed some space for myself.	orig		9.0	7.0	4.0	0.0	-1.0	Dying individual, highly susceptible to emotional harm.	Deliberate choice to decline, though not extensively planned.	Emotional harm from rejection; not severe but present.	No assistance provided; declined a supportive act.	Balanced self-care with harm to a vulnerable person; morally ambiguous.	Me (the narrator)	Assumed the agent prioritized their own emotional needs over the mother's request.	The dying mother	Assumed the patient needed companionship and emotional support in her final days.	-2.07
124	Mickelberg	Person X was running late so they drove to work rather than taking the bus.	orig		1	7	3	0	-1	Environment is inanimate; minimal vulnerability.	Deliberate choice to drive; some planning.	Minor environmental harm from emissions.	No direct help provided to others.	Minor harm, no help; slightly negative impact.	Person X	Assumed Person X owns a car and prioritizes punctuality.	Environment (due to increased carbon emissions)	Assumed driving alone harms the environment more than public transit.	0.4
125	Clifford	You see a girl laughing at another student forgetting her lines at a school play.	orig		7.0	4.0	4.0	0.0	-2.0	Student is vulnerable due to public embarrassment	Laughter was impulsive, not premeditated	Emotional harm from public humiliation	No assistance provided; laughter worsened distress	Minor harm, no help, moderate immorality	The girl who laughed	She is insensitive or enjoys others' discomfort	The student who forgot her lines	She was embarrassed or anxious about the mistake	-2.4
126	Effron	Scratched a stranger's car with his key	orig		1.0	7.0	4.0	0.0	-3.0	Car is inanimate (minimum vulnerability)	Deliberate act with some intent to harm	Minor physical damage to property	No assistance provided	Intentional property damage, minor harm, no help	The person who scratched the car	Assumed the agent acted intentionally to damage property	The stranger's car	Assumed the car was owned and valued by the stranger	-3.152
127	Mickelberg	Person X set up a cat trap because they love to catch and torture animals.	orig		10	10	10	0	-4	Cats are defenseless, maximum vulnerability.	Premeditated action with deliberate intent.	Torture inflicts severe physical/psychological harm.	No help; action causes harm, not assistance.	Intentional harm to vulnerable beings is extremely immoral.	Person X	The agent has malicious intent toward animals.	Cats/animals	The patient is defenseless and vulnerable.	-3.7
128	Clifford	You see a zoo trainer jabbing a dolphin to get it to entertain his customers.	orig		9	9	7	0	-4	Dolphins are defenseless, dependent on humans. High susceptibility to harm.	Jabbing was deliberate to force performance, indicating planning.	Physical pain and psychological stress, but not life-threatening.	No assistance; action exploits for entertainment.	High harm, intent, vulnerability; no help. Immoral act.	zoo trainer	assumed the agent prioritized entertainment over the dolphin's well-being	dolphin	assumed the dolphin is sensitive and defenseless in captivity	-3.2
129	Lotto	You have been invited to the birthday party of someone you do not know well. You are not really very keen on going, or on spending a lot of money on a present, because he/she is not a close friend. You find a brand-name jumper in excellent condition in a second-hand shop and buy it. On opening the present, the receiver seems embarrassed by such a generous big present.You smile satisfied and reassure the receiver, saying that an important occasion like his/her birthday deserves a special present. You know that he/she will then think of you as a generous person.	orig		6	7	4	3	-1	Adult with average resilience; minor embarrassment.	Planned to deceive via second-hand gift.	Caused embarrassment, minor emotional harm.	Gave a gift, minor material help.	Deceptive intent, minor harm, minor help.	You	Assumed the agent prioritized appearing generous over genuine generosity to save money.	The birthday party receiver	Assumed the patient values brand-name items and perceives generosity as important.	1.02
130	Kruepke	A little while ago I had to go to the DMV to get my drivers license renewed. They told me that I had to take a written test in which I had three attempts to pass. I failed the first two times so I cheated on the final attempt.	orig		6.0	7.0	4.0	0.0	-2.0	DMV is an inanimate system (0-2), but road users are average adults (6-8). Higher vulnerability prioritized.	Cheating required deliberate planning to bypass rules, indicating medium-high intentionality.	Harm is indirect (undermining testing integrity) and potential risk to road safety, but not immediate physical harm.	No help provided; cheating serves self-interest without aiding others.	Dishonest act with moderate harm to systemic trust and safety, but no direct physical harm.	I	Assumed the agent felt pressured to pass after two failures and prioritized obtaining the license over honesty.	DMV/licensing system and other road users	Assumed the patient (DMV) enforces rules to ensure public safety and competency of drivers.	-2.15
131	Mickelberg	Person X regularly volunteers in a town that was exposed to radiation, despite the doctor warning them that their own health would be at risk.	orig		8	9	2	8	4	Townspeople face radiation risks; average resilience but high susceptibility.	Action is regular and deliberate despite known risks.	Harm to townspeople is reduced via help; harm to agent is self-inflicted risk.	Volunteering in crisis provides substantial aid (e.g., medical, logistical).	High help outweighs self-harm risk; altruism is morally commendable.	Person X	Assumed to prioritize others' welfare over personal health (altruistic, self-sacrificing).	The townspeople exposed to radiation	Assumed to need urgent assistance due to radiation exposure (vulnerable, in crisis).	1.93
132	Cook	Someone tells a dirty joke at a holocaust memorial	orig		9.0	8.0	7.0	0.0	-4.0	Memorial attendees are emotionally vulnerable	Joke requires deliberate action, likely aware of context	Emotional harm to mourners, significant distress	No assistance provided; action is disruptive	Disrespectful, intentional harm in vulnerable context	The person telling the joke	The agent is insensitive or unaware of the solemn context	The visitors, survivors, or mourners at the memorial	The patient is in a vulnerable emotional state due to the memorial's purpose	-2.72
133	Lotto	You are a worker specialised in manoeuvring a crane and are part of a work team that is loading containers into a ship. You have just lifted a container from the wharf when you realise that the cable of the crane is breaking and that the container is about to crash down on you and the other workers in the team.You move the arm of the crane away from you. You know that the container will fall in an area in which there are two workers who will die crushed, but you and the other will be saved.	orig		10	7	10	10	0	Defenseless workers; maximum vulnerability.	Deliberate redirection under pressure; medium-high intentionality.	Two fatalities; maximum harm.	Saved self and coworkers; critical protection.	Utilitarian trade-off; intentional harm reduces moral score.	The crane operator (you)	The agent acted to save themselves and coworkers by redirecting danger.	The two workers in the container's new fall zone	The patients were unaware and unable to avoid the falling container.	-1.38
134	Clifford	You see someone driving around in a dirty car that has not been washed recently.	orig		0.0	1.0	0.0	0.0	0.0	Car is inanimate, cannot be harmed (0-2)	Not washing a car is an omission, not deliberate (0-2)	No harm to an inanimate object (0-2)	No assistance provided (0-2)	No harm or help, morally neutral	The driver of the car	The agent has not prioritized washing their car recently	The car	The car's dirt is superficial and not causing harm	-0.2
135	Mickelberg	Person X was on a crowded bus and would not give up their seat to a pregnant woman when asked to.	orig		8.0	7.0	4.0	0.0	-3.0	Pregnant woman has higher vulnerability due to physical strain.	Refused after request implies deliberate choice.	Potential discomfort, minor physical risk.	No assistance provided.	Intentional refusal to help vulnerable person is immoral.	Person X	Assumed Person X was physically capable of standing.	The pregnant woman	Assumed the pregnant woman needed the seat due to physical strain.	-2.23
136	Clifford	You see a woman having intimate relations with a recently deceased loved one.	orig		0.0	9.0	0.0	0.0	-4.0	Deceased cannot be harmed; inanimate vulnerability.	Intimate acts require deliberate intent and planning.	No physical/emotional harm to deceased (non-sentient).	No assistance or protection provided.	High intentionality, societal/moral taboo, no harm/help.	The woman	Assumed she acted out of grief, compulsion, or psychological distress.	The deceased loved one	Assumed the deceased could not consent or resist due to being dead.	-3.3
137	Lotto	You are driving your motor boat in a small bay when your attention is drawn to cries of help from five people who are drowning at the end of a very narrow channel which is right in front of you. Between you and the people who are drowning, to one side of the channel, is another person who is calmly swimming.You steer towards the end of the channel at high speed. You know that the person who is swimming will be hit by the motorboat, but the other five people will be saved.	orig		9.0	9.0	9.0	10.0	1.0	Swimmer is defenseless in water; high susceptibility to harm.	Deliberate action to save five, knowingly causing harm.	High-speed collision likely causes severe injury or death.	Saving five lives from drowning is critical assistance.	Moral trade-off: saving five justifies harming one, but remains ethically contentious.	The driver of the motor boat (you)	The agent assumed steering toward the drowning five would save them, knowingly hitting the swimmer.	The person swimming calmly	The swimmer was assumed to be unharmed initially but vulnerable to the boat's collision.	-1.11
138	Clifford	You see a woman spray painting graffiti across the steps of the local courthouse.	orig		1	7	4	0	-2	Inanimate object; cannot experience harm.	Deliberate act requiring planning (e.g., acquiring spray paint, targeting courthouse).	Defacement causes minor property damage, repairable.	No assistance or protection provided; act is destructive.	Intentional harm to property with no offsetting benefit.	The woman spray painting	Assumed she is intentionally defacing public property, possibly as protest or vandalism.	The local courthouse (property)	Assumed the courthouse is a government-owned, symbolic institution representing law and authority.	-3.3
139	Clifford	You see a head cheerleader booing her high school's team during a homecoming game.	orig		7.0	8.0	5.0	0.0	-3.0	Adolescents are emotionally vulnerable but not defenseless.	Booing is deliberate, public, and contradicts role expectations.	Public insult from a leader can demoralize the team.	No assistance; action harms morale.	Intentional harm to vulnerable team, no mitigating help.	The head cheerleader	She is expected to support the team, not undermine them.	The high school team	The team is composed of adolescents susceptible to emotional harm.	-2.3
140	Mickelberg	Person X forgot to turn off the bath water, flooding the house.	orig		0.0	0.0	7.0	0.0	-2.0	House is inanimate; cannot be harmed like living beings.	Action was accidental; no intent to flood.	Flooding causes significant property damage.	No assistance provided; harm occurred.	Accidental harm with no intent, but negligence caused damage.	Person X	Assumed Person X was responsible for turning off the water but forgot.	The house	Assumed the house is a structure susceptible to water damage.	-0.41
141	Lotto	You have a small horse stud in Australia. You are heading towards the nearby town in a four-wheel drive together with a new client when you notice a bolting wild horse which is galloping like mad. It is heading towards three people who are walking near the edge of a gorge and soon it will run into them. You immediately follow and are able to catch up with it. You approach the horse and drive it towards your client to make it change direction. You know that the client will be trampled by the horse and will be killed, but the other three people will be saved.	orig		9	9	10	10	3	Client is defenseless, maximum vulnerability.	Deliberate action to redirect horse, fully aware of consequences.	Client killed, maximum harm.	Saved three lives, critical assistance.	Utilitarian trade-off: net lives saved justifies harm.	You	The agent is capable of redirecting the horse and prioritizes saving three lives over one.	The client	The client is unaware and unable to avoid the horse’s path.	-1.57
142	Kruepke	When I was in third grade I really wanted to be popular. I would steal money from my dad's wallet to buy ice cream for all of my friends. Eventually he found out.	orig		3.0	7.0	4.0	2.0	-3.0	Adult with financial resilience, but trust was exploited.	Repeated, deliberate theft with planning to achieve a goal.	Financial loss and breach of trust, but no physical harm.	Minor social benefit (ice cream) but no meaningful help.	Immoral due to theft and deception, outweighing trivial social gains.	The third-grade student (narrator)	The agent assumed stealing money was necessary to gain popularity by buying treats for friends.	The narrator's father	The assumption was that the father would not notice the missing money or its purpose.	-2.13
143	Mickelberg	Person X used their body to protect their partner from falling debris during an earthquake.	orig		8.0	6.0	0.0	10.0	4.0	Partner is a typical adult, highly susceptible during earthquake.	Quick, deliberate action to protect, some intentionality.	Action aimed to protect, no harm intended or caused.	Life-saving protection from lethal debris.	Heroic act with maximum help, no harm.	Person X	Assumed to be selfless and courageous, willing to risk injury to protect their partner.	Their partner	Assumed to be vulnerable and unable to avoid the debris independently.	3.22
144	Mickelberg	Person X sold their house to fund a local program for the needy.	orig		8	10	0	8	4	Needy individuals are highly susceptible to harm due to lack of resources.	Selling a house requires extensive planning and deliberate intent.	No direct harm; funds were used to aid the needy.	Substantial assistance via large donation from house sale.	High intentionality and help, no harm, aiding vulnerable group.	Person X	Assumed altruistic and financially capable of selling their house.	The needy in the local program	Assumed to lack resources and require assistance.	3.01
145	Kruepke	My family didn't have money so I would always admire jewelry on other students in school. In second grade there was this little girl who would wear this necklace. One time at recess she put it down and I took it.	orig		9.0	5.0	7.0	0.0	-4.0	Child, defenseless and highly susceptible to harm.	Opportunistic theft with prior admiration, minimal premeditation.	Theft caused emotional distress and loss of property.	No assistance provided; action purely harmful.	Intentional harm to a vulnerable child, no mitigating help.	The narrator (the person telling the scenario)	The agent desired the necklace due to envy and financial limitations.	The little girl who owned the necklace	The patient was trusting and unaware of the theft risk.	-2.36
146	Kruepke	At a festival I went to, there was a contest where you could win a free one-year subscription to Book Magazine. You had to answer some literary questions. So I picked up the questionnaire and about four of my friends and I filled it out and ended up winning the free subscription.	orig		6.0	7.0	0.0	5.0	4.0	Typical adults, medium-high vulnerability	Intentional participation with planning	No harm caused, only benefit	Minor benefit (free subscription)	Fair gain, no harm, highly moral	Myself and four friends	Assumed we had sufficient literary knowledge to answer correctly	Myself and four friends	Assumed we were eligible and interested in the subscription	1.05
147	Mickelberg	Person X successfully remembered their coworkers' overly complicated coffee orders without writing them down.	orig		6.0	8.0	0.0	5.0	4.0	Coworkers are typical adults with average resilience.	Action required deliberate focus and planning to memorize.	No harm caused; action was neutral/positive.	Provided minor assistance by remembering preferences.	Helpful, intentional act with no harm; morally positive.	Person X	Assumed the agent has strong memory skills or made a deliberate effort to memorize.	Coworkers	Assumed coworkers have complex coffee orders expecting memorization or appreciation.	0.79
148	Mickelberg	Person X tried to patch a puncture in the wheel of their bike but couldn't, so they purchased a new tube instead.	orig		0.0	7.0	0.0	5.0	2.0	Inanimate object, cannot be harmed.	Action followed some thought after failed repair.	No harm; replacing a damaged item.	Provided necessary replacement to restore function.	No harm, helped fix bike; morally acceptable.	Person X	Assumed Person X has basic bike repair skills but lacked expertise to fix the puncture.	The bike wheel (specifically the punctured tube)	Assumed the tube was irreparably punctured, necessitating replacement.	0.34
149	Kruepke	I was helping my friend move and she took advantage of my help. She made me clean most of her house and wanted to use my car to move all of her stuff. She didn't pay for the gas that I used or even thank me.	orig		7.0	8.0	4.0	7.0	-2.0	Typical adult with average resilience.	Deliberate exploitation of help and resources.	Financial loss (gas) and emotional distress.	Substantial assistance in moving and cleaning.	Exploitation without gratitude is immoral.	My friend	She acted selfishly and inconsiderately, exploiting my kindness.	Myself (the helper)	I was kind and trusting, expecting fairness and gratitude.	-1.39
150	Effron	Provided food and clothing for flood victims	orig		9	8	0	9	4	Flood victims are defenseless and in crisis.	Providing aid required deliberate planning.	Action provided essential support, no harm caused.	Critical assistance in life-threatening situation.	High help, no harm, intentional aid to vulnerable.	A volunteer	The agent is compassionate and organized.	Flood victims	They were displaced and lacked basic necessities.	3.22666664
151	Lotto	You are the pilot of a helicopter taking four people on a sight-seeing trip in the French Alps, at an altitude of about 2,000 metres. At a certain point, the helicopter loses altitude and no longer responds to the commands. You send out a mayday signal and try various manoeuvres, but the helicopter continues to fall and risks crashing into a rock face.To gain altitude, you push the person next to you out of the helicopter. You know that this person will plummet to the ground and will die, but you and the other three will be saved.	orig		9	10	10	10	-2	Adult passenger, defenseless in freefall. High susceptibility to harm.	Deliberate action after failed maneuvers and mayday signal. Extensive planning implied.	Death resulted from the action. Maximum harm.	Saved three lives in a life-threatening scenario. Critical assistance.	Utilitarian gain (3 lives saved) vs. intentional killing. Morally contentious but net-negative due to direct harm.	The pilot	The pilot assumed pushing someone out would save the remaining three passengers and themselves.	The person pushed out of the helicopter	The person was assumed to be a vulnerable passenger with no means of survival after being ejected.	-1.8
152	Mickelberg	Person X donates blood once a month even though they have a strong fear of needles.	orig		7.0	8.0	0.0	8.0	4.0	Recipients may be vulnerable patients (e.g., trauma, surgery), average resilience.	Monthly donations require planning and deliberate effort despite fear.	No direct harm; donation is safe and beneficial.	Blood donations save lives, substantial medical help.	High help, no harm, intentional altruism: highly moral.	Person X	Assumed altruistic and courageous, overcoming personal fear.	Blood donation recipients	Assumed in need of medical assistance (e.g., surgery, injury).	2.78
153	Effron	Picked up a child so that she could see the parade	orig		9	8	0	7	4	Children are defenseless, maximum vulnerability	Deliberate action to assist, medium-high intentionality	No harm caused; action was supportive	Substantial assistance enabling participation	Helpful, no harm, highly moral	The adult who picked up the child	The agent is physically capable and likely a caregiver	The child	The child is small and unable to see the parade without assistance	2.45161288
154	Kruepke	I went to the movies a couple of months ago, to see a film. When that film was done, instead of leaving the theater, I just went into another of the theaters within the complex. I watched another movie without paying.	orig		1.0	7.0	3.0	0.0	-2.0	Theater is an inanimate entity; minimal vulnerability.	Deliberate action with some planning.	Minor financial harm to the theater.	No assistance provided; theft harms revenue.	Intentional theft, minor harm, low vulnerability.	The individual (the narrator)	Assumed the agent intentionally avoided paying for the second movie.	The movie theater complex	Assumed the theater operates on paid admissions for each screening.	-1.39
155	Clifford	You see a girl asking for allowance even though her brother did her chores for her.	orig		9	9	4	0	-3	Brother is a child (high vulnerability).	Deliberate request for unearned allowance.	Minor harm (deception, unfairness).	No help provided; exploitative action.	High intentionality, harm to vulnerable, no help.	The girl	Assumed she acted dishonestly to gain unearned allowance.	The brother	Assumed he was exploited despite helping with chores.	-2.7
156	Clifford	You see a soccer player pretending to be seriously fouled by an opposing player.	orig		4	8	5	0	-3	Opposing player is resilient (professional athlete)	Faking injury is deliberate deception with some planning	Deception causes reputational harm and unfair penalties	No assistance provided; action is deceptive	Deception to gain advantage is unethical, hence immoral	The soccer player pretending to be fouled	Assumed the agent was attempting to deceive the referee or opposing team	The opposing player accused of fouling	Assumed the patient did not commit a serious foul	-2.5
157	Kruepke	When I was eleven or twelve, I called someone a racial name. The person I'd called the name was a sort of a friend of my sister's. It got back to her and she was humiliated.	orig		7.0	4.0	5.0	0.0	-3.0	Teenager, average resilience. Medium-high vulnerability.	Impulsive action with minimal premeditation.	Racial slur caused emotional harm (insult).	No assistance or protection provided.	Harmful, intentional act with no help; moderately immoral.	The narrator (me)	The agent was immature and unaware of the harm caused by racial slurs.	The sister's friend	The patient belonged to a different racial group, making them a target.	-2.54
158	Effron	Swore at a cashier who made an error on his bill	orig		7.0	5.0	4.0	0.0	-3.0	Cashier is a typical adult (medium-high vulnerability)	Swearing was impulsive, not premeditated	Insulting someone causes minor harm	No assistance or protection provided	Harmful, intentional act with vulnerable target	The customer	Assumed the agent was angry and impulsive	The cashier	Assumed the patient made an honest mistake	-2.34666672
159	Effron	Spat off the balcony at the theater	orig		6	7	7	0	-3	Typical adult, medium susceptibility	Deliberate action, some premeditation	Assault-like, significant disrespect	No assistance provided	Intentional harm, no help, immoral	A person on the balcony	Assumed the agent acted deliberately, possibly disrespectfully	A person below the balcony	Assumed the patient was unaware and non-consenting	-2.3
